Date,ZHONG HUA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.65520737611251
2001-01-03,96.3830188525902
2001-01-04,100.97620084849434
2001-01-05,102.17262073331446
2001-01-08,102.02845587703226
2001-01-09,102.18963172053377
2001-01-10,102.34692380756539
2001-01-11,99.72577930396487
2001-01-12,101.29864117133512
2001-01-15,101.33350359593294
2001-01-16,101.50781144473204
2001-01-17,100.7920640196052
2001-01-18,102.5418771751609
2001-01-19,106.22995848423842
2001-01-22,107.62971817671567
2001-01-23,106.7002923253239
2001-01-24,106.70097593797556
2001-01-25,106.70165955939196
2001-01-26,106.7002923253239
2001-01-29,105.92016000252669
2001-01-30,104.18740534253848
2001-01-31,105.88022188991715
2001-02-01,106.84589585437008
2001-02-02,105.97811276810504
2001-02-05,104.03897099762807
2001-02-06,104.1157178669768
2001-02-07,104.96247892720227
2001-02-08,103.81839854926665
2001-02-09,104.00072514641282
2001-02-12,103.12586526707422
2001-02-13,104.13411069184292
2001-02-14,104.22828113844838
2001-02-15,103.36303347761284
2001-02-16,102.79830454837689
2001-02-19,102.67663830653838
2001-02-20,102.99208400333019
2001-02-21,102.08398382062323
2001-02-22,100.82646582347404
2001-02-23,101.8067276185856
2001-02-26,101.87854634881957
2001-02-27,101.3558484425096
2001-02-28,101.45777865662922
2001-03-01,98.22588997155141
2001-03-02,96.10263233338976
2001-03-05,97.63412157672451
2001-03-06,99.32987073934925
2001-03-07,98.1883389850729
2001-03-08,97.84528726060636
2001-03-09,97.24151197231774
2001-03-12,93.96419443260095
2001-03-13,92.14916496796705
2001-03-14,91.560502667898
2001-03-15,93.59692451900858
2001-03-16,93.44303104768281
2001-03-19,94.08694098403197
2001-03-20,92.05482859546987
2001-03-21,90.9732896835186
2001-03-22,87.42560501356955
2001-03-23,88.21672379154384
2001-03-26,90.7356665980565
2001-03-27,89.17573654581005
2001-03-28,89.70547248827789
2001-03-29,88.62839354598276
2001-03-30,89.25336969204379
2001-04-02,89.08719902601278
2001-04-03,88.02627243391778
2001-04-04,84.42872147335112
2001-04-05,84.43480275956618
2001-04-06,85.96180632537228
2001-04-09,84.22822258303582
2001-04-10,84.23991450764875
2001-04-11,87.53278135673004
2001-04-12,89.35469950042709
2001-04-13,89.35500653885525
2001-04-16,89.35899682813516
2001-04-17,87.07674050570442
2001-04-18,89.84063559885546
2001-04-19,93.32724595493968
2001-04-20,92.40259769346395
2001-04-23,91.77579137541402
2001-04-24,91.08235406359076
2001-04-25,90.71937049157681
2001-04-26,90.93579998820518
2001-04-27,91.49998016595121
2001-04-30,91.50674070065352
2001-05-01,91.50791270928676
2001-05-02,94.25472124337901
2001-05-03,94.43415939410427
2001-05-04,92.27479753213014
2001-05-07,93.40806701601475
2001-05-08,93.31113062182199
