Date,KUKJE INDEX (ACWI ex Korea)
1998-12-31,1000.0
1999-01-01,1000.0002007436335
1999-01-04,1010.1924702442188
1999-01-05,1020.2979062177247
1999-01-06,1039.7100500223762
1999-01-07,1036.668948423428
1999-01-08,1035.8581538440935
1999-01-11,1026.6071433869315
1999-01-12,1009.0441294109226
1999-01-13,993.8603416011488
1999-01-14,986.8779878123307
1999-01-15,1002.5931249028415
1999-01-18,1011.4006111481633
1999-01-19,1013.7742182956255
1999-01-20,1020.0592438497554
1999-01-21,1008.0000511196773
1999-01-22,992.5966130652004
1999-01-25,996.8078200918238
1999-01-26,1007.1691574152832
1999-01-27,1003.2251888457654
1999-01-28,1012.0311083236096
1999-01-29,1019.6400502208467
1999-02-01,1021.4897582842739
1999-02-02,1017.5090140430026
1999-02-03,1016.3214028265028
1999-02-04,1004.719012889348
1999-02-05,997.5835050537304
1999-02-08,996.0041680105217
1999-02-09,977.7515776980372
1999-02-10,978.7011658327592
1999-02-11,995.6315979981648
1999-02-12,990.4746834955819
1999-02-15,990.4725286704497
1999-02-16,993.4467207361271
1999-02-17,984.4938412097381
1999-02-18,988.970301625945
1999-02-19,987.9900828419685
1999-02-22,1004.6872778119333
1999-02-23,1007.4566731586187
1999-02-24,1002.6260909278228
1999-02-25,998.5502281705471
1999-02-26,993.8702943339129
1999-03-01,986.8181705256153
1999-03-02,981.7118625704435
1999-03-03,979.5644199797846
1999-03-04,986.5728815601246
1999-03-05,1010.8717505698671
1999-03-08,1014.5814387277529
1999-03-09,1017.5169130439691
1999-03-10,1025.9097419195305
1999-03-11,1032.4445912448664
1999-03-12,1035.8542795688213
1999-03-15,1043.112386301173
1999-03-16,1045.669415306862
1999-03-17,1043.6680307927331
1999-03-18,1047.3071361491307
1999-03-19,1047.155131837667
1999-03-22,1043.1455791423678
1999-03-23,1022.1626465070489
1999-03-24,1019.3424468707472
1999-03-25,1034.3615932571847
1999-03-26,1026.5333673988716
1999-03-29,1041.8889234048465
1999-03-30,1039.0963617869254
1999-03-31,1038.6276728599832
1999-04-01,1044.8590439515092
1999-04-02,1043.9852312683145
1999-04-05,1053.0911921485326
1999-04-06,1059.4757508831049
1999-04-07,1066.9767189992647
1999-04-08,1079.1699886164295
1999-04-09,1080.3681603255495
1999-04-12,1084.607680239723
1999-04-13,1085.1229735235654
1999-04-14,1078.8282164282566
1999-04-15,1071.2692591005405
1999-04-16,1070.928099512242
1999-04-19,1061.4511116035544
1999-04-20,1060.0699399189957
1999-04-21,1070.6870623789941
1999-04-22,1083.1701925180187
1999-04-23,1085.6294811630992
1999-04-26,1089.41690325074
1999-04-27,1096.6462135548838
1999-04-28,1091.1595001378514
1999-04-29,1084.6932167800605
1999-04-30,1082.0858935759845
1999-05-03,1091.065990085624
1999-05-04,1083.3610826106844
1999-05-05,1087.1067385195754
1999-05-06,1087.8930273926378
1999-05-07,1088.7102479793696
1999-05-10,1088.9038150604379
1999-05-11,1091.3794335674963
1999-05-12,1090.9168129509715
1999-05-13,1092.9369395064984
1999-05-14,1075.2723734768074
1999-05-17,1066.1906421372003
1999-05-18,1067.672485674495
1999-05-19,1071.8939346724728
1999-05-20,1072.3598567281513
1999-05-21,1066.5572390633372
1999-05-24,1056.048297257082
1999-05-25,1042.887947396955
1999-05-26,1048.6384116324732
1999-05-27,1034.6420742743078
1999-05-28,1043.5372569356105
1999-05-31,1044.0486932134017
1999-06-01,1044.3542866589614
1999-06-02,1046.0204176586958
1999-06-03,1049.3192150869577
1999-06-04,1063.0629482380104
1999-06-07,1070.524168616432
1999-06-08,1069.4808521885216
1999-06-09,1072.6072450145348
1999-06-10,1066.3220142564069
1999-06-11,1068.0970269086754
1999-06-14,1061.9499678798259
1999-06-15,1065.3092726139591
1999-06-16,1078.8734528928342
1999-06-17,1087.06925408282
1999-06-18,1090.162188189059
1999-06-21,1095.5474288081825
1999-06-22,1089.840900408195
1999-06-23,1081.9804155841734
1999-06-24,1072.229922695913
1999-06-25,1074.2134902921994
1999-06-28,1080.4513857762108
1999-06-29,1088.693478794908
1999-06-30,1094.5914239582078
1999-07-01,1107.7546688248588
1999-07-02,1115.9564256973267
1999-07-05,1123.8704903659466
1999-07-06,1120.5532721105478
1999-07-07,1118.6392589037564
1999-07-08,1114.9288612250832
1999-07-09,1118.5402129514214
1999-07-12,1117.4660633221472
1999-07-13,1111.9786877973536
1999-07-14,1117.6890525529318
1999-07-15,1129.043752452424
1999-07-16,1129.236810426771
1999-07-19,1126.070484010185
1999-07-20,1113.161694541794
1999-07-21,1111.359986386253
1999-07-22,1098.8099512193317
1999-07-23,1090.2490786696117
1999-07-26,1086.659137588342
1999-07-27,1093.5723579168903
1999-07-28,1098.1830873439333
1999-07-29,1086.4724518683279
1999-07-30,1089.0323051245355
1999-08-02,1085.7498377553704
1999-08-03,1083.3136019042263
1999-08-04,1076.8425093775363
1999-08-05,1071.2969541884888
1999-08-06,1063.4416862056048
1999-08-09,1061.269881592279
1999-08-10,1050.8169791971513
1999-08-11,1058.071080130309
1999-08-12,1064.9639470768668
1999-08-13,1080.3435590895886
1999-08-16,1087.8997664633916
1999-08-17,1092.1615136150401
1999-08-18,1090.445096765835
1999-08-19,1086.2206012103757
1999-08-20,1099.1374899625237
1999-08-23,1114.593727353122
1999-08-24,1113.5373187672453
1999-08-25,1121.8412392996631
1999-08-26,1110.92740119962
1999-08-27,1105.5355094601252
1999-08-30,1097.489735549123
1999-08-31,1087.5346770319695
1999-09-01,1099.3624280686017
1999-09-02,1092.81063451169
1999-09-03,1111.8068967657289
1999-09-06,1116.643879989115
1999-09-07,1110.4305168251021
1999-09-08,1107.0497479286164
1999-09-09,1115.0669448531346
1999-09-10,1115.3039692387622
