Date,ACFM AMERICA INDEX
2009-05-29,1000.0
2009-06-01,1027.3146015678954
2009-06-02,1028.8418118800769
2009-06-03,1010.6685847648587
2009-06-04,1023.0646278956033
2009-06-05,1020.5252960553023
2009-06-08,1018.0585820423602
2009-06-09,1023.4292547495426
2009-06-10,1020.7740515271336
2009-06-11,1028.5673278298962
2009-06-12,1027.964827628083
2009-06-15,1002.2979010386151
2009-06-16,989.6461475388455
2009-06-17,984.082338586802
2009-06-18,993.2461717103582
2009-06-19,997.4839415364338
2009-06-22,963.367160929054
2009-06-23,965.7363099818562
2009-06-24,974.7727546528636
2009-06-25,994.9432581092922
2009-06-26,996.1036964335551
2009-06-29,1004.2810847512054
2009-06-30,995.5606814382057
2009-07-01,1000.8278750100528
2009-07-02,972.9222614790937
2009-07-03,973.1797869779364
2009-07-06,971.3293087175334
2009-07-07,952.7779564797291
2009-07-08,949.3541360173383
2009-07-09,953.1563594214655
2009-07-10,949.3243915065885
2009-07-13,971.1628941637639
2009-07-14,978.5107537064334
2009-07-15,1009.403717535763
2009-07-16,1019.0578328585933
2009-07-17,1020.0104783952876
2009-07-20,1033.8007106689493
2009-07-21,1038.0184206551683
2009-07-22,1037.0898698949452
2009-07-23,1062.4442215833885
2009-07-24,1066.3047954979843
2009-07-27,1069.636593622844
2009-07-28,1064.9798235267945
2009-07-29,1058.2130675106018
2009-07-30,1072.5231921193465
2009-07-31,1074.700239815498
2009-08-03,1093.060915024657
2009-08-04,1097.4747416904272
2009-08-05,1095.1749568285186
2009-08-06,1086.8686456480154
2009-08-07,1099.494297439411
2009-08-10,1095.725947152854
2009-08-11,1079.441774217603
2009-08-12,1092.6887695500245
2009-08-13,1101.9440506925548
2009-08-14,1092.4910697093876
2009-08-17,1063.2689071284992
2009-08-18,1075.0426550354223
2009-08-19,1082.7587085189784
2009-08-20,1094.3819826248766
2009-08-21,1115.1175889320616
2009-08-24,1114.81263729251
2009-08-25,1117.303381664382
2009-08-26,1114.8761799696008
2009-08-27,1117.1547545037859
2009-08-28,1117.5112375633137
2009-08-31,1106.0686045709292
2009-09-01,1083.313794654091
2009-09-02,1078.9781116502038
2009-09-03,1089.9828634213718
2009-09-04,1105.8796509972694
2009-09-07,1107.505438095425
2009-09-08,1119.2544174269458
2009-09-09,1125.4849295017448
2009-09-10,1136.7775074752315
2009-09-11,1137.989122711355
2009-09-14,1143.7163281075407
2009-09-15,1149.3973474321306
2009-09-16,1167.530837493761
2009-09-17,1165.2243292544777
2009-09-18,1165.9574281349467
2009-09-21,1161.1172058752154
2009-09-22,1171.1334445004936
2009-09-23,1159.4035176561958
2009-09-24,1145.7410959342112
2009-09-25,1139.0740971526973
2009-09-28,1158.9558326496137
2009-09-29,1157.8243370468863
2009-09-30,1156.3657888676648
2009-10-01,1127.4776555978644
2009-10-02,1121.2907654711885
2009-10-05,1138.6881892493177
2009-10-06,1156.4190455706855
2009-10-07,1159.7498809531426
2009-10-08,1170.5299740756034
2009-10-09,1177.6885249773877
2009-10-12,1182.923595222395
2009-10-13,1180.6873545280116
2009-10-14,1201.695739798048
2009-10-15,1206.0577459252213
2009-10-16,1196.1927067868946
2009-10-19,1208.0658040710132
2009-10-20,1197.6792075608716
2009-10-21,1188.6203851101104
2009-10-22,1200.5161583438617
2009-10-23,1185.7264957334498
2009-10-26,1171.1661187830937
2009-10-27,1162.9883725158286
2009-10-28,1136.5669768240516
2009-10-29,1164.8104132271312
2009-10-30,1132.7854386021556
2009-11-02,1138.6055507210872
2009-11-03,1144.8892407396393
2009-11-04,1149.284905082389
2009-11-05,1169.9848507451743
2009-11-06,1172.0290246931993
2009-11-09,1200.1376311350348
2009-11-10,1200.1310886041886
2009-11-11,1205.934885791198
2009-11-12,1192.5636655466487
2009-11-13,1199.4893908135011
2009-11-16,1217.401939651404
2009-11-17,1218.6715929623513
2009-11-18,1219.0244279289734
2009-11-19,1201.0748954252667
2009-11-20,1197.427175859276
2009-11-23,1213.6776751978646
2009-11-24,1212.2905291109348
2009-11-25,1219.6394001836525
2009-11-26,1214.7590219533215
2009-11-27,1198.3012528725117
2009-11-30,1202.4440947276526
2009-12-01,1220.8235434487406
2009-12-02,1222.4932703237157
2009-12-03,1211.2756631708348
2009-12-04,1215.1037807898051
2009-12-07,1212.6583598373668
2009-12-08,1198.2365195425425
2009-12-09,1202.5184571389343
2009-12-10,1210.38781966779
2009-12-11,1214.2987671856556
2009-12-14,1222.8619241020233
2009-12-15,1217.3005578448694
2009-12-16,1219.3225380521562
2009-12-17,1202.2939931613796
2009-12-18,1208.06122052288
2009-12-21,1220.1529261673638
2009-12-22,1225.1392810866269
2009-12-23,1229.999499557416
2009-12-24,1236.96524002894
2009-12-25,1236.96524002894
2009-12-28,1239.7767659743788
2009-12-29,1238.2680608333783
2009-12-30,1237.7894316580202
2009-12-31,1227.767862769782
2010-01-01,1227.767862769782
2010-01-04,1249.6204586257322
2010-01-05,1253.3027025814638
2010-01-06,1255.4879684668463
2010-01-07,1258.6606613793476
2010-01-08,1262.4429330294856
2010-01-11,1264.8626232695303
2010-01-12,1252.1976813402584
2010-01-13,1261.5045159928743
2010-01-14,1262.9289582330543
2010-01-15,1249.337223037178
2010-01-18,1250.7855824876083
2010-01-19,1263.9798915536041
2010-01-20,1248.431471974596
2010-01-21,1225.1329792528707
2010-01-22,1199.2749819668716
2010-01-25,1203.075165079178
2010-01-26,1197.4296900724648
2010-01-27,1200.8723839790691
2010-01-28,1188.8392087812554
2010-01-29,1176.1385286896605
2010-02-01,1193.2547095925809
2010-02-02,1209.3245693392098
2010-02-03,1203.497961247426
2010-02-04,1164.3231631439453
2010-02-05,1167.1645792010795
2010-02-08,1158.332396314263
2010-02-09,1173.598578536073
2010-02-10,1172.3842117741738
2010-02-11,1185.5988290814555
2010-02-12,1183.8638646253148
2010-02-15,1184.6570186391361
2010-02-16,1205.3272275581141
2010-02-17,1211.6497822493343
2010-02-18,1220.3762054870974
2010-02-19,1222.2007264037072
2010-02-22,1220.411582144778
2010-02-23,1204.6112333487044
2010-02-24,1213.9298702222172
2010-02-25,1211.601539793855
2010-02-26,1215.0635883030466
2010-03-01,1228.5292903791767
2010-03-02,1234.7175731271684
2010-03-03,1235.9932054805643
2010-03-04,1238.8570352955585
2010-03-05,1256.969173599945
2010-03-08,1256.6657963413477
2010-03-09,1258.7501179612552
2010-03-10,1265.756032770749
2010-03-11,1269.6848714988125
2010-03-12,1271.14216637874
2010-03-15,1270.3480424242648
2010-03-16,1281.5528810576693
2010-03-17,1288.0740528938832
2010-03-18,1285.6477020073503
2010-03-19,1277.7098491808763
2010-03-22,1283.2985725990857
2010-03-23,1293.184934014146
2010-03-24,1284.8905743518405
2010-03-25,1282.5233118896351
2010-03-26,1281.8660710760626
2010-03-29,1291.5538777207823
2010-03-30,1292.6916710754729
2010-03-31,1290.4995442562797
2010-04-01,1301.5531156300476
2010-04-02,1301.5531156300476
2010-04-05,1312.4897423248221
2010-04-06,1314.4289227736551
2010-04-07,1307.0626707854094
2010-04-08,1310.3465353399956
2010-04-09,1318.962817622172
2010-04-12,1320.6997049777262
2010-04-13,1320.375712247522
2010-04-14,1336.3295466007019
2010-04-15,1336.6059741438244
2010-04-16,1314.0083210000791
2010-04-19,1317.9520122889166
2010-04-20,1330.1438150917647
2010-04-21,1328.979930822488
2010-04-22,1331.4623015114016
2010-04-23,1340.4251471052532
2010-04-26,1335.9473928642924
2010-04-27,1304.931361484246
2010-04-28,1310.5568529694349
2010-04-29,1329.1346194688044
2010-04-30,1309.0896497366873
2010-05-03,1322.412910697717
2010-05-04,1289.8116457593621
2010-05-05,1279.005888637558
2010-05-06,1240.6609920724497
2010-05-07,1219.6022979034078
2010-05-10,1274.1643809889226
2010-05-11,1271.1816515499995
2010-05-12,1290.6664939970506
2010-05-13,1276.149784158611
2010-05-14,1250.938960535926
2010-05-17,1249.4505532955422
2010-05-18,1233.166211953691
2010-05-19,1222.288246485929
2010-05-20,1174.0477341236096
2010-05-21,1192.8525775563164
2010-05-24,1180.5187392149337
2010-05-25,1176.7758980830738
2010-05-26,1175.8560528781236
2010-05-27,1214.078306479005
2010-05-28,1201.0189002497762
2010-05-31,1203.7720848531283
2010-06-01,1182.5877210447547
2010-06-02,1211.5078496070755
2010-06-03,1217.60170084593
2010-06-04,1176.8934917791914
2010-06-07,1160.297718379016
2010-06-08,1171.3380962444342
2010-06-09,1167.9177207676003
2010-06-10,1201.7480961683484
2010-06-11,1207.766614389873
2010-06-14,1207.5216190502326
2010-06-15,1234.5316448819672
2010-06-16,1234.841500995885
2010-06-17,1235.638302953084
2010-06-18,1238.0545489836668
2010-06-21,1235.5448511838174
2010-06-22,1216.4363030599216
2010-06-23,1210.1397121018426
2010-06-24,1189.9698721437685
2010-06-25,1194.479117387882
2010-06-28,1192.134312131008
2010-06-29,1152.3342782435477
2010-06-30,1140.8343836644772
2010-07-01,1137.8716244346735
2010-07-02,1133.9368581629376
