Date,ACWI ex RUSSIA
1998-12-31,488.2441696613176
1999-01-01,488.24426746886496
1999-01-04,493.34956031398116
1999-01-05,498.3603325844544
1999-01-06,507.8528995753943
1999-01-07,506.5089367616966
1999-01-08,505.9927587811119
1999-01-11,501.5126868702427
1999-01-12,492.89577736226295
1999-01-13,485.525093540355
1999-01-14,481.9868941063638
1999-01-15,489.68095601332413
1999-01-18,494.00135719562473
1999-01-19,495.16473994746315
1999-01-20,498.2471564900327
1999-01-21,492.2597900819322
1999-01-22,484.6401507207724
1999-01-25,486.6782134202111
1999-01-26,491.7058143728249
1999-01-27,489.91868216807575
1999-01-28,494.21753769415403
1999-01-29,497.89841407193757
1999-02-01,498.82285168669404
1999-02-02,496.8361306918944
1999-02-03,496.20014553922294
1999-02-04,490.5377768406116
1999-02-05,487.07915745828
1999-02-08,486.27646712300356
1999-02-09,477.3198946094067
1999-02-10,477.7522506270722
1999-02-11,485.9634857828515
1999-02-12,483.5836863076532
1999-02-15,483.58789196584735
1999-02-16,485.02393712058665
1999-02-17,480.671216369208
1999-02-18,482.7573924825192
1999-02-19,482.1718106234173
1999-02-22,490.20857529935756
1999-02-23,491.55789085861505
1999-02-24,489.1937314265328
1999-02-25,487.24830685791034
1999-02-26,485.0449018252238
1999-03-01,481.60239062650334
1999-03-02,479.1500138716237
1999-03-03,478.116301418494
1999-03-04,481.4955783108549
1999-03-05,493.31105746832446
1999-03-08,495.2387027402042
1999-03-09,496.67005886768914
1999-03-10,500.71815458466205
1999-03-11,503.916569990983
1999-03-12,505.5896038626928
1999-03-15,509.1273142246431
1999-03-16,510.3928578543738
1999-03-17,509.40349349855387
1999-03-18,511.1081800102223
1999-03-19,511.1369291158683
1999-03-22,509.23088259966164
1999-03-23,499.05005842055675
1999-03-24,497.6737961489723
1999-03-25,504.93905797319496
1999-03-26,501.14502006381696
1999-03-29,508.58724577101793
1999-03-30,507.29686322298795
1999-03-31,507.05726577786186
1999-04-01,510.1725821804529
1999-04-02,509.79213615579465
1999-04-05,514.2177394020856
1999-04-06,517.4163000855896
1999-04-07,521.1136110608218
1999-04-08,527.0857991153615
1999-04-09,527.7164302001792
1999-04-12,529.7471623128366
1999-04-13,530.0007222320875
1999-04-14,526.9121816363524
1999-04-15,523.3570981587907
1999-04-16,523.2207797476583
1999-04-19,518.8347026041781
1999-04-20,518.2160067447758
1999-04-21,523.2568925593231
1999-04-22,529.2899792029893
1999-04-23,530.5366253560359
1999-04-26,532.4946714072448
1999-04-27,536.0917190917538
1999-04-28,533.4113097680283
1999-04-29,530.0784816614521
1999-04-30,528.7321331597021
1999-05-03,533.0873546065033
1999-05-04,529.380042662664
1999-05-05,531.1388677051281
1999-05-06,531.7009508823796
1999-05-07,532.1261375198548
1999-05-10,532.2310107680718
1999-05-11,533.3251959328384
1999-05-12,533.1460078171926
1999-05-13,533.9808964424628
1999-05-14,525.3992626427355
1999-05-17,520.8699777793888
1999-05-18,521.6289141388168
1999-05-19,523.7193817382525
1999-05-20,523.8559194396798
1999-05-21,521.049036542203
1999-05-24,515.8740140511021
1999-05-25,509.51050304371455
1999-05-26,512.3554775793132
1999-05-27,505.5856829166618
1999-05-28,509.94580853861913
1999-05-31,510.21359652199726
1999-06-01,510.4450337340128
1999-06-02,511.38084472133784
1999-06-03,512.9819726040232
1999-06-04,519.7647140700282
1999-06-07,523.5854525565545
1999-06-08,523.0942805767932
1999-06-09,524.3983093701212
1999-06-10,521.6054603899915
1999-06-11,522.4382737505653
1999-06-14,519.3069094189904
1999-06-15,520.9052043910251
1999-06-16,527.6210178973246
1999-06-17,531.6320791495176
1999-06-18,533.1534105553707
1999-06-21,535.9257661775592
1999-06-22,533.2050103270641
1999-06-23,529.4519510059483
1999-06-24,524.6719765892028
1999-06-25,525.6850515032163
1999-06-28,528.8474952872056
1999-06-29,532.8172404060791
1999-06-30,535.6084269181795
1999-07-01,542.1397476637435
1999-07-02,546.1872909819178
1999-07-05,550.1376428083436
1999-07-06,548.5971200537394
1999-07-07,547.690136632099
1999-07-08,545.7876093260121
1999-07-09,547.6764279647317
1999-07-12,547.0144731228362
1999-07-13,544.3330104312754
1999-07-14,546.9213784633864
1999-07-15,552.5725581828401
1999-07-16,552.8508844939803
1999-07-19,551.2913322646957
1999-07-20,544.8994789552994
1999-07-21,543.8585066743232
1999-07-22,537.767806125328
1999-07-23,533.2769692096582
