Date,AC EUROPE VALUE
2000-12-29,100.0
2001-01-01,100.00000004919765
2001-01-30,100.81526555136796
2001-01-31,101.30268406668233
2001-02-01,101.42069547120417
2001-02-27,94.46844679406553
2001-02-28,94.38936204677532
2001-03-01,94.69283479568533
2001-03-29,87.66816336880318
2001-03-30,88.3060004484195
2001-04-02,87.93702238966249
2001-04-27,94.30691869160948
2001-04-30,94.21926071746688
2001-05-01,94.42193789248742
2001-05-30,91.01477957914703
2001-05-31,90.47801131362826
2001-06-01,90.17356882549947
2001-06-28,87.02580427732119
2001-06-29,87.51789254239291
2001-07-02,88.74700961459604
2001-07-30,87.25326586824993
2001-07-31,88.03964056734223
2001-08-01,88.5208798699847
2001-08-30,86.99412455960368
2001-08-31,87.12852304756599
2001-09-03,86.10533332172422
2001-09-27,76.02964722054205
2001-09-28,77.67934440431512
2001-10-01,76.45107007810877
2001-10-30,79.0358584117018
2001-10-31,79.4061793185979
2001-11-01,80.14202157134117
2001-11-29,81.42543762679652
2001-11-30,82.238051007658
2001-12-03,81.32388891534926
2001-12-28,83.87347164624778
2001-12-31,84.45336845016936
2002-01-01,84.45336845016936
2002-01-30,78.9792396651261
2002-01-31,79.73691548839858
2002-02-01,79.91012516839204
2002-02-27,79.22533062148177
2002-02-28,79.07484294997253
2002-03-01,80.0019160600394
2002-03-28,84.82027769751085
2002-03-29,84.81532209782272
2002-04-01,85.59501952026085
2002-04-29,84.11399166889139
2002-04-30,84.51493799909895
2002-05-01,84.65568920571184
2002-05-30,85.06810389275591
2002-05-31,85.42820625851792
2002-06-03,85.17852990779649
2002-06-27,78.33761221587672
2002-06-28,80.99869286882472
2002-07-01,81.44340829243367
2002-07-30,72.63493255701945
2002-07-31,72.57287480052719
2002-08-01,69.80521012434585
2002-08-29,72.83493149863773
2002-08-30,73.07382711357452
2002-09-02,72.02335437085276
2002-09-27,63.60341539756152
2002-09-30,61.17998714784135
2002-10-01,61.730278815866434
2002-10-30,66.17140133776047
2002-10-31,67.5243685739107
2002-11-01,67.09013495109737
2002-11-28,72.7722149829122
2002-11-29,72.69596653404955
2002-12-02,72.82895047806821
2002-12-30,68.41013567681262
2002-12-31,69.10982883320635
2003-01-01,69.10982883320635
2003-01-30,66.20924589265897
2003-01-31,66.14321378910326
2003-02-03,67.45389549900793
2003-02-27,62.599287047969696
2003-02-28,63.896770378484696
2003-03-03,64.43350805394627
2003-03-28,63.74251216017208
2003-03-31,62.435152276307576
2003-04-01,63.19652370654441
2003-04-29,71.14764855192114
2003-04-30,71.72971670608216
2003-05-01,71.85547553639913
2003-05-29,77.52166749224243
2003-05-30,77.31117141428176
2003-06-02,78.53247401223594
2003-06-27,79.06159360917967
2003-06-30,78.60757438124266
2003-07-01,77.84482433174328
2003-07-30,81.28863444724608
2003-07-31,81.52947971507648
2003-08-01,80.77546019723049
2003-08-28,82.15192055068903
2003-08-29,82.0628179846082
2003-09-01,83.04077969567496
