Date,MSCI ACWI ex USA ex China ex Hong Kong Index
2017-11-30,1000.0
2017-12-01,994.0637494211803
2017-12-04,998.112665542104
2017-12-05,996.4026088824218
2017-12-06,989.1554943913069
2017-12-07,989.9287468925179
2017-12-08,993.78957911328
2017-12-11,998.3840947217594
2017-12-12,998.1493067550235
2017-12-13,1000.019728514244
2017-12-14,999.1896916564151
2017-12-15,996.565027095832
2017-12-18,1010.2284189688436
2017-12-19,1006.6479307113702
2017-12-20,1007.2321457614802
2017-12-21,1009.4807066581188
2017-12-22,1009.6779146573657
2017-12-25,1010.0309109529563
2017-12-26,1010.4570839293142
2017-12-27,1015.2847203723034
2017-12-28,1018.2846366051637
2017-12-29,1022.4834253714678
2018-01-01,1022.2857334246194
2018-01-02,1026.5345669059334
2018-01-03,1029.0253731478767
2018-01-04,1042.1888750112253
2018-01-05,1048.5551138228673
2018-01-08,1048.2035520978231
2018-01-09,1049.4660433932038
2018-01-10,1050.0352802735945
2018-01-11,1050.7347735962219
2018-01-12,1057.4217624727953
2018-01-15,1067.3646822679373
2018-01-16,1066.8494500009956
2018-01-17,1066.9138483592637
2018-01-18,1066.7234322462434
2018-01-19,1071.709089835305
2018-01-22,1075.4193224536832
2018-01-23,1082.7309112301891
2018-01-24,1087.0154756080167
2018-01-25,1090.2104024792827
2018-01-26,1089.297844301842
2018-01-29,1083.4380717099668
2018-01-30,1074.6559475939225
2018-01-31,1073.9200901345996
2018-02-01,1074.454910054173
2018-02-02,1057.3450141899734
2018-02-05,1038.4323595945575
2018-02-06,1009.7302064052398
2018-02-07,1018.2511011393251
2018-02-08,1007.1446212250091
2018-02-09,993.3248605346826
2018-02-12,1003.628056002026
2018-02-13,1005.8094471543629
2018-02-14,1016.4935967137641
2018-02-15,1028.979739192687
2018-02-16,1035.302074699708
2018-02-19,1033.6783704154568
2018-02-20,1029.7201361155035
2018-02-21,1030.5214894436626
2018-02-22,1028.0922914529528
2018-02-23,1033.9094903758148
2018-02-26,1038.885226723977
2018-02-27,1035.675080817042
2018-02-28,1024.4294711019088
2018-03-01,1012.0381031551884
2018-03-02,1004.3204519517002
2018-03-05,1007.5875536480432
2018-03-06,1017.148202063288
2018-03-07,1015.335121609581
2018-03-08,1019.4389979396036
2018-03-09,1023.2512802550204
2018-03-12,1031.1264701206487
2018-03-13,1030.6552453153663
2018-03-14,1026.5993431783531
2018-03-15,1025.448283870014
2018-03-16,1023.4189001293431
2018-03-19,1016.3660849590276
2018-03-20,1015.8051612693796
2018-03-21,1016.967404659698
2018-03-22,1012.123796995416
2018-03-23,998.6728587663993
2018-03-26,999.8102869356062
2018-03-27,1008.7153741799146
2018-03-28,1003.9102105616806
2018-03-29,1006.2539218466145
2018-03-30,1007.9591491035901
2018-04-02,1007.3759884867392
2018-04-03,1002.7448929008601
2018-04-04,999.6167127848927
2018-04-05,1013.1286385433822
2018-04-06,1010.9509631806059
2018-04-09,1014.5043013864139
2018-04-10,1023.4809810359218
2018-04-11,1022.5338947527208
2018-04-12,1021.7969266805044
2018-04-13,1023.0332844515943
2018-04-16,1023.7892955978048
2018-04-17,1027.7114361959882
2018-04-18,1035.97370727516
2018-04-19,1036.2318120723346
2018-04-20,1028.215741364189
2018-04-23,1024.4433704394405
2018-04-24,1023.3940641027865
2018-04-25,1014.9445153485239
2018-04-26,1019.5895486943258
2018-04-27,1024.122718598314
2018-04-30,1024.9644205566954
2018-05-01,1018.6091019657144
2018-05-02,1017.8993163227562
2018-05-03,1013.4794488435313
2018-05-04,1015.9897773914356
2018-05-07,1019.0641451600607
2018-05-08,1016.7431439504106
2018-05-09,1019.746465866358
2018-05-10,1024.8134360801193
2018-05-11,1032.864091635487
2018-05-14,1035.8416962279764
2018-05-15,1025.2760523639317
2018-05-16,1024.333440093205
2018-05-17,1025.9485172599855
2018-05-18,1023.1931218701933
2018-05-21,1023.343315758528
2018-05-22,1027.31954906632
2018-05-23,1016.2221012433296
2018-05-24,1013.84418599447
2018-05-25,1010.6201072061338
2018-05-28,1006.6598230597342
2018-05-29,995.4391800282962
2018-05-30,995.0478576722762
2018-05-31,996.9083552461847
2018-06-01,1001.1450798803303
2018-06-04,1009.9311654277822
2018-06-05,1005.358523569047
2018-06-06,1012.3016257419071
2018-06-07,1014.2591383646866
2018-06-08,1008.338457858153
2018-06-11,1014.050456549621
2018-06-12,1012.3466360926959
2018-06-13,1012.631122663614
2018-06-14,1009.0919325929138
2018-06-15,999.9987817374196
2018-06-18,992.1297324460545
2018-06-19,981.3601111846938
2018-06-20,986.5927510221727
2018-06-21,981.5988015267498
2018-06-22,990.1574541765689
2018-06-25,977.4623189080511
2018-06-26,977.1937857292754
2018-06-27,975.4702136533516
2018-06-28,969.6788298781931
2018-06-29,982.2002066120705
2018-07-02,968.4390944350175
2018-07-03,975.7883050431569
2018-07-04,976.9656001066696
2018-07-05,980.0323663345708
2018-07-06,987.0471301835377
2018-07-09,995.2616429991294
2018-07-10,996.3189337599887
2018-07-11,985.5810038246509
2018-07-12,988.1194948878908
2018-07-13,991.9472043002062
2018-07-16,990.5261144125133
2018-07-17,991.4595883352865
2018-07-18,992.7018355465339
2018-07-19,989.2343456329572
2018-07-20,996.7933190114439
2018-07-23,994.791457787835
2018-07-24,1002.3753289503585
2018-07-25,1001.6001766396442
2018-07-26,1006.8516364823984
2018-07-27,1011.3865457263287
2018-07-30,1012.0377081065271
2018-07-31,1010.2814556260907
2018-08-01,1008.7370012120375
2018-08-02,997.1892731847513
2018-08-03,1001.4308629350767
2018-08-06,998.1283270956679
2018-08-07,1004.2715642913836
2018-08-08,1004.0518739174232
2018-08-09,1002.7502192390214
2018-08-10,984.2447145875955
2018-08-13,974.1647472553431
2018-08-14,977.2948606315382
2018-08-15,963.8646096222387
2018-08-16,969.0555945483394
2018-08-17,971.662442273097
2018-08-20,976.7167721670454
2018-08-21,981.9701130481094
2018-08-22,987.4625246359042
2018-08-23,983.5309986812158
2018-08-24,988.115448744221
2018-08-27,998.4912119040874
2018-08-28,1001.1552677584682
2018-08-29,1001.6284837414447
2018-08-30,996.6725031074167
2018-08-31,990.6750967148653
2018-09-03,987.1058122926739
2018-09-04,976.6093365472325
2018-09-05,969.4164167985299
2018-09-06,966.339720602314
2018-09-07,964.0586314279121
2018-09-10,965.2511312190585
2018-09-11,964.1576700839165
2018-09-12,969.045858647957
2018-09-13,972.7231376094026
2018-09-14,978.0393096095628
2018-09-17,978.7544612957956
2018-09-18,983.6684722277602
2018-09-19,988.8534395057948
2018-09-20,997.1464866891433
2018-09-21,1003.7625175462114
2018-09-24,1001.2087614941062
2018-09-25,1003.6005096367076
2018-09-26,1004.761746671572
2018-09-27,1002.3478266846752
2018-09-28,996.9750609034088
2018-10-01,996.3719129177762
2018-10-02,991.4997155621334
2018-10-03,990.711466335393
2018-10-04,980.1529285020774
2018-10-05,972.2015674020657
2018-10-08,965.8952440858169
2018-10-09,962.8912961940453
2018-10-10,956.4185773734634
2018-10-11,933.82969506573
2018-10-12,937.961308331799
2018-10-15,936.390716511873
2018-10-16,947.8774551485141
2018-10-17,946.8168188490155
2018-10-18,938.2483973370323
2018-10-19,936.6060013243257
2018-10-22,933.2761676377775
2018-10-23,917.7491750069556
2018-10-24,911.3276035589662
2018-10-25,904.941771568468
2018-10-26,900.8739325941634
2018-10-29,903.0251826524438
2018-10-30,905.9870912143516
2018-10-31,919.5070070571904
2018-11-01,925.7264889079864
2018-11-02,932.8097901162072
2018-11-05,931.6182827981775
2018-11-06,932.9893789310323
2018-11-07,940.9322026062956
2018-11-08,942.2710291683782
2018-11-09,933.3378625298038
2018-11-12,922.3297738624482
2018-11-13,920.8829880883936
2018-11-14,919.7812702854653
2018-11-15,918.6859438917267
2018-11-16,922.7237910231745
2018-11-19,922.6160902733113
2018-11-20,910.292555647199
2018-11-21,913.4938419107295
2018-11-22,913.094698207835
2018-11-23,910.9697386498538
2018-11-26,915.851508565644
2018-11-27,914.5270675463212
2018-11-28,916.9009416988343
2018-11-29,927.4017336305149
2018-11-30,921.8658154425871
2018-12-03,935.8188603997529
2018-12-04,927.3947602080781
2018-12-05,917.215476532615
2018-12-06,897.3883545812847
2018-12-07,902.4437920298009
2018-12-10,884.285422390931
2018-12-11,887.0653118822736
2018-12-12,903.7273189344107
2018-12-13,903.445563657327
2018-12-14,892.7893511561688
2018-12-17,889.6925299064236
2018-12-18,883.7605226805185
2018-12-19,888.2695942611135
2018-12-20,875.7454742598329
2018-12-21,871.2461619620057
2018-12-24,868.6430815725345
2018-12-25,860.2325967608596
2018-12-26,860.9715967548342
2018-12-27,864.6052849603332
2018-12-28,876.8947704419788
2018-12-31,880.2191566679081
2019-01-01,880.3149047640812
2019-01-02,875.8354125796707
2019-01-03,875.7448687601553
2019-01-04,888.9654684966915
2019-01-07,898.0792953446744
2019-01-08,901.3420973632316
2019-01-09,913.9763534743009
2019-01-10,916.1592487539002
2019-01-11,916.1026414038421
2019-01-14,913.0134045210352
2019-01-15,916.8182945924424
2019-01-16,917.0963034879496
2019-01-17,917.3218006414314
2019-01-18,927.5460784172618
2019-01-21,927.3835449576187
2019-01-22,922.2776212917947
2019-01-23,921.3732468116542
2019-01-24,923.9721407791681
2019-01-25,933.1270431171872
2019-01-28,928.9972931421744
2019-01-29,932.2010495096274
2019-01-30,935.0891931588625
2019-01-31,943.9507776589016
2019-02-01,943.3571292388369
2019-02-04,942.3205042978609
2019-02-05,950.4114739831704
2019-02-06,948.270073743045
2019-02-07,938.3438482760465
2019-02-08,929.5082249012631
2019-02-11,928.6958469705331
2019-02-12,937.356048033322
2019-02-13,940.1509471909376
2019-02-14,938.3523267300318
2019-02-15,943.611978555809
2019-02-18,949.8029023541739
2019-02-19,951.2164286152739
2019-02-20,958.8443748888436
2019-02-21,957.601186847218
2019-02-22,959.2916921023719
2019-02-25,963.5707491818916
2019-02-26,964.5962752566174
2019-02-27,964.337211574127
2019-02-28,960.0115556401828
2019-03-01,961.0610626183148
2019-03-04,960.0927460934074
2019-03-05,958.7270067321001
2019-03-06,958.6798728328803
2019-03-07,951.3926195267685
2019-03-08,942.7936441302185
2019-03-11,948.7272075018051
2019-03-12,955.0399408432254
2019-03-13,958.6398533630281
2019-03-14,960.398189994368
2019-03-15,968.2333293482415
2019-03-18,973.9268097333436
2019-03-19,977.198809207628
2019-03-20,972.5784740054527
2019-03-21,975.082746102277
2019-03-22,965.3831212112668
2019-03-25,957.449807102704
2019-03-26,964.4174320766233
2019-03-27,961.3703536089197
2019-03-28,958.1103284435579
2019-03-29,963.8330876134714
2019-04-01,974.1533029209622
2019-04-02,974.316443139147
2019-04-03,983.7449753066328
2019-04-04,981.6333225931568
2019-04-05,983.3389742684271
2019-04-08,985.1865845088114
2019-04-09,984.6888626791924
2019-04-10,985.340062316453
2019-04-11,984.1621179465754
2019-04-12,987.0626351957662
2019-04-15,990.124823067702
2019-04-16,992.4804700560843
2019-04-17,994.3913292739944
2019-04-18,991.0870231764246
2019-04-19,991.2223184975214
2019-04-22,990.2387180239767
2019-04-23,991.5440049325152
2019-04-24,987.9696216227968
2019-04-25,984.8182873733728
2019-04-26,987.3681206744973
2019-04-29,988.3771769491035
2019-04-30,990.1392374656945
2019-05-01,991.8632161184602
2019-05-02,984.9643390052846
2019-05-03,988.8209621321002
2019-05-06,982.6922735907642
2019-05-07,973.1992399263595
2019-05-08,971.3833204024913
2019-05-09,959.6596198105332
2019-05-10,962.2328921015226
2019-05-13,951.9313567171525
2019-05-14,954.052071401081
2019-05-15,957.4908631883189
2019-05-16,960.8754942149802
2019-05-17,958.1748393490599
2019-05-20,957.3138828854969
2019-05-21,960.0933642733258
2019-05-22,958.2704393084251
2019-05-23,948.9515387899746
2019-05-24,955.2031582440396
2019-05-27,957.5680434809116
2019-05-28,955.7811612485092
2019-05-29,945.0147609506771
2019-05-30,947.0596871767133
2019-05-31,944.8109449075155
2019-06-03,950.2756831606168
2019-06-04,954.9856351125103
2019-06-05,962.3082012507908
2019-06-06,962.284765546386
2019-06-07,972.1661647700361
2019-06-10,975.5817800683219
2019-06-11,982.0837723928189
2019-06-12,979.5222885454712
2019-06-13,975.5670808287301
2019-06-14,971.0770145411757
2019-06-17,968.2602573400046
2019-06-18,977.2560689999245
2019-06-19,985.147745950621
2019-06-20,996.8075851075948
2019-06-21,993.9189065215984
2019-06-24,997.0057593663047
2019-06-25,995.2254651585474
2019-06-26,991.861636648073
