Date,AC AP ex JP WITH PARTIAL A SHARES
2014-04-17,2609.8594372057296
2014-04-18,2614.3036587477172
2014-04-21,2612.4705773881547
2014-04-22,2616.2427196158806
2014-04-23,2606.782232775288
2014-04-24,2609.706820943086
2014-04-25,2587.5467605634462
2014-04-28,2582.9749462869167
2014-04-29,2588.1459928740883
2014-04-30,2575.4098938679767
2014-05-01,2571.3142926766122
2014-05-02,2581.9511775362134
2014-05-05,2576.726825500224
2014-05-06,2586.9986816025785
2014-05-07,2567.232599069795
2014-05-08,2579.7061722275566
2014-05-09,2581.672436892993
2014-05-12,2594.8051885597583
2014-05-13,2614.6274925558214
2014-05-14,2638.442422842995
2014-05-15,2644.5131815533277
2014-05-16,2644.8248587700596
2014-05-19,2641.2961078142234
2014-05-20,2631.9716493723104
2014-05-21,2629.5041239722214
2014-05-22,2653.5896982383565
2014-05-23,2660.1867888062757
2014-05-26,2659.919344374827
2014-05-27,2653.7128283558045
2014-05-28,2666.812409833604
2014-05-29,2666.8001605307154
2014-05-30,2658.1372395470717
2014-06-02,2660.697696742652
2014-06-03,2672.339636569927
2014-06-04,2661.2029985177896
2014-06-05,2667.1180095203877
2014-06-06,2673.4833066582232
2014-06-09,2681.194279506625
2014-06-10,2699.080370569347
2014-06-11,2697.8129680345346
2014-06-12,2693.729511713155
2014-06-13,2682.3203749289405
2014-06-16,2681.7629448710954
2014-06-17,2675.998000743666
2014-06-18,2665.561914300098
2014-06-19,2685.942980398518
2014-06-20,2669.3084346887385
2014-06-23,2668.143488547836
2014-06-24,2674.1459024953797
2014-06-25,2666.2594708067
2014-06-26,2695.7083393739554
2014-06-27,2695.530523521089
2014-06-30,2703.201862174745
2014-07-01,2703.2634769175284
2014-07-02,2738.4156889126684
2014-07-03,2739.9223507708034
2014-07-04,2746.5126178316755
2014-07-07,2751.7614948992514
2014-07-08,2751.4922175276356
2014-07-09,2729.231729543894
2014-07-10,2736.3615449974914
2014-07-11,2727.5887199638546
2014-07-14,2737.3545944578273
2014-07-15,2744.177128133045
2014-07-16,2745.087093769878
2014-07-17,2744.9946831012644
2014-07-18,2743.5929937484552
2014-07-21,2746.108562610614
2014-07-22,2767.143657463202
2014-07-23,2787.1870774436406
2014-07-24,2793.5208434543783
2014-07-25,2790.945393336457
2014-07-28,2796.5492639879835
2014-07-29,2806.6593789774593
2014-07-30,2814.4086903558505
2014-07-31,2800.24583725708
2014-08-01,2769.570995760374
2014-08-04,2784.239326266598
2014-08-05,2773.644259116824
2014-08-06,2764.87920686935
2014-08-07,2750.1390573653875
2014-08-08,2726.9633182351135
2014-08-11,2753.369228425139
2014-08-12,2769.8406765394407
2014-08-13,2787.1914648312822
2014-08-14,2794.540601465658
2014-08-15,2799.529395060663
2014-08-18,2801.2148976167546
2014-08-19,2822.000102010108
2014-08-20,2827.0699589453397
2014-08-21,2812.401858859602
2014-08-22,2826.994415240332
2014-08-25,2822.5911073516036
2014-08-26,2823.974968940006
2014-08-27,2835.274507961278
2014-08-28,2824.957633614495
2014-08-29,2821.6714164797527
2014-09-01,2828.875179507639
2014-09-02,2817.567506112792
2014-09-03,2847.2400223522627
2014-09-04,2848.265106679882
2014-09-05,2837.176233363127
2014-09-08,2834.531805847525
2014-09-09,2828.61447922497
2014-09-10,2796.672005023925
2014-09-11,2779.4196579083828
2014-09-12,2769.3464168669643
2014-09-15,2742.7555754227747
2014-09-16,2723.40299009294
2014-09-17,2739.3077601368554
2014-09-18,2726.3557488711185
2014-09-19,2727.9493732254914
2014-09-22,2695.0049818708535
2014-09-23,2687.5812244151207
2014-09-24,2690.1739516159478
2014-09-25,2674.3050375772846
2014-09-26,2658.1062368089033
2014-09-29,2625.5187718499583
2014-09-30,2619.1454095375184
2014-10-01,2613.1558353515647
2014-10-02,2605.2928804523067
2014-10-03,2610.104648109755
2014-10-06,2617.0309827933547
2014-10-07,2625.723651802841
2014-10-08,2596.3212357888615
2014-10-09,2627.7149019823023
2014-10-10,2582.6159281745877
2014-10-13,2568.6680642479546
2014-10-14,2573.33137444394
2014-10-15,2582.518182665167
2014-10-16,2564.849544719008
2014-10-17,2565.3031205313246
2014-10-20,2596.067744950204
2014-10-21,2597.14149854901
2014-10-22,2625.7767698537336
2014-10-23,2619.181925602263
2014-10-24,2620.0171615748804
2014-10-27,2621.866192227785
2014-10-28,2641.778207460144
2014-10-29,2675.1822591683904
2014-10-30,2668.2949434654324
2014-10-31,2690.886979943678
2014-11-03,2675.660392329644
2014-11-04,2670.7966576995573
2014-11-05,2648.0683485439818
2014-11-06,2643.3959027881147
2014-11-07,2643.621813228907
2014-11-10,2668.380586419532
2014-11-11,2666.5555765603544
2014-11-12,2665.931845908711
2014-11-13,2669.4825860378537
2014-11-14,2668.175724243026
2014-11-17,2649.1119547613916
2014-11-18,2643.346535579468
2014-11-19,2626.6285403725324
2014-11-20,2616.8352128125707
2014-11-21,2628.6827080743697
2014-11-24,2657.168622533878
2014-11-25,2646.4692740004293
2014-11-26,2666.8644121603675
2014-11-27,2672.3373966239647
2014-11-28,2658.475060007885
2014-12-01,2608.239291291676
2014-12-02,2623.665754063071
2014-12-03,2618.6629167984365
2014-12-04,2639.988661067856
2014-12-05,2633.96242526666
2014-12-08,2628.94196958829
2014-12-09,2600.4743732710267
2014-12-10,2594.449775919072
2014-12-11,2567.905333597283
2014-12-12,2563.812955426036
2014-12-15,2542.343086064997
2014-12-16,2518.6744630672083
2014-12-17,2503.0237262190867
2014-12-18,2523.7383077287886
2014-12-19,2560.0463174548004
2014-12-22,2592.4307268953767
2014-12-23,2571.658356833203
2014-12-24,2575.066606266725
2014-12-25,2573.639384066899
2014-12-26,2580.495756010949
2014-12-29,2610.7029952945372
2014-12-30,2599.2556031847807
2014-12-31,2607.006841857623
2015-01-01,2606.940158302788
2015-01-02,2615.71537372066
2015-01-05,2598.6428872319257
2015-01-06,2562.1150772365418
2015-01-07,2563.727911053726
2015-01-08,2597.6082329672467
2015-01-09,2623.8097151915917
2015-01-12,2619.9146809472095
2015-01-13,2625.647726447171
2015-01-14,2613.2365726439625
2015-01-15,2630.7484324487386
2015-01-16,2614.875378883773
2015-01-19,2605.255321199109
2015-01-20,2614.0963438192584
2015-01-21,2650.9447053726
2015-01-22,2657.312320576277
2015-01-23,2681.053364085688
2015-01-26,2680.440527956914
2015-01-27,2689.855305221864
2015-01-28,2689.5603234300793
2015-01-29,2655.657322556918
2015-01-30,2644.504911013996
2015-02-02,2648.6167437074096
2015-02-03,2656.884496228787
2015-02-04,2685.9436040766304
2015-02-05,2687.054739579597
2015-02-06,2686.9326533338567
2015-02-09,2671.426810595044
2015-02-10,2666.733543345724
2015-02-11,2656.5131071756837
2015-02-12,2653.053040651832
2015-02-13,2696.36064802219
2015-02-16,2696.3039814564236
2015-02-17,2697.245596203672
2015-02-18,2706.323326711092
2015-02-19,2705.958177639352
2015-02-20,2705.8690878491493
2015-02-23,2702.3184189541007
2015-02-24,2712.017335960574
2015-02-25,2735.6403977828836
2015-02-26,2731.1944780928484
2015-02-27,2728.230719687204
2015-03-02,2733.2713832966606
2015-03-03,2733.118485939819
2015-03-04,2719.1385333867984
2015-03-05,2703.916349393013
2015-03-06,2708.6170429747326
2015-03-09,2676.655545331558
2015-03-10,2649.907199627147
2015-03-11,2633.850919540222
2015-03-12,2658.5374743492935
2015-03-13,2644.5591502180055
2015-03-16,2646.1809631140486
2015-03-17,2663.1178954818806
2015-03-18,2678.7759858404447
2015-03-19,2711.1310588486863
2015-03-20,2719.994975877982
2015-03-23,2735.5994468684225
2015-03-24,2741.0721724556
2015-03-25,2741.401305285567
2015-03-26,2712.032707535287
2015-03-27,2707.0750560716356
2015-03-30,2713.7356073754654
2015-03-31,2727.2840326286387
2015-04-01,2730.643501099266
2015-04-02,2749.5507724248428
2015-04-03,2752.716962446919
2015-04-06,2770.3706397022756
2015-04-07,2776.72224230161
2015-04-08,2828.0629055828167
2015-04-09,2850.5524861158624
2015-04-10,2872.9050879472993
2015-04-13,2891.6557838988992
2015-04-14,2881.7195741471533
2015-04-15,2869.6948036679773
2015-04-16,2911.5365109895906
2015-04-17,2900.009396109639
2015-04-20,2863.509945948794
2015-04-21,2887.853816296473
2015-04-22,2902.1043529310555
2015-04-23,2909.156479757444
2015-04-24,2933.0044306462487
2015-04-27,2954.1363058876036
2015-04-28,2958.1342814825807
2015-04-29,2934.715147297623
2015-04-30,2897.6219334431044
2015-05-01,2895.559848681281
2015-05-04,2905.5578098127985
2015-05-05,2894.375063772119
2015-05-06,2868.2383598952347
2015-05-07,2820.3905017384727
2015-05-08,2837.6042223839863
2015-05-11,2848.5732322075246
2015-05-12,2839.0486247030512
2015-05-13,2859.5527622068375
2015-05-14,2860.7176670098365
2015-05-15,2880.6698109608137
2015-05-18,2868.6566371900635
2015-05-19,2867.9425820531605
2015-05-20,2857.2169794761076
2015-05-21,2852.3523840888424
2015-05-22,2873.8467716503224
2015-05-25,2877.8461782079808
2015-05-26,2880.7313354400626
2015-05-27,2854.0982064483956
2015-05-28,2821.1906335832446
2015-05-29,2824.063898905591
2015-06-01,2820.4614542451227
2015-06-02,2798.980998475735
2015-06-03,2799.770945550191
2015-06-04,2771.249323961049
2015-06-05,2757.72542227707
2015-06-08,2743.9409291271
2015-06-09,2719.7746399934026
2015-06-10,2728.629531419188
2015-06-11,2738.2265684204185
2015-06-12,2751.754103231657
2015-06-15,2728.817863588074
2015-06-16,2708.025368814015
2015-06-17,2723.460598863865
2015-06-18,2732.3986174275815
2015-06-19,2732.092500697965
2015-06-22,2759.235073987381
2015-06-23,2782.951742520761
2015-06-24,2784.161276915149
2015-06-25,2772.6032514164303
2015-06-26,2731.703345250413
2015-06-29,2674.5818091828787
2015-06-30,2709.416522512252
2015-07-01,2718.964352832141
2015-07-02,2719.981845822809
2015-07-03,2690.2384681988074
2015-07-06,2634.433119105554
2015-07-07,2614.1640465425594
2015-07-08,2528.318016832195
2015-07-09,2571.3394593557377
2015-07-10,2601.1920252462482
2015-07-13,2622.1379085840413
2015-07-14,2625.4942640919007
2015-07-15,2622.9221278999903
2015-07-16,2636.1710707046905
2015-07-17,2645.0870448640076
2015-07-20,2637.4579013119924
2015-07-21,2652.439508227348
2015-07-22,2625.6851725444067
2015-07-23,2615.9200073068628
2015-07-24,2587.7532789823986
2015-07-27,2542.5294340834957
2015-07-28,2542.564901737884
2015-07-29,2558.6848880243842
2015-07-30,2550.8866999563224
2015-07-31,2567.8435355287415
2015-08-03,2541.094905399318
2015-08-04,2559.9236343857156
2015-08-05,2552.4795323311414
2015-08-06,2533.346159906382
2015-08-07,2526.6030253735985
2015-08-10,2534.0095073316356
2015-08-11,2499.853739484874
2015-08-12,2452.929098638036
2015-08-13,2464.984942527904
2015-08-14,2464.346349015322
2015-08-17,2444.5120468614955
2015-08-18,2416.089514767692
2015-08-19,2410.5281194400463
2015-08-20,2373.537004691466
2015-08-21,2326.2496925587748
2015-08-24,2199.2576247452116
2015-08-25,2241.4727725499024
2015-08-26,2238.273020232242
2015-08-27,2299.792093991784
2015-08-28,2319.0082285883977
2015-08-31,2304.697473740386
2015-09-01,2258.6526697884906
2015-09-02,2245.2241097499445
2015-09-03,2243.299408141826
2015-09-04,2220.780760641218
2015-09-07,2199.4453116784643
2015-09-08,2243.869112820915
2015-09-09,2317.8231407283583
2015-09-10,2289.2898671492
2015-09-11,2284.4534786971317
2015-09-14,2299.0484895310983
2015-09-15,2276.6758195216676
2015-09-16,2325.54111029086
2015-09-17,2338.8375994383473
2015-09-18,2360.7032639669083
2015-09-21,2318.071892553764
2015-09-22,2312.1790589681646
2015-09-23,2256.2830197780568
2015-09-24,2253.684409824734
2015-09-25,2249.9600268053427
2015-09-28,2249.2644355873085
2015-09-29,2210.6590199887896
2015-09-30,2251.754405591127
2015-10-01,2272.588898637694
2015-10-02,2282.59337043829
2015-10-05,2323.322874059258
2015-10-06,2342.788640617795
2015-10-07,2401.24017828541
2015-10-08,2396.0398313982137
2015-10-09,2430.190654109994
2015-10-12,2450.7176849704083
2015-10-13,2426.6917534853173
2015-10-14,2414.955766456885
2015-10-15,2460.554838601246
2015-10-16,2465.174976373194
2015-10-19,2471.055696505745
2015-10-20,2460.3539947753643
2015-10-21,2454.2874427396864
2015-10-22,2449.744964965141
2015-10-23,2485.2061903548997
2015-10-26,2488.2388913868767
2015-10-27,2480.0718930757707
2015-10-28,2460.016654584347
2015-10-29,2425.36275542829
2015-10-30,2423.2865048061544
2015-11-02,2412.605132517453
2015-11-03,2438.4735361972407
2015-11-04,2466.8404744620952
2015-11-05,2452.7182854853468
2015-11-06,2434.2678363403393
2015-11-09,2405.3539171230527
2015-11-10,2375.177591946182
2015-11-11,2375.9883188505714
2015-11-12,2393.2593682336787
2015-11-13,2359.2225611773865
2015-11-16,2327.0842026257023
2015-11-17,2358.411011786785
2015-11-18,2347.4204810106867
2015-11-19,2397.513857282089
2015-11-20,2415.7263662894347
2015-11-23,2409.3115631734736
2015-11-24,2407.8055767392166
2015-11-25,2405.8473620063155
2015-11-26,2410.899447418258
2015-11-27,2379.6530556451817
2015-11-30,2363.0600377151945
2015-12-01,2405.1669669944877
2015-12-02,2405.0657246429037
2015-12-03,2390.6216490906436
2015-12-04,2378.408836667476
2015-12-07,2370.7170176172285
2015-12-08,2337.2163411438282
2015-12-09,2322.443297102271
2015-12-10,2320.4365834844293
2015-12-11,2292.5581030531102
2015-12-14,2273.559380059265
2015-12-15,2275.1210333390654
2015-12-16,2318.146911535789
2015-12-17,2333.9332232955912
2015-12-18,2323.348831799415
2015-12-21,2333.8205330065607
2015-12-22,2345.2600370874156
2015-12-23,2360.9249784141366
2015-12-24,2373.0251511920233
2015-12-25,2373.9784485946607
2015-12-28,2361.0210046235347
2015-12-29,2371.2041112098464
2015-12-30,2367.049708514036
2015-12-31,2367.9385070581075
2016-01-01,2368.12457685916
2016-01-04,2297.534962560649
2016-01-05,2287.4739064363407
2016-01-06,2259.266810269287
2016-01-07,2194.2359964874427
2016-01-08,2197.406472728397
2016-01-11,2152.689029302955
2016-01-12,2148.4004192171938
2016-01-13,2168.9758934903907
2016-01-14,2144.9306981352725
2016-01-15,2113.958093509957
2016-01-18,2098.526382117742
2016-01-19,2131.3658477827407
2016-01-20,2069.4363926067876
2016-01-21,2060.86516940194
2016-01-22,2116.210476836785
2016-01-25,2138.2468699681763
2016-01-26,2110.5432276339043
2016-01-27,2119.0805722203977
2016-01-28,2129.497628389996
2016-01-29,2172.323257837808
2016-02-01,2176.086214724698
2016-02-02,2148.5730293032234
2016-02-03,2112.9439317562565
2016-02-04,2158.614897430156
2016-02-05,2155.9880362905683
2016-02-08,2150.5464693222416
2016-02-09,2132.476968811424
2016-02-10,2127.924555072014
2016-02-11,2090.0803908844523
2016-02-12,2075.3680384290906
2016-02-15,2121.793003720932
2016-02-16,2144.4768950111006
2016-02-17,2140.9444709920745
2016-02-18,2177.3792204740507
2016-02-19,2168.740292655679
2016-02-22,2194.0893658390346
2016-02-23,2183.4076959541862
2016-02-24,2157.000775280537
2016-02-25,2144.515693920237
2016-02-26,2163.9516828054825
2016-02-29,2153.3427959619053
2016-03-01,2184.4636157336076
2016-03-02,2241.417613666398
2016-03-03,2271.5587737965284
2016-03-04,2293.7566305760192
2016-03-07,2306.8632054807763
2016-03-08,2285.98388770742
2016-03-09,2293.0178418315695
2016-03-10,2294.401362550055
2016-03-11,2325.731187342054
2016-03-14,2340.3116834763414
2016-03-15,2311.106368631152
2016-03-16,2311.382369735103
2016-03-17,2362.0734494980165
2016-03-18,2386.1046796579026
2016-03-21,2388.84037382442
2016-03-22,2393.0322601492608
2016-03-23,2377.097891014719
2016-03-24,2351.438767115972
2016-03-25,2348.3437258060285
2016-03-28,2346.452722781574
2016-03-29,2344.014281998423
2016-03-30,2391.0641858246986
2016-03-31,2402.8149584287353
2016-04-01,2367.0541616988407
2016-04-04,2370.298467577893
2016-04-05,2333.6376027333745
2016-04-06,2335.8549791139953
2016-04-07,2337.2324428477673
2016-04-08,2341.4980733578145
2016-04-11,2354.7200059499646
2016-04-12,2369.136846955619
2016-04-13,2411.253496838661
2016-04-14,2427.9959585115917
2016-04-15,2435.4153235837866
2016-04-18,2428.8236626129574
2016-04-19,2453.52470767321
2016-04-20,2444.0792051037392
2016-04-21,2461.8935084644904
2016-04-22,2440.8328713904198
2016-04-25,2428.3617070799473
2016-04-26,2430.309930829566
2016-04-27,2411.8155208542403
2016-04-28,2410.931826257233
2016-04-29,2401.171817557359
2016-05-02,2393.13993108855
2016-05-03,2375.472463947556
2016-05-04,2350.028227699607
2016-05-05,2347.9914298320364
2016-05-06,2327.0622973846
2016-05-09,2323.445792898465
2016-05-10,2332.6683344920293
2016-05-11,2333.0816421490526
2016-05-12,2326.6189817250856
2016-05-13,2298.2308282886784
2016-05-16,2310.265321159084
2016-05-17,2333.982873974887
2016-05-18,2309.57280215752
2016-05-19,2281.133661777142
2016-05-20,2291.6981557915083
2016-05-23,2298.7429303463696
2016-05-24,2288.019688236708
2016-05-25,2325.936565458388
2016-05-26,2336.9256049279265
2016-05-27,2356.5164034238173
2016-05-30,2355.9570066787574
2016-05-31,2365.4653087232823
2016-06-01,2358.2935456156756
2016-06-02,2358.5516519930225
2016-06-03,2376.03338738868
2016-06-06,2396.9672339062276
2016-06-07,2431.7474961610433
2016-06-08,2438.6556129149258
2016-06-09,2430.372644943039
2016-06-10,2402.3475463723867
2016-06-13,2363.422244287255
2016-06-14,2346.7491064224314
2016-06-15,2353.120123246345
2016-06-16,2326.4863019499085
2016-06-17,2341.167192336062
2016-06-20,2382.5379643736997
2016-06-21,2393.010111590169
2016-06-22,2406.5833517424508
2016-06-23,2418.2547438710208
2016-06-24,2337.4403770767426
2016-06-27,2325.6484933600705
2016-06-28,2336.3880922857415
2016-06-29,2375.096477256964
2016-06-30,2414.7289760352132
2016-07-01,2428.269167732453
2016-07-04,2449.02333065345
2016-07-05,2420.528630452612
2016-07-06,2393.2742106411233
2016-07-07,2415.461020723218
2016-07-08,2410.8368337286456
2016-07-11,2458.8420497863253
2016-07-12,2483.0645875197647
2016-07-13,2494.88293290899
2016-07-14,2511.539974983045
2016-07-15,2519.4958337836097
2016-07-18,2527.1915332315166
2016-07-19,2516.8973200590035
2016-07-20,2526.1109520500645
2016-07-21,2534.2211095439534
2016-07-22,2525.5065959725116
2016-07-25,2531.3447190010925
2016-07-26,2546.27616355552
2016-07-27,2549.6517612895814
2016-07-28,2559.091916486221
2016-07-29,2548.0227816407623
2016-08-01,2576.6007081135585
2016-08-02,2567.422830962055
2016-08-03,2529.0514594630718
2016-08-04,2542.1083282172244
2016-08-05,2569.2594589393493
2016-08-08,2599.723699572874
2016-08-09,2607.762592430302
2016-08-10,2618.289281796939
2016-08-11,2617.3121462939453
2016-08-12,2629.207837030018
2016-08-15,2639.097935616884
2016-08-16,2641.3974565473018
2016-08-17,2627.3108462691243
2016-08-18,2640.490738751111
2016-08-19,2625.846976441143
2016-08-22,2615.659918877842
2016-08-23,2627.982550605088
2016-08-24,2615.438321655972
2016-08-25,2618.5020779209394
2016-08-26,2622.2842685622195
2016-08-29,2601.3107646186913
2016-08-30,2612.5789901140647
2016-08-31,2603.696039249916
2016-09-01,2601.8734179139087
2016-09-02,2608.1829831896343
2016-09-05,2646.0895048494813
2016-09-06,2677.77821476417
2016-09-07,2684.938603654345
2016-09-08,2687.359970865909
2016-09-09,2654.5111520679347
2016-09-12,2583.869493479045
2016-09-13,2575.569344568599
2016-09-14,2574.3841922483916
2016-09-15,2587.2207071645817
2016-09-16,2591.6157003826715
2016-09-19,2623.387248656943
2016-09-20,2624.0561545178903
2016-09-21,2644.242613092174
2016-09-22,2675.7925920486755
2016-09-23,2676.7585410884485
2016-09-26,2649.9291329731136
2016-09-27,2667.056896820455
2016-09-28,2665.6949820900372
2016-09-29,2677.7059353230784
2016-09-30,2649.0237594591104
2016-10-03,2672.4151435256576
2016-10-04,2681.5880249978645
2016-10-05,2673.9393982417155
2016-10-06,2682.972419429798
2016-10-07,2672.3371954695226
2016-10-10,2679.014355444452
2016-10-11,2647.0520666206303
2016-10-12,2638.6032502814974
2016-10-13,2605.903579944395
2016-10-14,2622.5260643387464
2016-10-17,2608.6086876811605
2016-10-18,2643.3604762540485
2016-10-19,2652.8277844250842
2016-10-20,2650.6222836681036
2016-10-21,2640.6684199145725
2016-10-24,2655.317677290097
2016-10-25,2660.255471409695
2016-10-26,2635.4745706102044
2016-10-27,2611.848558915266
2016-10-28,2603.233212821439
2016-10-31,2605.4519809461626
2016-11-01,2614.1272244221013
2016-11-02,2578.71722797584
2016-11-03,2571.8099074984234
2016-11-04,2561.9254919408595
2016-11-07,2586.9875606821684
2016-12-08,2590.5214265613104
2017-04-03,2853.7379809515046
2017-04-04,2844.8236440370333
2017-04-05,2862.856734168883
2017-04-06,2847.8797258049653
2017-04-07,2842.703555931699
2017-04-10,2842.216808949343
2017-04-11,2831.7298993296886
2017-04-12,2845.3174700484324
2017-04-13,2856.148274008903
2017-04-14,2850.447856009999
2017-04-17,2848.1791279295076
2017-04-18,2823.645725134409
2017-04-19,2808.2285193416233
2017-04-20,2825.8673714365764
2017-04-21,2838.5543859148556
2017-04-24,2855.1978747269973
2017-04-25,2884.298793524063
2017-04-26,2891.5159272836104
2017-04-27,2889.570659391514
2017-04-28,2885.381134184323
2017-05-01,2894.502558026607
2017-05-02,2909.2717445568046
2017-05-03,2899.4797797728434
2017-05-04,2890.231371008129
2017-05-05,2873.4869119322793
2017-05-08,2897.7394303896476
