Date,ACWI VOTING RIGHTS-ADJUSTED
2007-11-30,666.0260970565471
2007-12-03,663.593270097561
2007-12-04,659.755433709206
2007-12-05,667.4035887490923
2007-12-06,673.348593931735
2007-12-07,675.7110616369977
2007-12-10,679.493610214586
2007-12-11,671.87995696731
2007-12-12,672.6228951131483
2007-12-13,662.9343860287083
2007-12-14,654.7533676170456
2007-12-17,641.6515572355005
2007-12-18,643.4201668686967
2007-12-19,642.211658414077
2007-12-20,643.8277419414758
2007-12-21,653.7467374702447
2007-12-24,658.4088934538081
2007-12-25,659.5733676716812
2007-12-26,661.9871584115691
2007-12-27,659.4635305617037
2007-12-28,661.0482476192675
2007-12-31,658.8238205062349
2008-01-01,658.8458715665677
2008-01-02,654.4619245981834
2008-01-03,653.5048062875469
2008-01-04,641.3289061707819
2008-01-07,638.0158713892574
2008-01-08,634.9017092094874
2008-01-09,636.3662902580792
2008-01-10,635.9432712196323
2008-01-11,630.4455032005727
2008-01-14,635.9811619014081
2008-01-15,621.511271928222
2008-01-16,609.5395292131037
2008-01-17,601.5849576527125
2008-01-18,597.2361779156857
2008-01-21,577.6334626792576
2008-01-22,574.0454741630924
2008-01-23,577.1928702785693
2008-01-24,594.5898939541954
2008-01-25,596.0411533250923
2008-01-28,596.1579030543716
2008-01-29,602.6384587837989
2008-01-30,598.6462851036398
2008-01-31,604.7611755924133
2008-02-01,614.527625371662
2008-02-04,614.8420482608127
2008-02-05,596.2299163776829
2008-02-06,590.9369845981539
2008-02-07,587.2360546479894
2008-02-08,586.5110315133057
2008-02-11,585.6775785510506
2008-02-12,595.3799408703637
2008-02-13,598.6462185331732
2008-02-14,600.3785877496352
2008-02-15,597.8986601913236
2008-02-18,600.6769085301605
2008-02-19,604.3562327354235
2008-02-20,599.7465837049454
2008-02-21,602.318867365109
2008-02-22,602.5221178542721
2008-02-25,611.7097190818488
2008-02-26,618.1964552893523
2008-02-27,623.3097574621804
2008-02-28,618.6403080589397
2008-02-29,606.2923109447211
2008-03-03,599.6595348912107
2008-03-04,595.9988955765195
2008-03-05,601.1382853734377
2008-03-06,595.8083508775034
2008-03-07,587.3612476255682
2008-03-10,578.5223639970214
2008-03-11,591.0398622505057
2008-03-12,595.7776796228727
2008-03-13,592.9429855239634
2008-03-14,584.9135728690885
2008-03-17,571.1542824923756
2008-03-18,589.2860139303967
2008-03-19,580.6988445618027
2008-03-20,580.9928006767983
2008-03-21,582.3515544391893
2008-03-24,587.2076902540455
2008-03-25,600.8029975597772
2008-03-26,600.8391518533759
2008-03-27,599.7037341123707
2008-03-28,597.3234742180198
2008-03-31,597.3303162177785
2008-04-01,609.0896904936665
2008-04-02,615.6600694031472
2008-04-03,617.540696349132
2008-04-04,620.3086075486397
2008-04-07,623.5862222969134
2008-04-08,618.7944811435648
2008-04-09,615.1953459936215
2008-04-10,616.8403857429287
2008-04-11,610.3488338186489
2008-04-14,605.7017464032987
2008-04-15,608.3028831140861
2008-04-16,622.0796977674171
2008-04-17,621.4851157034817
2008-04-18,627.5639700613808
2008-04-21,631.3100544816288
2008-04-22,627.9802228931076
2008-04-23,628.6683139974662
2008-04-24,627.0453455982107
2008-04-25,632.6379837863624
2008-04-28,634.3195579484826
2008-04-29,630.4446144916
2008-04-30,630.6499330274867
2008-05-01,633.191904389786
2008-05-02,639.681340164599
2008-05-05,639.628575697516
2008-05-06,642.8672721321323
2008-05-07,637.2521031689619
2008-05-08,638.2733464560578
2008-05-09,632.8959458869322
2008-05-12,638.0350508588664
2008-05-13,638.5864385709206
2008-05-14,640.5783171132823
2008-05-15,646.9413111136677
2008-05-16,652.0264720534346
2008-05-19,654.7867241798272
2008-05-20,649.2160001266545
2008-05-21,643.7663524957649
2008-05-22,643.7803501546782
2008-05-23,636.7608248102965
2008-05-26,633.7830680160035
2008-05-27,634.1045583494454
2008-05-28,635.109906414813
2008-05-29,637.4837412959213
2008-05-30,640.0042436261199
2008-06-02,636.3206849444766
2008-06-03,632.8562521964041
2008-06-04,630.3391101950854
2008-06-05,636.1243270158175
2008-06-06,627.9363953055256
2008-06-09,624.2071572287113
2008-06-10,615.0460042084422
2008-06-11,608.8517451623209
2008-06-12,606.0294694467017
2008-06-13,610.4938040731413
2008-06-16,614.2100759261161
2008-06-17,615.2756605460409
2008-06-18,610.6779448148421
2008-06-19,607.3857452947901
2008-06-20,599.1853958785108
2008-06-23,596.3945554293161
2008-06-24,594.7450566323067
2008-06-25,598.3005245611171
2008-06-26,588.7892447411572
2008-06-27,585.7399122434533
2008-06-30,587.4508512987466
2008-07-01,582.9508371864703
2008-07-02,575.9050840016569
2008-07-03,573.5792275063326
2008-07-04,571.2399345055923
2008-07-07,571.0596959257786
2008-07-08,570.392652729752
2008-07-09,569.8466289164777
2008-07-10,569.1678627988482
2008-07-11,564.2628265677245
2008-07-14,562.8184624201718
2008-07-15,554.3235510616379
2008-07-16,559.2257162699264
2008-07-17,568.6931584576652
2008-07-18,569.1275239191112
2008-07-21,573.0411618577941
2008-07-22,575.8100370778335
2008-07-23,579.5956611729532
2008-07-24,571.4779228522327
2008-07-25,568.8017111686554
2008-07-28,563.3352825070956
2008-07-29,565.4726893027504
2008-07-30,575.0457872841463
2008-07-31,572.1355541203496
2008-08-01,566.0143613211443
2008-08-04,559.7828165990435
2008-08-05,567.3003839407532
2008-08-06,571.5689491647397
2008-08-07,565.0841197031716
2008-08-08,566.0185206725334
2008-08-11,570.6611390039534
2008-08-12,566.4191511688765
2008-08-13,560.3462831893645
2008-08-14,562.7102794482338
2008-08-15,560.271759960545
2008-08-18,557.0550434234009
2008-08-19,548.3764955995326
2008-08-20,552.4685110498641
2008-08-21,554.3486367790144
2008-08-22,557.8655645434426
2008-08-25,552.7301832010195
2008-08-26,551.2117348725125
2008-08-27,555.4178962797071
2008-08-28,561.8066642252542
2008-08-29,561.0819386771083
2008-09-01,556.2635333393434
2008-09-02,553.1374391497745
2008-09-03,548.3224410003297
2008-09-04,533.7292065906795
2008-09-05,527.714012064907
2008-09-08,540.4113596417089
2008-09-09,526.1235869502693
2008-09-10,525.2858046270879
2008-09-11,523.5484224049972
2008-09-12,531.9685216740822
2008-09-15,512.9483589513388
2008-09-16,506.8735182103385
2008-09-17,492.31582212807746
2008-09-18,501.29593404207407
2008-09-19,532.6767253732088
2008-09-22,525.2534805122967
2008-09-23,518.156516834729
2008-09-24,516.2574409447361
2008-09-25,523.2908867944238
2008-09-26,518.3088413896922
2008-09-29,482.90046598338535
2008-09-30,490.5457810550161
2008-10-01,491.2090215473734
2008-10-02,473.79483666990114
2008-10-03,471.76712305440924
2008-10-06,442.65836606284745
2008-10-07,429.51845437388306
2008-10-08,412.80097775568134
2008-10-09,396.53969749933805
2008-10-10,376.7059355389777
2008-10-13,411.6962396578982
2008-10-14,423.91679402363064
2008-10-15,393.7600097467305
2008-10-16,385.5677494067664
2008-10-17,390.0350444838627
2008-10-20,406.3434627911473
2008-10-21,399.59395636353764
2008-10-22,373.55970192867227
2008-10-23,372.74033745379955
2008-10-24,355.6197683869662
2008-10-27,339.3479924329185
2008-10-28,361.7371782628214
2008-10-29,376.4022625603218
2008-10-30,390.3603946016014
2008-10-31,392.6928254334545
