Date,AC FAR EAST ex JP ESG UNIVERSAL ex TC
2013-05-31,1000.0
2013-06-03,993.6951109605467
2013-06-04,997.9598032358699
2013-06-05,989.1148619209929
2013-06-06,980.8107228963063
2013-06-07,973.3638124793943
2013-06-10,972.1931902978769
2013-06-11,958.0760968995978
2013-06-12,956.7862437648865
2013-06-13,939.6821417129265
2013-06-14,951.6323592491734
2013-06-17,957.2376149039375
2013-06-18,958.7085930107932
2013-06-19,953.5777138852059
2013-06-20,924.7261556233785
2013-06-21,914.0548342514916
2013-06-24,895.5336620105131
2013-06-25,895.0811378220551
2013-06-26,911.7678900043338
2013-06-27,926.6320405995632
2013-06-28,946.9082895493414
2013-07-01,945.7506107431446
2013-07-02,942.7235664952769
2013-07-03,922.6539410750377
2013-07-04,929.7385850850492
2013-07-05,936.6116553390586
2013-07-08,919.9675658028725
2013-07-09,927.4923759180217
2013-07-10,935.3550329523764
2013-07-11,965.1598674154743
2013-07-12,962.792786703859
2013-07-15,965.151480827198
2013-07-16,965.5427649390713
2013-07-17,967.6879224384651
2013-07-18,963.161405865631
2013-07-19,958.7393440466998
2013-07-22,961.5551057841348
2013-07-23,978.8516810858006
2013-07-24,980.5741804310267
2013-07-25,975.8501807980897
2013-07-26,978.7102805823016
2013-07-29,971.2572880682668
2013-07-30,976.8221633946159
2013-07-31,970.2692900795754
2013-08-01,974.7484628934349
2013-08-02,976.9634947149616
2013-08-05,979.9379970492624
2013-08-06,973.3014857375787
2013-08-07,961.3565584711631
2013-08-08,965.0394443196842
2013-08-09,966.8145342796128
2013-08-12,974.5169825949537
2013-08-13,986.4712281240348
2013-08-14,986.6637428541916
2013-08-15,982.9965367294129
2013-08-16,982.1538363888776
2013-08-19,973.8689389211784
2013-08-20,954.8549145786426
2013-08-21,949.4101287566899
2013-08-22,943.2835207704001
2013-08-23,949.190307792324
2013-08-26,953.5459023151293
2013-08-27,944.2921486900358
2013-08-28,937.3074078390983
2013-08-29,950.9720534934794
2013-08-30,958.6653076075628
2013-09-02,968.7802819709426
2013-09-03,974.8773886393485
2013-09-04,971.8511608679427
2013-09-05,978.8650520786728
2013-09-06,980.3612419289052
2013-09-09,995.2156753979846
2013-09-10,1008.2538621054911
2013-09-11,1009.5082327665568
2013-09-12,1009.5132783878428
2013-09-13,1004.3390974934365
2013-09-16,1022.2170905835071
2013-09-17,1020.7105116339488
2013-09-18,1017.1483783483634
2013-09-19,1033.135863897251
2013-09-20,1030.7442677706954
2013-09-23,1033.1356818104477
2013-09-24,1027.0255774726327
2013-09-25,1024.3478050427605
2013-09-26,1021.1988946364195
2013-09-27,1023.9279554350961
2013-09-30,1010.2511867860005
2013-10-01,1014.0839244415902
2013-10-02,1018.1677797901618
2013-10-03,1027.4955397183696
2013-10-04,1027.059357909404
2013-10-07,1023.411064769645
2013-10-08,1030.3224382217306
2013-10-09,1026.8791823499716
2013-10-10,1028.03291562543
2013-10-11,1038.824111157143
2013-10-14,1036.9238487649482
2013-10-15,1045.610632546619
2013-10-16,1042.0635965647466
2013-10-17,1046.0023039235994
2013-10-18,1056.1030149294097
2013-10-21,1055.9310815504093
2013-10-22,1054.2326759398336
2013-10-23,1046.8758057825205
2013-10-24,1045.6057436237736
2013-10-25,1038.4597577008649
2013-10-28,1044.5618199614255
2013-10-29,1044.5766508621841
2013-10-30,1056.128077198505
2013-10-31,1047.8303115886752
2013-11-01,1046.306152916927
2013-11-04,1041.132243956165
2013-11-05,1036.1131654895516
2013-11-06,1035.9577468104146
2013-11-07,1031.841351443847
2013-11-08,1022.4515127696336
2013-11-11,1021.9045201766371
2013-11-12,1020.8759178506104
2013-11-13,1005.0579531072588
2013-11-14,1013.9485342106915
2013-11-15,1027.8713898501455
2013-11-18,1043.664851190835
2013-11-19,1047.2672845131478
2013-11-20,1041.7765928975173
2013-11-21,1030.749931880832
2013-11-22,1034.1162759292417
2013-11-25,1036.5853496158832
2013-11-26,1038.6538485046394
2013-11-27,1042.0888191940612
2013-11-28,1045.9433051221872
2013-11-29,1049.6705856126443
2013-12-02,1053.2340574984983
2013-12-03,1046.4570983053413
2013-12-04,1038.87891423704
2013-12-05,1036.3753508156803
2013-12-06,1035.0044953673478
2013-12-09,1044.267230733834
2013-12-10,1041.8861917407799
2013-12-11,1032.863459698457
2013-12-12,1025.8886015781438
2013-12-13,1024.104382793331
2013-12-16,1019.5646628499436
2013-12-17,1023.3025482467316
2013-12-18,1024.2505075803153
2013-12-19,1018.4508460148937
2013-12-20,1015.9410018323814
2013-12-23,1020.4505579760565
2013-12-24,1025.4532322071557
2013-12-25,1025.8745088488038
2013-12-26,1025.5225500926415
2013-12-27,1029.9785789085604
2013-12-30,1033.1327594507457
2013-12-31,1036.2997693632033
2014-01-01,1036.2997693632033
2014-01-02,1029.4370319157608
2014-01-03,1012.0357607221487
2014-01-06,1005.6428351944589
2014-01-07,1004.1239359035563
2014-01-08,1011.1594132746231
2014-01-09,1004.4689095402491
2014-01-10,1005.4955088123472
2014-01-13,1011.8230397646271
2014-01-14,1008.7171710647289
2014-01-15,1010.6353785645707
2014-01-16,1012.1274095777047
2014-01-17,1013.401019776391
2014-01-20,1008.6444479044404
2014-01-21,1011.4944353553387
2014-01-22,1014.9603044600734
2014-01-23,1004.0724512187379
2014-01-24,994.6352805585693
2014-01-27,974.0971889519553
2014-01-28,976.8799075098863
2014-01-29,987.4795077522721
2014-01-30,984.4828867302757
2014-01-31,984.452347683209
2014-02-03,978.0215784931486
2014-02-04,961.0658653338636
2014-02-05,958.1314952784351
2014-02-06,966.1923865504945
2014-02-07,976.8198459282137
2014-02-10,976.7446768494837
2014-02-11,986.853562281661
2014-02-12,997.3809622867748
2014-02-13,992.1973881391465
2014-02-14,999.442679666207
2014-02-17,1009.2139399719103
2014-02-18,1007.9101833665999
2014-02-19,1009.6795465678126
2014-02-20,999.1295106705985
2014-02-21,1007.9405608500771
2014-02-24,1001.8563151043758
2014-02-25,1003.6515669573615
2014-02-26,1008.3029189552549
2014-02-27,1016.6242689653358
2014-02-28,1018.6692294301193
2014-03-03,1009.5128578899843
2014-03-04,1008.9974750603799
2014-03-05,1013.3477229943583
2014-03-06,1022.3969574946839
2014-03-07,1022.4074797820638
2014-03-10,1009.0299784038584
2014-03-11,1013.0055490599682
2014-03-12,999.298612008253
2014-03-13,1000.2378255371478
2014-03-14,992.7396016966056
2014-03-17,994.9928873901321
2014-03-18,999.2103705056276
2014-03-19,997.0687537709267
2014-03-20,979.3396525281822
2014-03-21,986.0326560476806
2014-03-24,996.7251862291815
2014-03-25,995.0551335395143
2014-03-26,1004.5927525278353
2014-03-27,1006.8569246511983
2014-03-28,1015.8507315275886
2014-03-31,1023.4324144248075
2014-04-01,1033.6212271709778
2014-04-02,1037.6822480163291
2014-04-03,1037.8014890556642
2014-04-04,1037.3755869200852
2014-04-07,1036.3531589744146
2014-04-08,1043.4803978116379
2014-04-09,1052.3697406064673
2014-04-10,1059.5210549778608
2014-04-11,1054.9786865363856
2014-04-14,1053.2292093352412
2014-04-15,1048.072879789581
2014-04-16,1049.7167397651979
2014-04-17,1052.065734382896
2014-04-18,1054.7718232016964
2014-04-21,1053.8519445401419
2014-04-22,1054.0495260493
2014-04-23,1048.4769451487057
2014-04-24,1050.4019517473575
2014-04-25,1036.8360376279215
2014-04-28,1034.955644398301
2014-04-29,1042.5037613542133
2014-04-30,1035.6833637069426
2014-05-01,1035.9212567596392
2014-05-02,1041.640003675857
2014-05-05,1038.7067746531307
2014-05-06,1039.4677498611927
2014-05-07,1033.3636526385178
2014-05-08,1036.2906141103756
2014-05-09,1036.4347673913421
2014-05-12,1041.4316203332694
2014-05-13,1047.2399266081368
2014-05-14,1059.6588603800708
2014-05-15,1062.774803464606
2014-05-16,1063.9683521599218
2014-05-19,1065.7529421536879
2014-05-20,1063.1220133298343
2014-05-21,1062.7443131199395
2014-05-22,1070.7315999425716
2014-05-23,1071.348066118968
2014-05-26,1070.4546539814185
2014-05-27,1068.621860540662
2014-05-28,1076.4923836431105
2014-05-29,1076.2878869499725
2014-05-30,1071.3787660276803
2014-06-02,1072.3553959111084
2014-06-03,1081.0750391902786
2014-06-04,1076.4230109519474
2014-06-05,1077.3096830544077
2014-06-06,1076.2380970536258
2014-06-09,1080.0708355917702
2014-06-10,1088.685538890699
2014-06-11,1088.5140531025572
2014-06-12,1086.1821982373265
2014-06-13,1084.6870328973087
2014-06-16,1084.0466559903557
2014-06-17,1082.824566532175
2014-06-18,1079.7277752413418
2014-06-19,1083.0477633570554
