Date,ACWI ex MEXICO
1998-12-31,1000.0
1999-01-01,1000.0002010946903
1999-01-04,1010.5819624328497
1999-01-05,1020.9676365869142
1999-01-06,1040.5739974889327
1999-01-07,1037.8662721920616
1999-01-08,1036.852130184355
1999-01-11,1027.7259022562773
1999-01-12,1010.1949748764753
1999-01-13,995.2764012542797
1999-01-14,987.9869224592287
1999-01-15,1003.37405429838
1999-01-18,1012.2267001903914
1999-01-19,1014.6743676790971
1999-01-20,1020.8029391334258
1999-01-21,1008.5783446862958
1999-01-22,992.9163733155839
1999-01-25,997.0674121339642
1999-01-26,1007.3657827871174
1999-01-27,1003.6508013619851
1999-01-28,1012.3139215948132
1999-01-29,1019.879270530445
1999-02-01,1021.6740118215639
1999-02-02,1017.6003880497683
1999-02-03,1016.2834485944499
1999-02-04,1004.6732985290851
1999-02-05,997.5488328322683
1999-02-08,995.909241135777
1999-02-09,977.5830233442827
1999-02-10,978.4947118238886
1999-02-11,995.2377898938875
1999-02-12,990.3111801272009
1999-02-15,990.3089856156186
1999-02-16,993.2206502950298
1999-02-17,984.343992811539
1999-02-18,988.6166300236125
1999-02-19,987.3548414244198
1999-02-22,1003.8976443266657
1999-02-23,1006.6684804449702
1999-02-24,1001.8148508990311
1999-02-25,997.7271581076358
1999-02-26,993.1991958591253
1999-03-01,986.2074778985144
1999-03-02,981.2332641783097
1999-03-03,979.1275813803296
1999-03-04,985.937805813913
1999-03-05,1010.147931240848
1999-03-08,1013.9331136517303
1999-03-09,1016.7723682521863
1999-03-10,1024.9720677361306
1999-03-11,1031.5707485461432
1999-03-12,1035.0276772252378
1999-03-15,1042.2151135463243
1999-03-16,1044.7112981814487
1999-03-17,1042.7601609289652
1999-03-18,1046.2319074845227
1999-03-19,1046.4039840431485
1999-03-22,1042.5040128389157
1999-03-23,1021.6410161824559
1999-03-24,1018.5709316690348
1999-03-25,1033.5202673267884
1999-03-26,1025.779951861477
1999-03-29,1040.9671980873502
1999-03-30,1038.284663228799
1999-03-31,1037.7237444327393
1999-04-01,1044.119394145287
1999-04-02,1043.3311713075054
1999-04-05,1052.2264947932094
1999-04-06,1058.73216618009
1999-04-07,1066.3239923631807
1999-04-08,1078.555361412412
1999-04-09,1079.7950729571355
1999-04-12,1083.8868977242212
1999-04-13,1084.4419811356668
1999-04-14,1078.1732488438684
1999-04-15,1070.6316460491935
1999-04-16,1070.3253562355476
1999-04-19,1061.3310307503464
1999-04-20,1060.1434487975127
1999-04-21,1070.5507747713166
1999-04-22,1082.765963963899
1999-04-23,1085.3436513369613
1999-04-26,1089.477642176215
1999-04-27,1096.8663840509694
1999-04-28,1091.2351963270248
1999-04-29,1084.368294493283
1999-04-30,1081.7488575297075
1999-05-03,1090.512865529466
1999-05-04,1082.9413446116203
1999-05-05,1086.6762363005548
1999-05-06,1087.6089016089645
1999-05-07,1088.2165879877734
1999-05-10,1088.2796121051458
1999-05-11,1090.580099792085
1999-05-12,1090.1872181476465
1999-05-13,1091.7654030652732
1999-05-14,1074.2887400374743
1999-05-17,1065.1389068905737
1999-05-18,1066.7518766688872
1999-05-19,1071.1758095062562
1999-05-20,1071.3759512111224
1999-05-21,1065.849472253878
1999-05-24,1055.4206069091845
1999-05-25,1042.4943142577558
1999-05-26,1048.0764156353255
1999-05-27,1034.4339908002237
1999-05-28,1043.3881009966647
1999-05-31,1043.8715738782885
1999-06-01,1044.4240981542634
1999-06-02,1046.3485732812858
1999-06-03,1049.7355337380538
1999-06-04,1063.6121712909498
1999-06-07,1071.396855827395
1999-06-08,1070.438613070701
1999-06-09,1073.1794456444081
1999-06-10,1067.505088022104
1999-06-11,1069.3997943638876
1999-06-14,1063.0643034136426
1999-06-15,1066.129338769021
1999-06-16,1079.5495344101666
1999-06-17,1087.7056853093477
1999-06-18,1090.7945348463059
1999-06-21,1096.4206283245558
1999-06-22,1090.85897717144
1999-06-23,1083.309485172279
1999-06-24,1073.6359403962606
1999-06-25,1075.7830852331142
1999-06-28,1082.1587245787587
1999-06-29,1090.2388967818224
1999-06-30,1095.7315394205289
1999-07-01,1109.2160450933177
1999-07-02,1117.4725242706897
1999-07-05,1125.5831377524287
1999-07-06,1122.5203510547383
1999-07-07,1120.6174175353176
1999-07-08,1116.8035891982659
1999-07-09,1120.692998190921
1999-07-12,1119.4962684840177
1999-07-13,1113.8278750457746
1999-07-14,1119.1618774406675
1999-07-15,1130.7179166008957
1999-07-16,1131.25019819547
1999-07-19,1127.9236535404762
1999-07-20,1114.9058947536255
1999-07-21,1112.691756906771
1999-07-22,1100.3020846325587
1999-07-23,1091.2842799562309
1999-07-26,1087.6993634485113
1999-07-27,1095.1937666197175
1999-07-28,1099.8732385562923
1999-07-29,1088.8838911360692
1999-07-30,1091.14519983672
1999-08-02,1087.9340730480726
1999-08-03,1085.5904428656615
1999-08-04,1079.1876552636775
1999-08-05,1073.3363948792917
1999-08-06,1065.5821050888017
1999-08-09,1063.383010425476
1999-08-10,1053.221173003657
1999-08-11,1060.0741159480342
1999-08-12,1066.89957535498
1999-08-13,1081.8025968956167
1999-08-16,1089.3763799651153
1999-08-17,1093.3712975053077
1999-08-18,1091.8139525104434
1999-08-19,1087.6144941051693
1999-08-20,1100.6894165692588
1999-08-23,1116.3888798740186
1999-08-24,1115.4430330437817
1999-08-25,1124.0604292758628
1999-08-26,1113.1780083869767
1999-08-27,1108.0018560379472
1999-08-30,1099.8585765039766
1999-08-31,1089.9998621346479
1999-09-01,1101.487803672297
1999-09-02,1094.9247598076915
1999-09-03,1114.0281781656272
1999-09-06,1119.1415301603472
1999-09-07,1113.0889404108755
1999-09-08,1109.680004243979
1999-09-09,1117.8516875985988
1999-09-10,1117.9821636270867
1999-09-13,1114.9725556314165
1999-09-14,1110.6691382250942
1999-09-15,1101.0996640075573
1999-09-16,1094.8856657429367
1999-09-17,1100.2618058313308
1999-09-20,1104.0666782554056
1999-09-21,1094.639042923554
