Date,AC EUROPE GROWTH
2000-12-29,100.0
2001-01-01,100.00000005788277
2001-01-30,97.65803057918784
2001-01-31,98.98109364409459
2001-02-01,98.94489193347279
2001-02-27,88.10509897297663
2001-02-28,87.97781353066978
2001-03-01,87.97182250241417
2001-03-29,79.9763844208786
2001-03-30,80.44968482236847
2001-04-02,79.79920988606864
2001-04-27,86.00281159991852
2001-04-30,86.73556601382829
2001-05-01,86.90819049930012
2001-05-30,82.38486015322091
2001-05-31,81.71737154885649
2001-06-01,81.5303599529686
2001-06-28,77.4169071461004
2001-06-29,78.13392390632853
2001-07-02,79.2099508469677
2001-07-30,76.83550361744607
2001-07-31,77.78154885568848
2001-08-01,78.51530728438597
2001-08-30,74.36945167943942
2001-08-31,74.4189534605371
2001-09-03,73.4221701292675
2001-09-27,66.3363204607671
2001-09-28,67.59382364492852
2001-10-01,66.5799633318842
2001-10-30,69.9924662617262
2001-10-31,70.67317565123962
2001-11-01,71.69346215882125
2001-11-29,72.89820399510022
2001-11-30,73.99701762846685
2001-12-03,73.35876959714689
2001-12-28,75.41045419751758
2001-12-31,75.90695833066928
2002-01-01,75.90695833066928
2002-01-30,71.41927635265553
2002-01-31,72.48376825533748
2002-02-01,72.69987274569004
2002-02-27,72.83395247420177
2002-02-28,72.89536187478177
2002-03-01,73.43139768571125
2002-03-28,75.5623193956609
2002-03-29,75.56059380624272
2002-04-01,76.24725270045197
2002-04-29,74.53000848583862
2002-04-30,74.79848411171523
2002-05-01,75.04159410741272
2002-05-30,73.11498382080772
2002-05-31,73.43393249976934
2002-06-03,73.05151135379887
2002-06-27,69.55574484783722
2002-06-28,72.0462285823909
2002-07-01,72.06133824824641
2002-07-30,63.599828998326295
2002-07-31,63.57094447169642
2002-08-01,61.21095686252726
2002-08-29,62.63130289887722
2002-08-30,63.148444616159225
2002-09-02,62.321302684583756
2002-09-27,58.598624183654785
2002-09-30,57.002888331751976
2002-10-01,57.723108671775144
2002-10-30,60.82355999767781
2002-10-31,62.124329592179365
2002-11-01,61.786909059568146
2002-11-28,63.854060607505275
2002-11-29,63.56693719922018
2002-12-02,63.42503470291006
2002-12-30,61.47768692253191
2002-12-31,62.135517546331634
2003-01-01,62.135517546331634
2003-01-30,58.92345743839878
2003-01-31,58.940801040963215
2003-02-03,59.7693030361086
2003-02-27,56.17030241562773
2003-02-28,57.24375762995373
2003-03-03,57.85244676146075
2003-03-28,57.90850549643482
2003-03-31,56.78453707607046
2003-04-01,57.483150485889226
2003-04-29,62.853409245988146
2003-04-30,63.687510371495215
2003-05-01,64.15339526815866
2003-05-29,67.71040566824773
2003-05-30,67.00946714652768
2003-06-02,68.08929992169651
2003-06-27,67.73554433834998
2003-06-30,67.19507773504212
2003-07-01,66.55985189916893
2003-07-30,67.6433254790588
2003-07-31,67.33229717353308
2003-08-01,66.54084421004615
2003-08-28,66.92628308487856
2003-08-29,66.8611920811051
2003-09-01,67.59865864392377
2003-09-29,69.49730425029014
2003-09-30,68.94797430461348
2003-10-01,70.20962469474166
2003-10-30,73.47669507161409
2003-10-31,73.00183772663833
2003-11-03,73.15268014585497
2003-11-27,76.19331684953873
2003-11-28,76.31292982363944
2003-12-01,77.38547840410476
2003-12-30,81.15848107843405
2003-12-31,81.84136109821814
2004-01-01,81.84136109821814
2004-01-29,83.38813901533275
2004-01-30,83.33741703903482
2004-02-02,83.61919430650966
2004-02-26,85.89272462439783
2004-02-27,85.76562970285686
2004-03-01,86.93546927656949
2004-03-30,82.38948515987369
2004-03-31,82.97052120350135
2004-04-01,84.46986096987348
2004-04-29,82.0804878552096
2004-04-30,81.6610086377168
2004-05-03,81.90468807735134
2004-05-28,82.67201640415175
2004-05-31,82.83504445601444
2004-06-01,82.18693359816524
2004-06-29,83.64819894963985
