Date,ACWI FM ex JAPAN
2002-05-31,511.1328719699445
2002-06-03,502.6599787488383
2002-06-04,500.5493017500094
2002-06-05,501.22819647715187
2002-06-06,495.4296742883932
2002-06-07,492.80202010199974
2002-06-10,493.86261037216485
2002-06-11,489.37385258541497
2002-06-12,488.73188492752
2002-06-13,483.8195148763625
2002-06-14,479.4741780731832
2002-06-17,492.02389043781204
2002-06-18,492.2792213475523
2002-06-19,485.47660149096595
2002-06-20,479.3779633367611
2002-06-21,474.159562318755
2002-06-24,472.54214304324216
2002-06-25,469.7601701889722
2002-06-26,467.6988955022237
2002-06-27,473.8722811065767
2002-06-28,479.17916523068754
2002-07-01,472.8630090570885
2002-07-02,461.95125918259777
2002-07-03,459.08395172441504
2002-07-04,462.01490223477987
2002-07-05,477.61119055248014
2002-07-08,475.5348630742219
2002-07-09,467.82278708208645
2002-07-10,453.0739425565799
2002-07-11,449.5219037484788
2002-07-12,448.5207249153361
2002-07-15,442.27584012601346
2002-07-16,437.9645962339654
2002-07-17,443.49255821289927
2002-07-18,438.1456015886247
2002-07-19,422.4877507625829
2002-07-22,405.8718469225015
2002-07-23,394.8429881358665
2002-07-24,406.60435877278854
2002-07-25,410.38716639410507
2002-07-26,413.95756988860796
2002-07-29,434.19052790440384
2002-07-30,436.51775038753425
2002-07-31,439.05168762439064
2002-08-01,425.65062797711926
2002-08-02,419.92582469365783
2002-08-05,406.4057747371389
2002-08-06,416.05815157102325
2002-08-07,421.275242995978
2002-08-08,434.7121617847886
2002-08-09,438.1670591046635
2002-08-12,434.69463808452383
2002-08-13,430.33792166522676
2002-08-14,438.98418062464003
2002-08-15,445.5832663721028
2002-08-16,446.4926833446093
2002-08-19,455.7429064014626
2002-08-20,449.86982822042364
2002-08-21,455.46889575281347
2002-08-22,461.20738884360367
2002-08-23,452.6224725716502
2002-08-26,453.8108983321841
2002-08-27,453.09702791445767
2002-08-28,442.83873097563304
2002-08-29,441.00174189459085
2002-08-30,441.40255372046533
2002-09-02,439.5609612915972
2002-09-03,423.98520903284475
2002-09-04,428.67296489425655
2002-09-05,423.5739571634729
2002-09-06,430.8720359322308
2002-09-09,431.78783758903626
2002-09-10,436.25730156456206
2002-09-11,438.7689974874866
2002-09-12,427.95250339778306
2002-09-13,426.1991088700121
2002-09-16,425.2331295471853
2002-09-17,418.83039934450176
2002-09-18,413.61363882931073
2002-09-19,403.9266391549838
2002-09-20,404.5633249434605
2002-09-23,396.8379491434673
2002-09-24,390.50308122814835
2002-09-25,397.93966418000866
2002-09-26,407.5334028079089
2002-09-27,399.1867000688051
2002-09-30,391.4659248214611
2002-10-01,402.6331894267924
2002-10-02,399.84574612008515
2002-10-03,395.6672488001287
2002-10-04,386.99792696473776
2002-10-07,380.48622723700174
2002-10-08,382.1994558954186
2002-10-09,375.30150549274595
2002-10-10,385.6556544535374
2002-10-11,401.0037974952834
2002-10-14,402.1731089601195
2002-10-15,421.2668958950675
2002-10-16,413.0765648732314
2002-10-17,422.3671287784763
2002-10-18,423.4845146264373
2002-10-21,428.31915093208045
2002-10-22,424.54807647760487
2002-10-23,423.08721662610367
2002-10-24,421.84060266631656
2002-10-25,426.04014565432897
2002-10-28,426.3148876525362
2002-10-29,418.5874632396391
2002-10-30,424.01341869191947
2002-10-31,425.34607599889125
2002-11-01,429.04413390105645
2002-11-04,436.03086452824
2002-11-05,439.1143145612917
2002-11-06,440.3196102584956
2002-11-07,433.0288978674681
2002-11-08,429.6313751364315
2002-11-11,422.53840975286613
2002-11-12,426.16242706175524
2002-11-13,424.4934908932113
2002-11-14,433.099575827206
2002-11-15,436.35119820587187
2002-11-18,435.04450467261137
2002-11-19,433.49643695933776
2002-11-20,437.73486124690476
2002-11-21,447.62180249426007
2002-11-22,446.8441130832131
2002-11-25,445.88733347735064
2002-11-26,437.31975504003856
2002-11-27,447.33124115422606
2002-11-28,449.1904470090652
2002-11-29,448.10122211773023
2002-12-02,447.9726350970804
2002-12-03,441.3946761924052
2002-12-04,439.7410891831861
2002-12-05,435.10514579105586
2002-12-06,437.0701608168
2002-12-09,428.27945112311556
2002-12-10,432.52472321663413
2002-12-11,433.86517329265723
2002-12-12,432.22909959214877
2002-12-13,427.673206489065
2002-12-16,436.95195337903743
2002-12-17,434.2516036321793
2002-12-18,427.9116235820427
2002-12-19,425.43492960124763
2002-12-20,430.3880425474861
2002-12-23,431.31665808285646
2002-12-24,430.2072241629792
2002-12-25,430.18647273011294
2002-12-26,429.5331944917614
2002-12-27,421.948354122193
2002-12-30,424.51798507378845
2002-12-31,426.08116652124926
2003-01-01,426.08773772178705
2003-01-02,437.5153799124009
2003-01-03,439.16427026107385
2003-01-06,447.0240686931675
2003-01-07,443.27576574332346
2003-01-08,437.15069994631546
2003-01-09,444.12457608002165
2003-01-10,445.3787453254195
2003-01-13,445.5362736482614
2003-01-14,448.0634891672132
2003-01-15,442.21502752861
2003-01-16,440.8364155807847
2003-01-17,434.8061210248417
2003-01-20,433.0809855146013
2003-01-21,427.36856574108594
2003-01-22,422.66372460909076
2003-01-23,425.1993919801982
2003-01-24,416.76635704359387
2003-01-27,408.0876437214488
2003-01-28,411.54988788287346
2003-01-29,414.1616294617836
2003-01-30,410.1613432684749
2003-01-31,413.56219957222095
2003-02-03,417.10313728839117
2003-02-04,410.9890431410145
2003-02-05,411.4045628001956
2003-02-06,406.7815224870389
2003-02-07,402.8863137362521
2003-02-10,403.25376561255894
2003-02-11,403.397209976517
2003-02-12,398.3741485401732
2003-02-13,397.8891639582194
2003-02-14,404.34239121467357
2003-02-17,406.61134902238587
2003-02-18,412.3361847897974
2003-02-19,408.4908258214778
2003-02-20,406.24537722225625
2003-02-21,410.5955641234901
2003-02-24,404.4451814275322
2003-02-25,402.19541817646666
2003-02-26,398.7973572266413
2003-02-27,402.1458789780991
2003-02-28,405.5574367994239
2003-03-03,405.2084454868474
2003-03-04,399.2098539534187
2003-03-05,400.9250054783256
2003-03-06,397.5281333173752
2003-03-07,397.721440122543
2003-03-10,388.7330529110394
2003-03-11,386.4913455783793
2003-03-12,383.37855336260355
2003-03-13,396.39209256156784
2003-03-14,400.51867520891255
2003-03-17,411.92003638908056
2003-03-18,413.49534781880146
2003-03-19,416.9854194182848
2003-03-20,417.7592633800018
2003-03-21,426.7862829645384
2003-03-24,413.25630871662986
2003-03-25,418.0181849923657
2003-03-26,416.82347050792947
2003-03-27,414.76042863265184
2003-03-28,413.26746026313253
2003-03-31,405.7929457408104
2003-04-01,410.35933952182745
2003-04-02,419.94413012352436
2003-04-03,419.23614978436893
2003-04-04,421.2840866956827
2003-04-07,425.2494183948148
2003-04-08,423.28010470516244
2003-04-09,419.577653937738
2003-04-10,420.3765895353567
2003-04-11,419.89164010519426
2003-04-14,426.5448234324837
2003-04-15,430.7798204696624
2003-04-16,427.29143246044845
2003-04-17,432.873168354779
2003-04-18,433.0356333530476
2003-04-21,431.836543408632
2003-04-22,439.5923797425701
2003-04-23,443.4588929279372
2003-04-24,439.58660628132725
2003-04-25,433.9195681281561
2003-04-28,441.4542712671958
2003-04-29,442.6145513364838
2003-04-30,444.0029294541359
2003-05-01,444.671635176965
2003-05-02,449.2466328167078
2003-05-05,450.1740852803891
2003-05-06,455.1304378276335
2003-05-07,452.39830672197036
2003-05-08,447.6019935496783
2003-05-09,453.28233176061434
2003-05-12,458.08352522163005
2003-05-13,457.2766884152732
2003-05-14,456.64554764015185
2003-05-15,460.0180888510662
2003-05-16,460.6795111643473
2003-05-19,450.9365116887703
2003-05-20,450.7701467540386
2003-05-21,451.502815147949
2003-05-22,455.8300839837353
2003-05-23,457.02807955459815
2003-05-26,457.6343832030232
2003-05-27,463.8657556997495
2003-05-28,465.82634174208107
