Date,AC FAR EAST ex JAPAN
2000-12-29,100.0
2001-01-01,99.9385127486247
2001-01-02,100.26624586940657
2001-01-03,98.71580359597485
2001-01-04,103.24649952227614
2001-01-05,105.89574539271881
2001-01-08,105.70667673403291
2001-01-09,106.99083558890268
2001-01-10,106.02102735145834
2001-01-11,104.18707938914888
2001-01-12,105.82138444010313
2001-01-15,106.34588804832286
2001-01-16,107.57790268196231
2001-01-17,107.67754034998997
2001-01-18,108.75614475430409
2001-01-19,111.30083342244461
2001-01-22,112.60408306460936
2001-01-23,112.19014810099551
2001-01-24,112.20650861558978
2001-01-25,112.36471074937934
2001-01-26,111.04494161776854
2001-01-29,110.45607108816402
2001-01-30,110.48702192248784
2001-01-31,113.43238783704534
2001-02-01,113.25331384269712
2001-02-02,113.56432930320997
2001-02-05,110.71458112313408
2001-02-06,110.61727419198752
2001-02-07,109.78029212386517
2001-02-08,110.16285286181619
2001-02-09,110.58031041438576
2001-02-12,110.4441246138396
2001-02-13,111.67633537024454
2001-02-14,111.03101256219212
2001-02-15,111.69383519305605
2001-02-16,111.50711375250286
2001-02-19,110.42246433978296
2001-02-20,111.41700492741086
2001-02-21,110.27970467506275
2001-02-22,108.38593186425194
2001-02-23,108.58646950089565
2001-02-26,108.71539105376922
2001-02-27,108.00299845375639
2001-02-28,107.91711308451154
2001-03-01,105.26661876819072
2001-03-02,103.76484142765227
2001-03-05,104.83577293347005
2001-03-06,105.89844705145147
2001-03-07,105.90227196221159
2001-03-08,105.6666655620655
2001-03-09,104.73425283647865
2001-03-12,101.56890494878073
2001-03-13,100.02661274268965
2001-03-14,100.28302264857368
2001-03-15,101.02487794278795
2001-03-16,100.40530868561626
2001-03-19,99.5601160948125
2001-03-20,98.41732699351775
2001-03-21,97.96905265725617
2001-03-22,96.19169933095851
2001-03-23,97.7467265308028
2001-03-26,99.23143089101791
2001-03-27,97.7549793550393
2001-03-28,97.44100182878485
2001-03-29,96.1114213875826
2001-03-30,96.39284785952152
2001-04-02,94.78556872596447
2001-04-03,93.15207259824172
2001-04-04,90.10062383723026
2001-04-05,90.47317960092651
2001-04-06,91.93783937539719
2001-04-09,89.44579588664364
2001-04-10,89.35411156137839
2001-04-11,92.04032700365924
2001-04-12,93.25194837620084
2001-04-13,93.353491212994
2001-04-16,92.6706245161777
2001-04-17,91.65246430186818
2001-04-18,94.30621291584234
2001-04-19,97.57763977771256
2001-04-20,96.56583926950807
2001-04-23,96.60280608947038
2001-04-24,96.11868112628039
2001-04-25,95.93596201853681
2001-04-26,95.8845833765093
2001-04-27,95.66354342159542
2001-04-30,96.76491509421061
2001-05-01,96.86065573174487
2001-05-02,98.75273322165884
