Date,ACWI ex UK
2000-12-29,100.0
2001-01-01,99.99454540663794
2001-01-02,98.40591591287223
2001-01-03,100.81113121785974
2001-01-04,100.8278505078224
2001-01-05,99.4805014769351
2001-01-08,99.14604176244053
2001-01-09,98.79981410144542
2001-01-10,98.99600725203308
2001-01-11,99.82377891983529
2001-01-12,99.80032073321911
2001-01-15,99.6999060848419
2001-01-16,100.0638373394234
2001-01-17,100.53826064265054
2001-01-18,101.81037145432883
2001-01-19,101.6101027476191
2001-01-22,101.6450698558443
2001-01-23,102.35138319455031
2001-01-24,102.20005622504038
2001-01-25,101.9891713157303
2001-01-26,101.74034018142046
2001-01-29,102.09505854897603
2001-01-30,102.73578882120769
2001-01-31,102.95287455977987
2001-02-01,103.30030616053175
2001-02-02,101.67473155395842
2001-02-05,101.72446816949667
2001-02-06,101.60598767152392
2001-02-07,100.66851665830242
2001-02-08,99.88938798825049
2001-02-09,98.8228237551226
2001-02-12,99.80300589455364
2001-02-13,99.06682186044006
2001-02-14,98.44019457963321
2001-02-15,98.96700849501718
2001-02-16,97.71362436391313
2001-02-19,97.62081572790144
2001-02-20,96.3559938153789
2001-02-21,94.85735775109637
2001-02-22,94.34387092768586
2001-02-23,93.69570837292468
2001-02-26,95.17664347271626
2001-02-27,95.02808435246634
2001-02-28,94.0817038594333
2001-03-01,93.91714916917479
2001-03-02,93.21061293882512
2001-03-05,93.62340765515671
2001-03-06,94.73085827246864
2001-03-07,95.0619096808784
2001-03-08,95.10521235006195
2001-03-09,93.52325362991202
2001-03-12,90.01097489191424
2001-03-13,90.00032053216323
2001-03-14,87.9892307697625
2001-03-15,88.61380501869704
2001-03-16,86.82007083408992
2001-03-19,87.57943878490961
2001-03-20,86.77082627842887
2001-03-21,85.84897676091961
2001-03-22,84.01716340425881
2001-03-23,86.01857919231838
2001-03-26,87.87976973760493
2001-03-27,89.54676488877742
2001-03-28,87.93884518154131
2001-03-29,86.98344126652104
2001-03-30,87.4973995194885
2001-04-02,86.5268213923937
2001-04-03,84.38273306759758
2001-04-04,84.75465503801834
2001-04-05,87.42683495028014
2001-04-06,86.6219608066065
2001-04-09,86.85724928641177
2001-04-10,88.25850927039288
2001-04-11,88.41964647993258
2001-04-12,89.58946183031144
2001-04-13,89.55168298534502
2001-04-16,89.04839367311916
2001-04-17,89.3773404701889
2001-04-18,92.22452985855546
2001-04-19,93.64577253124219
2001-04-20,93.14034364377326
2001-04-23,91.97538683280271
2001-04-24,91.36007077486357
2001-04-25,92.36297788081198
2001-04-26,93.06411196022495
2001-04-27,93.81074775885445
2001-04-30,93.92031208318956
2001-05-01,95.2643658114324
2001-05-02,95.43770717257539
2001-05-03,94.40847022595955
2001-05-04,95.18300528312146
2001-05-07,95.21361443939394
2001-05-08,94.61586276812254
2001-05-09,94.06355479260624
2001-05-10,94.34444818221283
2001-05-11,93.6734684508295
2001-05-14,93.3062160207282
2001-05-15,93.58153191577938
2001-05-16,94.99981927531269
2001-05-17,95.70816549004196
2001-05-18,95.77212339244518
2001-05-21,96.81371237888527
2001-05-22,96.6569781701587
2001-05-23,95.72702647207345
2001-05-24,95.84107320005482
2001-05-25,94.88043367505131
2001-05-28,94.89897502120607
2001-05-29,94.30010390704011
2001-05-30,92.96846661557441
2001-05-31,93.02618436052654
2001-06-01,93.164074706903
2001-06-04,93.55059141209024
2001-06-05,94.33605931268919
2001-06-06,93.68632989976565
2001-06-07,94.04728419763478
2001-06-08,93.52822887604738
2001-06-11,92.6338867036624
2001-06-12,92.0738375943877
2001-06-13,91.7526292753329
2001-06-14,90.75153935374883
2001-06-15,90.17530659475587
2001-06-18,89.51064619449917
2001-06-19,89.61605614421755
2001-06-20,89.84253979491159
