Date,ACWI ex INDONESIA
1998-12-31,1000.0
1999-01-01,1000.0002003636952
1999-01-04,1010.469710328715
1999-01-05,1020.7091103059038
1999-01-06,1040.1327559952072
1999-01-07,1037.2945967315468
1999-01-08,1036.2912409584847
1999-01-11,1027.1098521235501
1999-01-12,1009.4458091180818
1999-01-13,994.3641423659298
1999-01-14,987.1505260111948
1999-01-15,1002.8990921264275
1999-01-18,1011.7515145433606
1999-01-19,1014.1397020265355
1999-01-20,1020.4644980985644
1999-01-21,1008.2251250188021
1999-01-22,992.6115760104605
1999-01-25,996.8208699057703
1999-01-26,1007.1182060397643
1999-01-27,1003.4371056162408
1999-01-28,1012.2493155173563
1999-01-29,1019.7727645151649
1999-02-01,1021.6672212664502
1999-02-02,1017.6010745204333
1999-02-03,1016.2699865594446
1999-02-04,1004.7029987718532
1999-02-05,997.6225583445912
1999-02-08,996.0134202675912
1999-02-09,977.6739869693185
1999-02-10,978.601528116861
1999-02-11,995.4556830863548
1999-02-12,990.5615065952334
1999-02-15,990.558737957055
1999-02-16,993.5256410705922
1999-02-17,984.6104492086238
1999-02-18,988.8939623933645
1999-02-19,987.7299385245311
1999-02-22,1004.2696849699186
1999-02-23,1007.0146498668427
1999-02-24,1002.1770227247254
1999-02-25,998.1358958129282
1999-02-26,993.63395408099
1999-03-01,986.6203511709355
1999-03-02,981.6243304223215
1999-03-03,979.4717562875636
1999-03-04,986.3736201938826
1999-03-05,1010.6066657712119
1999-03-08,1014.5684940983257
1999-03-09,1017.5278765006913
1999-03-10,1025.8673190203915
1999-03-11,1032.4776239383534
1999-03-12,1035.9166692723581
1999-03-15,1043.14808778698
1999-03-16,1045.7588300012462
1999-03-17,1043.7674334038445
1999-03-18,1047.2522733446744
1999-03-19,1047.3063662020168
1999-03-22,1043.36645276442
1999-03-23,1022.4896412262725
1999-03-24,1019.6333804189738
1999-03-25,1034.5566245443167
1999-03-26,1026.7693722451907
1999-03-29,1042.0212155933173
1999-03-30,1039.3803626858346
1999-03-31,1038.875666044279
1999-04-01,1045.23971818385
1999-04-02,1044.4642151538878
1999-04-05,1053.5353191763963
1999-04-06,1060.0479293094313
1999-04-07,1067.5970014133366
1999-04-08,1079.8042001385127
1999-04-09,1081.0202924969872
1999-04-12,1085.1981546144789
1999-04-13,1085.7019826401747
1999-04-14,1079.4151650214963
1999-04-15,1072.1127408369496
1999-04-16,1071.8160388340814
1999-04-19,1062.816359862583
1999-04-20,1061.547509795916
1999-04-21,1071.8790032111003
1999-04-22,1084.2836893571962
1999-04-23,1086.8726501415483
1999-04-26,1090.8949847882525
1999-04-27,1098.2535723682856
1999-04-28,1092.7251108285238
1999-04-29,1085.8875521580944
1999-04-30,1083.1723464472643
1999-05-03,1092.0279429345073
1999-05-04,1084.3976893089548
1999-05-05,1088.1113575667098
1999-05-06,1089.2616115399178
1999-05-07,1090.059325806821
1999-05-10,1090.2409801010158
1999-05-11,1092.4428292724542
1999-05-12,1091.9081652552475
1999-05-13,1093.663324834954
1999-05-14,1076.0340354879268
1999-05-17,1066.8882114719256
1999-05-18,1068.5416933643326
1999-05-19,1072.75398735101
1999-05-20,1073.0342203478226
1999-05-21,1067.312078682433
1999-05-24,1056.6940630390786
1999-05-25,1043.6005684988756
1999-05-26,1049.488493636096
1999-05-27,1035.6321665205066
1999-05-28,1044.5857308639104
1999-05-31,1045.1086313664553
1999-06-01,1045.5785466421862
1999-06-02,1047.488758205385
1999-06-03,1050.8072049707278
1999-06-04,1064.6399178702798
1999-06-07,1072.448589030032
1999-06-08,1071.3078794818646
1999-06-09,1074.0230842163114
1999-06-10,1068.3530978037159
1999-06-11,1070.0681223384772
1999-06-14,1063.5923474823676
