Date,AC AP WITH PARTIAL A SHARES
2012-02-29,1740.452447613668
2012-03-29,1715.2905235824576
2012-03-30,1716.3969112892962
2012-04-27,1686.5776864952948
2012-04-30,1700.7830297465591
2012-05-30,1537.0800631192585
2012-05-31,1533.6213090274293
2012-06-28,1569.6191061719228
2012-06-29,1600.939088444212
2012-07-30,1604.9069076300095
2012-07-31,1623.659554406538
2012-08-30,1622.8030900555875
2012-08-31,1615.5842603960766
2012-09-27,1690.2798300425918
2012-09-28,1689.467645686791
2012-10-30,1671.2975770982573
2012-10-31,1683.1372119157688
2012-11-29,1715.7922380556095
2012-11-30,1722.4152946483996
2012-12-28,1793.390954788796
2012-12-31,1790.109104777453
2013-01-30,1845.9453361032333
2013-01-31,1844.5771001867795
2013-02-27,1847.0015120084488
2013-02-28,1872.9058296926173
2013-03-28,1885.6109568387274
2013-03-29,1887.097022614273
2013-04-29,1956.8899133540428
2013-04-30,1979.479705343904
2013-05-30,1895.3023365804272
2013-05-31,1885.4297305835878
2013-06-27,1797.4883619219943
2013-06-28,1829.37799309507
2013-07-30,1877.800969706304
2013-07-31,1856.2346293058768
2013-08-29,1826.5621747139107
2013-08-30,1832.4168494531036
2013-09-27,1990.191726140678
2013-09-30,1958.6775332653797
2013-10-30,2025.6213697418855
2013-10-31,2012.3925472807025
2013-11-28,2010.1329200100981
2013-11-29,2012.5977561165823
2013-12-30,2000.6621309987345
2013-12-31,2003.9628798501624
2014-01-01,2003.9280314708426
2014-01-02,1997.5688589424747
2014-01-03,1989.3334917376674
2014-01-06,1973.4747308134417
2014-01-07,1963.3111778854552
2014-01-08,1982.710610838861
2014-01-09,1970.4400913635977
2014-01-10,1979.4603666648534
2014-01-13,1994.4099006926515
2014-01-14,1964.972718279322
2014-01-15,1975.860028253763
2014-01-16,1978.2141542419247
2014-01-17,1978.5377625070598
2014-01-20,1974.5486477637494
2014-01-21,1977.8893069937665
2014-01-22,1985.1757905403274
2014-01-23,1968.0579834038924
2014-01-24,1951.7031873584112
2014-01-27,1911.2321967982598
2014-01-28,1905.0765927906943
2014-01-29,1939.4251052892375
2014-01-30,1910.0791514311536
2014-01-31,1912.3861523095989
2014-02-03,1899.8711001809536
2014-02-04,1847.1374889035444
2014-02-05,1860.3511816665814
2014-02-06,1865.694743218012
2014-02-07,1891.0398369698548
2014-02-10,1905.0835236986363
2014-02-11,1915.8577905280322
2014-02-12,1936.6335861682644
2014-02-13,1918.941646248068
2014-02-14,1921.3236861659936
2014-02-17,1935.3529053541351
2014-02-18,1953.4091806942297
2014-02-19,1953.780251119378
2014-02-20,1927.609387030655
2014-02-21,1950.9384838831252
2014-02-24,1947.60102239888
2014-02-25,1960.8654239784776
2014-02-26,1958.1945735323757
2014-02-27,1960.2986384342184
2014-02-28,1958.3286996704533
2014-03-03,1944.372257970049
2014-03-04,1945.0302052816164
2014-03-05,1956.2752369549426
2014-03-06,1972.1354198974425
2014-03-07,1977.8896022600502
2014-03-10,1956.5442811663036
2014-03-11,1963.2183377795782
2014-03-12,1935.3160193835326
2014-03-13,1941.7047028600712
2014-03-14,1909.7273308629797
2014-03-17,1906.5598990407514
2014-03-18,1920.4715821047926
2014-03-19,1915.9785812687014
2014-03-20,1878.4689255731876
2014-03-21,1888.4349841178812
2014-03-24,1910.8537078611644
2014-03-25,1909.6468059403858
2014-03-26,1928.7610185002404
2014-03-27,1941.276264697198
2014-03-28,1949.444189211566
2014-03-31,1968.3348883524418
2014-04-01,1972.4426952500014
2014-04-02,1980.9523746456784
2014-04-03,1983.3038437591467
2014-04-04,1986.6764356894143
2014-04-07,1976.5232367499557
2014-04-08,1977.4195285350188
2014-04-09,1975.306865702076
2014-04-10,1986.3107549685553
2014-04-11,1967.0735583086728
2014-04-14,1959.6139648003875
2014-04-15,1957.5761303416464
2014-04-16,1974.9708355255357
2014-04-17,1978.7769893709294
2014-04-18,1985.3342052344158
2014-04-21,1980.9898850425006
2014-04-22,1977.345098671053
2014-04-23,1981.7367068675167
2014-04-24,1977.3914153365379
2014-04-25,1971.4338882782483
2014-04-28,1959.0156086896022
2014-04-29,1961.731758836763
2014-04-30,1960.2789205784402
2014-05-01,1970.001238306847
2014-05-02,1975.5459937205462
2014-05-05,1974.0705037773757
2014-05-06,1983.1108430385643
2014-05-07,1953.2319462075784
2014-05-08,1965.4134327157344
2014-05-09,1969.166191290299
2014-05-12,1968.142633660516
2014-05-13,1990.67434757837
2014-05-14,2007.7886210244899
2014-05-15,2009.062004773554
2014-05-16,1997.8927437760601
2014-05-19,1992.5791937849503
2014-05-20,1989.0391050891128
2014-05-21,1984.2821787566284
2014-05-22,2006.9907360905297
2014-05-23,2016.2947052714899
2014-05-26,2024.563351183169
2014-05-27,2020.7431507171234
2014-05-28,2031.1063930221374
2014-05-29,2034.3682954236028
2014-05-30,2029.5289517745427
2014-06-02,2039.4776153826874
2014-06-03,2048.365521996862
2014-06-04,2045.209873037141
2014-06-05,2048.268485906635
2014-06-06,2051.481252798112
2014-06-09,2055.2124689574757
2014-06-10,2060.806327256654
2014-06-11,2070.5481019520053
2014-06-12,2068.5357517797206
2014-06-13,2064.860139446683
2014-06-16,2059.9224315438405
2014-06-17,2056.7579438086927
2014-06-18,2059.274026305472
2014-06-19,2085.047608485713
2014-06-20,2074.8740070536783
2014-06-23,2074.742940471336
2014-06-24,2075.5723360991824
2014-06-25,2069.7312400057795
2014-06-26,2087.8146337168864
2014-06-27,2082.5072328074175
2014-06-30,2091.59884912609
2014-07-01,2099.0762095640334
2014-07-02,2116.8831753271074
2014-07-03,2112.419501091054
2014-07-04,2120.5779727437184
2014-07-07,2121.38887313373
2014-07-08,2120.17885980643
2014-07-09,2105.9397766889
2014-07-10,2105.1515270660884
2014-07-11,2097.9599335871294
2014-07-14,2107.015953987732
2014-07-15,2114.9042664161784
2014-07-16,2115.7194505865255
2014-07-17,2116.3532035792564
2014-07-18,2110.431900528478
2014-07-21,2112.179907821302
2014-07-22,2126.2960115539045
2014-07-23,2134.7819443022095
2014-07-24,2133.858678041291
2014-07-25,2139.8019439510986
2014-07-28,2145.8643177597783
2014-07-29,2150.1844727189405
2014-07-30,2150.2053092300634
2014-07-31,2141.791137552499
2014-08-01,2125.5179833192315
2014-08-04,2128.7946071633446
2014-08-05,2112.787045214675
2014-08-06,2104.539109634892
2014-08-07,2102.869894888858
2014-08-08,2074.7068525199243
2014-08-11,2100.401644203091
2014-08-12,2111.0852449245085
2014-08-13,2120.5657375517803
2014-08-14,2128.9584863782693
2014-08-15,2131.7508098702087
2014-08-18,2131.0340426049943
2014-08-19,2144.574890447719
2014-08-20,2142.289856412155
2014-08-21,2139.317357665363
2014-08-22,2140.6282287637705
2014-08-25,2142.631066856407
2014-08-26,2138.4538082866306
2014-08-27,2145.1225970713363
2014-08-28,2137.875479184346
2014-08-29,2133.699704121572
2014-09-01,2136.964096292936
2014-09-02,2134.372135856618
2014-09-03,2152.733852231154
2014-09-04,2149.130999465613
2014-09-05,2143.812095316329
2014-09-08,2141.7737898005144
2014-09-09,2133.546750713846
2014-09-10,2119.7890944575247
2014-09-11,2114.070118586748
2014-09-12,2107.4575836667304
2014-09-15,2096.016283613285
2014-09-16,2085.159299773799
2014-09-17,2086.9377925278663
2014-09-18,2080.947664699073
2014-09-19,2088.155479844088
2014-09-22,2072.0994466298494
2014-09-23,2069.6014092617265
2014-09-24,2068.0331914499984
2014-09-25,2073.881753886622
2014-09-26,2058.440984055409
2014-09-29,2045.5754747436683
2014-09-30,2033.2445069702364
2014-10-01,2026.232963459702
2014-10-02,2007.3888981432333
2014-10-03,2001.571391411156
2014-10-06,2017.276723464478
2014-10-07,2024.8360849237058
2014-10-08,2001.314322833345
2014-10-09,2010.8437341573695
2014-10-10,1979.3818353008949
2014-10-13,1976.871534770546
2014-10-14,1962.9876176229686
2014-10-15,1978.74831952818
2014-10-16,1953.9551019580365
2014-10-17,1938.3225597320316
2014-10-20,1980.7574155158477
2014-10-21,1970.8390118331722
2014-10-22,1999.1125976228946
2014-10-23,1987.1878470036663
2014-10-24,1993.9279066470438
2014-10-27,2005.4955181301143
2014-10-28,2011.4932985103792
2014-10-29,2037.8487983803223
2014-10-30,2034.2467947180423
2014-10-31,2056.3148653509334
2014-11-03,2034.6281305552407
2014-11-04,2061.312170368625
2014-11-05,2043.849623903713
2014-11-06,2031.314946730405
2014-11-07,2033.9847085433253
2014-11-10,2045.2268459293086
2014-11-11,2046.0155441951426
2014-11-12,2052.2362608349663
2014-11-13,2056.8851642421887
2014-11-14,2057.527852796588
2014-11-17,2029.076184576228
2014-11-18,2041.8127889511654
2014-11-19,2027.796876204652
2014-11-20,2021.1754374369193
2014-11-21,2031.8512497462805
2014-11-24,2039.537923531236
2014-11-25,2043.6085251933443
2014-11-26,2053.0707575842503
2014-11-27,2045.3395057294815
2014-11-28,2043.674066730228
2014-12-01,2029.2670730739142
2014-12-02,2034.300242862382
2014-12-03,2029.5111354797475
2014-12-04,2044.9675838226517
2014-12-05,2034.062042377906
2014-12-08,2036.033077288616
2014-12-09,2029.420720792903
2014-12-10,2010.1961634439735
2014-12-11,1987.4861290106473
2014-12-12,1993.2710324954064
2014-12-15,1971.9506870049615
2014-12-16,1953.757419015917
2014-12-17,1944.091348141688
2014-12-18,1957.9770556173805
2014-12-19,1990.8691814030003
2014-12-22,2005.096225568433
2014-12-23,1990.2152856704874
2014-12-24,2000.429335264517
2014-12-25,1997.3471685765842
2014-12-26,2004.3787501555048
2014-12-29,2015.647974156357
2014-12-30,2007.882344148021
2014-12-31,2008.1222483863703
2015-01-01,2008.0908832384591
2015-01-02,2010.2019245261256
2015-01-05,2001.8874605531807
2015-01-06,1967.6307566067828
2015-01-07,1963.2549165210035
2015-01-08,1987.990641983843
2015-01-09,2007.8143964352112
2015-01-12,2007.4147701920033
2015-01-13,2007.8309714105212
2015-01-14,2002.627608890049
2015-01-15,2021.4783710713937
2015-01-16,2002.3605200612744
2015-01-19,2003.3116764260503
2015-01-20,2016.6519422959245
2015-01-21,2033.7315194371783
2015-01-22,2034.879542273937
2015-01-23,2054.8838566052077
2015-01-26,2049.2716615523777
2015-01-27,2074.0753654497917
2015-01-28,2073.19508702017
2015-01-29,2045.327553386975
2015-01-30,2044.0148362775371
2015-02-02,2044.0107744126758
2015-02-03,2036.9746716001928
2015-02-04,2065.2730895963155
2015-02-05,2062.0800455922085
2015-02-06,2056.259292120226
2015-02-09,2055.9049948838197
2015-02-10,2050.4437858416013
2015-02-11,2038.3316988712522
2015-02-12,2058.8692220044177
2015-02-13,2081.2199457597
2015-02-16,2087.9573878807396
2015-02-17,2086.0031535472945
2015-02-18,2101.430447774948
2015-02-19,2108.508963621804
2015-02-20,2113.264151042031
2015-02-23,2112.540622462248
2015-02-24,2117.997218060006
2015-02-25,2131.0823542942676
2015-02-26,2133.2432457002865
2015-02-27,2131.945734490717
2015-03-02,2130.699156667005
2015-03-03,2135.7899962904003
2015-03-04,2122.654847299093
2015-03-05,2115.9830234028004
2015-03-06,2121.484341993406
2015-03-09,2100.2732964015654
2015-03-10,2083.3649243681703
2015-03-11,2074.270348874405
2015-03-12,2098.822462971793
2015-03-13,2100.73719753358
2015-03-16,2099.274618185656
2015-03-17,2114.839871703214
2015-03-18,2131.737059601583
2015-03-19,2143.384874059455
2015-03-20,2154.8871006536306
2015-03-23,2172.606921309909
2015-03-24,2171.459417588023
2015-03-25,2178.52295134534
2015-03-26,2154.0406560909637
2015-03-27,2148.0946900235776
2015-03-30,2147.193286544231
2015-03-31,2144.5499631699963
2015-04-01,2140.331017688201
2015-04-02,2162.484165695639
2015-04-03,2169.2057454375617
2015-04-06,2180.8290857570933
2015-04-07,2184.8273867316807
2015-04-08,2216.6428040016785
2015-04-09,2228.130062691817
2015-04-10,2236.3718161425704
2015-04-13,2242.2081777189405
2015-04-14,2248.494370409057
2015-04-15,2240.957612104266
2015-04-16,2266.53973666667
2015-04-17,2257.6365472950065
2015-04-20,2235.930930640502
2015-04-21,2260.8333667993197
2015-04-22,2272.630721505764
2015-04-23,2279.9186842639547
2015-04-24,2292.3997806837324
2015-04-27,2301.2959008742396
2015-04-28,2310.9233730117153
2015-04-29,2298.838806980561
2015-04-30,2255.284716596771
2015-05-01,2247.7423927118493
2015-05-04,2252.1648154836557
2015-05-05,2247.992311712356
2015-05-06,2240.323509933646
2015-05-07,2210.065545063628
2015-05-08,2223.204765847639
2015-05-11,2232.275821350603
2015-05-12,2230.1860266448853
2015-05-13,2247.0144103476377
2015-05-14,2239.288154828327
2015-05-15,2256.9909869413887
2015-05-18,2258.614316912081
2015-05-19,2254.968697800235
2015-05-20,2251.7969955856174
2015-05-21,2252.2085019799542
2015-05-22,2260.003696245441
2015-05-25,2268.76558030462
2015-05-26,2258.539938071271
2015-05-27,2241.7535381402918
2015-05-28,2229.9624653490964
2015-05-29,2232.1881229154014
2015-06-01,2229.7238889216724
2015-06-02,2219.7422097278013
2015-06-03,2217.478171747481
2015-06-04,2202.959932292299
2015-06-05,2184.3448701261705
2015-06-08,2176.873720097772
2015-06-09,2157.3637284679485
2015-06-10,2170.1452241334437
2015-06-11,2178.587520779168
2015-06-12,2189.1940962090052
2015-06-15,2177.077668788841
2015-06-16,2161.08108548074
2015-06-17,2158.516731936669
2015-06-18,2162.2187134678347
2015-06-19,2171.107232910219
2015-06-22,2190.7368858226405
2015-06-23,2212.398367176357
2015-06-24,2211.0696287998367
2015-06-25,2205.361257216089
2015-06-26,2182.384154891863
2015-06-29,2141.766608978814
2015-06-30,2162.496945555809
2015-07-01,2165.052471513376
2015-07-02,2170.795669643869
2015-07-03,2162.149446412346
2015-07-06,2119.3832271426895
2015-07-07,2121.660303053753
2015-07-08,2059.596514537216
2015-07-09,2077.5697036310125
2015-07-10,2084.282522456421
2015-07-13,2105.2242084803624
2015-07-14,2120.2325178710244
2015-07-15,2119.236995993362
2015-07-16,2132.4702516141465
2015-07-17,2138.7083991457957
2015-07-20,2133.0271603624005
2015-07-21,2148.3003381297717
2015-07-22,2124.1391653671176
2015-07-23,2123.9291132710764
2015-07-24,2108.1142054353154
2015-07-27,2082.2080155383865
2015-07-28,2072.995534434706
2015-07-29,2081.1648791364732
2015-07-30,2081.6084673623222
2015-07-31,2099.5748705793826
2015-08-03,2085.462846847044
2015-08-04,2093.912287772024
2015-08-05,2085.973439078961
2015-08-06,2083.0343678798827
2015-08-07,2086.3945820755753
2015-08-10,2093.2708164095548
2015-08-11,2072.837606696651
2015-08-12,2045.8056578659252
2015-08-13,2048.6318092695387
2015-08-14,2047.0322087329678
2015-08-17,2040.967794887245
2015-08-18,2027.0921630030832
2015-08-19,2013.4672928591178
2015-08-20,1987.3051451391277
2015-08-21,1946.2690503954518
2015-08-24,1861.8601906776366
2015-08-25,1846.6666065770464
2015-08-26,1875.6627271788766
2015-08-27,1906.2967663002162
2015-08-28,1940.4600756239668
2015-08-31,1923.635475120811
2015-09-01,1878.8120199919592
2015-09-02,1864.3448007919656
2015-09-03,1867.9108817350746
2015-09-04,1847.9422660133412
2015-09-07,1838.1559523865415
2015-09-08,1840.5726943182465
2015-09-09,1918.6085067972253
2015-09-10,1889.3725070774733
2015-09-11,1887.6314446047245
2015-09-14,1888.080133873903
2015-09-15,1876.9304276092917
2015-09-16,1904.3607515771416
2015-09-17,1918.3769254834185
2015-09-18,1918.3875066113148
2015-09-21,1894.4325015303878
2015-09-22,1894.9034843292884
2015-09-23,1865.409242367391
2015-09-24,1852.323862288096
2015-09-25,1855.2037372736243
2015-09-28,1855.7944612127906
2015-09-29,1801.5366865947672
2015-09-30,1841.973540871483
2015-10-01,1870.9317527017156
2015-10-02,1879.874020446421
2015-10-05,1902.488036373544
2015-10-06,1918.892553585277
2015-10-07,1958.4702961196845
2015-10-08,1951.1466258600992
2015-10-09,1983.1722811209825
2015-10-12,1995.6720012820817
2015-10-13,1976.575150712891
2015-10-14,1957.038522460534
2015-10-15,1994.1608678530333
2015-10-16,2001.9115923005027
2015-10-19,1995.5023659491621
2015-10-20,1990.249259243812
2015-10-21,2002.6529138792578
2015-10-22,1992.5517234583335
2015-10-23,2021.1794751586901
2015-10-26,2030.7255066091345
2015-10-27,2022.4425318592444
2015-10-28,2013.6895579874295
2015-10-29,1992.9753069951691
2015-10-30,2001.439261673978
2015-11-02,1978.8499739921508
2015-11-03,1987.6607879662672
2015-11-04,2006.3817702389758
2015-11-05,2007.6378755921507
2015-11-06,1992.5250278468668
2015-11-09,1993.3913908745956
2015-11-10,1978.6483926409985
2015-11-11,1983.8469185206498
2015-11-12,1990.9366897363345
2015-11-13,1970.81853098903
2015-11-16,1945.8452030660892
2015-11-17,1965.9604668679908
2015-11-18,1960.5175298205422
2015-11-19,1997.090390353393
2015-11-20,2006.5740762745063
2015-11-23,2002.346043326882
2015-11-24,2006.0156130236496
2015-11-25,1996.1522923756377
2015-11-26,2005.081083133073
2015-11-27,1984.4928231092965
2015-11-30,1964.3771336728198
2015-12-01,1999.2844953687297
2015-12-02,1994.7419899157817
2015-12-03,1990.109428243496
2015-12-04,1969.342017692463
2015-12-07,1970.3936162229534
2015-12-08,1947.5100152190494
2015-12-09,1939.590632063175
2015-12-10,1934.6744661917935
2015-12-11,1929.7763765739562
2015-12-14,1910.084178461631
2015-12-15,1890.3137871560182
2015-12-16,1932.1791754179192
2015-12-17,1946.249161836376
2015-12-18,1934.000427483861
2015-12-21,1938.983454631494
2015-12-22,1947.0363831331
2015-12-23,1954.0244027468748
2015-12-24,1960.360559061906
2015-12-25,1956.9946391767328
2015-12-28,1957.569497015933
2015-12-29,1968.054910629837
2015-12-30,1967.0952849820874
2015-12-31,1969.392431323674
2016-01-01,1969.482937480108
2016-01-04,1921.9636209033836
2016-01-05,1914.8361993647106
2016-01-06,1895.5277573267285
2016-01-07,1850.0985932022604
2016-01-08,1849.0512292653466
2016-01-11,1829.7603198577215
2016-01-12,1799.8640972551964
2016-01-13,1829.1997156538446
2016-01-14,1799.535751702887
2016-01-15,1789.753077973254
2016-01-18,1771.3715132725395
2016-01-19,1786.8260260903542
2016-01-20,1738.2953127564117
2016-01-21,1707.6593389086447
2016-01-22,1766.5891284189568
2016-01-25,1785.7460765744734
2016-01-26,1755.7494572739893
2016-01-27,1779.6737015158553
2016-01-28,1779.2953050660278
2016-01-29,1806.9910912372652
2016-02-01,1825.5863131442468
2016-02-02,1811.477941595192
2016-02-03,1783.0618540447022
2016-02-04,1802.5228179595204
2016-02-05,1791.2022770204132
2016-02-08,1802.913847072587
2016-02-09,1757.1123812411527
2016-02-10,1735.3724995726304
2016-02-11,1733.5576025301816
2016-02-12,1682.4146198763701
2016-02-15,1749.4151267630734
2016-02-16,1768.4896709182622
2016-02-17,1754.5092690005893
2016-02-18,1792.4541325071673
2016-02-19,1783.0094765790438
2016-02-22,1798.0604762868418
2016-02-23,1794.3961966008283
2016-02-24,1783.3902582260132
2016-02-25,1779.9700185372517
2016-02-26,1783.6422809599321
2016-02-29,1777.177981257936
2016-03-01,1789.2397159600005
2016-03-02,1843.3263271966714
2016-03-03,1871.864783067116
2016-03-04,1884.1093183550925
2016-03-07,1884.3024699135294
2016-03-08,1873.307274513341
2016-03-09,1865.4007787875587
2016-03-10,1873.1065079934974
2016-03-11,1891.5416763016287
2016-03-14,1909.250147530786
2016-03-15,1894.6438854918824
2016-03-16,1882.6183556699075
2016-03-17,1922.147195226332
2016-03-18,1924.6545283649193
2016-03-21,1924.4830740472414
2016-03-22,1939.6248697638348
2016-03-23,1922.346143151981
2016-03-24,1903.657051883224
2016-03-25,1910.3611070353422
2016-03-28,1913.5840844446889
2016-03-29,1915.086505116707
2016-03-30,1931.2617289006735
2016-03-31,1933.28277993996
2016-04-01,1889.5752080565712
2016-04-04,1898.674129025953
2016-04-05,1867.141938278926
2016-04-06,1870.9568581681522
2016-04-07,1888.4717743317228
2016-04-08,1895.6561283761346
2016-04-11,1900.804356897502
2016-04-12,1915.1859835666712
2016-04-13,1950.8284779247526
2016-04-14,1982.9435384978037
2016-04-15,1983.6746531283532
2016-04-18,1954.9050877513487
2016-04-19,1988.8351420101126
2016-04-20,1987.00415432341
2016-04-21,2011.3622086497855
2016-04-22,1995.359068159469
2016-04-25,1990.6525968839223
2016-04-26,1984.3028256139944
2016-04-27,1968.9837350444586
2016-04-28,1961.1337746870631
2016-04-29,1967.845576014034
2016-05-02,1942.0897364981952
2016-05-03,1935.8378956688166
2016-05-04,1918.3371201812822
2016-05-05,1913.8940695358788
2016-05-06,1907.5675936702528
2016-05-09,1898.4098420692433
2016-05-10,1914.1648958580845
2016-05-11,1916.538188682466
2016-05-12,1914.316046036151
2016-05-13,1887.2607461294963
2016-05-16,1897.0154282040037
2016-05-17,1916.0102385066652
2016-05-18,1901.2135882675605
2016-05-19,1883.1695386663068
2016-05-20,1887.9007275354722
2016-05-23,1895.2445476983737
2016-05-24,1879.4042317013163
2016-05-25,1905.3197589311412
2016-05-26,1914.934105103018
2016-05-27,1927.4515250734582
2016-05-30,1928.041593527081
2016-05-31,1942.1608105211055
2016-06-01,1938.0904798823838
2016-06-02,1926.9060382729492
2016-06-03,1951.4050531777455
2016-06-06,1954.8817095407742
2016-06-07,1977.0619541642795
2016-06-08,1990.7458398827362
2016-06-09,1979.561590809165
2016-06-10,1958.6810660201759
2016-06-13,1916.8920079704883
2016-06-14,1904.6135372792844
2016-06-15,1911.6821935834855
2016-06-16,1891.5266998946477
2016-06-17,1902.3527634364248
2016-06-20,1938.8635926134175
2016-06-21,1952.593404230698
2016-06-22,1952.200609624909
2016-06-23,1959.585394626913
2016-06-24,1887.223944233805
2016-06-27,1896.3095219465038
2016-06-28,1892.948101059637
2016-06-29,1928.1132589807307
2016-06-30,1946.6292633335675
2016-07-01,1957.5826107104194
2016-07-04,1973.6994909082428
2016-07-05,1963.7978335521075
2016-07-06,1940.9431708744169
2016-07-07,1947.7160200921905
2016-07-08,1937.7719831579373
2016-07-11,1974.327012993574
2016-07-12,1990.8043443798128
2016-07-13,2008.3471497019523
2016-07-14,2014.792686021565
2016-07-15,2020.0542061384278
2016-07-18,2023.3420200159549
2016-07-19,2022.6610318396868
2016-07-20,2023.5565763708494
2016-07-21,2036.0967434434278
2016-07-22,2025.046656037794
2016-07-25,2027.6451370336679
2016-07-26,2033.9725993808486
2016-07-27,2037.2664084518312
2016-07-28,2038.9804783734905
2016-07-29,2061.5337457514397
2016-08-01,2076.332367460523
2016-08-02,2069.168830157105
2016-08-03,2030.7367709444206
2016-08-04,2046.9433081437687
2016-08-05,2053.05995000214
2016-08-08,2079.828606468477
2016-08-09,2095.9967187297198
2016-08-10,2104.0196972908975
2016-08-11,2103.0519984691273
2016-08-12,2117.390242622722
2016-08-15,2117.358890221814
2016-08-16,2111.5196122216657
2016-08-17,2116.1745078118634
2016-08-18,2110.2944906772204
2016-08-19,2107.1239572473437
2016-08-22,2105.6228401000985
2016-08-23,2108.4591488779324
2016-08-24,2104.743854029362
2016-08-25,2104.9961647102327
2016-08-26,2095.9836144568485
2016-08-29,2090.236946785564
2016-08-30,2090.6231729670917
2016-08-31,2091.726628493831
2016-09-01,2097.6941769452237
2016-09-02,2095.3896283673403
2016-09-05,2121.847281971901
2016-09-06,2151.0130478445035
2016-09-07,2156.4047346718653
2016-09-08,2155.4374823499757
2016-09-09,2129.5197367781234
2016-09-12,2088.3867198894814
2016-09-13,2082.062449671944
2016-09-14,2072.784546861866
2016-09-15,2071.6776835827195
2016-09-16,2080.8300127242496
2016-09-19,2100.1282550694136
2016-09-20,2104.671038228917
2016-09-21,2145.0953247997927
2016-09-22,2159.624031772897
2016-09-23,2154.91446892897
2016-09-26,2137.497273635352
2016-09-27,2154.51239192006
2016-09-28,2144.178347750273
2016-09-29,2150.421290421515
2016-09-30,2126.9757443973353
2016-10-03,2139.8698066495654
2016-10-04,2140.1250639875107
2016-10-05,2136.041789917655
2016-10-06,2140.9673385394035
2016-10-07,2140.6153852364637
2016-10-10,2140.2495204181128
2016-10-11,2128.0592745676117
2016-10-12,2111.9046889417355
2016-10-13,2100.0820989140093
2016-10-14,2103.7143517346153
2016-10-17,2102.8034789625185
2016-10-18,2122.010995314227
2016-10-19,2131.806936903701
2016-10-20,2134.259278110263
2016-10-21,2127.26997769651
2016-10-24,2131.943013594216
2016-10-25,2138.165766117647
2016-10-26,2130.3939846254298
2016-10-27,2113.306706038262
2016-10-28,2112.1512568159505
2016-10-31,2116.852479632784
2016-11-01,2125.044438409918
2016-11-02,2103.192118807517
2016-11-03,2100.4095728960297
2016-11-04,2082.2356133995363
2016-11-07,2092.377636603796
2016-12-08,2113.0673212587267
2017-04-03,2268.696709487122
2017-04-04,2261.509593486688
2017-04-05,2265.393355612135
2017-04-06,2247.1559510264033
2017-04-07,2250.813019928332
2017-04-10,2252.829009449318
2017-04-11,2256.6099300558753
2017-04-12,2255.707864618637
2017-04-13,2256.0695593376477
2017-04-14,2248.6614459398174
2017-04-17,2257.768372765736
2017-04-18,2246.3208522582268
2017-04-19,2236.0045361457046
2017-04-20,2243.8039476992467
2017-04-21,2259.696660196818
2017-04-24,2269.896261028777
2017-04-25,2285.9811393825344
2017-04-26,2294.4826775089173
2017-04-27,2295.568913223651
2017-04-28,2287.540523576739
2017-05-01,2295.6688394535145
