Date,ACWI ex PHILIPPINES
1998-12-31,1000.0
1999-01-01,1000.0002003928263
1999-01-04,1010.4562694563439
1999-01-05,1020.7111377369422
1999-01-06,1040.1697824243204
1999-01-07,1037.3869086077445
1999-01-08,1036.3198425275089
1999-01-11,1027.1364874902197
1999-01-12,1009.4675254342981
1999-01-13,994.3341379584176
1999-01-14,987.1306013723082
1999-01-15,1002.8980988127962
1999-01-18,1011.7136608403226
1999-01-19,1014.1120362957398
1999-01-20,1020.406381287014
1999-01-21,1008.1502665673162
1999-01-22,992.5616986558886
1999-01-25,996.7588990926837
1999-01-26,1007.0698260880747
1999-01-27,1003.4040882723915
1999-01-28,1012.2055050955345
1999-01-29,1019.7626782312943
1999-02-01,1021.6526524441093
1999-02-02,1017.5855429331249
1999-02-03,1016.265250461517
1999-02-04,1004.6811241598667
1999-02-05,997.5993040184579
1999-02-08,995.9831611333663
1999-02-09,977.666016460734
1999-02-10,978.6124462451484
1999-02-11,995.4629577883352
1999-02-12,990.5545681327671
1999-02-15,990.5591686202197
1999-02-16,993.5168476436455
1999-02-17,984.6005059170903
1999-02-18,988.8849069609031
1999-02-19,987.7183982279334
1999-02-22,1004.2481447269089
1999-02-23,1006.9854908648315
1999-02-24,1002.1709085539028
1999-02-25,998.1116082936969
1999-02-26,993.5888844414111
1999-03-01,986.5724895785348
1999-03-02,981.5723904689889
1999-03-03,979.4080910527813
1999-03-04,986.3092941875899
1999-03-05,1010.5329655286581
1999-03-08,1014.4734764317811
1999-03-09,1017.430528892306
1999-03-10,1025.7592839950314
1999-03-11,1032.3664873844193
1999-03-12,1035.8213019602188
1999-03-15,1043.0755827288983
1999-03-16,1045.688794870294
1999-03-17,1043.699007025843
1999-03-18,1047.1616584860274
1999-03-19,1047.2366973237997
1999-03-22,1043.284140428307
1999-03-23,1022.3983948313982
1999-03-24,1019.5387740851021
1999-03-25,1034.4730274941276
1999-03-26,1026.677554699492
1999-03-29,1041.9406949418133
1999-03-30,1039.3142210809851
1999-03-31,1038.8082635254555
1999-04-01,1045.1759898582823
1999-04-02,1044.4032762276486
1999-04-05,1053.460006143343
1999-04-06,1059.9647986018638
1999-04-07,1067.5088891037954
1999-04-08,1079.7005617650825
1999-04-09,1080.9515999327105
1999-04-12,1085.1025225662281
1999-04-13,1085.6263819233393
1999-04-14,1079.343287812468
1999-04-15,1072.0633417715376
1999-04-16,1071.7987657822507
1999-04-19,1062.7824960309633
1999-04-20,1061.478699519039
1999-04-21,1071.8061422467351
1999-04-22,1084.1902936846368
1999-04-23,1086.7569332190603
1999-04-26,1090.7775435375588
1999-04-27,1098.1367673297218
1999-04-28,1092.612707711065
1999-04-29,1085.834437650767
1999-04-30,1083.1426212200167
1999-05-03,1092.063688331386
1999-05-04,1084.4726942334837
1999-05-05,1088.211654167848
1999-05-06,1089.3665794221051
1999-05-07,1090.179748039025
1999-05-10,1090.3731413605956
1999-05-11,1092.5794832419926
1999-05-12,1092.015914196596
1999-05-13,1093.7891759278873
1999-05-14,1076.2069572692203
1999-05-17,1067.0771324715815
1999-05-18,1068.7120332109198
1999-05-19,1072.9852099694126
1999-05-20,1073.2621754196957
1999-05-21,1067.5151767234984
1999-05-24,1056.9413702649772
1999-05-25,1043.8778820592154
1999-05-26,1049.7309280463937
1999-05-27,1035.8600799054134
1999-05-28,1044.778570301048
1999-05-31,1045.29562951619
1999-06-01,1045.7470092850474
1999-06-02,1047.6539147700553
1999-06-03,1051.0003732276962
1999-06-04,1064.924812740659
1999-06-07,1072.74483616339
1999-06-08,1071.7574297306141
1999-06-09,1074.463525948719
1999-06-10,1068.7572834373473
1999-06-11,1070.4850821375117
1999-06-14,1064.0558899413218
1999-06-15,1067.3025043664982
1999-06-16,1081.0992127586126
1999-06-17,1089.2970885900331
1999-06-18,1092.4330691885002
1999-06-21,1098.1602389873558
1999-06-22,1092.5548619979852
1999-06-23,1084.8601976698526
1999-06-24,1075.0637256156533
1999-06-25,1077.1299942003795
1999-06-28,1083.6159559728676
1999-06-29,1091.7398700779968
1999-06-30,1097.4634196022887
1999-07-01,1110.8884296962403
1999-07-02,1119.1917143118196
1999-07-05,1127.3303505132535
1999-07-06,1124.2368395381463
1999-07-07,1122.3670629406672
1999-07-08,1118.491811865163
1999-07-09,1122.3365281133622
1999-07-12,1120.9607052719186
1999-07-13,1115.4191770426153
1999-07-14,1120.7890801529084
1999-07-15,1132.350708991435
1999-07-16,1132.9132551275359
1999-07-19,1129.692973239728
1999-07-20,1116.5689443375677
1999-07-21,1114.4222546553483
