Date,ACWI ex FINLAND
1998-12-31,1000.0
1999-01-01,1000.0002404794641
1999-01-04,1010.1167493592178
1999-01-05,1020.3638028680319
1999-01-06,1039.9991759400968
1999-01-07,1037.044934318984
1999-01-08,1036.0083000885172
1999-01-11,1026.8418723277075
1999-01-12,1009.0282496170246
1999-01-13,994.1284069951936
1999-01-14,986.6149636457791
1999-01-15,1002.4380806324555
1999-01-18,1011.1598247154024
1999-01-19,1013.3822032780013
1999-01-20,1019.5599143061403
1999-01-21,1007.3427282541599
1999-01-22,991.9449504191413
1999-01-25,996.0760505867162
1999-01-26,1006.4782628170798
1999-01-27,1002.6519871291225
1999-01-28,1011.5256644010078
1999-01-29,1019.1464106125064
1999-02-01,1021.2684346842748
1999-02-02,1017.3826772002838
1999-02-03,1016.0095883031836
1999-02-04,1004.302292935974
1999-02-05,997.3826072300067
1999-02-08,995.6680210983275
1999-02-09,977.4103169717379
1999-02-10,978.4911919899646
1999-02-11,995.2177850475243
1999-02-12,990.1334039067139
1999-02-15,990.2344991440602
1999-02-16,993.1653047924746
1999-02-17,984.357684126994
1999-02-18,988.7428551123556
1999-02-19,987.51756660539
1999-02-22,1004.1117016718154
1999-02-23,1006.6995526714895
1999-02-24,1001.7315598980648
1999-02-25,997.6601905344502
1999-02-26,993.2636599305459
1999-03-01,986.3015959104116
1999-03-02,981.1581374200453
1999-03-03,978.9252628382516
1999-03-04,985.9323010792748
1999-03-05,1010.0326943476613
1999-03-08,1013.9359021511584
1999-03-09,1016.804530300576
1999-03-10,1025.0911981641852
1999-03-11,1031.7987586211293
1999-03-12,1035.2434977753762
1999-03-15,1042.7000271469672
1999-03-16,1045.2958126213914
1999-03-17,1043.3081940370225
1999-03-18,1046.8962084342893
1999-03-19,1046.8312019176774
1999-03-22,1042.8274356838135
1999-03-23,1021.9456348352793
1999-03-24,1019.1975924356036
1999-03-25,1033.9319038268118
1999-03-26,1026.123358222817
1999-03-29,1041.4025791017023
1999-03-30,1038.6610428686251
1999-03-31,1037.771844778089
1999-04-01,1044.164592879989
1999-04-02,1043.406203246816
1999-04-05,1052.5788336983908
1999-04-06,1058.952127307718
1999-04-07,1066.543755441343
1999-04-08,1078.8646154577714
1999-04-09,1079.8645096216114
1999-04-12,1084.2503515368871
1999-04-13,1084.5819366988412
1999-04-14,1078.3510363771954
1999-04-15,1071.4128626838315
1999-04-16,1071.089478033553
1999-04-19,1062.3319775646155
1999-04-20,1061.5010734121022
1999-04-21,1071.5418807227143
1999-04-22,1083.4648890563806
1999-04-23,1086.2599548819537
1999-04-26,1090.4372959648174
1999-04-27,1097.6100456542126
1999-04-28,1092.3066562218855
1999-04-29,1085.5935842705212
1999-04-30,1082.6374785889916
1999-05-03,1091.7843989257556
1999-05-04,1084.2309730771549
1999-05-05,1088.0485441605529
1999-05-06,1089.2112472708645
1999-05-07,1089.8678726427665
1999-05-10,1089.9428748450239
1999-05-11,1092.1040221455928
1999-05-12,1091.495376049135
1999-05-13,1093.3012325987515
1999-05-14,1075.6518850872772
1999-05-17,1066.5013822964863
1999-05-18,1068.1912381979419
1999-05-19,1072.4728974034008
1999-05-20,1072.701112032287
1999-05-21,1066.993461082542
1999-05-24,1056.6599229588674
1999-05-25,1043.4510401358211
1999-05-26,1049.4391557891536
1999-05-27,1035.522094053552
1999-05-28,1044.4308238933925
1999-05-31,1044.9441383854091
1999-06-01,1045.205111366655
1999-06-02,1047.2716786963895
1999-06-03,1050.5731928100422
1999-06-04,1064.4743391126894
1999-06-07,1072.1653492099263
1999-06-08,1071.0366857953913
1999-06-09,1073.681910259981
1999-06-10,1068.0475543479997
1999-06-11,1069.4254198263206
1999-06-14,1063.1367126591215
1999-06-15,1066.337057199774
1999-06-16,1080.0950201268602
1999-06-17,1088.2789779753712
1999-06-18,1091.2940248407963
1999-06-21,1096.811897478325
1999-06-22,1091.1147225805382
1999-06-23,1083.5419988648077
1999-06-24,1073.7467592171065
1999-06-25,1075.706845542274
1999-06-28,1082.4023431209193
1999-06-29,1090.381922644147
1999-06-30,1096.194500647152
1999-07-01,1109.4908420710283
1999-07-02,1117.628285968016
1999-07-05,1125.57014178361
1999-07-06,1122.4621342268238
1999-07-07,1120.6409676814444
1999-07-08,1116.8637003006552
1999-07-09,1120.7521188315602
1999-07-12,1119.4243640968245
1999-07-13,1113.9634038304246
1999-07-14,1119.1707208048217
1999-07-15,1130.494058529887
1999-07-16,1131.0096472059136
1999-07-19,1127.7754013286826
1999-07-20,1114.689318297222
1999-07-21,1112.6704800635648
1999-07-22,1100.4025261317756
1999-07-23,1091.3708042178644
1999-07-26,1087.3903048603254
1999-07-27,1094.9635052356816
1999-07-28,1099.8451364938276
1999-07-29,1088.7255331813026
1999-07-30,1090.8557642404894
1999-08-02,1087.611081742979
1999-08-03,1085.366353141325
1999-08-04,1079.0269583725171
1999-08-05,1073.4341039720464
1999-08-06,1065.2517729319056
1999-08-09,1063.0376642847389
1999-08-10,1053.2254738530532
1999-08-11,1060.1073114319875
