Date,ACWI ex IRELAND
1998-12-31,1000.0
1999-01-01,1000.0002159429799
1999-01-04,1010.4103174287587
1999-01-05,1020.647967580876
1999-01-06,1040.0488948641444
1999-01-07,1037.3311841291004
1999-01-08,1036.3067596467363
1999-01-11,1027.1184369878865
1999-01-12,1009.4560518289509
1999-01-13,994.3188494025579
1999-01-14,987.0497589072046
1999-01-15,1002.8538887831639
1999-01-18,1011.6823717062748
1999-01-19,1014.0568026879351
1999-01-20,1020.3694400312556
1999-01-21,1008.0797693337686
1999-01-22,992.4652842801988
1999-01-25,996.6081480877604
1999-01-26,1006.9724482465068
1999-01-27,1003.3354579440081
1999-01-28,1012.1734376659448
1999-01-29,1019.7461473074301
1999-02-01,1021.6475105160388
1999-02-02,1017.4984246728256
1999-02-03,1016.1984072794778
1999-02-04,1004.6513175222835
1999-02-05,997.5669099775216
1999-02-08,995.9290238305589
1999-02-09,977.5773190577006
1999-02-10,978.5169698459251
1999-02-11,995.4175669044008
1999-02-12,990.4622098123981
1999-02-15,990.49243550059
1999-02-16,993.4315990698707
1999-02-17,984.5313667317648
1999-02-18,988.8535180253305
1999-02-19,987.6848662310936
1999-02-22,1004.2653302854441
1999-02-23,1007.0073173392466
1999-02-24,1002.156197037611
1999-02-25,998.061424855839
1999-02-26,993.5308198069878
1999-03-01,986.5195357096491
1999-03-02,981.5337367740059
1999-03-03,979.3714568002503
1999-03-04,986.3004350030712
1999-03-05,1010.5342705117209
1999-03-08,1014.4820499548887
1999-03-09,1017.4606481902117
1999-03-10,1025.7917318429472
1999-03-11,1032.407227924119
1999-03-12,1035.8476872709161
1999-03-15,1043.1345162638097
1999-03-16,1045.792238345889
1999-03-17,1043.7793045036592
1999-03-18,1047.2711267192435
1999-03-19,1047.317502830308
1999-03-22,1043.324274472307
1999-03-23,1022.4377089816186
1999-03-24,1019.5923236814162
1999-03-25,1034.5241132795063
1999-03-26,1026.7684604735662
1999-03-29,1042.046945779174
1999-03-30,1039.3963619526698
1999-03-31,1038.8930588821506
1999-04-01,1045.2588485703548
1999-04-02,1044.4905979186851
1999-04-05,1053.5827394155906
1999-04-06,1060.0650387992218
1999-04-07,1067.630858895199
1999-04-08,1079.8436180405292
1999-04-09,1081.1272162578566
1999-04-12,1085.2985660700906
1999-04-13,1085.7707828493133
1999-04-14,1079.4863435183718
1999-04-15,1072.2268943103866
1999-04-16,1071.97382520821
1999-04-19,1062.9879529509662
1999-04-20,1061.7180697567203
1999-04-21,1072.0554581921606
1999-04-22,1084.4731079527019
1999-04-23,1087.0605626288689
1999-04-26,1091.098259232724
1999-04-27,1098.4271944068087
1999-04-28,1092.897155222622
1999-04-29,1086.1305577276423
1999-04-30,1083.4338035089495
1999-05-03,1092.3723838441445
1999-05-04,1084.772412060052
1999-05-05,1088.4946390129644
1999-05-06,1089.6635825521337
1999-05-07,1090.5038832129003
1999-05-10,1090.7445983224136
1999-05-11,1092.9773538211032
1999-05-12,1092.4170481008184
1999-05-13,1094.1876028953147
1999-05-14,1076.5775948977785
1999-05-17,1067.4359940960037
1999-05-18,1069.0962038382706
1999-05-19,1073.3455721735866
1999-05-20,1073.607265278486
1999-05-21,1067.8869411219748
1999-05-24,1057.2801495608262
1999-05-25,1044.2237622181478
1999-05-26,1050.1023755358076
1999-05-27,1036.2341897086362
1999-05-28,1045.2033964292402
1999-05-31,1045.7468478964115
1999-06-01,1046.2162984419947
1999-06-02,1048.0996859646118
1999-06-03,1051.410113744388
1999-06-04,1065.3174995837321
1999-06-07,1073.1773306542057
1999-06-08,1072.1440983939285
1999-06-09,1074.8091514140933
1999-06-10,1069.1165059677094
1999-06-11,1070.831770224062
1999-06-14,1064.4483363397708
1999-06-15,1067.727554960111
1999-06-16,1081.602143319145
1999-06-17,1089.8003384350006
1999-06-18,1092.9225504154595
1999-06-21,1098.6563056008329
1999-06-22,1093.0502467244867
1999-06-23,1085.3399518722115
1999-06-24,1075.5637155726415
1999-06-25,1077.616895229777
1999-06-28,1084.1463585555216
1999-06-29,1092.3341649970384
1999-06-30,1098.0711784164646
1999-07-01,1111.4812434210064
1999-07-02,1119.7758008630835
1999-07-05,1127.8939038268452
1999-07-06,1124.8063251540937
1999-07-07,1122.924776515429
1999-07-08,1119.0450291352895
1999-07-09,1122.906541818634
1999-07-12,1121.543401167268
1999-07-13,1116.0092202466951
1999-07-14,1121.3547259172083
1999-07-15,1132.9207099676137
1999-07-16,1133.4780314370514
1999-07-19,1130.2549008178166
1999-07-20,1117.085710382921
1999-07-21,1114.9416613672117
1999-07-22,1102.4751877382967
1999-07-23,1093.273008646712
1999-07-26,1089.5282734536595
1999-07-27,1096.992998653113
1999-07-28,1101.7857742805543
1999-07-29,1090.5486565796841
1999-07-30,1092.777344966832
1999-08-02,1089.400085935535
1999-08-03,1087.1525746454001
1999-08-04,1080.701976917203
1999-08-05,1074.8818701895073
1999-08-06,1066.975942902578
1999-08-09,1064.8902713266984
1999-08-10,1054.7270215466683
1999-08-11,1061.7251137843084
1999-08-12,1068.6090651834438
1999-08-13,1083.6569320828546
1999-08-16,1091.1857941445458
1999-08-17,1095.1888557639008
1999-08-18,1093.4864109533637
1999-08-19,1089.2494010173978
1999-08-20,1102.2362761380768
1999-08-23,1118.01913399591
1999-08-24,1117.104393511583
1999-08-25,1125.843877317826
1999-08-26,1114.9510997739953
1999-08-27,1109.6562862509957
1999-08-30,1101.4576775821981
1999-08-31,1091.4787737292147
1999-09-01,1102.8839769024178
1999-09-02,1096.2938751762981
1999-09-03,1115.4114522518066
1999-09-06,1120.5552832206079
1999-09-07,1114.3656559410201
1999-09-08,1110.9081602038148
1999-09-09,1119.0668003070045
1999-09-10,1119.395917176111
