Date,ACWI ex AUSTRALIA
2000-12-29,100.0
2001-01-01,99.99500483526353
2001-01-02,98.4481076669805
2001-01-03,100.4982445790578
2001-01-04,100.61782581684179
2001-01-05,99.38514357211047
2001-01-08,99.04937094909197
2001-01-09,98.60582094008412
2001-01-10,98.75024806198034
2001-01-11,99.61889938423207
2001-01-12,99.56264054562718
2001-01-15,99.47992147836543
2001-01-16,99.6426807741767
2001-01-17,100.2644554957922
2001-01-18,101.44168714794006
2001-01-19,101.19134678738624
2001-01-22,101.21083875426098
2001-01-23,101.91739443144037
2001-01-24,101.78657272995672
2001-01-25,101.58098872433789
2001-01-26,101.40648366699328
2001-01-29,101.75335227711152
2001-01-30,102.359824508353
2001-01-31,102.49597870326184
2001-02-01,102.8485893896146
2001-02-02,101.32899863122111
2001-02-05,101.46119974153487
2001-02-06,101.28175736640111
2001-02-07,100.35228563299505
2001-02-08,99.51060960846786
2001-02-09,98.48262716101507
2001-02-12,99.52370058063796
2001-02-13,98.83740424355582
2001-02-14,98.25589895672856
2001-02-15,98.71636797963228
2001-02-16,97.39225498483054
2001-02-19,97.29610901110202
2001-02-20,95.96640990322047
2001-02-21,94.60013333064985
2001-02-22,94.2057800210431
2001-02-23,93.54042660788646
2001-02-26,94.79088749995266
2001-02-27,94.68898483602403
2001-02-28,93.80348383529974
2001-03-01,93.70970892650863
2001-03-02,93.11036906334716
2001-03-05,93.57747292934599
2001-03-06,94.70576018424147
2001-03-07,94.96707639250333
2001-03-08,95.06327138173785
2001-03-09,93.49415403654022
2001-03-12,90.13183974549239
2001-03-13,89.95444428824403
2001-03-14,87.99060257511091
2001-03-15,88.71601883627625
2001-03-16,86.73191164932545
2001-03-19,87.3914421722317
2001-03-20,86.80376532658742
2001-03-21,85.82790742480115
2001-03-22,83.76920936026896
2001-03-23,85.78774314839455
2001-03-26,87.75540199548398
2001-03-27,89.54005751090996
2001-03-28,87.89183243432882
2001-03-29,87.00871087873334
2001-03-30,87.50117483180752
2001-04-02,86.57106687366914
2001-04-03,84.41755075554768
2001-04-04,84.89740001960355
2001-04-05,87.42870129642586
2001-04-06,86.71659837403232
2001-04-09,87.09109948575836
2001-04-10,88.4956226659405
2001-04-11,88.55417869262652
2001-04-12,89.61662444600331
2001-04-13,89.58200070093835
2001-04-16,89.08056834955478
2001-04-17,89.38108450484962
2001-04-18,92.14837348822047
2001-04-19,93.4653484984623
2001-04-20,93.01905124568522
2001-04-23,91.95886209804766
2001-04-24,91.32880896756036
2001-04-25,92.24382686621188
2001-04-26,92.93503520018226
2001-04-27,93.72095945509982
2001-04-30,93.78827366857179
2001-05-01,94.96319184657536
2001-05-02,95.07916222904109
2001-05-03,93.92518284932969
2001-05-04,94.82978598897104
2001-05-07,94.87103378933335
2001-05-08,94.30394611134668
2001-05-09,93.74181612239668
2001-05-10,94.10716222955296
2001-05-11,93.3936047917761
2001-05-14,92.7466333087875
2001-05-15,93.23650403969341
2001-05-16,94.6343672439578
2001-05-17,95.28460088539114
2001-05-18,95.35613952578142
2001-05-21,96.3673643961257
2001-05-22,96.24066630038571
2001-05-23,95.26566692441274
2001-05-24,95.31279113310589
2001-05-25,94.44897217303078
2001-05-28,94.46218271578843
2001-05-29,93.87909489770259
2001-05-30,92.60080257463417
2001-05-31,92.6661123912546
2001-06-01,92.76898574977103
2001-06-04,93.17439575831207
2001-06-05,93.96479445399713
2001-06-06,93.23261255863308
2001-06-07,93.57142630877637
2001-06-08,93.04162008970167
2001-06-11,92.04162745257689
2001-06-12,91.4902528417719
2001-06-13,91.27135284999594
2001-06-14,90.3271560916506
2001-06-15,89.76787908064311
2001-06-18,89.11942921746771
2001-06-19,89.23120927505948
2001-06-20,89.41501657335554
2001-06-21,90.15400353915419
