Date,SELECT OECD COUNTRIES
1998-12-31,1000.0
1999-01-01,1000.0002106560322
1999-01-04,1010.4899675657093
1999-01-05,1020.9447249295335
1999-01-06,1040.0436351275403
1999-01-07,1036.137879568422
1999-01-08,1035.2736845105762
1999-01-11,1026.1960988644619
1999-01-12,1008.561021492426
1999-01-13,995.2627832259425
1999-01-14,988.5098514075212
1999-01-15,1003.5572233369138
1999-01-18,1012.1200012051321
1999-01-19,1014.7288289497446
1999-01-20,1020.6699209717979
1999-01-21,1009.0056076866923
1999-01-22,993.7990897855134
1999-01-25,999.1217993241124
1999-01-26,1009.3956820066861
1999-01-27,1004.6671376239442
1999-01-28,1014.2901388899072
1999-01-29,1022.1214386036696
1999-02-01,1023.336879038252
1999-02-02,1019.0945562400333
1999-02-03,1018.1027909385938
1999-02-04,1006.1577697733791
1999-02-05,999.2019034426057
1999-02-08,997.4912910394671
1999-02-09,978.6991809327141
1999-02-10,979.7426978566731
1999-02-11,996.7341110707634
1999-02-12,990.8709241896893
1999-02-15,990.9481498003352
1999-02-16,993.9697345099609
1999-02-17,984.7632366988347
1999-02-18,989.5834931500958
1999-02-19,988.7473664325202
1999-02-22,1005.8833304356467
1999-02-23,1009.1520753548555
1999-02-24,1003.5780682955316
1999-02-25,999.3458884047161
1999-02-26,994.2022583452306
1999-03-01,986.4432782212112
1999-03-02,981.4144614822657
1999-03-03,978.7342206780856
1999-03-04,985.9316438802674
1999-03-05,1010.5983644783346
1999-03-08,1013.681969427901
1999-03-09,1016.0471560520322
1999-03-10,1024.2157536030875
1999-03-11,1031.1369761220537
1999-03-12,1034.262395523384
1999-03-15,1041.0596545178955
1999-03-16,1043.4282350796043
1999-03-17,1041.2542168226253
1999-03-18,1045.106662027821
1999-03-19,1044.2963675147648
1999-03-22,1040.195684480302
1999-03-23,1018.7228904362546
1999-03-24,1016.3886326643205
1999-03-25,1031.3481260616127
1999-03-26,1023.4399036955564
1999-03-29,1039.5822737305393
1999-03-30,1035.8780426173892
1999-03-31,1035.24913914454
1999-04-01,1041.7604542771992
1999-04-02,1040.4761072883277
1999-04-05,1049.8334266422592
1999-04-06,1056.182506464061
1999-04-07,1063.108460514244
1999-04-08,1075.641143191462
1999-04-09,1076.633676393676
1999-04-12,1081.0059746514519
1999-04-13,1081.1789600033585
1999-04-14,1074.1297692773508
1999-04-15,1065.7039152720201
1999-04-16,1063.6114516069586
1999-04-19,1052.8654634061188
1999-04-20,1052.4371920225244
1999-04-21,1063.7379508107904
1999-04-22,1076.0532091335715
1999-04-23,1078.4210539770593
1999-04-26,1082.4714738726566
1999-04-27,1089.7023270835032
1999-04-28,1083.8522067348727
1999-04-29,1077.0425038288176
1999-04-30,1073.18658543896
1999-05-03,1081.9631051284957
1999-05-04,1072.8887151247095
1999-05-05,1076.2222524692054
1999-05-06,1076.1229671377382
1999-05-07,1077.5341806902675
1999-05-10,1077.2266073362673
