Date,ZHONG HUA WITH CHINA ALL SHARES
2009-04-28,1249.1326643687732
2009-04-29,1289.8112029991878
2009-04-30,1323.081506724212
2009-05-01,1323.094444278619
2009-05-04,1393.171516104316
2009-05-05,1395.7507903468675
2009-05-06,1419.3092567383599
2009-05-07,1431.5083267330087
2009-05-08,1445.1652641617763
2009-05-11,1416.7256542592866
2009-05-12,1420.459591012538
2009-05-13,1432.432663909497
2009-05-14,1399.1208402309946
2009-05-15,1414.2543625778544
2009-05-18,1434.1680397990147
2009-05-19,1463.9932902223993
2009-05-20,1457.120404708551
2009-05-21,1437.0448324035717
2009-05-22,1426.6934874982082
2009-05-25,1438.5080484185228
2009-05-26,1430.165745480263
2009-05-27,1486.3214283215023
2009-05-28,1486.3362811344264
2009-05-29,1511.200831739517
2009-06-01,1575.0182956758367
2009-06-02,1548.543941421271
2009-06-03,1579.7993016209496
2009-06-04,1571.037208511962
2009-06-05,1587.0326498647783
2009-06-08,1565.6880618810396
2009-06-09,1551.113723414551
2009-06-10,1598.8528876644837
2009-06-11,1593.9276223737056
2009-06-12,1585.2945406328863
2009-06-15,1568.1500442643212
2009-06-16,1541.3519959907976
2009-06-17,1544.5736086186214
2009-06-18,1534.9777405608706
2009-06-19,1546.471271456671
2009-06-22,1557.923967481507
2009-06-23,1526.2216230987171
2009-06-24,1556.9104411240023
2009-06-25,1581.6408430079273
2009-06-26,1609.899983217299
2009-06-29,1614.8418710734645
2009-06-30,1596.8193779111436
2009-07-01,1605.4655830406357
2009-07-02,1606.405819362169
2009-07-03,1613.51606845149
2009-07-06,1609.2315755649831
2009-07-07,1593.2928749089663
2009-07-08,1580.7682362542469
2009-07-09,1592.7647522336188
2009-07-10,1587.7345800616142
2009-07-13,1553.8899500799198
2009-07-14,1602.9280364680342
2009-07-15,1634.870536045822
2009-07-16,1639.395245436002
2009-07-17,1667.9822573559065
2009-07-20,1720.8722142810618
2009-07-21,1714.1551713222655
2009-07-22,1711.399098883885
2009-07-23,1749.6612343522338
2009-07-24,1764.8662787165804
2009-07-27,1800.6262040859008
2009-07-28,1826.8651564752272
2009-07-29,1764.6494083671719
2009-07-30,1777.1796943742181
2009-07-31,1810.0320232415932
2009-08-03,1839.4332098684042
2009-08-04,1825.4756887440985
2009-08-05,1798.7432443466637
2009-08-06,1803.3755231597042
2009-08-07,1751.319126877746
2009-08-10,1779.3701133171767
2009-08-11,1791.2838474966775
2009-08-12,1734.288323467318
2009-08-13,1761.5922763467472
2009-08-14,1749.4234927350965
2009-08-17,1672.260905758399
2009-08-18,1681.341593603306
2009-08-19,1643.1476133674123
2009-08-20,1685.0370771856637
2009-08-21,1686.6127663441043
2009-08-24,1711.4018194058829
2009-08-25,1689.2123602351678
2009-08-26,1694.3666839498703
2009-08-27,1676.0994349626599
2009-08-28,1651.7976882897192
2009-08-31,1599.115451188341
2009-09-01,1611.7589438980008
2009-09-02,1598.5830650258174
2009-09-03,1642.683437465401
2009-09-04,1680.2181554438428
2009-09-07,1702.547787219769
2009-09-08,1735.1341443558701
2009-09-09,1727.3387197706197
2009-09-10,1738.2575001502096
2009-09-11,1752.8893173501233
2009-09-14,1745.5773507675171
2009-09-15,1739.0712372996072
2009-09-16,1760.9820677220073
2009-09-17,1786.6630306645225
2009-09-18,1758.8891091870996
2009-09-21,1747.670226214694
2009-09-22,1750.9576326404667
2009-09-23,1738.9290993083825
2009-09-24,1710.6411705228988
2009-09-25,1709.0644325650185
2009-09-28,1668.150811457083
2009-09-29,1692.6092942322857
2009-09-30,1693.215706870074
2009-10-01,1693.215706870074
2009-10-02,1662.966166723957
2009-10-05,1667.5311450123863
2009-10-06,1696.3542031730683
2009-10-07,1723.906869964426
2009-10-08,1738.1422951023944
2009-10-09,1761.0580564107447
2009-10-12,1746.8581422189552
2009-10-13,1763.9659141205261
2009-10-14,1793.6774518342843
2009-10-15,1799.1894998263042
2009-10-16,1793.003003539203
2009-10-19,1825.0799674464947
2009-10-20,1845.17207923349
2009-10-21,1842.3808857027045
2009-10-22,1832.2574934379904
2009-10-23,1863.1379370826867
2009-10-26,1863.1144105103272
2009-10-27,1828.24286715252
2009-10-28,1802.5585581057903
2009-10-29,1758.3880001010152
2009-10-30,1793.6047858637562
2009-11-02,1801.440786475174
2009-11-03,1784.7048885684756
2009-11-04,1813.2685201935094
2009-11-05,1808.7820508006455
2009-11-06,1830.851912564829
2009-11-09,1852.6991278417001
2009-11-10,1857.192190088645
2009-11-11,1868.1105732448036
2009-11-12,1860.5817113992184
2009-11-13,1869.11359296463
2009-11-16,1904.8024453031294
2009-11-17,1903.788654498454
2009-11-18,1899.649641798289
2009-11-19,1891.4289223782976
2009-11-20,1876.02039443339
2009-11-23,1896.4950249854883
2009-11-24,1866.2868286470737
2009-11-25,1888.962562624645
2009-11-26,1853.2905369900136
2009-11-27,1780.5849481185417
2009-11-30,1838.8079352195182
2009-12-01,1865.6799631963645
2009-12-02,1884.6358197989466
2009-12-03,1900.515227925692
2009-12-04,1908.505991352046
2009-12-07,1903.2305314145574
2009-12-08,1885.852180068549
2009-12-09,1858.0519592679523
2009-12-10,1855.1637760014391
2009-12-11,1865.341870218482
2009-12-14,1883.2998566015237
2009-12-15,1864.66892785355
2009-12-16,1844.3771583524708
2009-12-17,1813.1561876986984
2009-12-18,1786.4757150366215
2009-12-21,1774.5597861195524
2009-12-22,1773.1061576402674
2009-12-23,1792.3924198518748
2009-12-24,1817.0634922404665
2009-12-25,1814.5398240458246
2009-12-28,1822.9317411110846
2009-12-29,1826.5986089247806
2009-12-30,1834.936239003735
2009-12-31,1860.9982842568838
2010-01-01,1860.9982842568838
2010-01-04,1855.807903477694
2010-01-05,1894.0898882582542
2010-01-06,1898.3078750802526
2010-01-07,1879.28849922177
2010-01-08,1879.90105518775
2010-01-11,1888.951446440248
2010-01-12,1893.9138149647292
2010-01-13,1837.6889950184473
2010-01-14,1841.9537863388487
2010-01-15,1840.6086572635948
2010-01-18,1829.1892285332417
2010-01-19,1846.6743924118157
2010-01-20,1810.4504472267772
2010-01-21,1777.9377704637452
2010-01-22,1764.5079650073994
2010-01-25,1752.9419454555577
2010-01-26,1702.5510097053282
2010-01-27,1686.490442318228
2010-01-28,1707.2812972640386
2010-01-29,1694.0714774636422
2010-02-01,1696.5743676364066
2010-02-02,1700.5794375024786
2010-02-03,1743.7609282506155
2010-02-04,1717.9850877839303
2010-02-05,1663.3577315421937
2010-02-08,1654.1384948307027
2010-02-09,1672.497379949074
2010-02-10,1690.5266457047119
2010-02-11,1715.0430208396576
2010-02-12,1720.827854737534
2010-02-15,1720.6434749360292
2010-02-16,1720.8446191261153
2010-02-17,1736.1652682043023
2010-02-18,1728.051539339002
2010-02-19,1694.461437086263
2010-02-22,1720.0673013018518
2010-02-23,1728.9895888058893
2010-02-24,1727.3191306009987
2010-02-25,1725.5581868996096
2010-02-26,1737.6060186209336
2010-03-01,1772.4416290383353
2010-03-02,1774.2449281304766
2010-03-03,1775.0056058669957
2010-03-04,1746.9051731307154
2010-03-05,1762.4841768046363
2010-03-08,1794.731922349383
2010-03-09,1799.5388349565164
2010-03-10,1800.296469383019
2010-03-11,1801.672534244247
2010-03-12,1795.104266665859
2010-03-15,1777.0716227720952
2010-03-16,1776.0461147820258
2010-03-17,1810.1481649211448
2010-03-18,1806.4511875371222
2010-03-19,1815.695878656586
2010-03-22,1790.6829903947819
2010-03-23,1786.8506971182205
2010-03-24,1789.325337344772
2010-03-25,1773.3099808709376
2010-03-26,1795.7038781476354
2010-03-29,1821.7353626165607
2010-03-30,1832.0373068993038
2010-03-31,1818.5280180937912
2010-04-01,1848.1178531193573
2010-04-02,1849.9498825366536
2010-04-05,1850.1590771023918
2010-04-06,1849.7677299422646
2010-04-07,1876.5268442454642
2010-04-08,1862.6717695316222
2010-04-09,1883.6395581840998
2010-04-12,1868.7599770308952
2010-04-13,1868.656054548429
2010-04-14,1870.9786168456178
2010-04-15,1869.7313896391443
2010-04-16,1840.9120931388136
2010-04-19,1789.0473348858561
2010-04-20,1802.7136953717777
2010-04-21,1807.7089870636992
2010-04-22,1796.321934548403
2010-04-23,1783.930099189586
2010-04-26,1803.3629247305087
2010-04-27,1775.4704941818802
2010-04-28,1757.2783770540273
2010-04-29,1744.3598762037093
2010-04-30,1769.1527460989491
2010-05-03,1751.5373367275708
2010-05-04,1739.6886244857972
2010-05-05,1707.8189580614767
2010-05-06,1670.329619002768
2010-05-07,1653.80004324496
2010-05-10,1686.9830174661831
2010-05-11,1666.2093769782678
2010-05-12,1669.814897671178
2010-05-13,1698.393181939592
2010-05-14,1680.3332186707087
2010-05-17,1627.3154709472071
2010-05-18,1649.180328065873
2010-05-19,1621.4703277400174
2010-05-20,1605.86939715948
2010-05-21,1610.3675510498786
2010-05-24,1639.920744356423
2010-05-25,1580.3466546426753
2010-05-26,1602.5171242073266
2010-05-27,1634.594288238732
2010-05-28,1657.586676020132
2010-05-31,1651.3300437425407
2010-06-01,1624.2759371819825
2010-06-02,1619.7358578168416
2010-06-03,1639.7236141843125
2010-06-04,1640.4852222283714
2010-06-07,1607.0545339868445
2010-06-08,1611.136381546789
2010-06-09,1628.3521206720457
2010-06-10,1624.5090006786604
2010-06-11,1644.4216366197022
2010-06-14,1659.912778957692
2010-06-15,1661.4299879751532
2010-06-16,1661.505083767257
2010-06-17,1670.3899799118442
2010-06-18,1674.1058618835875
2010-06-21,1733.757374178362
2010-06-22,1725.2131880533016
2010-06-23,1720.6533109401319
2010-06-24,1714.3350068926622
2010-06-25,1706.8655673863407
2010-06-28,1704.7959999496306
2010-06-29,1658.5684426369685
2010-06-30,1654.4063233891154
2010-07-01,1648.9910828019
2010-07-02,1633.892406278432
2010-07-05,1626.4102586261606
2010-07-06,1654.0818216716382
2010-07-07,1643.962274842081
2010-07-08,1654.7427971117177
2010-07-09,1688.8999588458928
2010-07-12,1699.0356184590248
2010-07-13,1689.19816913353
2010-07-14,1697.5252449493819
2010-07-15,1672.23964023868
2010-07-16,1669.1721142402173
2010-07-19,1670.4236163486569
2010-07-20,1694.6049274142613
2010-07-21,1710.0258517162474
2010-07-22,1720.3907745066813
2010-07-23,1739.2822695362158
2010-07-26,1738.6201801710333
2010-07-27,1743.4416609885805
2010-07-28,1756.0242954345003
2010-07-29,1759.2664644249014
2010-07-30,1757.1900257645111
2010-08-02,1789.6915568843212
2010-08-03,1783.2623084339746
2010-08-04,1789.0450850144055
2010-08-05,1783.3034557470605
2010-08-06,1794.7168772969517
2010-08-09,1806.011595580262
2010-08-10,1771.9820646247776
2010-08-11,1760.5099801819556
2010-08-12,1743.4995677317595
2010-08-13,1751.08959096728
2010-08-16,1761.5392954477463
2010-08-17,1766.607670408146
2010-08-18,1763.7052224232657
2010-08-19,1772.2466107172995
2010-08-20,1759.9915526044924
2010-08-23,1750.709100181861
2010-08-24,1741.3751855625771
2010-08-25,1727.5549825013636
2010-08-26,1725.2347489426481
2010-08-27,1725.4939563990993
2010-08-30,1742.1664708670014
2010-08-31,1731.488110031744
2010-09-01,1739.5432642683293
2010-09-02,1761.7185818890362
2010-09-03,1770.0375495198039
2010-09-06,1805.0913715657368
2010-09-07,1807.556876058885
2010-09-08,1787.7500197795848
2010-09-09,1788.5999270278137
2010-09-10,1793.2479919138138
2010-09-13,1821.972135780639
2010-09-14,1826.437644461559
2010-09-15,1821.1434905292595
2010-09-16,1810.829580421531
2010-09-17,1830.8469271883716
2010-09-20,1833.880320994689
2010-09-21,1840.173351144079
2010-09-22,1844.748706579903
2010-09-23,1844.560045678593
2010-09-24,1849.6481733251148
2010-09-27,1871.0951601621846
2010-09-28,1853.8482387432207
2010-09-29,1874.5925224164152
2010-09-30,1882.7694410404717
2010-10-01,1883.6919130636477
2010-10-04,1904.2493767758433
2010-10-05,1903.1785410021687
2010-10-06,1916.7461509381085
2010-10-07,1916.6441957993238
2010-10-08,1936.0433076826407
2010-10-11,1965.9896712690072
2010-10-12,1967.828490544071
2010-10-13,1998.5734165379897
2010-10-14,2024.516993105116
2010-10-15,2037.9407195929284
2010-10-18,2018.7363312387386
2010-10-19,2044.6947242520266
2010-10-20,2028.8376346582763
2010-10-21,2033.9323888627014
2010-10-22,2025.6513778463934
2010-10-25,2049.5565771968304
2010-10-26,2043.749881882121
2010-10-27,2001.3873279454124
2010-10-28,2002.0795676450555
2010-10-29,1995.1321285957356
2010-11-01,2042.7916173883684
2010-11-02,2044.8737417327134
2010-11-03,2068.9439900229854
2010-11-04,2093.833764425401
2010-11-05,2117.7888754286137
2010-11-08,2131.7435289264595
2010-11-09,2113.235212917365
2010-11-10,2095.6614734457194
2010-11-11,2110.065206709928
2010-11-12,2047.7029798638084
2010-11-15,2033.4968438822536
2010-11-16,1995.168455880262
2010-11-17,1951.5701818700068
2010-11-18,1989.7843668272506
2010-11-19,1992.660708170014
2010-11-22,1988.3090857484744
2010-11-23,1940.8918421278968
2010-11-24,1953.2661659796754
2010-11-25,1965.0814033223273
2010-11-26,1946.7447902949004
2010-11-29,1961.8536489348319
2010-11-30,1946.6016216913342
2010-12-01,1963.048268855992
2010-12-02,1980.770297453257
2010-12-03,1974.5223698865257
2010-12-06,1969.9141554690377
2010-12-07,1985.1197166452253
2010-12-08,1961.6838963849127
2010-12-09,1957.1925213530365
2010-12-10,1955.6665617499652
2010-12-13,1976.845784806681
2010-12-14,1986.6597670925378
2010-12-15,1956.4119347915066
2010-12-16,1931.8846830796351
2010-12-17,1936.1841670314
2010-12-20,1920.7839545223264
2010-12-21,1952.1586934607233
2010-12-22,1952.3295050357085
2010-12-23,1941.752603206626
2010-12-24,1933.5489374164827
2010-12-27,1925.6015236430665
2010-12-28,1904.0303463780965
2010-12-29,1926.8221991687335
2010-12-30,1934.1485336135806
2010-12-31,1948.3211395470055
2011-01-03,1977.7530112274383
2011-01-04,2004.6538480132792
2011-01-05,2003.4313597928292
2011-01-06,2002.6263449745306
2011-01-07,1998.4933784746684
2011-01-10,1977.6054129926465
2011-01-11,1993.810471777053
2011-01-12,2012.9224969944903
2011-01-13,2017.1444869056515
2011-01-14,2011.9497924445284
2011-01-17,1983.1384428535741
2011-01-18,1984.4427417592333
2011-01-19,2010.739303613419
2011-01-20,1969.7213931930867
2011-01-21,1962.996966752227
2011-01-24,1949.3482067813861
2011-01-25,1948.2996869309284
2011-01-26,1959.8170398567668
2011-01-27,1964.7459008234716
2011-01-28,1952.9314361506904
2011-01-31,1947.6856958150724
2011-02-01,1947.7925712431802
2011-02-02,1973.4416287814897
2011-02-03,1973.670622998016
2011-02-04,1973.4615386368248
2011-02-07,1947.862256725879
2011-02-08,1940.3289549323445
2011-02-09,1906.5941561528343
2011-02-10,1880.631994793837
2011-02-11,1891.2242933199473
2011-02-14,1931.2213294036478
2011-02-15,1921.750646819968
2011-02-16,1936.9904584665264
2011-02-17,1942.6924369025055
2011-02-18,1955.6893428651947
2011-02-21,1954.3378708000782
2011-02-22,1907.4446859433333
2011-02-23,1895.5739952829886
2011-02-24,1876.1685621069212
2011-02-25,1902.4469901512693
2011-02-28,1929.554592164449
2011-03-01,1952.4487797379147
2011-03-02,1934.9419438017758
2011-03-03,1941.8266062170721
2011-03-04,1970.6163076629337
2011-03-07,1974.6891486438778
2011-03-08,1992.8743352842919
2011-03-09,2000.674436459693
2011-03-10,1980.511231568774
2011-03-11,1951.4377150713574
2011-03-14,1960.134363808876
2011-03-15,1911.035337187165
2011-03-16,1924.2452880364558
2011-03-17,1886.899522645206
2011-03-18,1893.6443565661452
2011-03-21,1922.0359324129395
2011-03-22,1939.7698699901116
2011-03-23,1944.5506187898059
2011-03-24,1949.9156607263933
2011-03-25,1967.498783060142
2011-03-28,1959.1019279097081
2011-03-29,1958.3398940548584
2011-03-30,1985.4424337388512
2011-03-31,1990.9582289884656
2011-04-01,2013.7413983793742
2011-04-04,2040.035799339534
2011-04-05,2040.2916919081415
2011-04-06,2055.5243233376377
2011-04-07,2057.2959763063595
2011-04-08,2068.488312701414
2011-04-11,2062.733350327143
2011-04-12,2039.9834121562606
2011-04-13,2059.8570696320276
2011-04-14,2054.1074704004045
2011-04-15,2058.329007362759
2011-04-18,2051.708852571101
2011-04-19,2024.5694770484845
2011-04-20,2048.844538041975
2011-04-21,2070.578539668193
2011-04-22,2068.6841794807374
2011-04-25,2060.6354863627753
2011-04-26,2046.7622431625218
2011-04-27,2036.3334646081628
2011-04-28,2023.3583751002645
2011-04-29,2023.028609979356
2011-05-02,2023.4245481734931
2011-05-03,2017.7365395295856
2011-05-04,1983.2592092699563
2011-05-05,1978.9865728582506
2011-05-06,1978.967522484414
2011-05-09,1993.0923400564286
2011-05-10,1996.5728122676774
2011-05-11,2000.3453008909114
2011-05-12,1975.938028133434
2011-05-13,1992.8822571770347
2011-05-16,1967.1431888783745
2011-05-17,1969.14543349629
2011-05-18,1985.707176456654
2011-05-19,1992.9747738825433
2011-05-20,1992.9233181298166
2011-05-23,1944.9013690043341
2011-05-24,1951.2982726174312
2011-05-25,1945.4768758479477
2011-05-26,1950.4084644185232
2011-05-27,1964.7054229145049
2011-05-30,1971.7088783055449
2011-05-31,2007.5779900162263
2011-06-01,2007.2695783894012
2011-06-02,1979.881955361388
2011-06-03,1966.1981533812805
2011-06-06,1965.9525994213905
2011-06-07,1963.3651209259185
2011-06-08,1950.0979124600244
2011-06-09,1933.8466219420136
2011-06-10,1920.6445434371697
2011-06-13,1922.1602708944265
2011-06-14,1930.4563514504644
2011-06-15,1920.2601476996083
2011-06-16,1889.9457900832522
2011-06-17,1872.2255442578344
2011-06-20,1863.3198250625674
2011-06-21,1886.585509153073
2011-06-22,1892.645188052577
2011-06-23,1894.4448147717962
2011-06-24,1936.5024601274006
2011-06-27,1933.1872076552163
2011-06-28,1934.8164763145974
2011-06-29,1932.675802015466
2011-06-30,1960.3509620714121
2011-07-01,1960.634731045151
2011-07-04,2001.456750346448
2011-07-05,2000.908286607124
2011-07-06,1985.0299151532602
2011-07-07,1983.6345197140377
2011-07-08,1997.5911414199445
2011-07-11,1971.2126264443093
2011-07-12,1913.8686076732388
2011-07-13,1944.233491246211
2011-07-14,1949.9053827849013
2011-07-15,1944.4794550343051
2011-07-18,1936.3568252068806
2011-07-19,1934.5821376814404
2011-07-20,1944.9322758854455
2011-07-21,1937.9072047344653
2011-07-22,1968.7183010211352
2011-07-25,1942.5033981666204
2011-07-26,1962.7865103081365
2011-07-27,1966.4690858696738
2011-07-28,1963.1334204141615
2011-07-29,1951.1711232199066
2011-08-01,1969.5616411459982
2011-08-02,1944.626696767486
2011-08-03,1915.9557043795455
2011-08-04,1908.2895127040608
2011-08-05,1834.2019137769846
2011-08-08,1787.233794696137
2011-08-09,1720.588737649186
2011-08-10,1750.8009745335446
2011-08-11,1751.5308235432144
2011-08-12,1754.6566850740787
2011-08-15,1802.4189095053746
2011-08-16,1801.2623354819457
2011-08-17,1803.445220691799
2011-08-18,1775.5117415944944
2011-08-19,1725.0681061862658
2011-08-22,1710.2874345810649
2011-08-23,1746.1875935374394
2011-08-24,1721.3408805689392
2011-08-25,1756.2305672173436
2011-08-26,1743.6237980445321
2011-08-29,1757.5236262958756
2011-08-30,1781.3462278884112
2011-08-31,1809.4835955606402
2011-09-01,1814.164132222846
2011-09-02,1782.959078841293
2011-09-05,1733.3065743667523
2011-09-06,1734.0465112552456
2011-09-07,1765.6012691991104
2011-09-08,1758.132413605113
2011-09-09,1751.993311624808
2011-09-12,1695.2335639204139
2011-09-13,1689.6775160690854
2011-09-14,1684.0468938199774
2011-09-15,1692.254304990595
2011-09-16,1708.751012385062
2011-09-19,1662.1814624077065
2011-09-20,1665.7752642551259
2011-09-21,1667.78730117804
2011-09-22,1584.3736201458782
2011-09-23,1566.8510813419539
2011-09-26,1525.4365095706214
2011-09-27,1583.3143813098598
2011-09-28,1578.3154613556655
2011-09-29,1576.2798022054462
2011-09-30,1542.3819934363198
2011-10-03,1481.3578534842704
2011-10-04,1442.1340469294212
2011-10-05,1442.4866352075808
2011-10-06,1508.5142634539554
2011-10-07,1550.1220295672993
2011-10-10,1546.5673012443197
2011-10-11,1579.8783381460485
2011-10-12,1614.5506462998308
2011-10-13,1651.4409808700768
2011-10-14,1628.0733811942318
2011-10-17,1659.76981047624
2011-10-18,1587.3061256198089
2011-10-19,1599.1272252011681
2011-10-20,1564.047774233078
2011-10-21,1566.7935236113337
2011-10-24,1630.9537666186552
2011-10-25,1653.9051681068654
2011-10-26,1670.572421806964
2011-10-27,1723.893146672754
2011-10-28,1746.1811696270092
2011-10-31,1727.8632303785798
2011-11-01,1696.6581972349952
2011-11-02,1729.45709113337
2011-11-03,1704.9850159591806
2011-11-04,1747.5989904398077
2011-11-07,1734.459753488853
2011-11-08,1730.1798355657218
2011-11-09,1754.5938602837366
2011-11-10,1682.3745722236924
2011-11-11,1693.4883800150587
2011-11-14,1726.8094795404277
2011-11-15,1718.129038014257
2011-11-16,1680.7882330824775
2011-11-17,1670.7196538195171
2011-11-18,1636.9197877795511
2011-11-21,1614.3970682494692
2011-11-22,1618.982749624072
2011-11-23,1588.9976698997
2011-11-24,1595.6763572442023
2011-11-25,1576.2077834286147
2011-11-28,1601.1230374728075
2011-11-29,1621.5978053362178
2011-11-30,1594.5126865780599
2011-12-01,1675.815320748608
2011-12-02,1671.3109537718292
2011-12-05,1671.9971141147125
2011-12-06,1652.4403348376568
2011-12-07,1674.15681291143
2011-12-08,1666.1225659499378
2011-12-09,1628.963727115053
2011-12-12,1624.0866649411803
2011-12-13,1607.8307280967324
2011-12-14,1599.1926341013766
2011-12-15,1566.3744436513637
2011-12-16,1595.0001844191315
2011-12-19,1579.7073459784156
2011-12-20,1577.860439331691
2011-12-21,1596.7959113678673
2011-12-22,1596.8047540270381
2011-12-23,1619.7251061335971
2011-12-26,1616.2951687406735
2011-12-27,1613.0335678174943
2011-12-28,1603.1861929470933
2011-12-29,1599.0300133648207
2011-12-30,1608.0050754770218
2012-01-02,1608.0050754770216
2012-01-03,1634.1976780034695
2012-01-04,1618.6118336345237
2012-01-05,1618.4124274491815
2012-01-06,1605.5971751927775
2012-01-09,1635.6111410356957
2012-01-10,1661.2358198889306
2012-01-11,1668.6591510589456
2012-01-12,1667.0102878466107
2012-01-13,1669.5676483447091
2012-01-16,1647.3449881532786
2012-01-17,1706.8563558509904
2012-01-18,1704.0050725097306
2012-01-19,1733.4684162673805
2012-01-20,1741.6602727402176
2012-01-23,1741.8508935162824
2012-01-24,1741.9115569144315
2012-01-25,1741.5389967393924
2012-01-26,1768.6984006492557
2012-01-27,1771.524079385649
2012-01-30,1736.3074958001157
2012-01-31,1754.3892795974643
2012-02-01,1746.0911748785973
2012-02-02,1781.863787691849
2012-02-03,1788.258307752922
2012-02-06,1782.9693036640936
2012-02-07,1773.1715766459617
2012-02-08,1811.0788469798547
2012-02-09,1815.2807942922484
2012-02-10,1797.561263672822
2012-02-13,1800.5608269226602
2012-02-14,1799.4561943906672
2012-02-15,1835.1007286520191
2012-02-16,1825.3894719565901
2012-02-17,1839.8216823732396
2012-02-20,1837.0725340235147
2012-02-21,1840.5231689729399
2012-02-22,1856.025668083102
2012-02-23,1845.4966677447717
2012-02-24,1854.9860554355575
2012-02-27,1844.547924260701
2012-02-28,1871.3391407991353
2012-02-29,1875.0015965867678
2012-03-01,1850.2105447451258
2012-03-02,1869.728387131021
2012-03-05,1845.9698928943485
2012-03-06,1803.2537416845385
2012-03-07,1791.6695981886369
2012-03-08,1819.150144820784
2012-03-09,1834.4491750467962
2012-03-12,1832.9440419923712
2012-03-13,1850.8238609297455
2012-03-14,1836.9787612304283
2012-03-15,1831.3198738191008
2012-03-16,1835.725932065464
2012-03-19,1817.3721070298463
2012-03-20,1794.148128583737
2012-03-21,1786.8249397067318
2012-03-22,1790.2823241515614
2012-03-23,1772.1043497676933
2012-03-26,1772.0350521444275
2012-03-27,1796.7257966204843
2012-03-28,1775.1919814646901
2012-03-29,1754.341376905959
2012-03-30,1757.7131485152333
2012-04-02,1757.1296644140202
2012-04-03,1776.4321264385962
2012-04-04,1776.298295390655
2012-04-05,1774.517968507014
2012-04-06,1775.3021269865478
2012-04-09,1771.9462044765755
2012-04-10,1758.783164493889
2012-04-11,1746.6618891018015
2012-04-12,1769.0939566474738
2012-04-13,1794.8017773540191
2012-04-16,1788.3663988056323
