Date,ACWI ex HONG KONG
1998-12-31,1000.0
1999-01-01,1000.0002021279295
1999-01-04,1010.7639181027034
1999-01-05,1021.0796754613298
1999-01-06,1040.3986516644416
1999-01-07,1037.231726557198
1999-01-08,1036.1607138351612
1999-01-11,1026.9332452118338
1999-01-12,1009.0427344125218
1999-01-13,994.1333933692601
1999-01-14,987.0115124755157
1999-01-15,1002.8480475143041
1999-01-18,1011.5719090203331
1999-01-19,1014.1191387257358
1999-01-20,1020.4855058747695
1999-01-21,1008.390678402649
1999-01-22,992.9722729754066
1999-01-25,997.3723814472255
1999-01-26,1007.7437705551753
1999-01-27,1003.8715872864284
1999-01-28,1013.0892798794063
1999-01-29,1020.5767140056623
1999-02-01,1022.4201171928437
1999-02-02,1018.3666234811304
1999-02-03,1017.1778982649829
1999-02-04,1005.4661297918457
1999-02-05,998.568489663271
1999-02-08,996.986755430814
1999-02-09,978.4008120930591
1999-02-10,979.5638283145206
1999-02-11,996.500700366804
1999-02-12,991.2686546174234
1999-02-15,991.2969079943848
1999-02-16,994.2858872456769
1999-02-17,985.2900860425821
1999-02-18,989.6114093329978
1999-02-19,988.7007698245135
1999-02-22,1005.328450345648
1999-02-23,1008.0053371896424
1999-02-24,1002.9128312613323
1999-02-25,998.8506891092534
1999-02-26,994.1214632639392
1999-03-01,986.9016019100488
1999-03-02,981.9325461122523
1999-03-03,979.7472497314529
1999-03-04,986.7347326429934
1999-03-05,1010.9055902188421
1999-03-08,1014.7570758893911
1999-03-09,1017.49654713609
1999-03-10,1025.7193353712494
1999-03-11,1032.467409546344
1999-03-12,1035.7676947760451
1999-03-15,1043.0170557741526
1999-03-16,1045.5757464280825
1999-03-17,1043.5572165717863
1999-03-18,1047.3470944979447
1999-03-19,1047.0272162888457
1999-03-22,1042.9969202055745
1999-03-23,1021.9665782927639
1999-03-24,1019.3876712992171
1999-03-25,1034.349952888255
1999-03-26,1026.5917172566276
1999-03-29,1042.0825970052717
1999-03-30,1039.1306171319557
1999-03-31,1038.598433976947
1999-04-01,1044.9414019917408
1999-04-02,1044.1632705126494
1999-04-05,1053.30698830348
1999-04-06,1059.8731295214484
1999-04-07,1067.0544019201284
1999-04-08,1079.3610199421769
1999-04-09,1080.3811899957545
1999-04-12,1084.7488071190926
1999-04-13,1085.132910757481
1999-04-14,1078.8460688704138
1999-04-15,1071.3802242582194
1999-04-16,1070.585225510791
1999-04-19,1061.1967531643734
1999-04-20,1060.372819326095
1999-04-21,1070.5633202752242
1999-04-22,1082.6562238243148
1999-04-23,1085.2476542956565
1999-04-26,1089.0749934692287
1999-04-27,1096.2442456392992
1999-04-28,1090.9892902591153
1999-04-29,1084.1556263812734
1999-04-30,1081.276939966416
1999-05-03,1090.2257455417564
1999-05-04,1082.3678515249421
1999-05-05,1085.9432357891596
1999-05-06,1087.1522286512313
1999-05-07,1088.571876860041
1999-05-10,1088.6343812711593
1999-05-11,1091.0728618168448
1999-05-12,1090.3340647681027
1999-05-13,1092.012083884671
1999-05-14,1074.4841908432072
1999-05-17,1065.4883810312879
1999-05-18,1067.1040871089951
1999-05-19,1071.6306529755275
1999-05-20,1071.8962588774334
1999-05-21,1066.240421716828
1999-05-24,1055.402927489493
1999-05-25,1042.2929376924492
1999-05-26,1048.1042400239414
1999-05-27,1034.2254282449476
1999-05-28,1043.4288446275705
1999-05-31,1043.9613969672248
1999-06-01,1044.2361282258184
1999-06-02,1046.1168236086082
1999-06-03,1049.4809145240135
1999-06-04,1063.5725634845983
1999-06-07,1071.1636454865356
1999-06-08,1070.133378656551
1999-06-09,1072.7620784913777
1999-06-10,1067.097679054314
1999-06-11,1068.7434088038178
1999-06-14,1062.3185630047149
1999-06-15,1065.6476852751812
1999-06-16,1079.2963303578467
1999-06-17,1087.4228712120328
1999-06-18,1090.592822516344
1999-06-21,1095.9053893572618
1999-06-22,1090.1895780424013
1999-06-23,1082.4633111427308
1999-06-24,1072.7754971013624
1999-06-25,1074.7929966493728
1999-06-28,1081.2360977996914
1999-06-29,1089.5388520129527
1999-06-30,1095.5415246024788
1999-07-01,1109.0998071354218
1999-07-02,1116.9520093196572
1999-07-05,1124.9817417491
1999-07-06,1121.9825402972685
1999-07-07,1120.2789759288148
1999-07-08,1116.4147109363746
1999-07-09,1120.2673441310278
1999-07-12,1119.0533750735767
1999-07-13,1113.5762614111045
1999-07-14,1119.3013008908863
1999-07-15,1130.790918547801
1999-07-16,1131.5643322723404
1999-07-19,1128.3147599546298
1999-07-20,1114.950810688466
1999-07-21,1112.8756060739295
1999-07-22,1100.3882092442057
1999-07-23,1091.323945820394
1999-07-26,1087.7233685204496
1999-07-27,1095.0852494232008
1999-07-28,1099.7953184339722
1999-07-29,1088.4931807976543
1999-07-30,1090.7159733584172
1999-08-02,1087.1064245837629
1999-08-03,1084.7745913704937
1999-08-04,1078.2535804140707
1999-08-05,1072.6885383115875
1999-08-06,1064.7658786993902
1999-08-09,1062.7767108973462
1999-08-10,1052.8445537291245
1999-08-11,1060.0385469571731
1999-08-12,1066.734137237255
1999-08-13,1082.0743417464362
1999-08-16,1089.4065700240665
1999-08-17,1093.5723924577192
1999-08-18,1091.5883083922402
1999-08-19,1086.9633697564507
1999-08-20,1099.8875363252118
1999-08-23,1115.7557594447796
1999-08-24,1114.7786739168196
1999-08-25,1123.6700752171046
1999-08-26,1112.6364984781949
1999-08-27,1107.5234151371778
1999-08-30,1099.0211351449268
1999-08-31,1089.262241220179
1999-09-01,1100.7235961002054
1999-09-02,1094.1854059272455
1999-09-03,1113.524141435368
1999-09-06,1118.490338560139
1999-09-07,1112.2631753464686
1999-09-08,1108.8324320330069
1999-09-09,1116.485271751725
1999-09-10,1116.8025289673265
1999-09-13,1113.8035705138764
1999-09-14,1109.4483157837021
1999-09-15,1100.143838841619
1999-09-16,1093.8691659385956
1999-09-17,1099.1937369327673
1999-09-20,1103.1400763955542
1999-09-21,1093.6247469940681
1999-09-22,1088.7373504577477
1999-09-23,1076.6794844841272
1999-09-24,1067.9957682118022
1999-09-27,1071.2741643812394
1999-09-28,1073.147330343685
1999-09-29,1066.556717699562
1999-09-30,1077.5795050337642
1999-10-01,1078.9373893150964
1999-10-04,1090.5169753323248
1999-10-05,1089.9872140885172
1999-10-06,1102.173483136497
1999-10-07,1105.156545669334
1999-10-08,1110.5704067200702
1999-10-11,1112.5752887151975
1999-10-12,1103.2713576640424
1999-10-13,1085.2112354590952
1999-10-14,1085.533779554562
1999-10-15,1065.365150600528
1999-10-18,1059.3278012764827
1999-10-19,1068.8979771843037
1999-10-20,1082.6489835982782
1999-10-21,1080.034684889552
1999-10-22,1091.3328380430446
1999-10-25,1088.0989220790623
1999-10-26,1086.004990466915
1999-10-27,1087.63227528902
1999-10-28,1110.9085874917596
1999-10-29,1131.3095235937885
1999-11-01,1128.0266303893882
1999-11-02,1126.17108894865
1999-11-03,1129.6824260613034
1999-11-04,1137.9689913476113
1999-11-05,1139.1335309513677
1999-11-08,1140.8060267967335
1999-11-09,1139.633032463139
1999-11-10,1147.7813307290933
1999-11-11,1154.4180523483797
1999-11-12,1157.9743829512995
1999-11-15,1159.9434345032712
1999-11-16,1170.7093073008837
1999-11-17,1170.451378882139
1999-11-18,1179.8222251694533
1999-11-19,1179.2035230601502
1999-11-22,1179.5718274131254
1999-11-23,1176.1205126955151
1999-11-24,1176.8667691143078
1999-11-25,1183.1163817634558
1999-11-26,1186.8143061221235
1999-11-29,1182.2026777677681
1999-11-30,1164.8644779944725
1999-12-01,1172.5473472672306
1999-12-02,1177.712262280072
1999-12-03,1195.5404063405354
