Date,AC ASIA ex JAPAN+CHINA A ONSHORE
2013-09-27,2397.9480183375813
2013-09-30,2375.8399630060085
2013-10-01,2383.6978202489727
2013-10-30,2466.7052987478664
2013-10-31,2447.302123294902
2013-11-01,2446.5328587440536
2013-11-27,2447.468730619088
2013-11-28,2459.4297059206992
2013-11-29,2468.730792523736
2013-12-02,2468.0074296433945
2013-12-30,2414.6761542389895
2013-12-31,2427.808720000449
2014-01-01,2427.73353744778
2014-01-02,2411.194189946846
2014-01-03,2375.5220999821795
2014-01-06,2351.132460789155
2014-01-07,2348.683039485027
2014-01-08,2362.506281114838
2014-01-09,2345.5574370120435
2014-01-10,2343.9950157416783
2014-01-13,2356.818227398243
2014-01-14,2357.4658771926397
2014-01-15,2360.84833507
2014-01-16,2362.59569286
2014-01-17,2356.48038585
2014-01-20,2346.99256164
2014-01-21,2355.58581844
2014-01-22,2374.95989188
2014-01-23,2354.12315776
2014-01-24,2340.22801444
2014-01-27,2295.2104494631094
2014-01-28,2301.0464069475242
2014-01-29,2320.0862228646693
2014-01-30,2308.2302340352758
2014-01-31,2309.0296035196407
2014-02-03,2297.3036579950294
2014-02-04,2267.9610361022687
2014-02-05,2261.3860333029597
2014-02-06,2276.075127451445
2014-02-07,2298.115559482861
2014-02-10,2310.6692967904587
2014-02-11,2332.3425190546805
2014-02-12,2353.529771085215
2014-02-13,2338.550960523032
2014-02-14,2356.660788929844
2014-02-17,2376.481456358137
2014-02-18,2368.685793915599
2014-02-19,2376.393786283619
2014-02-20,2352.633815315472
2014-02-21,2362.9000287586914
2014-02-24,2340.6163841786993
2014-02-25,2327.9927829997923
2014-02-26,2339.6106638189
2014-02-27,2351.2212824808084
2014-02-28,2360.099545916226
2014-03-03,2347.307622161272
2014-03-04,2346.3162004660476
2014-03-05,2350.275890644582
2014-03-06,2369.879522729809
2014-03-07,2370.9258625407465
2014-03-10,2331.0633025670763
2014-03-11,2338.3729845244293
2014-03-12,2315.6891024570295
2014-03-13,2321.8643706734047
2014-03-14,2304.201638048082
2014-03-17,2311.981077802747
2014-03-18,2316.921516365634
2014-03-19,2308.8462815338958
2014-03-20,2267.687875332052
2014-03-21,2294.994238430655
2014-03-24,2323.263310928738
2014-03-25,2319.118020036871
2014-03-26,2335.87835795096
2014-03-27,2337.2871067044416
2014-03-28,2352.4238640187186
2014-03-31,2363.631638469145
2014-04-01,2387.101099019326
2014-04-02,2398.1751997741526
2014-04-03,2394.0995129931202
2014-04-04,2395.719212622625
2014-04-07,2395.444805354494
2014-04-08,2419.592225760333
2014-04-09,2436.9694015298237
2014-04-10,2456.2930503344382
2014-04-11,2445.7377905928447
2014-04-14,2442.1630939185216
2014-04-15,2422.6356104740735
2014-04-16,2422.8112720596864
2014-04-17,2427.5180510606037
2014-04-18,2432.3290995779835
2014-04-21,2421.554920377279
2014-04-22,2420.706180691185
2014-04-23,2411.3215039281854
2014-04-24,2412.1218564580213
2014-04-25,2382.786553014144
2014-04-28,2369.8677780672087
2014-04-29,2385.629314084331
2014-04-30,2374.014447667296
2014-05-01,2374.2843274182915
2014-05-02,2384.1503530237196
2014-05-05,2380.1251500874628
2014-05-06,2384.0800603276266
2014-05-07,2365.5180417340216
2014-05-08,2371.2515923109036
2014-05-09,2374.566158419189
2014-05-12,2398.1755957099613
2014-05-13,2411.064774785681
2014-05-14,2431.3984400081454
2014-05-15,2430.438576255102
2014-05-16,2433.821633400902
2014-05-19,2433.5941843153005
2014-05-20,2429.091787571184
2014-05-21,2434.529862630302
2014-05-22,2449.621971652027
2014-05-23,2458.0170587647394
2014-05-26,2456.950503119484
2014-05-27,2448.480920233725
2014-05-28,2466.80680056103
2014-05-29,2460.548285145383
2014-05-30,2452.845227501674
2014-06-02,2456.5216265124086
2014-06-03,2470.4886899938297
2014-06-04,2457.97719733767
2014-06-05,2467.1849710373704
2014-06-06,2465.486957863582
2014-06-09,2472.739463771493
2014-06-10,2495.6931588975904
2014-06-11,2494.097977222998
2014-06-12,2489.5291679633615
2014-06-13,2489.3825412741767
2014-06-16,2489.697814411704
2014-06-17,2485.08025018392
2014-06-18,2474.8019345469493
2014-06-19,2471.5454563056987
2014-06-20,2466.3806991864735
2014-06-23,2458.6040109611936
2014-06-24,2472.868200427396
2014-06-25,2465.394629235809
2014-06-26,2489.668137946572
2014-06-27,2492.24081082593
2014-06-30,2509.3462263323927
2014-07-01,2510.1967587712297
2014-07-02,2538.674609675124
2014-07-03,2544.031875544586
2014-07-04,2546.721363214039
2014-07-07,2551.183688617989
2014-07-08,2551.6080652403552
2014-07-09,2529.1473683814384
2014-07-10,2535.2623443055904
2014-07-11,2526.717986284516
2014-07-14,2537.891930196241
2014-07-15,2547.508489445037
2014-07-16,2546.721763582919
2014-07-17,2543.269118521494
2014-07-18,2542.081090691962
2014-07-21,2544.5509868128247
2014-07-22,2570.6632393195105
2014-07-23,2583.851372751342
2014-07-24,2598.0588830082233
2014-07-25,2601.8364649632385
2014-07-28,2622.9435263013183
2014-07-29,2636.3133121078968
2014-07-30,2643.933299198857
2014-07-31,2636.0058545424363
2014-08-01,2607.787684874488
2014-08-04,2634.2341548170357
2014-08-05,2627.5043199434494
2014-08-06,2618.664688488218
2014-08-07,2600.0779141654307
2014-08-08,2588.344165508121
2014-08-11,2620.659975905648
2014-08-12,2626.2372508129333
2014-08-13,2642.7020026859846
2014-08-14,2640.7503151911587
2014-08-15,2650.8508179548166
2014-08-18,2652.5317168315937
2014-08-19,2667.5622133658317
2014-08-20,2669.7849000479955
2014-08-21,2651.9436932355015
2014-08-22,2668.6393379522005
2014-08-25,2660.5687191652246
2014-08-26,2654.8741929995917
2014-08-27,2662.805245563717
2014-08-28,2650.627371331384
2014-08-29,2653.198436307425
2014-09-01,2665.0870186736774
2014-09-02,2661.7246339723183
2014-09-03,2690.9847924926585
2014-09-04,2696.9208864208313
2014-09-05,2693.9261978183004
2014-09-08,2697.828409972216
2014-09-09,2695.412880729447
2014-09-10,2669.847520894733
2014-09-11,2657.4117286560345
2014-09-12,2657.7122110177634
2014-09-15,2639.3602252231954
2014-09-16,2610.2427632625513
2014-09-17,2633.313776410158
2014-09-18,2625.722419614178
2014-09-19,2632.27429040928
2014-09-22,2602.712187645047
2014-09-23,2596.3795023888097
2014-09-24,2611.365646239381
2014-09-25,2597.442340746017
2014-09-26,2593.8011170260106
2014-09-29,2571.687326701115
2014-09-30,2562.2683345395353
2014-10-01,2554.412418824731
2014-10-02,2545.826188197579
2014-10-03,2555.9131511959768
2014-10-06,2561.150308498307
2014-10-07,2564.5038421560944
2014-10-08,2551.7208558879856
2014-10-09,2573.00225131674
2014-10-10,2544.862948777104
2014-10-13,2530.4502047863225
2014-10-14,2529.135543867496
2014-10-15,2532.9320426790205
2014-10-16,2510.235843776563
2014-10-17,2507.7876092372476
2014-10-20,2534.711427670238
2014-10-21,2528.291260240939
2014-10-22,2546.666833362031
2014-10-23,2537.205157955005
2014-10-24,2531.773496563071
2014-10-27,2524.374443155562
2014-10-28,2553.02034409598
2014-10-29,2591.566615165723
2014-10-30,2589.66477594547
2014-10-31,2616.57655735727
2014-11-03,2611.5766516189874
2014-11-04,2603.2929897311237
2014-11-05,2588.3454782727417
2014-11-06,2586.7607365560652
2014-11-07,2575.6960618151543
2014-11-10,2613.578543513808
