Date,ACWI ex AUSTRIA
1998-12-31,1000.0
1999-01-01,1000.0001971226092
1999-01-04,1010.447631373967
1999-01-05,1020.7150024934435
1999-01-06,1040.2090531513386
1999-01-07,1037.4523569241917
1999-01-08,1036.4130773978031
1999-01-11,1027.2376856697176
1999-01-12,1009.5658657584291
1999-01-13,994.4127509831254
1999-01-14,987.1896046216085
1999-01-15,1003.0008077521986
1999-01-18,1011.8582938127549
1999-01-19,1014.2646086689497
1999-01-20,1020.6023110403751
1999-01-21,1008.3353928755326
1999-01-22,992.7293303407115
1999-01-25,996.8793170172536
1999-01-26,1007.172081941561
1999-01-27,1003.5142357058235
1999-01-28,1012.3236803776051
1999-01-29,1019.8598045861572
1999-02-01,1021.7565212466666
1999-02-02,1017.6941788793516
1999-02-03,1016.4072202528478
1999-02-04,1004.7830093808636
1999-02-05,997.6675495861047
1999-02-08,996.0317939628275
1999-02-09,977.6670880818764
1999-02-10,978.6321097262697
1999-02-11,995.509473884882
1999-02-12,990.6010030865311
1999-02-15,990.5744533896689
1999-02-16,993.5136381973352
1999-02-17,984.5786155004618
1999-02-18,988.8685777508364
1999-02-19,987.6966835489187
1999-02-22,1004.2496533111778
1999-02-23,1006.9765839003462
1999-02-24,1002.1615500307161
1999-02-25,998.0954365638643
1999-02-26,993.5957208934464
1999-03-01,986.5935323685219
1999-03-02,981.6039500098284
1999-03-03,979.4545585200433
1999-03-04,986.3724735932351
1999-03-05,1010.5864116381733
1999-03-08,1014.5183132118889
1999-03-09,1017.462445086214
1999-03-10,1025.7902632273328
1999-03-11,1032.3948129799276
1999-03-12,1035.8203137619437
1999-03-15,1043.0851171689335
1999-03-16,1045.708116853084
1999-03-17,1043.7114322184432
1999-03-18,1047.2110099732213
1999-03-19,1047.2790229304437
1999-03-22,1043.3513675382533
1999-03-23,1022.4849491305491
1999-03-24,1019.639805168683
1999-03-25,1034.5647640306504
1999-03-26,1026.7767314074167
1999-03-29,1042.0425436483295
1999-03-30,1039.4021640970325
1999-03-31,1038.8948737501628
1999-04-01,1045.2547016443223
1999-04-02,1044.485305479354
1999-04-05,1053.5659963441312
1999-04-06,1060.063381185076
1999-04-07,1067.6262358064653
1999-04-08,1079.8381898540083
1999-04-09,1081.0892803783086
1999-04-12,1085.2843158151647
1999-04-13,1085.8136594218815
1999-04-14,1079.5237981755959
1999-04-15,1072.2579556699784
1999-04-16,1072.024149305605
1999-04-19,1063.0306323021148
1999-04-20,1061.721515809898
1999-04-21,1072.0477910894192
1999-04-22,1084.4610217649588
1999-04-23,1087.0272294021438
1999-04-26,1091.049451801866
1999-04-27,1098.3986204173534
1999-04-28,1092.8977954474833
1999-04-29,1086.099835280854
1999-04-30,1083.3983688674264
1999-05-03,1092.3180056467352
1999-05-04,1084.706222885457
1999-05-05,1088.4426189415537
1999-05-06,1089.6178088136116
1999-05-07,1090.4452934409926
1999-05-10,1090.6715768874678
1999-05-11,1092.911821366358
1999-05-12,1092.4010381903838
1999-05-13,1094.1672405680133
1999-05-14,1076.5355901583453
1999-05-17,1067.3913614873452
1999-05-18,1069.0404730004864
1999-05-19,1073.2673150790195
1999-05-20,1073.530779715896
1999-05-21,1067.8161692092367
1999-05-24,1057.230368409149
1999-05-25,1044.187438004265
1999-05-26,1050.0417477449798
1999-05-27,1036.1586097211705
1999-05-28,1045.1083524018845
1999-05-31,1045.6490423872053
1999-06-01,1046.087731625916
1999-06-02,1047.9941929597194
1999-06-03,1051.3270899675445
1999-06-04,1065.2406406875082
1999-06-07,1073.0829078699562
1999-06-08,1072.098368471998
1999-06-09,1074.7740654990478
1999-06-10,1069.078156408556
1999-06-11,1070.807264939358
1999-06-14,1064.3973811325104
1999-06-15,1067.6400374908449
1999-06-16,1081.4634393552108
1999-06-17,1089.6816216534107
1999-06-18,1092.8068970606812
1999-06-21,1098.5260621902737
1999-06-22,1092.9221958294227
1999-06-23,1085.2123920031027
1999-06-24,1075.4230745499788
1999-06-25,1077.477426755728
1999-06-28,1083.9738864519886
1999-06-29,1092.1079800605485
1999-06-30,1097.8245935883629
1999-07-01,1111.2619245888893
1999-07-02,1119.575183535041
1999-07-05,1127.7059735362552
1999-07-06,1124.617940047479
1999-07-07,1122.7523029482008
1999-07-08,1118.8865900354965
1999-07-09,1122.726936536809
1999-07-12,1121.3580314206715
1999-07-13,1115.8184404649376
1999-07-14,1121.1835597573972
1999-07-15,1132.7244982097163
1999-07-16,1133.2796946517524
1999-07-19,1130.0635172632096
1999-07-20,1116.9151857827967
1999-07-21,1114.7701142163953
1999-07-22,1102.2966669353368
1999-07-23,1093.0770405367325
1999-07-26,1089.3154603808166
1999-07-27,1096.7883539286324
1999-07-28,1101.5548259120403
1999-07-29,1090.3525002157148
1999-07-30,1092.6131758879746
1999-08-02,1089.2673426623933
1999-08-03,1086.9982329278089
1999-08-04,1080.5284996116752
1999-08-05,1074.6853990068616
1999-08-06,1066.7930297462335
1999-08-09,1064.6949635971534
1999-08-10,1054.5278429943028
1999-08-11,1061.4995086827057
1999-08-12,1068.3721907291585
1999-08-13,1083.4063218630015
1999-08-16,1090.9385829537177
1999-08-17,1094.9240302195267
1999-08-18,1093.2209611697272
1999-08-19,1088.9897039213056
1999-08-20,1101.947740774133
1999-08-23,1117.7203425340026
1999-08-24,1116.8085400067007
1999-08-25,1125.540313015153
1999-08-26,1114.6663680221588
1999-08-27,1109.394193893458
1999-08-30,1101.2060365044704
1999-08-31,1091.2760416944848
1999-09-01,1102.708523366848
1999-09-02,1096.1376581745417
1999-09-03,1115.2016370776987
