Date,ACWI MINIMUM VOLATILITY (JPY)
2001-05-31,1000.0
2001-06-01,1000.9366767146942
2001-06-04,1005.2276099647851
2001-06-05,1008.5413861723641
2001-06-06,1002.0689976860058
2001-06-07,1004.4877508211171
2001-06-08,1003.3062872614407
2001-06-11,996.390471139168
2001-06-12,995.4660729673523
2001-06-13,995.2563242993373
2001-06-14,991.1645412714993
2001-06-15,988.6209287546558
2001-06-18,984.030710549009
2001-06-19,982.8065933423353
2001-06-20,982.1238371741322
2001-06-21,981.6519492433641
2001-06-22,979.5655718383449
2001-06-25,977.3503943550687
2001-06-26,977.9827258117245
2001-06-27,971.6356238107825
2001-06-28,968.2928326350241
2001-06-29,972.849897725788
2001-07-02,976.973807091078
2001-07-03,974.5473650299618
2001-07-04,973.5150118266388
2001-07-05,968.646609373571
2001-07-06,958.8485289366024
2001-07-09,960.3238290210428
2001-07-10,959.6136820296903
2001-07-11,958.6592949310947
2001-07-12,962.8034052920125
2001-07-13,964.0769141912649
2001-07-16,961.0585327752468
2001-07-17,960.2620683666228
2001-07-18,963.5148602262271
2001-07-19,970.1073648752905
2001-07-20,969.0621496259938
2001-07-23,957.3177038028015
2001-07-24,951.7137355175298
2001-07-25,958.3089567815466
2001-07-26,962.0943632871977
2001-07-27,964.8592050366333
2001-07-30,965.5103506294191
2001-07-31,972.7137692823235
2001-08-01,977.5721558846063
2001-08-02,981.9915129190915
2001-08-03,978.4860366142241
2001-08-06,973.8235668737186
2001-08-07,975.3832449592594
2001-08-08,969.5818306521655
2001-08-09,967.3802440747206
2001-08-10,972.9478202793879
2001-08-13,974.7786393521727
2001-08-14,979.8742468274347
2001-08-15,987.5869083120392
2001-08-16,987.0881356309393
2001-08-17,981.9083164295807
2001-08-20,980.7548467562816
2001-08-21,983.5333985890246
2001-08-22,988.6237895062536
2001-08-23,985.5614731705997
2001-08-24,990.4651666402148
2001-08-27,990.0183278587127
2001-08-28,981.6736550342492
2001-08-29,976.8477742278991
2001-08-30,966.027188431904
2001-08-31,966.5115093698269
2001-09-03,961.5932122263124
2001-09-04,966.8848232358556
2001-09-05,962.9316700016312
2001-09-06,954.9966284024986
2001-09-07,949.0060303724275
2001-09-10,941.2319631408488
2001-09-11,935.9645252024796
2001-09-12,926.767145110652
2001-09-13,931.9540614197607
2001-09-14,928.5960680397715
2001-09-17,911.0052815895262
2001-09-18,910.0784234093207
2001-09-19,904.2903006585167
2001-09-20,884.77266185965
2001-09-21,860.4549277115093
2001-09-24,872.2123672605494
2001-09-25,877.0926128618772
2001-09-26,880.8167246152815
2001-09-27,891.1346428928344
2001-09-28,907.3779633911943
2001-10-01,905.9586812296144
2001-10-02,915.0285926021735
2001-10-03,915.1813777459437
2001-10-04,921.5280304663947
