Date,AC ASIA MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,996.8496283258733
2001-06-04,997.0011713172778
2001-06-05,991.5003610788788
2001-06-06,991.3926034870988
2001-06-07,996.1205333109227
2001-06-08,993.8189290196246
2001-06-11,985.0009042042237
2001-06-12,972.1839756695975
2001-06-13,973.3937685829654
2001-06-14,972.273784608351
2001-06-15,966.6069024385225
2001-06-18,961.7098596539213
2001-06-19,961.6960461452143
2001-06-20,960.9919382170789
2001-06-21,967.7991006329721
2001-06-22,971.4125694834916
2001-06-25,968.5050183597855
2001-06-26,973.6899116272541
2001-06-27,968.2959473941518
2001-06-28,958.1272778883709
2001-06-29,972.6017959951695
2001-07-02,968.4638505451597
2001-07-03,970.6377954544763
2001-07-04,965.3501223234368
2001-07-05,962.4015099598413
2001-07-06,952.9446829219046
2001-07-09,951.3170669293751
2001-07-10,954.5388794644849
2001-07-11,948.6640926656287
2001-07-12,958.0252061552328
2001-07-13,949.1597235805348
2001-07-16,945.5430572093717
2001-07-17,939.2142394015164
2001-07-18,930.3107544728823
2001-07-19,932.3106027848241
2001-07-20,934.9335571488712
2001-07-23,916.2450754574706
2001-07-24,920.8440783531772
2001-07-25,926.6301179491652
2001-07-26,928.5668068685816
2001-07-27,931.1797822604475
2001-07-30,923.8694346359774
2001-07-31,936.2146588621766
2001-08-01,939.0630617842987
2001-08-02,954.1724392393131
2001-08-03,947.8939089949818
2001-08-06,947.4364616783346
2001-08-07,952.798342841336
2001-08-08,954.356557475143
2001-08-09,940.0477726319798
2001-08-10,945.8429759563957
2001-08-13,941.1385954653094
2001-08-14,959.8723783079912
2001-08-15,970.0318791236614
2001-08-16,964.6627368503546
2001-08-17,962.1020530950183
2001-08-20,953.8666390416104
2001-08-21,960.4782831586232
2001-08-22,967.0074119075632
2001-08-23,961.9624526543608
2001-08-24,957.6294408757637
2001-08-27,961.9681678697485
2001-08-28,955.0333842916607
2001-08-29,951.0613534231753
2001-08-30,941.6782532655594
2001-08-31,941.5890192771226
2001-09-03,928.4121751862262
2001-09-04,939.3111671725112
2001-09-05,924.5113699166862
2001-09-06,920.3052872288887
2001-09-07,921.6494307204947
2001-09-10,905.1508184680678
2001-09-11,915.1988141111739
2001-09-12,870.3338862128859
2001-09-13,877.2362020348983
2001-09-14,889.8755552131669
2001-09-17,858.542705663158
2001-09-18,865.6084404677598
2001-09-19,881.254719451083
2001-09-20,874.0338914480168
2001-09-21,851.860444423903
2001-09-24,847.4063509547758
2001-09-25,851.5769949990822
2001-09-26,845.2563467479222
2001-09-27,842.4379054323376
2001-09-28,861.1236996846646
2001-10-01,868.4435755225331
2001-10-02,874.7862960375901
2001-10-03,865.5655986627901
2001-10-04,877.2994762730009
2001-10-05,877.0384188379312
2001-10-08,875.4541151524801
2001-10-09,867.0720139450651
2001-10-10,865.4200120593686
2001-10-11,876.5240409735119
2001-10-12,882.2183027968275
2001-10-15,878.6233870155789
2001-10-16,884.201626485745
2001-10-17,888.2756590251904
2001-10-18,874.705473978505
2001-10-19,875.1314465146854
2001-10-22,872.5720880175289
2001-10-23,883.2456709303184
2001-10-24,886.2425360038357
2001-10-25,893.1228402505758
2001-10-26,887.6035887475656
2001-10-29,878.036422097169
2001-10-30,873.4281348167755
2001-10-31,868.1175043453808
2001-11-01,870.5375285645591
2001-11-02,866.0408755880449
2001-11-05,867.4281261472295
2001-11-06,874.4065149384543
2001-11-07,862.1457733081364
2001-11-08,870.4213102630897
2001-11-09,865.6723326786755
2001-11-12,862.0548680317579
2001-11-13,851.8703357234958
2001-11-14,852.071164196156
2001-11-15,863.992614141791
2001-11-16,857.5860691135678
2001-11-19,861.5487153488288
2001-11-20,863.7307468849964
2001-11-21,869.3516558546838
2001-11-22,865.3634074251578
2001-11-23,863.8213388801305
2001-11-26,875.9487514506443
2001-11-27,871.155814928422
2001-11-28,861.2640498563726
2001-11-29,864.1208593731901
2001-11-30,871.9544782008978
2001-12-03,860.5569344923333
2001-12-04,863.755751987747
2001-12-05,871.9940823153822
2001-12-06,871.9793224108727
2001-12-07,865.0406893661503
2001-12-10,853.4179357187419
2001-12-11,849.8037662627991
2001-12-12,866.1547518369523
2001-12-13,850.218684688099
2001-12-14,850.2982041540091
2001-12-17,840.9477497051993
2001-12-18,841.6136181408486
2001-12-19,840.7842986151
2001-12-20,846.983947800477
2001-12-21,837.9150357231273
2001-12-24,837.3041411289576
2001-12-25,837.6155475095876
2001-12-26,831.3972681694376
2001-12-27,838.8296692584554
2001-12-28,847.3486464281127
2001-12-31,852.531280871185
2002-01-01,852.5211769066821
2002-01-02,848.868355671324
2002-01-03,849.5780925134346
2002-01-04,860.4371940491969
2002-01-07,862.4471745881631
2002-01-08,846.8174473009936
2002-01-09,842.6330016517585
2002-01-10,833.3236523056866
2002-01-11,829.6667977943447
2002-01-14,831.4507494852568
2002-01-15,826.4248583572319
2002-01-16,826.2053145526538
2002-01-17,825.1922663883086
2002-01-18,833.2837797356397
2002-01-21,838.4344656359814
2002-01-22,818.6594046621598
2002-01-23,815.4897877508265
2002-01-24,815.7963351135303
2002-01-25,819.3321903960087
2002-01-28,829.1331774356973
2002-01-29,819.1587854089784
2002-01-30,815.1177210847995
2002-01-31,818.1641107308457
2002-02-01,810.0688954661886
2002-02-04,809.8078058240924
2002-02-05,796.9442398788414
2002-02-06,799.3362936484748
2002-02-07,804.9084379294125
2002-02-08,808.9675241279623
2002-02-11,814.9892316210087
2002-02-12,827.1192265211218
2002-02-13,829.3075266281049
2002-02-14,832.7982753339106
2002-02-15,831.073263329715
2002-02-18,831.1014210748921
2002-02-19,813.6691883822153
2002-02-20,811.2729579145283
2002-02-21,823.3005383964455
2002-02-22,825.4439783027668
2002-02-25,820.7790253117505
2002-02-26,818.9195988558076
2002-02-27,835.8337216649495
2002-02-28,836.8134545333429
2002-03-01,850.4070553008523
2002-03-04,880.8766628002488
2002-03-05,879.2281177758737
2002-03-06,885.8606624889495
2002-03-07,907.9511929348338
2002-03-08,908.3182498952943
2002-03-11,918.9458411156938
2002-03-12,904.6993300506452
2002-03-13,892.219809041779
2002-03-14,898.9852627030313
2002-03-15,900.9011733125315
2002-03-18,887.760385225085
2002-03-19,899.2431572586795
2002-03-20,893.9133078593784
2002-03-21,890.2362155555942
2002-03-22,879.1111572044788
2002-03-25,879.724818108198
2002-03-26,878.9489279450773
2002-03-27,880.5216868695674
2002-03-28,884.5648231618243
2002-03-29,870.9645658301039
2002-04-01,866.7015540205417
2002-04-02,873.893630579625
2002-04-03,884.4409130106808
2002-04-04,890.0741582298488
2002-04-05,892.5837299425397
2002-04-08,892.8648079428727
2002-04-09,882.281877237818
2002-04-10,889.5270715923106
2002-04-11,881.3541856249315
2002-04-12,876.8224617163597
2002-04-15,883.7267822902106
2002-04-16,890.2513022703042
2002-04-17,899.9091646147651
2002-04-18,907.2483403834551
2002-04-19,905.363190223868
2002-04-22,913.75868514906
2002-04-23,912.8930550294673
2002-04-24,910.8978319855116
2002-04-25,913.6180918363013
2002-04-26,908.1002765098582
2002-04-29,905.1590479012999
2002-04-30,903.4699403270224
2002-05-01,908.8590002036603
2002-05-02,907.8886313483122
2002-05-03,913.6648053937599
2002-05-06,908.0380669144761
2002-05-07,905.1443960109051
2002-05-08,909.3957614997018
2002-05-09,913.0071433395178
2002-05-10,914.9899223104179
2002-05-13,911.1129866406859
2002-05-14,905.1427341773142
2002-05-15,917.0971683857388
2002-05-16,923.0931071616129
2002-05-17,933.603612855973
2002-05-20,931.2869214981171
2002-05-21,933.7393219727164
2002-05-22,944.5935992744926
2002-05-23,944.0725837946055
2002-05-24,950.9498135624837
2002-05-27,949.5776979994431
2002-05-28,948.5050024413549
2002-05-29,946.7118329105439
2002-05-30,950.0165698390393
2002-05-31,938.3833194595147
2002-06-03,944.3510545292912
2002-06-04,937.1619295348954
2002-06-05,934.3039726017284
2002-06-06,930.0088502217257
2002-06-07,925.0968813793272
2002-06-10,924.2436319999697
2002-06-11,921.548625482589
2002-06-12,915.2862236483078
2002-06-13,911.5055103174705
2002-06-14,903.0533344872565
2002-06-17,888.2634080952074
2002-06-18,894.4794737982488
2002-06-19,879.4447574213647
2002-06-20,891.0652540352311
2002-06-21,892.4251337338383
2002-06-24,899.6870804136925
2002-06-25,893.8012150984041
2002-06-26,887.8995157412309
2002-06-27,889.4469414700263
2002-06-28,908.754810613678
2002-07-01,904.4892452914783
2002-07-02,908.5271209770632
2002-07-03,922.7949633852772
2002-07-04,919.4180985279131
2002-07-05,926.5275565418873
2002-07-08,931.1434880208603
2002-07-09,944.8040528634762
2002-07-10,938.1329317724567
2002-07-11,930.7944033766944
2002-07-12,937.1994756802083
2002-07-15,929.0811229270544
2002-07-16,918.199249060886
2002-07-17,918.1202100587655
2002-07-18,920.2410539053866
2002-07-19,912.8373790082459
2002-07-22,907.1079514402156
2002-07-23,904.2574468259658
2002-07-24,896.0312471530805
2002-07-25,891.7672208962348
2002-07-26,865.0286771611569
2002-07-29,864.5886782119716
2002-07-30,878.2977118608483
2002-07-31,874.5825496368924
2002-08-01,874.8514534408225
2002-08-02,876.459268656943
2002-08-05,873.5209986134157
2002-08-06,855.1018871375877
2002-08-07,872.1148269498943
2002-08-08,871.8801633451311
2002-08-09,887.0502405385031
2002-08-12,882.5561309809113
2002-08-13,882.5934321990694
2002-08-14,897.4173734167664
2002-08-15,898.9216730348375
2002-08-16,897.635967191374
2002-08-19,881.3130782147198
2002-08-20,878.1989985957231
2002-08-21,879.1740357565747
2002-08-22,880.8275510408588
2002-08-23,876.9465535721217
2002-08-26,888.5219790572116
2002-08-27,886.4143713176483
2002-08-28,880.5665710412783
2002-08-29,872.7278725932523
2002-08-30,873.8287127346773
2002-09-02,869.4624629631991
2002-09-03,858.9636022091703
2002-09-04,848.7149761910467
2002-09-05,853.0052761022412
2002-09-06,845.853227387138
2002-09-09,849.4043967626743
2002-09-10,849.3917902502209
2002-09-11,847.5110991562926
2002-09-12,851.2077529384161
2002-09-13,841.666701700397
2002-09-16,832.9736236251838
2002-09-17,847.0599782216569
2002-09-18,844.9607922635641
2002-09-19,854.8572766466485
2002-09-20,838.0468249167903
2002-09-23,832.8014400798543
2002-09-24,830.6906681204975
2002-09-25,821.8175957139273
2002-09-26,830.1051981084512
2002-09-27,837.5969019861383
2002-09-30,834.8912133973155
2002-10-01,821.8554132246277
2002-10-02,815.7308095141019
2002-10-03,812.5939349036602
2002-10-04,815.6973547245086
2002-10-07,791.8999865516026
