Date,AC FAR EAST MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,997.5972257565099
2001-06-04,998.834420063262
2001-06-05,994.3627061833402
2001-06-06,994.4962417545382
2001-06-07,999.8725202074513
2001-06-08,997.3219158205411
2001-06-11,987.3833012936719
2001-06-12,974.2982815064255
2001-06-13,975.2972399692832
2001-06-14,974.0748780030607
2001-06-15,969.2267285097321
2001-06-18,964.0714160198214
2001-06-19,962.9013048726401
2001-06-20,961.5634243279544
2001-06-21,968.3683281833142
2001-06-22,972.2476916745953
2001-06-25,970.5059112453547
2001-06-26,973.931663616589
2001-06-27,968.7133097829576
2001-06-28,957.913370569657
2001-06-29,972.9703280985209
2001-07-02,969.1448302727027
2001-07-03,972.7356045974278
2001-07-04,967.0293141686534
2001-07-05,963.8816343858746
2001-07-06,954.325747789794
2001-07-09,952.0936002964579
2001-07-10,954.8675208271462
2001-07-11,947.7681786887312
2001-07-12,957.2237556477638
2001-07-13,947.2127433664336
2001-07-16,942.9853434939578
2001-07-17,936.3056568475741
2001-07-18,927.1925277916051
2001-07-19,928.9294810891436
2001-07-20,932.8661784305605
2001-07-23,913.4871931281572
2001-07-24,917.7629227124114
2001-07-25,924.586414194391
2001-07-26,927.0713564528215
2001-07-27,930.0126859971284
2001-07-30,921.3663078721274
2001-07-31,934.0030459672164
2001-08-01,937.0657526460775
2001-08-02,952.9204242576585
2001-08-03,945.6573670716565
2001-08-06,944.9070244863352
2001-08-07,950.1668983231533
2001-08-08,951.9288720893602
2001-08-09,936.6276403429109
2001-08-10,943.5109488344069
2001-08-13,939.263083779504
2001-08-14,958.3818118065636
2001-08-15,969.3585392535158
2001-08-16,964.2621104098779
2001-08-17,961.6403701284677
2001-08-20,953.0206237185887
2001-08-21,959.7279829774734
2001-08-22,966.2860477446134
2001-08-23,960.1774773898645
2001-08-24,955.3380070591539
2001-08-27,960.1694421125345
2001-08-28,952.3308946690668
2001-08-29,948.5501177143083
2001-08-30,939.0765236142864
2001-08-31,939.7319650438768
2001-09-03,926.2490595137958
2001-09-04,937.0039619473001
2001-09-05,920.2778850395741
2001-09-06,915.3961334573846
2001-09-07,915.9920802560824
2001-09-10,898.8763521897145
2001-09-11,909.7849102977627
2001-09-12,863.6776561673139
2001-09-13,871.4561173958388
2001-09-14,886.924637392959
2001-09-17,856.0835908165436
2001-09-18,861.8032096269552
2001-09-19,877.1792565756915
2001-09-20,869.9749829488551
2001-09-21,848.41475464407
2001-09-24,843.4939080176745
2001-09-25,847.570185067621
2001-09-26,841.2057524497831
2001-09-27,837.5225809986532
2001-09-28,856.2946783822678
2001-10-01,864.1150365241222
2001-10-02,869.970034312096
2001-10-03,861.3354115997744
2001-10-04,873.7768926215158
2001-10-05,873.0632381255604
2001-10-08,871.5187135713721
2001-10-09,862.8578638287157
2001-10-10,859.4754244537927
2001-10-11,871.2324969899937
2001-10-12,876.6311553148812
2001-10-15,872.1528151026466
2001-10-16,877.7264051817739
2001-10-17,881.1772019965517
2001-10-18,867.2794499059881
2001-10-19,866.8579293444917
2001-10-22,864.6445268130225
2001-10-23,874.9362222919909
2001-10-24,877.8621440181864
2001-10-25,884.9392478551099
2001-10-26,879.4689742378227
2001-10-29,869.1029877941334
2001-10-30,865.0320235168341
2001-10-31,859.1708660972706
2001-11-01,860.0322687608287
2001-11-02,855.4735644420228
2001-11-05,857.3278571868665
2001-11-06,863.5778685842998
2001-11-07,851.820465329475
2001-11-08,859.8504384815701
2001-11-09,855.0520920487771
2001-11-12,851.4642457730661
2001-11-13,841.1304593223113
2001-11-14,841.9261284375402
2001-11-15,853.4549927933006
2001-11-16,846.8843418116722
2001-11-19,850.759419580899
2001-11-20,854.0835171172688
2001-11-21,859.7428238290304
2001-11-22,855.3315228386693
2001-11-23,854.2673910435842
2001-11-26,866.0485804830315
2001-11-27,861.0130973717963
2001-11-28,849.8461754896325
2001-11-29,853.3268634539414
2001-11-30,861.5564509749472
2001-12-03,850.7254711289578
2001-12-04,854.3560907610732
2001-12-05,862.4833054545066
2001-12-06,863.3303776478703
2001-12-07,856.67808529098
2001-12-10,844.9485411340037
2001-12-11,840.8034801184235
2001-12-12,857.9436974743912
2001-12-13,841.1022295668997
2001-12-14,841.8995237337156
2001-12-17,832.9044162536388
2001-12-18,833.3839452393374
2001-12-19,832.8193657177951
2001-12-20,838.8712266224923
2001-12-21,829.0112019684786
2001-12-24,828.8730612669823
2001-12-25,829.6524401174607
2001-12-26,823.4738506299673
2001-12-27,831.7241072249631
2001-12-28,840.1203208054344
2001-12-31,844.9842699344626
2002-01-01,844.9842699344626
2002-01-02,841.0417298278284
2002-01-03,841.793170666711
2002-01-04,852.7020587548596
2002-01-07,855.2821317527624
2002-01-08,839.1182860817436
2002-01-09,834.2805389412154
2002-01-10,824.5402262545813
2002-01-11,820.4769797784633
2002-01-14,821.3868912018384
2002-01-15,816.3417925690851
2002-01-16,816.0470998563463
2002-01-17,814.99139580999
2002-01-18,822.7023611734102
2002-01-21,828.5436882320786
2002-01-22,808.5394092015313
2002-01-23,805.0467359458174
2002-01-24,805.5273735882313
2002-01-25,810.1591762788801
2002-01-28,820.5265603523391
2002-01-29,810.6550171373277
2002-01-30,806.5903739496924
2002-01-31,810.45054428767
2002-02-01,801.4809074763234
2002-02-04,801.2577127182208
2002-02-05,787.6568844134384
2002-02-06,789.1528807725808
2002-02-07,793.7156498216824
2002-02-08,797.0862300992143
2002-02-11,803.3946890850704
2002-02-12,815.9317355191492
2002-02-13,817.6543342062233
2002-02-14,821.0080354073929
2002-02-15,818.9089403094679
2002-02-18,818.3020451872949
2002-02-19,800.7417259303136
2002-02-20,798.3325027817683
2002-02-21,810.0162451629312
2002-02-22,811.2654296363481
2002-02-25,805.8036330708098
2002-02-26,802.1293078286561
2002-02-27,820.5639824570786
2002-02-28,823.2026434548079
2002-03-01,835.5006464714011
2002-03-04,867.0270704501241
2002-03-05,865.2074168158315
2002-03-06,872.1393593822193
2002-03-07,893.6888331904514
2002-03-08,894.0730218537136
2002-03-11,905.9961104028109
2002-03-12,892.8585598033239
2002-03-13,879.4129871258102
2002-03-14,885.5687410375895
2002-03-15,886.648435172778
2002-03-18,873.7207264840257
2002-03-19,885.9370028415912
2002-03-20,880.6977040473729
2002-03-21,877.0959177049242
2002-03-22,866.8967902158714
2002-03-25,867.7672048121183
2002-03-26,867.4358301426756
2002-03-27,869.1779970306859
2002-03-28,872.9775213205681
2002-03-29,858.9094070031683
2002-04-01,853.505972976659
2002-04-02,860.0024574642218
2002-04-03,871.2532469206202
2002-04-04,876.9437886983992
2002-04-05,879.7882664984178
2002-04-08,880.0985008258925
2002-04-09,869.1593675158776
2002-04-10,875.9514139455573
2002-04-11,867.8972387254154
2002-04-12,863.4646771806001
2002-04-15,871.0566611355924
2002-04-16,878.3414491935747
2002-04-17,889.5083350518726
2002-04-18,897.115454239735
2002-04-19,896.6459949851586
2002-04-22,905.1182394102108
2002-04-23,904.2937769735807
2002-04-24,901.9965100726481
2002-04-25,905.2262225333072
2002-04-26,899.3627613981752
2002-04-29,896.8498636542279
2002-04-30,894.539317477152
2002-05-01,899.9019160732837
2002-05-02,899.0384888045935
2002-05-03,905.120978904088
2002-05-06,898.4010868656027
2002-05-07,895.2692469663458
2002-05-08,899.9715933733022
2002-05-09,903.4420893199695
2002-05-10,906.2056219446048
2002-05-13,901.8722075418626
2002-05-14,896.0418162870375
2002-05-15,908.7985433562906
2002-05-16,914.8327550997134
2002-05-17,925.9895552129548
2002-05-20,924.0585920726945
2002-05-21,927.6333640089604
2002-05-22,939.1813579053626
2002-05-23,939.5747602978564
2002-05-24,944.9086098898186
2002-05-27,943.9934420635407
2002-05-28,944.1528779300139
2002-05-29,942.2683297779831
2002-05-30,946.387528508776
2002-05-31,934.2756618099066
2002-06-03,939.7730808164239
2002-06-04,932.2939301467313
2002-06-05,929.0092421803503
2002-06-06,924.8941735505995
2002-06-07,920.4624981527096
2002-06-10,918.7924587597107
2002-06-11,915.3810677743941
2002-06-12,909.0623575602398
2002-06-13,905.4238035062004
2002-06-14,896.0517832860413
2002-06-17,880.9976531383419
2002-06-18,887.3086785193585
2002-06-19,872.3163128591807
2002-06-20,884.4121618638553
2002-06-21,885.8171872323039
2002-06-24,893.6653328815245
2002-06-25,887.5945945170415
2002-06-26,881.1349488374847
2002-06-27,882.8273382532109
2002-06-28,902.2871150108951
2002-07-01,897.6246964564267
2002-07-02,901.6533502102938
2002-07-03,916.30186502214
2002-07-04,912.6616727650983
2002-07-05,919.9319783759224
2002-07-08,924.104638350244
2002-07-09,937.9978314354206
2002-07-10,931.1838876922277
2002-07-11,923.4776395213964
2002-07-12,929.5848924212107
2002-07-15,921.5952944184461
2002-07-16,910.7185094935356
2002-07-17,910.6084763967112
2002-07-18,912.0674469865814
2002-07-19,904.4079832309384
2002-07-22,898.9107919013927
2002-07-23,895.721156274321
2002-07-24,886.8485956892206
2002-07-25,882.925519776755
2002-07-26,856.4324474684468
2002-07-29,856.2649011112403
2002-07-30,870.9117057326685
2002-07-31,867.56657961644
2002-08-01,867.9421749212382
2002-08-02,869.4960216326222
2002-08-05,866.217385776437
2002-08-06,847.0944458915221
2002-08-07,864.6273564897739
2002-08-08,864.6297928609791
2002-08-09,879.5967623946719
2002-08-12,874.7527064843538
2002-08-13,874.814787263031
2002-08-14,889.5788421832133
2002-08-15,891.5310053710267
2002-08-16,890.1043264741951
2002-08-19,873.7537114478334
2002-08-20,870.5511888304233
2002-08-21,871.4640772561837
2002-08-22,872.8361022920438
2002-08-23,868.3517226384437
2002-08-26,879.8525726594327
2002-08-27,877.6856705351311
2002-08-28,871.6731834208234
2002-08-29,863.9223771113564
2002-08-30,864.4141079245802
2002-09-02,860.0688895679301
2002-09-03,849.4934497140694
2002-09-04,839.281375720979
2002-09-05,843.4734964511874
2002-09-06,836.6773142105236
2002-09-09,840.5638031115005
2002-09-10,840.6239317585931
2002-09-11,838.3891284280189
2002-09-12,842.1742003537677
2002-09-13,832.5724890356761
2002-09-16,823.7966780289844
2002-09-17,838.1602819011387
2002-09-18,835.8123405060104
2002-09-19,845.870136355567
2002-09-20,829.3457869601001
2002-09-23,824.163787131344
2002-09-24,821.316857337303
2002-09-25,812.0070685414576
2002-09-26,820.4309257305908
2002-09-27,827.7926692579529
2002-09-30,825.1004338001425
2002-10-01,812.6395404058673
2002-10-02,806.2993891496886
2002-10-03,803.5712465184773
2002-10-04,806.960449857573
2002-10-07,782.5930136699772
2002-10-08,783.4989574331404
2002-10-09,778.6879661988044
2002-10-10,771.972031374987
2002-10-11,774.5478947955195
2002-10-14,775.6660460845201
2002-10-15,791.5841169300769
2002-10-16,797.8678477647627
2002-10-17,801.9060562979162
2002-10-18,804.6543779750867
2002-10-21,804.8736943518965
2002-10-22,788.7754408713502
2002-10-23,801.8487753272226
2002-10-24,795.800309485341
2002-10-25,802.8997914886671
2002-10-28,804.9099543951145
2002-10-29,804.964178292716
2002-10-30,809.2615864578657
2002-10-31,806.421051170814
2002-11-01,805.997343666168
2002-11-04,808.639953405174
2002-11-05,818.197577573452
2002-11-06,821.2528623933885
2002-11-07,824.5195423566507
2002-11-08,824.2528662087783
2002-11-11,812.7668392442098
2002-11-12,815.0613209676061
2002-11-13,809.7623606042629
2002-11-14,803.9177093173433
2002-11-15,815.0586757896816
2002-11-18,804.1896956118787
2002-11-19,799.8146182495652
2002-11-20,799.1093902424303
2002-11-21,801.145294088862
2002-11-22,807.1655912559772
2002-11-25,815.0986876073968
2002-11-26,810.1116332959986
2002-11-27,813.3926845204111
2002-11-28,818.8707460284355
2002-11-29,818.2420296276655
2002-12-02,806.5684634197235
2002-12-03,808.5227554625919
2002-12-04,801.8565431805422
2002-12-05,795.9388857749586
2002-12-06,799.1871056252869
2002-12-09,801.4526897754527
2002-12-10,802.3805879166407
2002-12-11,799.0812860803594
2002-12-12,802.5395034994182
2002-12-13,805.1027541623489
2002-12-16,800.2118907501216
2002-12-17,803.7714696363371
2002-12-18,793.1496469874165
2002-12-19,800.462017032011
2002-12-20,803.4801057650391
2002-12-23,803.9637088756377
2002-12-24,804.7639840263483
2002-12-25,802.8396866186752
2002-12-26,814.1626785636396
2002-12-27,818.9684451949734
2002-12-30,821.2920821150757
2002-12-31,820.5267884049001
2003-01-01,820.5267884049001
2003-01-02,816.0204383024907
2003-01-03,818.5729612325113
2003-01-06,835.0550450499197
2003-01-07,821.4983675686855
2003-01-08,816.0180870973827
2003-01-09,818.0587936294357
2003-01-10,817.6330813599916
2003-01-13,824.403944323702
2003-01-14,833.7944712323255
2003-01-15,841.0723150373905
2003-01-16,838.0633946364426
2003-01-17,835.9275500871204
2003-01-20,832.5573962227501
2003-01-21,834.2266422834902
2003-01-22,828.3024643059214
2003-01-23,839.3658279946545
2003-01-24,832.4373295394417
2003-01-27,821.1472110737736
2003-01-28,821.5201118588132
2003-01-29,813.8490928196071
2003-01-30,808.0961567134195
2003-01-31,802.6430111488022
2003-02-03,808.1555583652886
2003-02-04,813.926695369821
2003-02-05,816.557340810068
2003-02-06,810.7838639288292
2003-02-07,806.4725590416518
2003-02-10,801.045752773994
2003-02-11,798.6772329549541
2003-02-12,807.8415773261422
2003-02-13,802.6247674542693
2003-02-14,807.0180964754853
2003-02-17,813.3836516333363
2003-02-18,816.4090507085898
2003-02-19,818.3483454691657
2003-02-20,817.0484375033506
2003-02-21,808.2268768824061
2003-02-24,815.5851269234407
2003-02-25,803.8753905639651
2003-02-26,805.295380597798
2003-02-27,803.3032689308201
2003-02-28,801.004066694249
2003-03-03,807.8112150671055
2003-03-04,809.1514746607922
2003-03-05,807.7691470353645
2003-03-06,800.7772685907827
2003-03-07,792.955496962504
2003-03-10,788.7036561075753
2003-03-11,777.2539912185143
2003-03-12,782.216463359552
2003-03-13,775.0161018739389
2003-03-14,779.308985403302
2003-03-17,775.0741644772452
2003-03-18,780.2011678217837
2003-03-19,780.9712597313802
2003-03-20,790.1474356818892
2003-03-21,785.2571187421187
2003-03-24,802.6900866404995
2003-03-25,796.6093498369755
2003-03-26,803.1059031604974
2003-03-27,806.0706723117684
2003-03-28,802.0718280166162
2003-03-31,787.7470376253648
2003-04-01,792.808621708312
2003-04-02,795.2170007611857
2003-04-03,790.6231972573174
2003-04-04,794.8625467995993
2003-04-07,803.3483404062365
2003-04-08,798.8231685573462
2003-04-09,795.041004148643
2003-04-10,798.2603906570548
2003-04-11,788.8982748348852
2003-04-14,787.3672219099881
2003-04-15,793.0308716121772
2003-04-16,793.6528739392534
2003-04-17,795.1305666839194
2003-04-18,796.5493289192733
2003-04-21,794.4024182592397
2003-04-22,788.0259602977313
2003-04-23,784.5647684401908
2003-04-24,785.6210405728818
2003-04-25,774.8651181536834
2003-04-28,772.2307241240065
2003-04-29,778.3776033739338
2003-04-30,793.0195234165635
2003-05-01,796.2794697989118
2003-05-02,797.8541396764043
2003-05-05,800.6883953574521
2003-05-06,811.9737429582519
2003-05-07,821.7629095273761
2003-05-08,814.8258935625653
2003-05-09,821.3105964651326
2003-05-12,825.0070239642785
2003-05-13,826.6708431870633
2003-05-14,829.6456056098574
2003-05-15,825.378989104086
2003-05-16,823.7480605037197
2003-05-19,817.7497036468992
2003-05-20,820.233090584641
2003-05-21,813.9944019334612
2003-05-22,819.0129920343595
2003-05-23,831.7978915878872
2003-05-26,835.0717459207909
2003-05-27,826.5557818488602
2003-05-28,824.7464319229587
2003-05-29,833.2999627003094
2003-05-30,826.7031262487812
2003-06-02,833.675085224228
2003-06-03,832.9779371669198
2003-06-04,833.6858117367639
2003-06-05,841.7436335466931
2003-06-06,840.2395978293708
2003-06-09,845.0429119194246
2003-06-10,848.2444805349154
2003-06-11,850.7151050692634
2003-06-12,853.4038804868545
2003-06-13,860.2813314479406
