Date,AC ASIA PACIFIC MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,998.6748908135172
2001-06-04,999.6160875388125
2001-06-05,994.4367959717773
2001-06-06,995.2563850306656
2001-06-07,1001.3968193935837
2001-06-08,999.7152518093854
2001-06-11,991.6414263487719
2001-06-12,980.2396828624791
2001-06-13,983.2299862953317
2001-06-14,983.2192598052475
2001-06-15,979.314842747113
2001-06-18,971.8302867830597
2001-06-19,971.1937030149758
2001-06-20,971.0629414845016
2001-06-21,976.6087566751005
2001-06-22,980.4741804306715
2001-06-25,978.2239513815178
2001-06-26,984.6395512667278
2001-06-27,978.9967866586695
2001-06-28,968.4405824058963
2001-06-29,982.7290390446979
2001-07-02,976.9289174047929
2001-07-03,979.9264128733919
2001-07-04,974.8041652825189
2001-07-05,968.8441806465719
2001-07-06,956.9812291157397
2001-07-09,956.4220335177959
2001-07-10,960.8678070149133
2001-07-11,955.8542406800578
2001-07-12,963.5210455475786
2001-07-13,956.8155887431482
2001-07-16,954.7778123216067
2001-07-17,947.5304898499649
2001-07-18,941.7640415004495
2001-07-19,944.8450404149357
2001-07-20,944.677866499429
2001-07-23,928.2027928595405
2001-07-24,932.3573791073593
2001-07-25,937.1601824751422
2001-07-26,937.4382700667261
2001-07-27,938.3822519687808
2001-07-30,933.0222822513431
2001-07-31,944.4687551577995
2001-08-01,951.0250055481063
2001-08-02,966.1436834902329
2001-08-03,959.6283614631262
2001-08-06,960.0118301833088
2001-08-07,964.9707259532781
2001-08-08,967.8078818576485
2001-08-09,955.3209143917652
2001-08-10,959.9454939968127
2001-08-13,956.2851104164864
2001-08-14,972.601222591177
2001-08-15,984.1193143930989
2001-08-16,978.6326012733697
2001-08-17,978.4737268840655
2001-08-20,969.790922929887
2001-08-21,976.1725173526564
2001-08-22,983.4457541024991
2001-08-23,978.2826427777719
2001-08-24,975.215112562441
2001-08-27,978.6248499193111
2001-08-28,972.3420603421189
2001-08-29,969.040413069571
2001-08-30,960.1807655262953
2001-08-31,956.9403517373574
2001-09-03,943.5322791171512
2001-09-04,952.8151799116725
2001-09-05,938.0480272574307
2001-09-06,934.8942252826747
2001-09-07,935.0433504391144
2001-09-10,919.709127174416
2001-09-11,930.8172207385554
2001-09-12,887.201805418228
2001-09-13,893.4058158111942
2001-09-14,905.4912152667039
2001-09-17,871.9897408070624
2001-09-18,878.549813042164
2001-09-19,893.3726645535545
2001-09-20,886.59989672157
2001-09-21,864.8437668714274
2001-09-24,859.6930145679505
2001-09-25,866.0889795969354
2001-09-26,860.470147805285
2001-09-27,856.9932224674774
2001-09-28,876.7966337961464
2001-10-01,884.3434334673293
2001-10-02,893.0691330229577
2001-10-03,884.4822152764951
2001-10-04,893.8533873057069
2001-10-05,897.1201968950986
2001-10-08,896.6038149947267
2001-10-09,887.3265696623375
2001-10-10,885.9103151433889
2001-10-11,895.8058458521115
2001-10-12,901.3281737087818
2001-10-15,900.6379932114927
2001-10-16,906.0458333108686
2001-10-17,911.3174699229717
2001-10-18,897.0484253518166
2001-10-19,895.7326851821541
2001-10-22,893.8385538054944
2001-10-23,903.4398178682642
2001-10-24,906.0444124569641
2001-10-25,913.0032069172369
2001-10-26,907.16634508804
2001-10-29,900.1309419402567
2001-10-30,897.4210689144122
2001-10-31,892.6499578789145
2001-11-01,896.2557433809258
2001-11-02,891.5118759488844
2001-11-05,892.3537612358346
2001-11-06,902.667642131263
2001-11-07,891.1715172665972
2001-11-08,899.1570392865871
2001-11-09,894.1102735857565
2001-11-12,892.9149730880512
2001-11-13,883.5681067343239
2001-11-14,883.5542405334735
2001-11-15,890.9548148890422
2001-11-16,884.5194191985278
2001-11-19,887.9579433818386
2001-11-20,890.6053924629067
2001-11-21,895.1637814476057
2001-11-22,890.5541833838414
2001-11-23,889.0940654287883
2001-11-26,900.3225519931086
2001-11-27,897.3410852454069
2001-11-28,888.5338977736885
2001-11-29,890.7336995662354
2001-11-30,898.2359303270526
2001-12-03,886.4638654463205
2001-12-04,887.5724549579735
2001-12-05,894.3214203189118
2001-12-06,894.1223868342456
2001-12-07,886.8214551444615
2001-12-10,876.2821242799424
2001-12-11,873.9102160695279
2001-12-12,887.9249469038036
2001-12-13,873.8062158377483
2001-12-14,872.9334348608928
2001-12-17,864.1270421178139
2001-12-18,864.829528939784
2001-12-19,863.204176421053
2001-12-20,867.3228577506179
2001-12-21,861.5602145110904
2001-12-24,862.0716005239315
2001-12-25,862.2236927998375
2001-12-26,856.5330727929595
2001-12-27,863.4410830091614
2001-12-28,872.0134139101599
2001-12-31,876.806096819367
2002-01-01,876.8016701429225
2002-01-02,874.6399029605277
2002-01-03,874.6715095305794
2002-01-04,885.0299560023595
2002-01-07,886.1324360428393
2002-01-08,872.1769574462195
2002-01-09,867.9992470371808
2002-01-10,859.6279131815993
2002-01-11,856.648716248855
2002-01-14,856.854847427512
2002-01-15,853.2801783211179
2002-01-16,853.782021352955
2002-01-17,851.749036321781
2002-01-18,859.4629352618069
2002-01-21,864.4301447440545
2002-01-22,848.4061570762767
2002-01-23,844.9855646099986
2002-01-24,844.6886030191453
2002-01-25,846.1589869763352
2002-01-28,854.3462643000817
2002-01-29,846.267786054642
2002-01-30,840.5725114695651
2002-01-31,844.5466042109153
2002-02-01,837.3248082634087
2002-02-04,837.4795036510122
2002-02-05,824.872170714457
2002-02-06,825.4758376057571
2002-02-07,830.5330007565383
2002-02-08,835.8652353027614
2002-02-11,841.9648836529557
2002-02-12,852.0846459500743
2002-02-13,853.8113478173004
2002-02-14,858.4583715309055
2002-02-15,857.615198084168
2002-02-18,857.6932186402942
2002-02-19,842.1801305832277
2002-02-20,838.731175152498
2002-02-21,848.9606862780067
2002-02-22,851.2545651565741
2002-02-25,847.2098115260236
2002-02-26,845.4843322005372
2002-02-27,858.9059761711874
2002-02-28,859.8791240402167
2002-03-01,872.8807177563615
2002-03-04,898.8583991776349
2002-03-05,896.3326946563724
2002-03-06,903.0159157621478
2002-03-07,926.3899466080293
2002-03-08,924.7869016726605
2002-03-11,932.1033146040917
2002-03-12,918.8946363508273
2002-03-13,908.2782985199294
2002-03-14,915.4720186708342
2002-03-15,916.5617344368386
2002-03-18,906.3579385420256
2002-03-19,916.2716678360852
2002-03-20,913.6359125173203
2002-03-21,909.7772073049833
2002-03-22,900.0586020218619
2002-03-25,899.9777422494182
2002-03-26,897.2477919636975
2002-03-27,898.8109228856607
2002-03-28,904.1362673856768
2002-03-29,892.1321615610159
2002-04-01,888.9306761987306
2002-04-02,893.724033547656
2002-04-03,902.0928806741981
2002-04-04,907.3125937116023
2002-04-05,910.1924068732219
2002-04-08,909.1921950101071
2002-04-09,899.8760832345096
2002-04-10,908.5359607057338
2002-04-11,901.741811818341
2002-04-12,897.3675715904725
2002-04-15,903.0740325534457
2002-04-16,909.1463574052558
2002-04-17,919.1421038815953
2002-04-18,926.0663094541677
2002-04-19,925.098670034915
2002-04-22,932.4584326879788
2002-04-23,931.3751293500742
2002-04-24,928.8869212387943
2002-04-25,932.5442707326721
2002-04-26,928.0366058256047
2002-04-29,923.1815445610852
2002-04-30,921.1305012157819
2002-05-01,927.3183053410895
2002-05-02,924.8188905283179
