Date,ACWI ex JAPAN MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.9562924107472
2001-06-04,1006.3255777168539
2001-06-05,1011.6158817011184
2001-06-06,1005.1252143472028
2001-06-07,1007.2660645085471
2001-06-08,1007.2668233246129
2001-06-11,1003.1056346763027
2001-06-12,1004.8398456400739
2001-06-13,1004.0362618891168
2001-06-14,999.1588030469803
2001-06-15,997.3930161342028
2001-06-18,992.9985430560808
2001-06-19,992.8492175973028
2001-06-20,992.7701451736324
2001-06-21,991.0826567251912
2001-06-22,987.6360862322304
2001-06-25,986.0134208697971
2001-06-26,984.3236975254518
2001-06-27,979.8621356113123
2001-06-28,978.8305573622889
2001-06-29,980.7839511853924
2001-07-02,986.9370906643919
2001-07-03,982.801547125884
2001-07-04,981.8793932411503
2001-07-05,976.4624771401135
2001-07-06,968.023335533295
2001-07-09,970.5321875149423
2001-07-10,968.8075967963748
2001-07-11,968.5026290646371
2001-07-12,971.1423668630553
2001-07-13,974.4285856084082
2001-07-16,971.5353277261173
2001-07-17,972.5501831784763
2001-07-18,976.844594241901
2001-07-19,983.5432678391555
2001-07-20,981.6788185858177
2001-07-23,972.4483865229817
2001-07-24,964.3973854435627
2001-07-25,971.4488153350285
2001-07-26,975.3272218394167
2001-07-27,976.9640455631466
2001-07-30,980.5177068340524
2001-07-31,987.3851264221506
2001-08-01,992.65802608133
2001-08-02,994.6707525790722
2001-08-03,992.1234140354807
2001-08-06,986.693117482124
2001-08-07,988.2137405033361
2001-08-08,982.2751068652661
2001-08-09,983.1236208043939
2001-08-10,987.8264947140734
2001-08-13,990.7328651319223
2001-08-14,992.2669854278503
2001-08-15,997.3450811315312
2001-08-16,998.657709058054
2001-08-17,992.5464991279255
2001-08-20,992.903951654664
2001-08-21,994.119164924986
2001-08-22,999.4255051595104
2001-08-23,997.4280018118493
2001-08-24,1004.1781073975117
2001-08-27,1002.6912390299785
2001-08-28,994.6992237088955
2001-08-29,990.3109590658471
2001-08-30,979.7892977829922
2001-08-31,979.2950659682942
2001-09-03,975.9520299041453
2001-09-04,978.883151172571
2001-09-05,977.8337489386059
2001-09-06,968.9171377320039
2001-09-07,961.4397552233442
2001-09-10,956.7217693577406
2001-09-11,945.8393157906276
2001-09-12,945.6204272824963
2001-09-13,947.5968528296996
2001-09-14,937.090852268676
2001-09-17,922.3530495210318
2001-09-18,919.0689688107665
2001-09-19,908.5204260927708
2001-09-20,884.6973535526757
2001-09-21,861.0089675163348
2001-09-24,876.6889819756336
2001-09-25,883.5591408835926
2001-09-26,889.2061829859409
2001-09-27,901.2552098134227
2001-09-28,916.0776076335077
2001-10-01,912.7865880391329
2001-10-02,921.1328093146283
2001-10-03,924.0753975865712
2001-10-04,928.2156039764741
2001-10-05,933.0758026481923
2001-10-08,929.436537329684
2001-10-09,925.8921439410144
2001-10-10,936.2998858081522
2001-10-11,939.0054058416509
2001-10-12,938.3471626002328
2001-10-15,934.6679019387054
2001-10-16,938.7395528719466
2001-10-17,937.6738576938641
2001-10-18,925.7773267330008
2001-10-19,921.9067086787144
2001-10-22,928.4137575638033
2001-10-23,927.5581460228332
2001-10-24,926.8104791510902
2001-10-25,928.6826871725618
2001-10-26,933.8151695358323
2001-10-29,926.8603056511105
2001-10-30,916.483533915589
2001-10-31,918.051354879428
2001-11-01,929.9724661282024
2001-11-02,929.5080675380631
2001-11-05,936.5188300121256
2001-11-06,940.4790606379712
2001-11-07,941.1018488388977
2001-11-08,942.9635881469354
2001-11-09,942.7888198714206
2001-11-12,938.1319627629184
2001-11-13,944.8377709407741
2001-11-14,943.1661258275702
2001-11-15,938.8925698789279
2001-11-16,941.7748139792063
2001-11-19,944.7317307947479
2001-11-20,945.575955614414
2001-11-21,942.2458937096344
2001-11-22,945.1945655623703
2001-11-23,947.9138313452629
2001-11-26,947.865705408502
2001-11-27,944.647685664591
2001-11-28,939.5949124159562
2001-11-29,943.8959502060101
2001-11-30,949.6146385850766
2001-12-03,948.2805203227838
2001-12-04,954.8617493279381
2001-12-05,965.4265006230899
2001-12-06,964.3683965413504
2001-12-07,962.4778240455252
2001-12-10,952.9861855775401
2001-12-11,948.6059341430073
2001-12-12,950.5313684520175
2001-12-13,944.7887882467722
2001-12-14,946.1324783167718
2001-12-17,952.3770420709983
2001-12-18,956.2056591550348
2001-12-19,957.6913961625219
2001-12-20,958.5992102933759
2001-12-21,960.5082894950475
2001-12-24,960.4084929902401
2001-12-25,961.2370515067086
2001-12-26,964.4017806325988
2001-12-27,972.856073672897
2001-12-28,975.3969341493416
2001-12-31,975.8745972934395
2002-01-01,975.9486698134519
2002-01-02,977.9595870586355
2002-01-03,980.616947748286
2002-01-04,981.8049680864725
2002-01-07,979.0548513027354
2002-01-08,974.1423484388814
2002-01-09,973.3019581474924
2002-01-10,973.0003191425756
2002-01-11,971.5404617289573
2002-01-14,970.380120666069
2002-01-15,975.3171415368627
2002-01-16,966.5015277315302
2002-01-17,968.6430239343359
2002-01-18,965.5997988193253
2002-01-21,966.4812602532251
2002-01-22,967.3762778933404
2002-01-23,972.1484066062706
2002-01-24,971.8450911856555
2002-01-25,969.2156182967373
2002-01-28,968.9337192301196
2002-01-29,958.1154990105015
2002-01-30,958.1248121532852
2002-01-31,970.4952829892001
2002-02-01,971.1775711607048
2002-02-04,965.7196104888444
2002-02-05,963.6745445449012
2002-02-06,959.5543274311042
2002-02-07,958.0020458242435
2002-02-08,964.2157359965169
2002-02-11,971.4008910973428
2002-02-12,972.7382759662099
2002-02-13,978.6342726474553
2002-02-14,982.9911592111017
2002-02-15,982.1179805654565
2002-02-18,980.373266129862
2002-02-19,970.390369843021
2002-02-20,972.4298394000568
2002-02-21,968.7916745139338
2002-02-22,974.8652294599866
2002-02-25,979.0317372144556
2002-02-26,980.8563467755223
2002-02-27,985.7766462464439
2002-02-28,985.1516224821929
2002-03-01,994.8793972029428
2002-03-04,1005.5930701262669
2002-03-05,1002.4241614951478
2002-03-06,1011.7400948409387
2002-03-07,1011.8350427576535
2002-03-08,1009.0821099961079
2002-03-11,1013.1123272315233
2002-03-12,1013.0863696721428
2002-03-13,1011.4328446627225
2002-03-14,1014.1553436591441
2002-03-15,1019.811137611224
