Date,ACWI ex USA MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.6831595222968
2001-06-04,1005.8409012651363
2001-06-05,1006.6597136125068
2001-06-06,1003.935944454035
2001-06-07,1007.7118281926249
2001-06-08,1006.03211997589
2001-06-11,997.859369993361
2001-06-12,995.0420324233281
2001-06-13,1000.7919685025983
2001-06-14,1002.667102706939
2001-06-15,999.752442997578
2001-06-18,992.30948299827
2001-06-19,989.991494169982
2001-06-20,987.6941211314536
2001-06-21,988.1817247994348
2001-06-22,990.8744337793906
2001-06-25,994.3446575047517
2001-06-26,992.087391453399
2001-06-27,987.2512578481299
2001-06-28,980.6859642284762
2001-06-29,988.7157133028153
2001-07-02,990.2998096550625
2001-07-03,987.8708097583689
2001-07-04,984.377654890051
2001-07-05,977.8486006493752
2001-07-06,971.619840226178
2001-07-09,973.4800066407522
2001-07-10,974.4956064947891
2001-07-11,972.820353998434
2001-07-12,971.7526242060183
2001-07-13,970.7756571155234
2001-07-16,968.7685539591076
2001-07-17,964.4941872013061
2001-07-18,968.0546714833889
2001-07-19,974.2522683363164
2001-07-20,975.6022720486848
2001-07-23,968.3096973326826
2001-07-24,968.8463608720847
2001-07-25,968.8976562864501
2001-07-26,970.1716234669958
2001-07-27,975.3847052487403
2001-07-30,978.3564937185411
2001-07-31,986.414009916555
2001-08-01,991.1463145792374
2001-08-02,995.4286476609665
2001-08-03,992.4269177038744
2001-08-06,991.4383900027896
2001-08-07,992.6263125528674
2001-08-08,990.3573276040969
2001-08-09,987.5342231864742
2001-08-10,990.5109619414544
2001-08-13,992.9539815606769
2001-08-14,999.194962503288
2001-08-15,1010.6057888039838
2001-08-16,1009.7334257338841
2001-08-17,1004.6635246806253
2001-08-20,999.8114218374744
2001-08-21,1005.1130615304162
2001-08-22,1012.7463860413719
2001-08-23,1009.2041595592095
2001-08-24,1014.5483411183297
2001-08-27,1013.7652730567063
2001-08-28,1006.416991806067
2001-08-29,1004.2191994149892
2001-08-30,993.3253148431667
2001-08-31,992.9846538652796
2001-09-03,985.4768052595867
2001-09-04,985.4386541000847
2001-09-05,978.0047733542776
2001-09-06,973.3959246510678
2001-09-07,969.6763122631324
2001-09-10,956.2558131581142
2001-09-11,937.2146760935506
2001-09-12,928.9120793584673
2001-09-13,935.6446104938794
2001-09-14,924.8358775736974
2001-09-17,917.7168412375437
2001-09-18,914.8616133284656
2001-09-19,913.9868333299718
2001-09-20,891.6002102019523
2001-09-21,865.5954691245148
2001-09-24,880.0292407095709
2001-09-25,888.1719859312601
2001-09-26,890.54270534783
2001-09-27,895.9999622242374
2001-09-28,911.8851575428453
2001-10-01,909.5853122570584
2001-10-02,917.7869915138451
