Date,AC FAR EAST EX JP MINIMUM VOLATILI (USD)
2001-05-31,1000.0
2001-06-01,994.2834370197858
2001-06-04,998.339255608169
2001-06-05,1002.9219220285752
2001-06-06,1008.4933854267765
2001-06-07,1009.3645794213892
2001-06-08,1019.9593482808315
2001-06-11,1016.4975698291219
2001-06-12,1015.8648939278323
2001-06-13,1014.5283452574264
2001-06-14,1004.9798898602633
2001-06-15,1003.6662157734236
2001-06-18,998.2614959197324
2001-06-19,998.1701909785481
2001-06-20,991.9594421159323
2001-06-21,994.2263262602543
2001-06-22,993.1176021899588
2001-06-25,993.9398408553703
2001-06-26,986.5956749872805
2001-06-27,989.2297307053577
2001-06-28,980.7582646507278
2001-06-29,995.2894615768089
2001-07-02,990.3615412345065
2001-07-03,991.0087260467126
2001-07-04,986.8451487961566
2001-07-05,985.5854761111531
2001-07-06,984.7467639764271
2001-07-09,973.0606714356862
2001-07-10,973.8510752209381
2001-07-11,960.9119894341203
2001-07-12,965.7753180616096
2001-07-13,956.0728654746841
2001-07-16,950.4739258778733
2001-07-17,944.5185248562188
2001-07-18,934.6347353151255
2001-07-19,931.4321862473938
2001-07-20,935.9830736095857
2001-07-23,928.0651747800512
2001-07-24,920.3116590662245
2001-07-25,926.5211451269613
2001-07-26,936.3807011249472
2001-07-27,941.6597810915985
2001-07-30,941.0863627382084
2001-07-31,950.0501383116919
2001-08-01,953.6345762482786
2001-08-02,961.170255685512
2001-08-03,958.744667374772
2001-08-06,951.7327588179432
2001-08-07,951.339139212074
2001-08-08,953.9286825345204
2001-08-09,942.5082532603369
2001-08-10,949.1795602775959
2001-08-13,953.5159503224957
2001-08-14,965.019669178527
2001-08-15,970.5207062918874
2001-08-16,974.9011226884526
2001-08-17,969.641217844683
2001-08-20,961.7796866648273
2001-08-21,963.8265442486087
2001-08-22,960.6531860400813
2001-08-23,960.9007025620524
2001-08-24,953.8009602354944
2001-08-27,968.2824560579369
2001-08-28,961.893551318145
2001-08-29,966.4661394832316
2001-08-30,963.8046726518053
2001-08-31,961.259997529374
2001-09-03,957.2381060825563
2001-09-04,962.2392304450163
2001-09-05,954.9508064907591
2001-09-06,945.4876791070619
2001-09-07,938.564001723879
2001-09-10,933.5879709116351
2001-09-11,927.2747634891391
2001-09-12,888.765219397355
2001-09-13,882.1336906026106
2001-09-14,861.3630376543222
2001-09-17,834.0035413524965
2001-09-18,834.2248809284072
2001-09-19,843.9470698966516
2001-09-20,832.404563728647
2001-09-21,806.349827087192
2001-09-24,808.5412620901246
2001-09-25,802.3040312010643
2001-09-26,807.0074868504101
2001-09-27,816.8240085653798
2001-09-28,827.9827802040852
2001-10-01,826.9798225813004
2001-10-02,818.6539558117616
2001-10-03,819.2961839677603
2001-10-04,835.0635344758933
2001-10-05,839.7367367962385
2001-10-08,825.0725355338025
2001-10-09,843.0155079990466
2001-10-10,836.6926987258012
2001-10-11,853.2604207238871
2001-10-12,850.903035491831
2001-10-15,848.9838408561877
2001-10-16,853.836221043869
2001-10-17,859.8260065294497
2001-10-18,849.1098168121629
2001-10-19,847.8086807808518
2001-10-22,848.5815356934787
2001-10-23,857.1238955672882
2001-10-24,866.6449536166054
2001-10-25,867.5260529276188
2001-10-26,871.5586489382827
2001-10-29,863.1712152863786
2001-10-30,853.4176746089311
2001-10-31,853.3183624400517
2001-11-01,853.0178559399953
2001-11-02,855.6526654083481
2001-11-05,863.3118542092451
2001-11-06,861.277427453352
2001-11-07,860.8550320732911
2001-11-08,868.4966896108492
2001-11-09,877.2464501118216
2001-11-12,882.0379944564285
2001-11-13,880.3029315504771
2001-11-14,895.0584040076047
2001-11-15,914.4526360383913
2001-11-16,917.7504654894361
2001-11-19,925.6550042360192
2001-11-20,920.6906637278203
2001-11-21,928.7725008099393
2001-11-22,929.3391151513836
2001-11-23,940.8407911918231
2001-11-26,954.4071723286771
2001-11-27,950.2243709054725
2001-11-28,928.6046034501292
2001-11-29,930.1578308009599
2001-11-30,936.3306804047629
2001-12-03,948.8403291008212
2001-12-04,960.2805099046008
2001-12-05,982.799397746361
2001-12-06,996.4194991753469
2001-12-07,1011.8201865393868
2001-12-10,1005.7330416872417
2001-12-11,999.6552351287789
2001-12-12,1015.4291032090114
2001-12-13,1000.9415581969624
2001-12-14,1001.3566405337167
2001-12-17,997.47935883208
2001-12-18,990.7273667887154
2001-12-19,987.7970437537325
2001-12-20,996.0341821300779
2001-12-21,973.9476298582465
2001-12-24,978.2973772218677
2001-12-25,987.2977411242255
2001-12-26,987.3862498556718
2001-12-27,992.6866243070062
2001-12-28,1002.2705556779639
2001-12-31,1014.8355189655679
2002-01-01,1014.8355189655679
2002-01-02,1021.8088083762865
2002-01-03,1025.1453486887165
2002-01-04,1040.9049592640654
2002-01-07,1060.9989456230762
2002-01-08,1051.408761155007
2002-01-09,1050.4325537883894
2002-01-10,1041.370632914294
2002-01-11,1032.7728402848159
2002-01-14,1034.46346273919
2002-01-15,1021.8687333117327
2002-01-16,1015.6463753876872
2002-01-17,1017.0106012858877
2002-01-18,1020.1117259320545
2002-01-21,1038.8420454157344
2002-01-22,1030.8203689064565
2002-01-23,1037.2841613889684
2002-01-24,1042.7117196465751
2002-01-25,1063.8307730204676
2002-01-28,1071.4576440585254
2002-01-29,1067.4105303802887
2002-01-30,1052.6401672123995
2002-01-31,1064.6856053935667
2002-02-01,1059.2651875073689
2002-02-04,1059.212229184892
2002-02-05,1055.9029435105406
2002-02-06,1061.6265973025497
2002-02-07,1052.6383697209205
2002-02-08,1059.0087267381125
2002-02-11,1066.0756616697643
2002-02-12,1067.0051542260212
2002-02-13,1067.540751970131
2002-02-14,1088.7910127923167
2002-02-15,1088.1804983674656
2002-02-18,1088.0593454511215
2002-02-19,1076.2841172105448
2002-02-20,1067.0704760747153
2002-02-21,1067.789651359794
2002-02-22,1062.781824634883
2002-02-25,1052.2961230895098
2002-02-26,1050.614824860927
2002-02-27,1069.5219678362414
2002-02-28,1070.5925605843609
2002-03-01,1070.853125284478
2002-03-04,1095.0088935220724
2002-03-05,1104.6535134848298
2002-03-06,1109.8245093099736
2002-03-07,1110.030820232475
2002-03-08,1107.2655978696203
2002-03-11,1120.6966674895273
2002-03-12,1125.2822508807471
2002-03-13,1120.8744639107238
2002-03-14,1122.6193718348602
2002-03-15,1120.239384521737
2002-03-18,1120.7903765620558
2002-03-19,1125.7649412196859
2002-03-20,1129.863587463124
2002-03-21,1126.0735187227694
2002-03-22,1135.9778757492572
2002-03-25,1133.0867568340375
2002-03-26,1133.0696049824928
2002-03-27,1140.0710065503552
2002-03-28,1142.959732524803
2002-03-29,1138.5047127126657
2002-04-01,1131.3493415002383
2002-04-02,1139.2420110081023
2002-04-03,1143.736813533443
2002-04-04,1144.3653886809632
2002-04-05,1146.3978339860978
2002-04-08,1142.8310024094242
2002-04-09,1127.822613611017
2002-04-10,1113.4009057698593
2002-04-11,1119.9561818260727
2002-04-12,1129.6047238628314
2002-04-15,1140.2497137895043
2002-04-16,1146.1600871429623
2002-04-17,1169.8406562161263
2002-04-18,1175.5851147371925
2002-04-19,1181.981827138437
2002-04-22,1183.6574335649877
2002-04-23,1183.8407574657317
2002-04-24,1182.9784519021746
2002-04-25,1166.6726517082343
2002-04-26,1168.5256761923558
2002-04-29,1158.2797412377251
2002-04-30,1156.7366598329752
2002-05-01,1157.0189795338065
2002-05-02,1164.9237821923566
2002-05-03,1169.561259812674
2002-05-06,1147.040065744908
2002-05-07,1147.3070276622552
2002-05-08,1153.4873087071821
2002-05-09,1152.5487025597888
2002-05-10,1150.1496161136981
2002-05-13,1151.6609412200592
2002-05-14,1154.2299271786528
2002-05-15,1171.395687704282
2002-05-16,1167.793302653484
2002-05-17,1180.027967692628
2002-05-20,1168.8361197771214
2002-05-21,1150.9936434389003
2002-05-22,1165.006472602448
2002-05-23,1156.025138782716
2002-05-24,1167.860520307907
2002-05-27,1168.97020860244
2002-05-28,1165.2488847856803
2002-05-29,1159.8478272260427
2002-05-30,1161.109773627459
2002-05-31,1138.3849128284214
2002-06-03,1143.2658493046833
2002-06-04,1142.337172553897
2002-06-05,1145.817144995244
2002-06-06,1146.0226143818325
2002-06-07,1136.7501008535728
2002-06-10,1146.6736656079597
2002-06-11,1142.9472276319825
2002-06-12,1139.5937972135403
2002-06-13,1146.4612845998106
2002-06-14,1137.392932781389
2002-06-17,1128.2868213476045
2002-06-18,1124.4645721025338
2002-06-19,1099.15157863339
2002-06-20,1109.9519234697268
2002-06-21,1110.8957602050916
2002-06-24,1111.8497830875147
2002-06-25,1100.5858239657114
2002-06-26,1068.3384628506215
