Date,RUSSIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,989.0157727124549
2007-10-02,1031.5992510686397
2007-10-03,1045.5876427132303
2007-10-04,1063.5744857173174
2007-10-05,1087.9482815222605
2007-10-08,1097.833958852836
2007-10-09,1099.8092669299679
2007-10-10,1086.3351976156011
2007-10-11,1111.1308666750278
2007-10-12,1081.898982364
2007-10-15,1075.9635036129814
2007-10-16,1042.8985185484196
2007-10-17,1017.0259269135751
2007-10-18,997.8352583373766
2007-10-19,1009.3702977840372
2007-10-22,1007.2877290607308
2007-10-23,1015.7144361799766
2007-10-24,1009.0271537507716
2007-10-25,1033.820990458882
2007-10-26,1050.6671433039899
2007-10-29,1073.8760916245549
2007-10-30,1051.7280826429087
2007-10-31,1074.7426991532736
2007-11-01,1058.4332180341735
2007-11-02,1066.22143523017
2007-11-05,1059.543998380942
2007-11-06,1089.0532805796354
2007-11-07,1093.5175101066673
2007-11-08,1088.0795957965163
2007-11-09,1077.7481155626053
2007-11-12,1062.1873019148832
2007-11-13,1066.6617751363506
2007-11-14,1089.7754136541096
2007-11-15,1083.3576677979333
2007-11-16,1062.6236118229956
2007-11-19,1073.9677232249467
2007-11-20,1099.6341705045727
2007-11-21,1096.4443523555733
2007-11-22,1107.368613472259
2007-11-23,1114.6204520117556
2007-11-26,1150.025270393206
2007-11-27,1183.0344104937815
2007-11-28,1198.7149488603075
2007-11-29,1177.32544813613
2007-11-30,1194.0120389880235
2007-12-03,1225.2087769650948
2007-12-04,1230.172017293716
2007-12-05,1293.7604475829821
2007-12-06,1302.4598669233085
2007-12-07,1312.5113941574161
2007-12-10,1413.941132778933
2007-12-11,1388.212086004986
2007-12-12,1384.0943264930715
2007-12-13,1363.4720082177694
2007-12-14,1364.2334126681724
2007-12-17,1356.548177956627
2007-12-18,1395.5716021524024
2007-12-19,1395.1438004219913
2007-12-20,1382.3301115908023
2007-12-21,1419.3156097633694
2007-12-24,1404.8781794107565
2007-12-25,1404.8781794107565
2007-12-26,1395.2879060260527
2007-12-27,1411.2795218646866
2007-12-28,1405.5955659832005
2007-12-31,1424.7878956650866
2008-01-01,1424.7878956650866
2008-01-02,1449.580271346593
2008-01-03,1449.875651941875
2008-01-04,1420.9376193538073
2008-01-07,1437.4842388798538
2008-01-08,1487.4828036484882
2008-01-09,1482.913921474099
2008-01-10,1489.0395885543635
2008-01-11,1518.197999816494
2008-01-14,1580.1135714525699
2008-01-15,1531.9217692799655
2008-01-16,1444.5024298410729
2008-01-17,1394.2172447833316
2008-01-18,1411.4322833991862
2008-01-21,1328.3296991702248
2008-01-22,1301.185613114175
2008-01-23,1246.8205170983979
2008-01-24,1275.9476635513997
2008-01-25,1334.385148105847
2008-01-28,1272.4515658718606
2008-01-29,1271.195530726255
2008-01-30,1251.326927443391
2008-01-31,1207.5143281681153
2008-02-01,1250.0308893332995
2008-02-04,1285.3609877685994
2008-02-05,1276.4974755481824
2008-02-06,1262.2544284983292
2008-02-07,1228.9640431619937
2008-02-08,1195.9221684051797
2008-02-11,1240.769249720374
2008-02-12,1277.2461462397362
2008-02-13,1301.932781763876
2008-02-14,1320.8515252912562
2008-02-15,1320.4491365937372
2008-02-18,1349.7138176818723
2008-02-19,1372.3871855364935
2008-02-20,1377.776802477261
2008-02-21,1401.0856389477779
2008-02-22,1407.9584191164038
2008-02-25,1417.398700554357
2008-02-26,1437.928535432313
2008-02-27,1402.9115439016407
2008-02-28,1384.9017642435942
2008-02-29,1359.6924727337723
2008-03-03,1348.949022887777
2008-03-04,1344.2489087269007
2008-03-05,1378.5126240298634
2008-03-06,1391.78086524552
2008-03-07,1381.286928369079
2008-03-10,1371.2162771351402
2008-03-11,1424.4585595451663
2008-03-12,1452.812472628534
2008-03-13,1404.7149320852086
2008-03-14,1397.3470891672782
2008-03-17,1328.2670376025676
