Date,ASEAN EQUAL WEIGHTED
2006-11-30,1000.0
2006-12-01,998.5700250161602
2006-12-04,1000.12482557537
2006-12-05,1020.8670560131773
2006-12-06,1024.5755146836714
2006-12-07,1026.3219217488065
2006-12-08,1019.9649096846722
2006-12-11,1031.2235601819752
2006-12-12,1028.9374265803704
2006-12-13,1024.8839471176748
2006-12-14,1032.6836987057407
2006-12-15,1048.0340592634252
2006-12-18,1045.6745066245091
2006-12-19,989.21890450192
2006-12-20,1017.6003063317903
2006-12-21,1017.5616655230024
2006-12-22,1021.2834743485438
2006-12-25,1021.6639560394561
2006-12-26,1023.4046826104325
2006-12-27,1035.0116780411386
2006-12-28,1037.1180260477915
2006-12-29,1040.9972836855889
2007-01-01,1041.0627986791892
2007-01-02,1039.1414608143302
2007-01-03,1056.201885698225
2007-01-04,1057.588585639791
2007-01-05,1062.23930371558
2007-01-08,1054.481550447211
2007-01-09,1053.8800808882163
2007-01-10,1046.9136564573137
2007-01-11,1056.860123672988
2007-01-12,1066.6145967552875
2007-01-15,1086.5775372581084
2007-01-16,1099.5621236476036
2007-01-17,1097.9276374256858
2007-01-18,1110.5012788879906
2007-01-19,1117.9759795428422
2007-01-22,1133.1681772669124
2007-01-23,1135.0007354834745
2007-01-24,1150.7872607032161
2007-01-25,1139.8164839781366
2007-01-26,1147.02185927605
2007-01-29,1144.7991824145172
2007-01-30,1152.272953973314
2007-01-31,1152.0766217704695
2007-02-01,1157.9780236637773
2007-02-02,1182.4624069139
2007-02-05,1197.6605435776046
2007-02-06,1207.57816860511
2007-02-07,1206.7615583984525
2007-02-08,1199.141748237428
2007-02-09,1198.026109913824
2007-02-12,1192.150931966644
2007-02-13,1179.50618236797
2007-02-14,1184.905634110658
2007-02-15,1203.8818403036191
2007-02-16,1202.420176393953
2007-02-19,1196.0420489036783
2007-02-20,1198.8704064500002
2007-02-21,1213.136836632462
2007-02-22,1218.807378355352
2007-02-23,1217.5846178999964
2007-02-26,1213.4775013803803
2007-02-27,1180.6200306632902
2007-02-28,1142.5228450474904
2007-03-01,1146.008960237922
2007-03-02,1137.1154334533423
2007-03-05,1105.614668573143
2007-03-06,1119.113773083171
2007-03-07,1131.0294803844076
2007-03-08,1150.6442798993241
2007-03-09,1157.6432562190805
2007-03-12,1165.4284407362845
2007-03-13,1159.6282089441477
2007-03-14,1124.5787758822216
2007-03-15,1130.6331199494894
2007-03-16,1130.6295183090056
2007-03-19,1139.432760879751
2007-03-20,1147.4371913066536
2007-03-21,1162.4267663065878
2007-03-22,1177.4440391987748
2007-03-23,1169.8598666396256
2007-03-26,1170.1966857472173
2007-03-27,1173.27294226851
2007-03-28,1154.0854392477715
2007-03-29,1165.2455213148992
2007-03-30,1173.6751541329932
2007-04-02,1171.8391284463653
2007-04-03,1186.6576973133779
2007-04-04,1203.888048963301
2007-04-05,1198.5881852077503
2007-04-06,1197.4285458276802
2007-04-09,1213.74857148561
2007-04-10,1210.8019743099612
2007-04-11,1214.3066140240085
2007-04-12,1202.1760783545317
2007-04-13,1202.0223687946814
2007-04-16,1209.9015941997106
2007-04-17,1211.3264031226313
2007-04-18,1209.6797211929309
2007-04-19,1182.4983731711989
2007-04-20,1195.1027804894125
2007-04-23,1202.2453646769454
2007-04-24,1191.565094425956
2007-04-25,1193.7900002777933
2007-04-26,1205.7112023243137
2007-04-27,1203.6719857082112
2007-04-30,1196.7243329423557
2007-05-01,1201.6665942692105
2007-05-02,1206.9942424522058
2007-05-03,1225.88343951083
2007-05-04,1240.7208886263834
2007-05-07,1243.2847408611153
2007-05-08,1245.384771880725
2007-05-09,1246.296813925861
2007-05-10,1256.520259651731
2007-05-11,1247.0283990401547
2007-05-14,1261.610581978271
2007-05-15,1250.368857557969
2007-05-16,1262.505102449912
2007-05-17,1276.7987649478807
2007-05-18,1278.8368351758284
2007-05-21,1287.1990560038598
2007-05-22,1303.319597650458
2007-05-23,1300.757104766815
2007-05-24,1286.7778685840533
2007-05-25,1274.8861284068307
2007-05-28,1285.6555044572522
2007-05-29,1279.5945294218973
2007-05-30,1278.393883193797
2007-05-31,1285.3769369192457
2007-06-01,1303.0468209875148
2007-06-04,1316.8200684313351
2007-06-05,1307.4523896055416
2007-06-06,1302.5262307308944
2007-06-07,1297.1903008615686
2007-06-08,1281.3709131102444
2007-06-11,1294.026339693656
2007-06-12,1307.7652885269877
2007-06-13,1291.3706500815083
2007-06-14,1304.7847832076254
2007-06-15,1311.5965187136308
2007-06-18,1332.340975377063
2007-06-19,1330.429165266182
2007-06-20,1344.6279345914384
2007-06-21,1339.8481432780416
2007-06-22,1334.844567116468
2007-06-25,1319.5228044340747
2007-06-26,1306.8309789353043
2007-06-27,1297.715954738836
2007-06-28,1302.0334792647684
2007-06-29,1309.8302138006866
2007-07-02,1313.4965665488621
2007-07-03,1334.1893206916368
2007-07-04,1337.7532068035373
2007-07-05,1344.148346295619
2007-07-06,1341.633041339767
2007-07-09,1361.9596125052603
2007-07-10,1358.9055415906087
2007-07-11,1338.8704275079335
2007-07-12,1347.8230652767497
2007-07-13,1363.3995694345547
2007-07-16,1360.3789234487301
2007-07-17,1357.6757834576672
2007-07-18,1341.3360834986859
2007-07-19,1346.4681119921663
2007-07-20,1365.3886974765735
2007-07-23,1373.8517205032545
2007-07-24,1387.2766676542158
2007-07-25,1380.34913363073
2007-07-26,1365.4836486263553
2007-07-27,1329.8650983330363
2007-07-30,1326.9063225588072
2007-07-31,1335.6734655652085
2007-08-01,1290.874446808052
2007-08-02,1286.3564509319058
2007-08-03,1284.7253155498447
2007-08-06,1239.9122417841254
2007-08-07,1242.1850139897142
2007-08-08,1271.344311432051
2007-08-09,1274.9421381839568
2007-08-10,1247.5898617236337
2007-08-13,1257.2930719467056
2007-08-14,1252.6462647692356
2007-08-15,1210.4298027648083
2007-08-16,1157.0075905396518
2007-08-17,1136.5652497180754
2007-08-20,1204.9434666414952
2007-08-21,1188.7182765426871
2007-08-22,1222.761214582008
2007-08-23,1246.4297621723183
2007-08-24,1236.2020406441861
2007-08-27,1247.753039212127
2007-08-28,1241.8010688059549
2007-08-29,1230.754391221026
2007-08-30,1237.5232482806953
2007-08-31,1260.0374899362869
2007-09-03,1267.0912866993062
2007-09-04,1262.197381639652
2007-09-05,1269.8133432930122
2007-09-06,1269.9912631335826
2007-09-07,1265.3342525058902
2007-09-10,1245.5273087994772
2007-09-11,1246.4277442148746
2007-09-12,1251.1063337160024
2007-09-13,1257.0691356125753
2007-09-14,1264.617217138426
2007-09-17,1249.8127869441541
2007-09-18,1248.9164531912947
2007-09-19,1282.2803741473267
2007-09-20,1280.87260250027
2007-09-21,1283.9750629328953
2007-09-24,1307.0726646785245
2007-09-25,1297.894095058778
2007-09-26,1311.2936857887407
2007-09-27,1330.9563114316322
2007-09-28,1327.7025111358648
2007-10-01,1347.4112314757817
2007-10-02,1373.0184903922268
2007-10-03,1365.6706988912717
2007-10-04,1373.7879333143367
2007-10-05,1387.2667587950734
