Date,EM FAR EAST EQUAL WEIGHTED
1999-08-06,1811.1649933975798
1999-08-09,1813.357049850764
1999-08-10,1779.8853624576109
1999-08-11,1719.659243810591
1999-08-12,1755.8326339610655
1999-08-13,1746.2538130544244
1999-08-16,1781.4044772976595
1999-08-17,1754.787703410303
1999-08-18,1769.9639136504588
1999-08-19,1793.7565032835787
1999-08-20,1805.5070440847103
1999-08-23,1848.7555353571302
1999-08-24,1851.14244695668
1999-08-25,1898.7213134495985
1999-08-26,1888.1694053518338
1999-08-27,1863.6969624498222
1999-08-30,1838.5101090490093
1999-08-31,1824.6123200339675
1999-09-01,1789.4063804057525
1999-09-02,1742.190444737717
1999-09-03,1744.242091884061
1999-09-06,1744.1369606903593
1999-09-07,1739.1722723788432
1999-09-08,1698.9827329294155
1999-09-09,1732.076480475945
1999-09-10,1800.817322755702
1999-09-13,1842.3137828981621
1999-09-14,1815.1390566062123
1999-09-15,1794.7125250725733
1999-09-16,1763.9019151519594
1999-09-17,1756.9164146733544
1999-09-20,1760.8507487504905
1999-09-21,1749.5855857780339
1999-09-22,1725.4897924797474
1999-09-23,1709.4954639926004
1999-09-24,1697.3480008999888
1999-09-27,1674.5018159024978
1999-09-28,1651.142851466661
1999-09-29,1628.5622460245822
1999-09-30,1615.9092929838207
1999-10-01,1643.581537691583
1999-10-04,1650.293902506805
1999-10-05,1641.85155658677
1999-10-06,1660.5314710714767
1999-10-07,1672.4863132317332
1999-10-08,1678.1982168320574
1999-10-11,1671.9269354041946
1999-10-12,1670.2148691782993
1999-10-13,1643.747130154959
1999-10-14,1646.1537201696765
1999-10-15,1635.6050803343915
1999-10-18,1611.2822425685574
1999-10-19,1625.1712946279988
1999-10-20,1657.3887748861284
1999-10-21,1684.775286537305
1999-10-22,1700.637980049951
1999-10-25,1684.597287296088
1999-10-26,1694.133685219931
1999-10-27,1692.64040315911
1999-10-28,1701.9468010879839
1999-10-29,1737.1647167245412
1999-11-01,1771.0742637716392
1999-11-02,1778.0013136734165
1999-11-03,1771.2834334410757
1999-11-04,1794.2172862831121
1999-11-05,1804.0880843800417
1999-11-08,1801.0608731964126
1999-11-09,1815.7115524186397
1999-11-10,1809.660826599202
1999-11-11,1816.587290396999
1999-11-12,1830.8028873691278
1999-11-15,1845.661994404203
1999-11-16,1843.2926457800697
1999-11-17,1799.592227996394
1999-11-18,1822.065667994892
1999-11-19,1834.2834963721052
1999-11-22,1833.421052968172
1999-11-23,1813.924690916709
1999-11-24,1796.8945078251013
1999-11-25,1771.0982880795407
1999-11-26,1741.5037684889214
1999-11-29,1745.657027131388
1999-11-30,1769.0236309381896
1999-12-01,1776.6531634546798
1999-12-02,1800.4572575485831
1999-12-03,1814.5662489015965
1999-12-06,1774.6934984847019
1999-12-07,1748.5902201876206
1999-12-08,1741.8142758505044
1999-12-09,1745.5356691326544
1999-12-10,1782.502600994606
1999-12-13,1821.5229550747254
1999-12-14,1838.9721525068885
1999-12-15,1835.2603538616866
1999-12-16,1783.9931117827673
1999-12-17,1776.9449057568581
1999-12-20,1784.855998135833
1999-12-21,1770.0785325493162
1999-12-22,1782.604551669007
1999-12-23,1776.4186796565293
1999-12-24,1784.1302487698124
1999-12-27,1792.5901018669854
1999-12-28,1799.0885576559924
1999-12-29,1806.8122381498492
1999-12-30,1825.809974792324
1999-12-31,1829.56391346789
2000-01-03,1815.4422232375625
2000-01-04,1860.1376436417604
2000-01-05,1799.7158878770829
2000-01-06,1770.0926422404361
2000-01-07,1813.3455603262594
2000-01-10,1850.5706999525735
2000-01-11,1827.6498403309226
2000-01-12,1832.7488410783506
2000-01-13,1836.0877152933174
2000-01-14,1864.1458804951508
2000-01-17,1897.3338950163457
2000-01-18,1879.3763143736314
2000-01-19,1833.6074702856693
2000-01-20,1842.0229933593494
2000-01-21,1845.6813201714288
2000-01-24,1875.642813326449
2000-01-25,1849.615227650734
2000-01-26,1860.2204644302722
2000-01-27,1911.9789149225728
2000-01-28,1935.1613621922738
2000-01-31,1943.314276017968
2000-02-01,1940.7450361763752
2000-02-02,1935.4959794410006
2000-02-03,1926.461344472435
2000-02-04,1957.0652346824756
2000-02-07,1963.4236033393142
2000-02-08,1936.9723871725814
2000-02-09,1945.4196969603374
2000-02-10,1947.3086473922524
2000-02-11,1949.8539913997627
2000-02-14,1925.4289488059999
2000-02-15,1884.2643035584956
2000-02-16,1882.4613679992597
2000-02-17,1896.028308486046
2000-02-18,1903.4316462602053
2000-02-21,1874.7845577675894
2000-02-22,1785.394189874731
2000-02-23,1805.287055098359
2000-02-24,1790.7343798556838
2000-02-25,1815.1281553648864
2000-02-28,1808.2620143348681
2000-02-29,1806.183432918246
2000-03-01,1806.7915450450869
2000-03-02,1830.3604904339165
2000-03-03,1829.5610409633834
2000-03-06,1858.8802780743322
2000-03-07,1869.8211943968538
2000-03-08,1874.893052093644
2000-03-09,1860.6454671164408
2000-03-10,1873.3875636618498
2000-03-13,1833.7981702550358
2000-03-14,1835.5278112857404
2000-03-15,1784.5715245596546
2000-03-16,1767.6217815299688
2000-03-17,1811.3998398174233
2000-03-20,1789.9019293983367
2000-03-21,1791.2390308073368
2000-03-22,1833.8937822245011
2000-03-23,1839.2052607100818
2000-03-24,1842.4697241582987
2000-03-27,1866.7267125710569
2000-03-28,1879.2535440045044
2000-03-29,1895.0000871899747
2000-03-30,1876.8965523807683
2000-03-31,1868.7481005483803
2000-04-03,1839.6614236992666
2000-04-04,1826.6051008174013
2000-04-05,1795.770248298258
2000-04-06,1801.62429241808
2000-04-07,1822.7420706411338
2000-04-10,1857.354749389172
2000-04-11,1831.5727227423138
2000-04-12,1845.4364628919247
2000-04-13,1840.3998956128376
2000-04-14,1831.4870007995157
2000-04-17,1709.063431961282
2000-04-18,1769.300554019262
2000-04-19,1776.8166364105223
2000-04-20,1775.4335008892558
2000-04-21,1793.2708760236774
2000-04-24,1776.9945430736816
2000-04-25,1789.3972814149663
2000-04-26,1752.1037519772096
2000-04-27,1745.799676658502
2000-04-28,1766.5041008955782
2000-05-01,1766.2070868034905
2000-05-02,1760.6505094849736
2000-05-03,1780.622442317487
2000-05-04,1782.0468445635531
2000-05-05,1797.1556710222483
2000-05-08,1778.6278019663764
2000-05-09,1749.401601593077
2000-05-10,1715.638569366178
2000-05-11,1696.3807198829588
2000-05-12,1704.7361761484465
2000-05-15,1667.1063865473416
2000-05-16,1698.130727256422
2000-05-17,1712.7466826117254
2000-05-18,1676.126961727824
2000-05-19,1668.6165401270014
2000-05-22,1577.4060486886294
2000-05-23,1538.5932342591511
2000-05-24,1539.8974099444424
2000-05-25,1561.0380911730801
2000-05-26,1487.1048204481085
2000-05-29,1504.458003454422
2000-05-30,1511.7358127673838
2000-05-31,1552.9681386186128
2000-06-01,1541.8274308780688
2000-06-02,1550.706533654156
2000-06-05,1591.2024524360045
2000-06-06,1556.6927324496605
2000-06-07,1563.0643814421126
2000-06-08,1558.7650548485187
2000-06-09,1572.3698715207895
2000-06-12,1568.367329543055
2000-06-13,1529.1154214713476
2000-06-14,1537.2033193529414
2000-06-15,1523.4333767978164
2000-06-16,1508.3947238697858
2000-06-19,1491.1034430165446
2000-06-20,1511.9851479211054
2000-06-21,1531.4827102391037
2000-06-22,1540.9039781674448
2000-06-23,1545.3577148645293
2000-06-26,1544.252201573725
2000-06-27,1535.0447255458648
2000-06-28,1542.2934566674903
2000-06-29,1508.3020791517072
2000-06-30,1513.638905605204
2000-07-03,1515.1314481093038
2000-07-04,1505.5674623848874
2000-07-05,1508.9030294338095
2000-07-06,1515.5243462033686
2000-07-07,1532.5964189286753
2000-07-10,1539.8373368180305
2000-07-11,1541.4444286083399
2000-07-12,1556.1482296901245
2000-07-13,1573.0390665945165
2000-07-14,1563.8812014486082
2000-07-17,1571.8508232923962
2000-07-18,1548.099778885263
2000-07-19,1570.775223836213
2000-07-20,1565.3352976102562
2000-07-21,1556.6316327880966
2000-07-24,1521.1883298949258
2000-07-25,1493.6411533854457
2000-07-26,1484.5412295251365
2000-07-27,1479.3587630786574
2000-07-28,1485.4887775978475
2000-07-31,1490.3941386268968
2000-08-01,1513.2240714429731
2000-08-02,1545.2056402535798
2000-08-03,1576.0204761455707
2000-08-04,1569.588808043047
2000-08-07,1538.5289554452263
2000-08-08,1555.361652320503
2000-08-09,1575.8929829006984
2000-08-10,1562.1381181787588
2000-08-11,1576.4273338293694
2000-08-14,1580.6643159876048
2000-08-15,1562.240294607669
2000-08-16,1579.2373757957544
2000-08-17,1579.9203146983023
2000-08-18,1579.347412402462
2000-08-21,1578.173750153753
2000-08-22,1592.044198350466
2000-08-23,1574.0513181250606
2000-08-24,1536.9417698066563
2000-08-25,1532.0808064701762
2000-08-28,1536.531984307526
2000-08-29,1534.82337434084
2000-08-30,1524.0132524663634
2000-08-31,1523.790602701765
2000-09-01,1491.8735576075644
2000-09-04,1506.0234180720229
2000-09-05,1528.2572946861496
2000-09-06,1521.1369534016621
2000-09-07,1508.9965096249741
2000-09-08,1516.5894536166265
2000-09-11,1494.7980714175958
2000-09-12,1481.0973267899221
2000-09-13,1477.7734099994861
2000-09-14,1462.9219945468715
2000-09-15,1451.6692252799578
2000-09-18,1380.946323946521
2000-09-19,1374.5398200040213
2000-09-20,1399.6037945933579
2000-09-21,1381.229039372345
2000-09-22,1292.5808746576656
2000-09-25,1339.0426489240854
2000-09-26,1331.8457624261175
2000-09-27,1335.99905216203
2000-09-28,1324.9747769640328
2000-09-29,1327.7275584636336
2000-10-02,1299.6365419735375
2000-10-03,1315.1715419127788
2000-10-04,1312.5717388238274
2000-10-05,1328.6161432571807
2000-10-06,1344.492128988821
2000-10-09,1315.9231622836533
2000-10-10,1310.6025509036285
2000-10-11,1273.6434334532087
2000-10-12,1276.9632195122308
2000-10-13,1270.0661073028589
2000-10-16,1301.9778488695968
2000-10-17,1286.460620449814
2000-10-18,1272.9457582570878
2000-10-19,1268.9559013103633
2000-10-20,1306.6665683579868
2000-10-23,1305.543242719297
2000-10-24,1313.6753057183168
2000-10-25,1324.2034936030277
2000-10-26,1313.4140864256378
2000-10-27,1278.848078852971
2000-10-30,1247.8336747488079
2000-10-31,1244.1447975889678
2000-11-01,1252.2976340907592
2000-11-02,1258.5167088273972
2000-11-03,1272.1664754402766
2000-11-06,1292.3479368345957
2000-11-07,1286.0044518928123
2000-11-08,1301.4166072579837
2000-11-09,1292.9622608289562
2000-11-10,1289.5281185406086
2000-11-13,1248.7390355887355
2000-11-14,1265.4123941958087
2000-11-15,1261.7171131084926
2000-11-16,1252.002689941727
2000-11-17,1247.011572265094
2000-11-20,1220.8243363674865
2000-11-21,1225.5434107240046
2000-11-22,1217.3977801981305
2000-11-23,1204.2900638549074
2000-11-24,1228.5469203100133
2000-11-27,1228.885879624127
2000-11-28,1206.9782700701496
2000-11-29,1178.678796606085
2000-11-30,1151.8871763245477
2000-12-01,1154.2506888818773
2000-12-04,1121.7308932328497
2000-12-05,1139.8583850104183
2000-12-06,1143.9688351859968
2000-12-07,1135.0858153827585
2000-12-08,1146.8529059985915
2000-12-11,1171.7695983994513
2000-12-12,1160.5546823273112
2000-12-13,1166.4644014555488
2000-12-14,1141.1713274283682
2000-12-15,1112.1676660178073
2000-12-18,1099.4551150857806
2000-12-19,1102.4552994185808
2000-12-20,1061.1900373216258
2000-12-21,1037.7061709020795
2000-12-22,1023.1422633151203
2000-12-25,1023.160437729423
2000-12-26,1011.4693414522342
2000-12-27,1003.0826705433947
2000-12-28,1015.9238058526379
2000-12-29,1000.3345815120442
2001-01-01,1001.5870315004764
2001-01-02,994.1485587436274
2001-01-03,991.3171344350887
2001-01-04,1030.2039008426789
2001-01-05,1055.119556540619
2001-01-08,1075.9541128546266
2001-01-09,1103.618635276114
2001-01-10,1088.218814997089
2001-01-11,1074.9718373318321
2001-01-12,1092.3572632084006
2001-01-15,1114.792627007201
2001-01-16,1123.8995740265393
2001-01-17,1129.8273792663365
2001-01-18,1121.6559367748218
2001-01-19,1160.5830527469227
2001-01-22,1201.18561679935
2001-01-23,1201.7073318284065
2001-01-24,1227.7733262375607
2001-01-25,1240.9523094537558
2001-01-26,1226.0779359630867
2001-01-29,1232.6975555387176
2001-01-30,1217.9587021959114
2001-01-31,1244.2801157778968
2001-02-01,1221.9330222004987
2001-02-02,1247.1069112083421
2001-02-05,1206.3983793852742
2001-02-06,1215.6402543439076
2001-02-07,1194.865427545348
2001-02-08,1220.6362948925075
2001-02-09,1227.1376917187742
2001-02-12,1223.4002813320349
2001-02-13,1244.8081825841616
2001-02-14,1243.0003931613244
2001-02-15,1278.25708707043
2001-02-16,1262.076189306146
2001-02-19,1246.279793842613
2001-02-20,1287.3301333799404
2001-02-21,1265.1552846498034
2001-02-22,1254.4929535829974
2001-02-23,1270.0238459166762
2001-02-26,1268.7760493176334
2001-02-27,1252.3782721811483
2001-02-28,1236.8999354612858
2001-03-01,1199.30630232003
2001-03-02,1172.082786576517
2001-03-05,1185.3469151479023
2001-03-06,1189.5958688373166
2001-03-07,1194.0257317161197
2001-03-08,1186.27874774033
2001-03-09,1172.7668573204808
2001-03-12,1140.8650261474447
2001-03-13,1135.322947060557
2001-03-14,1149.1066512178697
2001-03-15,1151.1684392106777
2001-03-16,1153.5163016302267
2001-03-19,1136.096190361159
2001-03-20,1125.839570430621
2001-03-21,1134.9300849424303
2001-03-22,1146.7331348566433
2001-03-23,1145.293201764448
2001-03-26,1158.3974239280446
2001-03-27,1142.1628215439134
2001-03-28,1146.9823061956292
2001-03-29,1148.915100756431
2001-03-30,1143.391514858975
2001-04-02,1130.6708714438937
2001-04-03,1103.7438260778006
2001-04-04,1057.3390584443378
2001-04-05,1065.6074213958996
2001-04-06,1070.6855982857394
2001-04-09,1052.8511396280649
2001-04-10,1069.0661092543762
2001-04-11,1092.3094617938998
2001-04-12,1092.2673422946846
2001-04-13,1100.0711129340177
2001-04-16,1098.8057832807037
2001-04-17,1094.0959595397294
2001-04-18,1130.237616163455
2001-04-19,1120.9203095465912
2001-04-20,1093.7375381314719
2001-04-23,1104.1585997959917
2001-04-24,1109.8775497560302
2001-04-25,1104.111112259952
2001-04-26,1094.2286993756109
2001-04-27,1106.239488171053
2001-04-30,1126.5761889379269
2001-05-01,1125.061980123218
2001-05-02,1152.2180984632319
2001-05-03,1152.4355204490653
2001-05-04,1139.9787461962
2001-05-07,1149.9824213447284
2001-05-08,1145.4804221907318
2001-05-09,1148.1330567951227
2001-05-10,1144.4835367451678
2001-05-11,1166.787031185436
2001-05-14,1164.277342436366
2001-05-15,1157.620098111723
2001-05-16,1146.5884323639975
2001-05-17,1168.9256785228072
2001-05-18,1172.6959600720625
2001-05-21,1177.6366301737157
2001-05-22,1196.723502486741
2001-05-23,1233.922709884441
2001-05-24,1252.252741980269
2001-05-25,1249.044253569585
2001-05-28,1239.362856428004
2001-05-29,1254.2025222142863
2001-05-30,1245.4558777784819
2001-05-31,1261.9257250448584
2001-06-01,1250.548468323134
2001-06-04,1256.9606138658166
2001-06-05,1255.2026226775697
2001-06-06,1259.1323037178568
2001-06-07,1257.5380305094095
2001-06-08,1279.2241997787373
2001-06-11,1290.4763615427917
2001-06-12,1279.286262949148
2001-06-13,1278.3219321580334
2001-06-14,1255.4093864373976
2001-06-15,1251.7050658522528
2001-06-18,1236.9463764936258
2001-06-19,1236.6697044119271
2001-06-20,1242.2739034468023
2001-06-21,1245.9214449991557
2001-06-22,1241.9593816613892
2001-06-25,1233.6150536131115
2001-06-26,1223.4914595013279
2001-06-27,1225.9888024981174
2001-06-28,1229.7906793992058
2001-06-29,1249.026437400239
2001-07-02,1241.3729732940812
2001-07-03,1241.0838035240265
2001-07-04,1238.2343221269111
2001-07-05,1254.6134607761182
2001-07-06,1239.0316079721479
2001-07-09,1215.6651436610682
2001-07-10,1201.0118250307844
2001-07-11,1170.3775851441494
2001-07-12,1197.5672068433862
2001-07-13,1190.3444206945737
2001-07-16,1178.1789974724554
2001-07-17,1182.1725119945834
2001-07-18,1151.9114352638583
2001-07-19,1161.549599154703
2001-07-20,1158.4837614101193
2001-07-23,1156.0105814453295
2001-07-24,1149.9153799931223
2001-07-25,1150.245725111782
2001-07-26,1167.0134536073513
2001-07-27,1184.625211482183
2001-07-30,1184.5739177321786
2001-07-31,1185.911347545552
2001-08-01,1193.057737084285
2001-08-02,1199.69122706638
2001-08-03,1201.577985455237
2001-08-06,1197.3543872784126
2001-08-07,1203.7765463151397
2001-08-08,1217.6172671260833
2001-08-09,1181.478555237428
2001-08-10,1177.402651272213
2001-08-13,1184.3132246677383
2001-08-14,1212.0851551146307
2001-08-15,1188.0295564770227
2001-08-16,1193.3632328079914
2001-08-17,1185.7846644819679
2001-08-20,1179.1503307220542
2001-08-21,1183.989276521217
2001-08-22,1175.4953424520963
2001-08-23,1183.8216019167473
2001-08-24,1187.5708525632817
2001-08-27,1203.54474154512
2001-08-28,1189.9875829619773
2001-08-29,1187.3654910699515
2001-08-30,1190.0606779840164
2001-08-31,1182.5760116699164
2001-09-03,1174.4488080293906
2001-09-04,1204.9521936979504
2001-09-05,1199.7168263053165
2001-09-06,1198.2865580136772
2001-09-07,1179.9306408048615
2001-09-10,1174.7324775907898
2001-09-11,1152.468717859262
2001-09-12,1109.976320156444
2001-09-13,1079.7055705077653
2001-09-14,1015.0421439896287
2001-09-17,962.897272064985
2001-09-18,976.7660774392623
2001-09-19,995.2086533511439
2001-09-20,986.1325621937073
2001-09-21,976.6346819722635
2001-09-24,983.1082199528821
2001-09-25,965.2153491071884
2001-09-26,970.417590100878
2001-09-27,975.530234323547
2001-09-28,998.845665956182
2001-10-01,985.873865701548
2001-10-02,973.8533295456313
2001-10-03,969.5666737926967
2001-10-04,1001.0643418768657
2001-10-05,994.2186690807781
2001-10-08,969.9996971171877
2001-10-09,995.7158674312406
2001-10-10,997.8239648495118
2001-10-11,1026.4238346442996
2001-10-12,1020.2045277342976
2001-10-15,1017.288735568583
2001-10-16,1024.5328275745514
2001-10-17,1035.3559118795802
2001-10-18,1033.532675510269
2001-10-19,1032.8089124132728
2001-10-22,1042.6548582964529
2001-10-23,1054.1525819264227
2001-10-24,1056.9695805512174
2001-10-25,1051.5368199427878
2001-10-26,1060.6874321344362
2001-10-29,1042.3220278165415
2001-10-30,1022.381962614836
2001-10-31,1033.7699394726
2001-11-01,1030.791573455869
2001-11-02,1038.8862222837186
2001-11-05,1055.7547968915296
2001-11-06,1054.733354916291
2001-11-07,1046.1418359340971
2001-11-08,1067.6635305593347
2001-11-09,1069.2404539850709
2001-11-12,1081.85617602451
2001-11-13,1094.5348658178748
2001-11-14,1108.0987324475172
2001-11-15,1127.5327297239357
2001-11-16,1125.1686527710165
2001-11-19,1149.2247801341289
2001-11-20,1140.5087687855128
2001-11-21,1158.2125535888495
2001-11-22,1160.2572058737717
2001-11-23,1192.747167431261
2001-11-26,1215.657786024216
2001-11-27,1204.8669956168897
2001-11-28,1165.2202953659273
2001-11-29,1171.2412596174026
2001-11-30,1165.1467890456863
2001-12-03,1190.7962990712697
2001-12-04,1197.0103209104159
2001-12-05,1223.2806062439215
2001-12-06,1246.3357497341992
2001-12-07,1266.222789231908
2001-12-10,1269.583244114156
2001-12-11,1255.8984347971548
2001-12-12,1270.7387536750612
2001-12-13,1247.9347473678285
2001-12-14,1243.3102729625305
2001-12-17,1230.1785975451678
2001-12-18,1212.1188980330273
2001-12-19,1204.088911906295
2001-12-20,1221.94190415389
2001-12-21,1211.8814591228775
2001-12-24,1230.9242414643315
2001-12-25,1246.0676816684713
2001-12-26,1250.3878797540185
2001-12-27,1234.069810506077
2001-12-28,1259.1156093459272
2001-12-31,1265.0992905579963
2002-01-01,1265.0992905579963
2002-01-02,1261.706618934838
2002-01-03,1273.893527394949
2002-01-04,1304.3902413198166
2002-01-07,1335.5969789344397
2002-01-08,1324.6092235864626
2002-01-09,1341.823092488804
2002-01-10,1335.55129479552
2002-01-11,1324.355724512708
2002-01-14,1313.3755835506988
2002-01-15,1303.7913394804718
2002-01-16,1307.6598220999679
2002-01-17,1318.2879107229387
2002-01-18,1315.4534010998295
2002-01-21,1338.325441429314
2002-01-22,1337.0268777409349
2002-01-23,1351.0787499278338
2002-01-24,1376.5517100033594
2002-01-25,1429.3909254261853
2002-01-28,1457.1669925042108
2002-01-29,1447.6156485173601
2002-01-30,1432.9180116723785
2002-01-31,1452.6147214455227
2002-02-01,1443.2976588618924
2002-02-04,1422.0692353383565
2002-02-05,1423.227928583739
2002-02-06,1432.807360216202
2002-02-07,1415.022644892811
2002-02-08,1417.9650537954917
2002-02-11,1413.2722167428403
2002-02-12,1415.8934576812362
2002-02-13,1424.8167715429813
2002-02-14,1457.379694881431
2002-02-15,1460.8004912828137
2002-02-18,1485.2694217632716
2002-02-19,1468.5762574606294
2002-02-20,1460.2565172247212
2002-02-21,1454.608579456516
2002-02-22,1428.251218245703
2002-02-25,1420.577583147519
2002-02-26,1428.3882918907452
2002-02-27,1471.8079228613408
2002-02-28,1474.2364253674994
2002-03-01,1478.0333704165328
2002-03-04,1505.0204541245337
2002-03-05,1514.068204579676
2002-03-06,1521.6430385109784
2002-03-07,1516.5051032140925
2002-03-08,1527.8329983976605
2002-03-11,1546.3927157926037
2002-03-12,1555.6868853365143
2002-03-13,1551.4876906807847
2002-03-14,1540.8178070728954
2002-03-15,1533.3636182258836
2002-03-18,1545.8493192157093
2002-03-19,1547.44691304707
2002-03-20,1554.110531209952
2002-03-21,1562.4133357335422
2002-03-22,1585.8167952671392
2002-03-25,1584.3008011211546
2002-03-26,1586.3986714715074
2002-03-27,1597.028450106282
2002-03-28,1599.897461849309
2002-03-29,1590.803695680603
2002-04-01,1563.608426423125
2002-04-02,1573.533697408535
2002-04-03,1586.6804370879465
2002-04-04,1594.2973656150018
2002-04-05,1611.520174094624
2002-04-08,1630.5275234857797
2002-04-09,1609.3746323175797
2002-04-10,1594.6335976691246
2002-04-11,1593.975207062471
2002-04-12,1613.4450195955885
2002-04-15,1630.7302152192044
2002-04-16,1639.1036450426468
2002-04-17,1667.0911132540623
2002-04-18,1662.4433452100654
2002-04-19,1672.1502490816463
2002-04-22,1675.744554322381
2002-04-23,1654.3960098266157
2002-04-24,1641.0911754962005
2002-04-25,1606.8481348299788
2002-04-26,1606.1114679721923
2002-04-29,1572.8715165726653
2002-04-30,1563.9403558225713
2002-05-01,1554.86794974239
2002-05-02,1567.2701336099556
2002-05-03,1562.8696467156244
2002-05-06,1531.677304088401
2002-05-07,1534.943107328198
2002-05-08,1559.6579787517262
2002-05-09,1560.2131798513308
2002-05-10,1548.3364895621153
2002-05-13,1544.7230059003416
2002-05-14,1561.071565487345
2002-05-15,1575.5318247330094
2002-05-16,1567.915038886175
2002-05-17,1563.8771851584158
2002-05-20,1541.9071722990477
2002-05-21,1516.1803538462498
2002-05-22,1510.7290858644112
2002-05-23,1510.0367677666814
2002-05-24,1527.8153991351633
2002-05-27,1532.93224646173
