Date,EM EMEA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1027.0602143099738
1999-01-05,1041.6845026652566
1999-01-06,1068.759426799733
1999-01-07,1064.4888616692024
1999-01-08,1076.4097378079643
1999-01-11,1074.3168813305185
1999-01-12,1062.909067623179
1999-01-13,996.5362469164463
1999-01-14,1004.3160433115
1999-01-15,1006.6694964539497
1999-01-18,1035.3520157729424
1999-01-19,1034.7037813434617
1999-01-20,1044.8083130609507
1999-01-21,1037.408673442674
1999-01-22,1026.4080867681027
1999-01-25,1016.8780439512836
1999-01-26,1029.3567194160723
1999-01-27,1043.2738740172322
1999-01-28,1043.1584277637846
1999-01-29,1056.1833996744554
1999-02-01,1074.1101918644595
1999-02-02,1068.4621247364964
1999-02-03,1069.5327897908098
1999-02-04,1083.8043021102346
1999-02-05,1081.3278145868194
1999-02-08,1092.7469198642375
1999-02-09,1084.228057811273
1999-02-10,1080.597219705702
1999-02-11,1096.0769677136498
1999-02-12,1109.4839460814403
1999-02-15,1125.039420766358
1999-02-16,1129.3269566007393
1999-02-17,1129.3791997331548
1999-02-18,1127.163388191773
1999-02-19,1132.2370364027024
1999-02-22,1140.7583376600471
1999-02-23,1133.9743367766946
1999-02-24,1148.2006380757798
1999-02-25,1143.911935629357
1999-02-26,1156.9600834070382
1999-03-01,1174.1489256306102
1999-03-02,1176.0671943731375
1999-03-03,1188.656667909193
1999-03-04,1182.0063625659145
1999-03-05,1197.105568798136
1999-03-08,1221.2353119690604
1999-03-09,1236.0658364016676
1999-03-10,1230.963250680099
1999-03-11,1260.241150418874
1999-03-12,1255.7976319710694
1999-03-15,1246.636868612869
1999-03-16,1243.1359239979483
1999-03-17,1255.0553963120235
1999-03-18,1258.4806950693967
1999-03-19,1282.7240658603143
1999-03-22,1284.3014271941204
1999-03-23,1274.6129565259066
1999-03-24,1238.3911369647385
1999-03-25,1264.4452614854888
1999-03-26,1282.5008699574134
1999-03-29,1283.778171350401
1999-03-30,1291.4568896873236
1999-03-31,1280.644590270535
1999-04-01,1269.0858659344178
1999-04-02,1280.9254094798232
1999-04-05,1286.272137727256
1999-04-06,1295.087821410671
1999-04-07,1307.7695402583852
1999-04-08,1302.6755330603557
1999-04-09,1300.1858119852059
1999-04-12,1279.3643193473936
1999-04-13,1282.1854785534963
1999-04-14,1313.4246676668133
1999-04-15,1321.7825766556844
1999-04-16,1338.5703303827866
1999-04-19,1358.868389546288
1999-04-20,1365.5181450823957
1999-04-21,1363.334398180245
1999-04-22,1369.0360215018684
1999-04-23,1369.5686809166225
1999-04-26,1377.1330831324851
1999-04-27,1376.6136420184966
1999-04-28,1382.5706527611844
1999-04-29,1387.4495920623224
1999-04-30,1399.6102719228434
1999-05-03,1421.3277150565002
1999-05-04,1427.6312544253594
1999-05-05,1432.6629474719712
1999-05-06,1449.502035476919
1999-05-07,1436.984227839132
1999-05-10,1437.7114071924723
1999-05-11,1468.3787499842285
1999-05-12,1456.0206430679245
1999-05-13,1462.4309760113404
1999-05-14,1480.1929019114698
1999-05-17,1472.9693035714083
1999-05-18,1494.0757281285378
1999-05-19,1501.9133905763335
1999-05-20,1505.041632458819
1999-05-21,1506.9715154062885
1999-05-24,1491.3655920945585
1999-05-25,1463.9255231356901
1999-05-26,1465.32041303982
1999-05-27,1470.0469130708946
1999-05-28,1464.0437736477
1999-05-31,1467.2078037069093
1999-06-01,1485.9449811242814
1999-06-02,1481.8402729689985
1999-06-03,1493.859154750952
1999-06-04,1508.5777963062992
1999-06-07,1526.9416556788913
1999-06-08,1516.6964540241117
1999-06-09,1517.2785233777151
1999-06-10,1521.5376254178689
1999-06-11,1531.6072616266367
1999-06-14,1546.3076747589494
1999-06-15,1546.781586490775
1999-06-16,1555.7354527714529
1999-06-17,1567.8941508898915
1999-06-18,1572.614174534976
1999-06-21,1590.0785651340684
1999-06-22,1587.1853482549232
1999-06-23,1564.178584542409
1999-06-24,1554.1776852389976
1999-06-25,1534.7772235743255
1999-06-28,1542.8377820834567
1999-06-29,1547.26968967076
1999-06-30,1568.5115388899355
1999-07-01,1610.7498049230219
1999-07-02,1604.39673084036
1999-07-05,1625.9195282804205
1999-07-06,1619.2444191338752
1999-07-07,1613.5760710364546
1999-07-08,1625.7123848606452
1999-07-09,1631.5166192219838
1999-07-12,1658.9382015176716
1999-07-13,1625.3315818278559
1999-07-14,1636.0794781348284
1999-07-15,1643.2668418800793
1999-07-16,1640.3369664669335
1999-07-19,1662.135189754895
1999-07-20,1630.6197571560826
1999-07-21,1607.6101638205066
1999-07-22,1614.87921260451
1999-07-23,1619.386202204057
1999-07-26,1591.450303291423
1999-07-27,1588.752211821432
1999-07-28,1590.1258456872051
1999-07-29,1565.731256294284
1999-07-30,1572.500339828707
1999-08-02,1554.0592862871413
1999-08-03,1556.5800897666854
