Date,EM LATIN AMERICA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,991.9817320460085
1999-01-05,988.1195040792347
1999-01-06,997.1952776435838
1999-01-07,984.2122996374796
1999-01-08,989.5520030841828
1999-01-11,969.0755611410174
1999-01-12,933.0348103820463
1999-01-13,853.4989456092591
1999-01-14,832.9710297409093
1999-01-15,893.5435459308264
1999-01-18,877.6272386673505
1999-01-19,876.470554806741
1999-01-20,891.5007826541587
1999-01-21,856.9771521840977
1999-01-22,849.7424867409018
1999-01-25,846.4336935731625
1999-01-26,855.0813416775699
1999-01-27,861.2582888688423
1999-01-28,874.7951278550814
1999-01-29,877.3276340084062
1999-02-01,921.3580553919027
1999-02-02,935.5588789075098
1999-02-03,928.2112831345734
1999-02-04,932.5707081139137
1999-02-05,926.4913212198229
1999-02-08,919.5292423008424
1999-02-09,913.4813690742552
1999-02-10,919.862024511038
1999-02-11,933.5520640323331
1999-02-12,935.160848786222
1999-02-15,940.5228248737416
1999-02-16,948.3827588964693
1999-02-17,937.8844363814216
1999-02-18,940.4473116164176
1999-02-19,956.5164575828123
1999-02-22,956.5258028142254
1999-02-23,951.5318546673659
1999-02-24,951.1151055752415
1999-02-25,932.0075499893584
1999-02-26,946.7058938678724
1999-03-01,934.6194705865261
1999-03-02,926.1879195372348
1999-03-03,930.6166333515354
1999-03-04,964.0395581551824
1999-03-05,981.3343108690107
1999-03-08,990.3212792498907
1999-03-09,1007.663386138211
1999-03-10,1021.0337041528543
1999-03-11,1031.2742297555258
1999-03-12,1022.7909511710058
1999-03-15,1051.7700974395816
1999-03-16,1064.0434805315506
1999-03-17,1058.7169575053333
1999-03-18,1075.702845786907
1999-03-19,1078.0178519643275
1999-03-22,1070.5409121310502
1999-03-23,1064.3510611647932
1999-03-24,1065.8970891601718
1999-03-25,1102.539391682023
1999-03-26,1118.0000902614408
1999-03-29,1133.9187387190304
1999-03-30,1141.8401444983967
1999-03-31,1151.5716338028444
1999-04-01,1152.2607850632405
1999-04-02,1155.3362929275918
1999-04-05,1184.3582223179526
1999-04-06,1193.6464233146364
1999-04-07,1201.7249783259265
1999-04-08,1203.298375431684
1999-04-09,1210.3187297729855
1999-04-12,1215.2559637078866
1999-04-13,1229.0783136308332
1999-04-14,1233.3724354060992
1999-04-15,1267.260224308881
1999-04-16,1302.3177030322133
1999-04-19,1337.1949213257278
1999-04-20,1311.3954975210067
1999-04-21,1317.759201105746
1999-04-22,1324.9475291933577
1999-04-23,1316.4115842736921
1999-04-26,1314.5667214578748
1999-04-27,1303.3078708571522
1999-04-28,1330.497414378918
1999-04-29,1349.6454152680076
1999-04-30,1365.5092676768777
1999-05-03,1381.8163959394976
1999-05-04,1376.7591732684514
1999-05-05,1374.4136079422844
1999-05-06,1385.3255415994286
1999-05-07,1415.797042502285
1999-05-10,1448.7208096549039
1999-05-11,1456.1409137929943
1999-05-12,1448.122672740352
1999-05-13,1490.9205530733968
1999-05-14,1466.3109283352771
1999-05-17,1453.028694529425
1999-05-18,1465.4543081463078
1999-05-19,1436.2954589517308
1999-05-20,1426.007000426676
1999-05-21,1399.707336063739
1999-05-24,1351.7382047721735
1999-05-25,1308.1043330249795
1999-05-26,1361.123240676559
1999-05-27,1337.4889836539364
1999-05-28,1339.547675830972
1999-05-31,1351.5595948743712
1999-06-01,1335.462750217705
1999-06-02,1346.0134465843696
1999-06-03,1350.4320346569762
1999-06-04,1370.4407046180763
1999-06-07,1377.753059231024
1999-06-08,1358.2741182454295
1999-06-09,1348.9752624091325
1999-06-10,1345.1107364456007
1999-06-11,1336.9854711125793
1999-06-14,1335.0949186071914
1999-06-15,1345.0635076075753
1999-06-16,1390.3666999961931
1999-06-17,1400.4358276647513
1999-06-18,1395.1630525971536
1999-06-21,1405.8013856678645
1999-06-22,1406.9692424619964
1999-06-23,1390.7742445985175
1999-06-24,1366.6283240446814
1999-06-25,1337.4066657834558
1999-06-28,1358.2702758004702
1999-06-29,1368.442861219541
1999-06-30,1399.2384033422031
1999-07-01,1411.6777017857096
1999-07-02,1438.0675337251184
1999-07-05,1441.2487557800673
1999-07-06,1437.6048362405702
1999-07-07,1443.9468214871627
1999-07-08,1426.7531509601654
1999-07-09,1425.4936043001974
1999-07-12,1385.156253442598
1999-07-13,1387.399348320238
1999-07-14,1386.80123282827
1999-07-15,1395.2495690266271
1999-07-16,1404.9792644092252
1999-07-19,1419.6269056360964
1999-07-20,1364.7485133810728
1999-07-21,1358.341384940842
1999-07-22,1351.272839371787
1999-07-23,1337.374016537103
1999-07-26,1287.3330249952783
1999-07-27,1290.1640170780304
1999-07-28,1303.3446450810072
1999-07-29,1279.5683582102893
1999-07-30,1281.4369709403784
1999-08-02,1266.1966855938592
1999-08-03,1260.051461203694
1999-08-04,1241.0675785983237
1999-08-05,1225.9771838303138
