Date,UNITED KINGDOM HIGH DIVIDEND YIELD
1999-08-03,1338.4083870458985
1999-08-04,1336.7401442168696
1999-08-05,1303.318193123119
1999-08-06,1298.414945471183
1999-08-09,1303.7022604355805
1999-08-10,1270.4184550762584
1999-08-11,1297.396149350135
1999-08-12,1322.291377117306
1999-08-13,1337.585081851904
1999-08-16,1339.6414228331776
1999-08-17,1334.6393089363032
1999-08-18,1343.7639333657366
1999-08-19,1330.2658245496443
1999-08-20,1340.1813686933588
1999-08-23,1373.8690159530518
1999-08-24,1363.190642107747
1999-08-25,1364.7406557174545
1999-08-26,1373.540587346351
1999-08-27,1373.40235110527
1999-08-30,1374.019610686589
1999-08-31,1356.1044788561908
1999-09-01,1350.3219014719443
1999-09-02,1329.6602666222198
1999-09-03,1366.0036567883153
1999-09-06,1372.7309026464839
1999-09-07,1362.6960285294379
1999-09-08,1361.9545722961664
1999-09-09,1375.1680881218465
1999-09-10,1366.0698649056037
1999-09-13,1355.82874995304
1999-09-14,1335.1459617463083
1999-09-15,1318.258255357517
1999-09-16,1319.8600742840495
1999-09-17,1330.4602861342128
1999-09-20,1313.9804442941372
1999-09-21,1289.8256313612208
1999-09-22,1276.8231046438036
1999-09-23,1288.307401742625
1999-09-24,1274.720410677071
1999-09-27,1305.8336541256126
1999-09-28,1282.369425045646
1999-09-29,1260.5324128128257
1999-09-30,1263.6249109252817
1999-10-01,1257.4453777878048
1999-10-04,1271.2773237114689
1999-10-05,1278.4737557048193
1999-10-06,1278.2980924804763
1999-10-07,1278.9924274492719
1999-10-08,1282.6470425327768
1999-10-11,1269.6232781769431
1999-10-12,1234.2827604600723
1999-10-13,1209.4236852357124
1999-10-14,1198.160846384166
1999-10-15,1169.7268836241299
1999-10-18,1164.699024928887
1999-10-19,1195.4777612084843
1999-10-20,1193.6471046747918
1999-10-21,1174.8088170911199
1999-10-22,1202.4321798679478
1999-10-25,1193.7341877628066
1999-10-26,1216.0179061648057
1999-10-27,1209.0362685421912
1999-10-28,1236.5808393625007
1999-10-29,1254.6650232114027
1999-11-01,1261.3199768688892
1999-11-02,1266.1552694867614
1999-11-03,1269.5311461448782
1999-11-04,1289.3949296126448
1999-11-05,1286.9842228704358
1999-11-08,1280.0496390291944
1999-11-09,1285.9554869225408
1999-11-10,1280.7012006453606
1999-11-11,1282.7087014962008
1999-11-12,1292.4783769680455
1999-11-15,1302.2029611402377
1999-11-16,1320.4929942251642
1999-11-17,1315.40361830523
1999-11-18,1313.8863511926027
1999-11-19,1313.9089711184272
1999-11-22,1309.627954027757
1999-11-23,1334.923904232368
1999-11-24,1330.6993492010515
1999-11-25,1325.4231069198759
1999-11-26,1333.2884331435225
1999-11-29,1347.8641564806633
1999-11-30,1316.599599219819
1999-12-01,1322.3093434727355
1999-12-02,1321.5224659650025
1999-12-03,1330.924802048071
1999-12-06,1305.0940934046762
1999-12-07,1299.0840535065427
1999-12-08,1283.082284849518
1999-12-09,1289.4975239033258
1999-12-10,1315.2149230594216
1999-12-13,1318.7457473338834
1999-12-14,1335.5401401395293
1999-12-15,1314.5136448206451
1999-12-16,1315.2295585246068
1999-12-17,1335.8414490337939
1999-12-20,1334.653468441134
1999-12-21,1335.5922262959332
1999-12-22,1339.3924873499784
1999-12-23,1336.4592926280363
1999-12-24,1344.3558013341517
1999-12-27,1350.2077882591307
1999-12-28,1354.2264749653511
1999-12-29,1349.9257155085747
1999-12-30,1368.799248313256
1999-12-31,1368.799248313256
2000-01-03,1361.4689443418079
2000-01-04,1318.8256961898826
2000-01-05,1305.6167813611114
2000-01-06,1311.8108458506986
2000-01-07,1324.587696903729
2000-01-10,1329.7589608348137
2000-01-11,1309.2598750601205
2000-01-12,1298.8973795622778
2000-01-13,1292.0932946160951
2000-01-14,1304.605929369156
2000-01-17,1292.440153838117
2000-01-18,1273.6666449020165
2000-01-19,1254.4829956555413
2000-01-20,1224.8763241633606
2000-01-21,1237.4321414974995
2000-01-24,1242.3870716267659
2000-01-25,1218.5693435384912
2000-01-26,1230.640135716261
2000-01-27,1258.7359856930952
2000-01-28,1239.4355614119527
2000-01-31,1232.591981627095
2000-02-01,1230.945407175214
2000-02-02,1213.9843066820029
2000-02-03,1216.2992486131925
2000-02-04,1170.6351460384692
2000-02-07,1162.106578011483
2000-02-08,1172.9984093872204
2000-02-09,1163.6047086617068
2000-02-10,1155.4607290915865
2000-02-11,1137.9807342485449
2000-02-14,1135.9712568772834
2000-02-15,1145.4677392785986
2000-02-16,1195.2794692719735
2000-02-17,1214.9422813412853
2000-02-18,1203.2024535786593
2000-02-21,1198.5620614308161
2000-02-22,1149.0169871746111
2000-02-23,1160.7924356652252
2000-02-24,1157.2180430397784
2000-02-25,1177.3365408005905
2000-02-28,1179.7662643566264
2000-02-29,1192.9718695941467
2000-03-01,1207.1290819499684
2000-03-02,1206.6567851802408
2000-03-03,1197.0417683890948
2000-03-06,1177.31712687437
2000-03-07,1172.6261035930945
2000-03-08,1167.9092074871553
2000-03-09,1154.8521448745819
2000-03-10,1155.1301775824843
2000-03-13,1141.1970169176761
2000-03-14,1153.0016443254501
2000-03-15,1167.1346649431596
2000-03-16,1224.5953716976178
2000-03-17,1211.8998436170082
2000-03-20,1208.742685860038
2000-03-21,1229.1895845785646
2000-03-22,1252.6926792858908
2000-03-23,1244.7572804770607
2000-03-24,1279.7877132051262
2000-03-27,1275.7080542959627
2000-03-28,1279.5958465323927
2000-03-29,1296.572323081869
2000-03-30,1279.8655657285972
2000-03-31,1291.2859601678024
2000-04-03,1287.6870108266253
2000-04-04,1324.536153152751
2000-04-05,1293.0994918517272
2000-04-06,1277.0358353360334
2000-04-07,1277.540925120083
2000-04-10,1282.554975697595
2000-04-11,1283.0076758310943
2000-04-12,1281.980065694823
2000-04-13,1288.4266435759046
2000-04-14,1278.2265742024363
2000-04-17,1246.6460631944312
2000-04-18,1259.0352280263935
2000-04-19,1273.141169935841
2000-04-20,1283.1271473456845
2000-04-21,1283.1271473456845
2000-04-24,1282.6787547326314
2000-04-25,1313.0356208335356
2000-04-26,1316.1601755752845
2000-04-27,1312.2742076608597
2000-04-28,1310.5035051177379
2000-05-01,1305.037418721894
2000-05-02,1329.7601549512733
2000-05-03,1336.7875488237469
2000-05-04,1326.7427565946007
2000-05-05,1303.375398850624
2000-05-08,1316.509430838134
2000-05-09,1316.1176981250055
2000-05-10,1300.2011098266462
2000-05-11,1317.0341721524096
2000-05-12,1332.055490884327
2000-05-15,1316.2216977280905
2000-05-16,1327.8423638540016
2000-05-17,1318.6709781005186
2000-05-18,1308.810692941571
2000-05-19,1307.0210740026882
2000-05-22,1307.0350175857375
2000-05-23,1297.5755117017081
2000-05-24,1303.4425627321596
2000-05-25,1303.072064291185
2000-05-26,1291.415028918129
2000-05-29,1294.2510032713608
2000-05-30,1298.4273558858438
2000-05-31,1292.438912383083
2000-06-01,1293.554551524596
2000-06-02,1292.2611936757223
2000-06-05,1300.0009253508003
2000-06-06,1305.775968297881
2000-06-07,1294.4442362434513
2000-06-08,1287.6070351628243
2000-06-09,1286.3944931764315
2000-06-12,1278.6215522746377
2000-06-13,1274.437630192208
2000-06-14,1279.4121864935069
2000-06-15,1284.5367738019686
2000-06-16,1277.7848550283093
2000-06-19,1265.7365260479908
2000-06-20,1260.5747150175134
2000-06-21,1250.57532526653
2000-06-22,1259.2195049337913
2000-06-23,1258.1727303941707
2000-06-26,1265.8238098507534
2000-06-27,1254.8703517742738
2000-06-28,1265.0888485706373
2000-06-29,1276.144263305644
2000-06-30,1275.8717917309293
2000-07-03,1282.1706548696225
2000-07-04,1282.485276916485
2000-07-05,1262.214256561338
2000-07-06,1264.2749049915842
2000-07-07,1279.6944305566208
2000-07-10,1276.609806238232
2000-07-11,1293.490508837178
2000-07-12,1318.042704492602
2000-07-13,1316.4534658561645
2000-07-14,1323.9311773070463
2000-07-17,1322.1023422090561
2000-07-18,1313.514326485401
2000-07-19,1323.9766966371808
2000-07-20,1346.685277597291
2000-07-21,1327.7391388492351
2000-07-24,1326.8408548877007
2000-07-25,1331.9882265039744
2000-07-26,1316.6979658721357
2000-07-27,1318.1426513480126
2000-07-28,1325.1675216940396
2000-07-31,1336.5571895190872
2000-08-01,1341.7124883612078
2000-08-02,1350.475735007992
2000-08-03,1356.5440241479096
2000-08-04,1370.0609472283052
2000-08-07,1390.011612867636
2000-08-08,1396.0595327509734
2000-08-09,1415.462209857647
2000-08-10,1394.8891629875252
2000-08-11,1404.74919467511
2000-08-14,1416.2846340599665
2000-08-15,1416.9737909158637
2000-08-16,1417.1724743836116
2000-08-17,1409.133387893636
2000-08-18,1420.8070664002134
2000-08-21,1437.634860546146
2000-08-22,1468.1639530437774
2000-08-23,1472.8872843060485
2000-08-24,1453.298503508971
2000-08-25,1430.7875311379476
2000-08-28,1437.9527389878729
2000-08-29,1433.5874076072407
2000-08-30,1427.769189942954
2000-08-31,1428.7006224346328
2000-09-01,1420.0748324629265
2000-09-04,1424.0538691999457
2000-09-05,1432.0281921907192
2000-09-06,1451.5148431828936
2000-09-07,1449.1875909179626
2000-09-08,1436.8643405945836
2000-09-11,1440.4508520274585
2000-09-12,1413.8342999455035
2000-09-13,1401.4369700725274
2000-09-14,1417.855888622224
2000-09-15,1392.4307718242083
2000-09-18,1392.6211702475828
2000-09-19,1392.7367489204607
2000-09-20,1396.9272357784048
2000-09-21,1387.5974683128807
2000-09-22,1388.8588869661328
2000-09-25,1405.0861894798943
2000-09-26,1394.692386685217
2000-09-27,1404.3280502206565
2000-09-28,1405.8952445825996
2000-09-29,1430.966929347885
2000-10-02,1421.623719456952
2000-10-03,1436.20252935738
2000-10-04,1448.894661743793
2000-10-05,1464.3798694293234
2000-10-06,1460.4632098240713
2000-10-09,1439.3083837014397
2000-10-10,1413.6415381232357
2000-10-11,1398.289694077612
2000-10-12,1425.1790420314992
2000-10-13,1428.190618349764
2000-10-16,1459.4338884043364
2000-10-17,1449.7186090981177
2000-10-18,1452.9063728101473
2000-10-19,1453.8165748028184
2000-10-20,1475.5697110844178
2000-10-23,1498.0921129008407
2000-10-24,1502.4745682746702
2000-10-25,1503.906037060193
2000-10-26,1497.581756889021
2000-10-27,1476.3618870510577
2000-10-30,1491.4063544630199
2000-10-31,1516.2823413271913
2000-11-01,1512.7953323250183
2000-11-02,1538.7838962534004
2000-11-03,1541.2963054905742
2000-11-06,1544.8070679452342
2000-11-07,1541.4273690636767
2000-11-08,1532.9126092245083
2000-11-09,1534.4265008181503
2000-11-10,1530.9350664802055
2000-11-13,1529.0285004343834
2000-11-14,1534.3479382639525
2000-11-15,1531.743202907282
2000-11-16,1541.144950703249
2000-11-17,1548.2515792001484
2000-11-20,1559.3634981302591
2000-11-21,1566.137481362086
2000-11-22,1521.6100260395358
2000-11-23,1516.466154011671
2000-11-24,1536.3998207635498
2000-11-27,1550.9247967846663
2000-11-28,1532.3285264758713
2000-11-29,1507.1977616155457
2000-11-30,1481.0485511858592
2000-12-01,1495.6669994285844
2000-12-04,1496.9872738269578
2000-12-05,1519.2926909562213
2000-12-06,1500.7741695614752
2000-12-07,1489.941776202937
2000-12-08,1518.5661424621173
2000-12-11,1560.0259725027163
2000-12-12,1561.3952590200151
2000-12-13,1564.3762626933049
2000-12-14,1540.0922017580365
2000-12-15,1499.4062815529637
2000-12-18,1522.6085013634522
2000-12-19,1555.6186382382512
2000-12-20,1512.9590145201291
2000-12-21,1503.3676058792917
2000-12-22,1482.6949909912994
2000-12-25,1482.6949909912994
2000-12-26,1477.4695514679552
2000-12-27,1504.1218667228268
2000-12-28,1510.4714685761367
2000-12-29,1496.3894287604423
2001-01-01,1496.3894287604423
2001-01-02,1472.191405789739
2001-01-03,1469.560358017644
2001-01-04,1518.4103896461697
2001-01-05,1507.819225616833
2001-01-08,1512.247779081283
2001-01-09,1516.5755736424358
2001-01-10,1515.2546135299128
2001-01-11,1502.5477622780859
2001-01-12,1488.8899385959542
2001-01-15,1488.6811446319189
2001-01-16,1470.6209267535867
2001-01-17,1504.7452623389747
2001-01-18,1483.1791373354283
2001-01-19,1480.6138682631824
2001-01-22,1486.2612626710177
2001-01-23,1498.5304003156773
2001-01-24,1527.2580773379318
2001-01-25,1526.591032427283
2001-01-26,1517.842295155186
2001-01-29,1536.333399490764
2001-01-30,1538.4786789802977
2001-01-31,1511.6274176903098
2001-02-01,1502.2424738076675
2001-02-02,1511.1217028255883
2001-02-05,1520.794541996097
2001-02-06,1534.7954985028432
2001-02-07,1521.2143671582553
2001-02-08,1516.1831281556506
2001-02-09,1494.5202551599828
2001-02-12,1509.8667529566915
2001-02-13,1521.684180955755
2001-02-14,1527.5518881647795
2001-02-15,1543.036822776606
2001-02-16,1505.6539922245693
2001-02-19,1493.088285860946
2001-02-20,1486.0032603225918
2001-02-21,1478.146624255214
2001-02-22,1496.0809703799523
2001-02-23,1484.8930852183657
2001-02-26,1448.9064596548965
2001-02-27,1434.8379843408668
2001-02-28,1437.9836223048105
2001-03-01,1423.4277888750992
2001-03-02,1417.9824945447758
2001-03-05,1434.568209572985
2001-03-06,1437.1859109341453
2001-03-07,1440.9203853442405
2001-03-08,1444.9162904464272
2001-03-09,1424.8801446872892
2001-03-12,1400.2436761142835
2001-03-13,1394.8053989643677
2001-03-14,1371.0330737202964
2001-03-15,1404.3053796044246
2001-03-16,1363.118927116093
2001-03-19,1350.7843069185672
2001-03-20,1368.1506858245552
2001-03-21,1349.3646995640368
2001-03-22,1315.146197548407
2001-03-23,1339.4360289788042
2001-03-26,1373.331090546924
2001-03-27,1409.5446552490969
2001-03-28,1396.932991697573
2001-03-29,1419.0879825140978
2001-03-30,1417.8826387339022
2001-04-02,1416.6853486873524
2001-04-03,1384.9099457452714
2001-04-04,1385.3968848620823
2001-04-05,1405.7879383528466
2001-04-06,1403.0089902512364
2001-04-09,1428.5186677294123
2001-04-10,1461.7393145876733
2001-04-11,1463.9106888712743
2001-04-12,1452.6720477814124
2001-04-13,1452.6720477814124
2001-04-16,1461.5381953841857
2001-04-17,1458.5979467816599
2001-04-18,1497.7624412426396
2001-04-19,1489.281041443764
2001-04-20,1472.3039247349204
2001-04-23,1471.9630809509754
2001-04-24,1484.4620878855956
2001-04-25,1476.8864610740866
2001-04-26,1470.4444788177786
2001-04-27,1508.3300320106323
2001-04-30,1514.1956466192512
2001-05-01,1509.8330215858105
2001-05-02,1504.5986346277741
2001-05-03,1476.8540356822193
2001-05-04,1500.5171322759713
2001-05-07,1509.543782596961
2001-05-08,1511.4133033660528
2001-05-09,1498.7470796630976
2001-05-10,1518.3702251400784
2001-05-11,1514.030779500841
2001-05-14,1469.0401007617895
2001-05-15,1497.4764259387273
2001-05-16,1503.5965661361674
2001-05-17,1517.2506472761563
2001-05-18,1521.9434654063978
2001-05-21,1527.4045501017074
2001-05-22,1533.2293291401447
2001-05-23,1528.1365038559566
2001-05-24,1527.6649283565305
2001-05-25,1535.5288994859484
2001-05-28,1529.4571712022534
2001-05-29,1533.59518467214
2001-05-30,1523.038439698089
2001-05-31,1540.0400172438915
2001-06-01,1541.345094399596
2001-06-04,1555.140226838835
2001-06-05,1550.8558209371631
2001-06-06,1531.616030866333
2001-06-07,1532.1903830267602
2001-06-08,1530.9514711015186
2001-06-11,1504.8783338854012
2001-06-12,1485.4984314285518
2001-06-13,1489.3620132254587
2001-06-14,1476.568232809638
2001-06-15,1465.199726262458
2001-06-18,1464.6344150536634
2001-06-19,1478.399769073597
2001-06-20,1480.4754566656113
2001-06-21,1490.8724786401774
2001-06-22,1496.0751516760586
2001-06-25,1487.8390278672346
2001-06-26,1460.7644742051357
2001-06-27,1486.2288602832418
2001-06-28,1511.3096373551023
2001-06-29,1519.7163739182822
2001-07-02,1549.4189439503969
2001-07-03,1525.062038317085
2001-07-04,1517.2043746478396
2001-07-05,1516.687641311219
2001-07-06,1492.6366706356787
2001-07-09,1476.8425347399545
2001-07-10,1466.6176700177487
2001-07-11,1446.9025497593007
2001-07-12,1480.6046168611656
2001-07-13,1487.72367602295
2001-07-16,1479.6106936878916
2001-07-17,1468.7470922985324
2001-07-18,1447.5194629625605
2001-07-19,1461.4080106178255
2001-07-20,1448.870675066743
2001-07-23,1448.0392519480708
2001-07-24,1425.7917770150505
2001-07-25,1397.928533250787
2001-07-26,1406.4207727559435
2001-07-27,1435.556435442966
2001-07-30,1438.2618680548783
2001-07-31,1464.1256799469747
2001-08-01,1465.8644748908264
2001-08-02,1479.3006525818464
2001-08-03,1469.34255537231
2001-08-06,1467.86398771651
2001-08-07,1469.4307394870802
2001-08-08,1455.490258385177
2001-08-09,1428.3803577497501
2001-08-10,1430.434372819286
2001-08-13,1425.061247062058
2001-08-14,1445.673326881579
2001-08-15,1433.661192641817
2001-08-16,1417.7962229460961
2001-08-17,1405.6815888364144
2001-08-20,1420.4785201870725
2001-08-21,1437.9007485968125
2001-08-22,1430.040909731901
2001-08-23,1429.3510743028187
2001-08-24,1448.3377036264224
2001-08-27,1450.4728599532998
2001-08-28,1451.3772797887502
2001-08-29,1448.7047077616921
2001-08-30,1426.6023965799604
2001-08-31,1425.7195729336277
2001-09-03,1420.277654465846
2001-09-04,1455.2513790024152
2001-09-05,1451.5204931409712
2001-09-06,1417.882510718459
2001-09-07,1361.659797601586
2001-09-10,1353.5529627368214
2001-09-11,1243.195040822375
2001-09-12,1286.8477307959204
2001-09-13,1311.6019007821328
2001-09-14,1248.6086631034948
2001-09-17,1275.1813954716522
2001-09-18,1259.9619496560701
2001-09-19,1211.4700286493642
2001-09-20,1164.6548195290877
2001-09-21,1135.8904175766816
2001-09-24,1194.1522530195757
2001-09-25,1203.7037543247372
2001-09-26,1218.3959662277118
2001-09-27,1223.0608800239136
2001-09-28,1265.2077760877507
2001-10-01,1246.0330277808637
2001-10-02,1238.1942190698078
2001-10-03,1262.2537249124362
2001-10-04,1311.4837702557152
2001-10-05,1314.473182495149
2001-10-08,1294.3126407782327
2001-10-09,1280.6695393768189
2001-10-10,1294.9517321436454
2001-10-11,1315.3686285438948
2001-10-12,1308.3435318699605
2001-10-15,1284.4076062880947
2001-10-16,1286.222842411696
2001-10-17,1323.5189204710261
2001-10-18,1299.9547607691416
2001-10-19,1279.27787977877
2001-10-22,1283.1579817114755
2001-10-23,1321.5874216028992
2001-10-24,1323.5067538314715
2001-10-25,1306.2976688068645
2001-10-26,1332.8248479481238
2001-10-29,1302.1909974248658
2001-10-30,1274.0351172854162
2001-10-31,1297.8170792013977
2001-11-01,1299.7001015663204
2001-11-02,1316.2087254569144
2001-11-05,1343.6180001876326
2001-11-06,1351.1754968387509
2001-11-07,1357.7531027998798
2001-11-08,1367.9201454080371
2001-11-09,1359.592193818153
2001-11-12,1330.9447816960565
2001-11-13,1367.4408079190814
2001-11-14,1378.2376742553104
2001-11-15,1381.9014674748528
2001-11-16,1383.1027661171252
2001-11-19,1407.96974427294
2001-11-20,1396.0625978248297
2001-11-21,1411.0431439784024
2001-11-22,1405.6332795659325
2001-11-23,1394.5677435190219
2001-11-26,1398.258654642644
2001-11-27,1384.3633882011093
2001-11-28,1373.2422036271598
2001-11-29,1377.93039618338
2001-11-30,1372.6960220720864
2001-12-03,1362.6908945337625
2001-12-04,1376.0521121635202
2001-12-05,1408.7888121812848
2001-12-06,1429.3179735616443
2001-12-07,1407.8013189565318
2001-12-10,1395.358039846501
2001-12-11,1386.7302259093935
2001-12-12,1374.1507551289412
2001-12-13,1362.9665128724969
2001-12-14,1355.3035720115324
2001-12-17,1375.8933443596163
2001-12-18,1382.3185683181819
2001-12-19,1376.1505143561849
2001-12-20,1366.1619343306556
2001-12-21,1384.9921290753928
2001-12-24,1403.2249477193607
2001-12-25,1403.2249477193607
2001-12-26,1410.2093550563623
2001-12-27,1414.672075551184
2001-12-28,1427.4278116450703
2001-12-31,1411.0606159995318
2002-01-01,1411.0606159995318
2002-01-02,1388.2327267279695
2002-01-03,1412.2619418619242
2002-01-04,1426.364686212933
2002-01-07,1422.3127000123495
2002-01-08,1417.0171703704239
2002-01-09,1409.121383382731
2002-01-10,1401.0323117568967
2002-01-11,1400.4398570310902
2002-01-14,1380.709609060525
2002-01-15,1394.2411036932815
2002-01-16,1393.089029752983
2002-01-17,1408.272665158055
2002-01-18,1393.478397401111
2002-01-21,1402.1841485801071
2002-01-22,1401.4770275623725
2002-01-23,1399.9356010213003
2002-01-24,1422.1739018821474
2002-01-25,1421.5725532344413
2002-01-28,1438.3226500216915
2002-01-29,1426.8852378110594
2002-01-30,1419.2745286742013
2002-01-31,1440.15737807414
2002-02-01,1440.713403049984
2002-02-04,1426.083552139698
2002-02-05,1410.5320902355668
2002-02-06,1402.344102386998
2002-02-07,1414.3719410180927
2002-02-08,1414.470924423868
2002-02-11,1423.1667957465488
2002-02-12,1428.1674706598649
2002-02-13,1443.9870598810446
2002-02-14,1460.4165276762449
2002-02-15,1444.8254811383035
2002-02-18,1438.7693348552448
2002-02-19,1421.4940108280043
2002-02-20,1405.973374753083
2002-02-21,1411.948612474124
2002-02-22,1398.8613324475418
2002-02-25,1419.3054707596134
2002-02-26,1427.4248768244945
2002-02-27,1417.958641235826
2002-02-28,1397.3568165696402
2002-03-01,1417.0094310323368
2002-03-04,1442.450617120786
2002-03-05,1437.9762841622914
2002-03-06,1440.0159736239266
2002-03-07,1445.178751811775
2002-03-08,1447.957718913063
2002-03-11,1445.2025193126576
2002-03-12,1435.8785834205796
2002-03-13,1442.9872497845627
2002-03-14,1443.2381140068642
2002-03-15,1458.7480626311583
2002-03-18,1467.3601650277799
2002-03-19,1470.5326541111724
2002-03-20,1457.806272942292
2002-03-21,1457.846832365042
2002-03-22,1465.6354510341464
2002-03-25,1458.7719497343098
2002-03-26,1459.5408666491714
2002-03-27,1472.5862278602985
2002-03-28,1486.28948749902
2002-03-29,1486.28948749902
2002-04-01,1489.114920303138
2002-04-02,1472.7326617155343
2002-04-03,1470.3113120678136
2002-04-04,1463.015646466873
2002-04-05,1471.743554220778
2002-04-08,1463.0770813423258
2002-04-09,1469.500525354689
2002-04-10,1482.269566095317
2002-04-11,1463.5697558170234
2002-04-12,1480.0120796338952
2002-04-15,1481.49149712072
2002-04-16,1492.0691575254816
2002-04-17,1492.5323210006654
2002-04-18,1489.9341803398243
2002-04-19,1501.1482169224755
2002-04-22,1504.7632245201025
2002-04-23,1501.6892744597374
2002-04-24,1513.9168556555742
2002-04-25,1502.3757207457927
2002-04-26,1496.8817923990434
2002-04-29,1491.6227046012693
2002-04-30,1493.584188981204
2002-05-01,1481.5486395379828
2002-05-02,1505.662455372719
2002-05-03,1517.839474595768
2002-05-06,1511.9609072484361
2002-05-07,1497.3231803564383
2002-05-08,1515.7185182949338
2002-05-09,1498.2635489813958
2002-05-10,1491.356855101488
2002-05-13,1508.5745949931827
2002-05-14,1504.3939000278692
2002-05-15,1509.9428696986274
2002-05-16,1499.7421067357734
2002-05-17,1486.6242199114465
2002-05-20,1474.5203604489882
2002-05-21,1467.0700394860844
