Date,CANADA HIGH DIVIDEND YIELD
1999-08-04,1227.1801768654657
1999-08-05,1202.800260684455
1999-08-06,1194.524044613714
1999-08-09,1191.8343048794366
1999-08-10,1172.7623345539723
1999-08-11,1209.0824231675272
1999-08-12,1222.8127903935438
1999-08-13,1250.3091029657305
1999-08-16,1258.5649033533423
1999-08-17,1253.4481050220197
1999-08-18,1252.2823154435707
1999-08-19,1228.5380672002686
1999-08-20,1231.5897007128372
1999-08-23,1250.415816451247
1999-08-24,1268.288062142685
1999-08-25,1286.353277776063
1999-08-26,1276.301475915195
1999-08-27,1275.945896429834
1999-08-30,1267.8357788248054
1999-08-31,1235.8728810357525
1999-09-01,1237.5691397416692
1999-09-02,1202.6247786309498
1999-09-03,1234.36572569022
1999-09-06,1237.7396283238083
1999-09-07,1240.8034391215529
1999-09-08,1239.7185919122758
1999-09-09,1260.9261393228533
1999-09-10,1285.3006222141855
1999-09-13,1297.9140782988686
1999-09-14,1292.5290731402927
1999-09-15,1282.9784074017969
1999-09-16,1266.499065888208
1999-09-17,1275.164261056788
1999-09-20,1270.7261198243013
1999-09-21,1241.3910983067572
1999-09-22,1226.497578310566
1999-09-23,1217.4101127803563
1999-09-24,1203.5666145611676
1999-09-27,1226.7743530687578
1999-09-28,1235.7254064155184
1999-09-29,1221.2247842133224
1999-09-30,1216.0962012667967
1999-10-01,1200.8929126316184
1999-10-04,1216.079543762899
1999-10-05,1225.814131115776
1999-10-06,1232.7442153556717
1999-10-07,1242.7512566276807
1999-10-08,1266.8591751406211
1999-10-11,1266.203967497069
1999-10-12,1244.5569096344148
1999-10-13,1214.0153229576829
1999-10-14,1210.5017305993201
1999-10-15,1188.9037804450923
1999-10-18,1199.719040994227
1999-10-19,1213.446585759154
1999-10-20,1225.5293525492195
1999-10-21,1222.0965730823636
1999-10-22,1250.0181035036412
1999-10-25,1248.0471509629328
1999-10-26,1275.6327266857543
1999-10-27,1269.1958436525122
1999-10-28,1296.0610051700658
1999-10-29,1333.4262754051178
1999-11-01,1341.3309277986382
1999-11-02,1324.4981579852367
1999-11-03,1323.8317253117184
1999-11-04,1330.2563038982141
1999-11-05,1337.84180562067
1999-11-08,1327.804248950989
1999-11-09,1322.6895656609956
1999-11-10,1315.7112353788345
1999-11-11,1357.1902089621062
1999-11-12,1384.6584178015623
1999-11-15,1399.5278962201276
1999-11-16,1386.4724346978305
1999-11-17,1367.5098162365957
1999-11-18,1390.5693567735718
1999-11-19,1400.3430774814776
1999-11-22,1384.680135315454
1999-11-23,1407.095836011833
1999-11-24,1435.329026523464
1999-11-25,1448.3604165990782
1999-11-26,1466.5064550638772
1999-11-29,1450.2678880324627
1999-11-30,1409.5043789637646
1999-12-01,1415.2226327949088
1999-12-02,1410.5368927685631
1999-12-03,1415.1543191931307
1999-12-06,1375.812313208517
1999-12-07,1365.4814607587198
1999-12-08,1343.7290673630487
1999-12-09,1367.7302701495862
1999-12-10,1372.17418514818
1999-12-13,1371.936649118666
1999-12-14,1362.2805367540714
1999-12-15,1375.8801100918108
1999-12-16,1355.9025785520544
1999-12-17,1375.5566694866866
1999-12-20,1369.4606790726677
1999-12-21,1364.097012512836
1999-12-22,1370.8166952685112
1999-12-23,1371.4502481990337
1999-12-24,1382.0837584845162
1999-12-27,1397.8146435404349
1999-12-28,1415.3132346194632
1999-12-29,1421.325639787279
1999-12-30,1413.5359451250606
1999-12-31,1393.889200756928
2000-01-03,1383.039478805918
2000-01-04,1355.593411918876
2000-01-05,1349.970004306868
2000-01-06,1362.9161291209664
2000-01-07,1367.0089551618753
2000-01-10,1375.336319866227
2000-01-11,1345.3106393916516
2000-01-12,1350.567452243262
2000-01-13,1353.7465159810658
2000-01-14,1363.7406512854375
2000-01-17,1393.8649838081026
2000-01-18,1392.386658072631
2000-01-19,1371.0595267456274
2000-01-20,1373.7744596525401
2000-01-21,1349.5015119546233
2000-01-24,1346.2597142891348
2000-01-25,1357.4249466866006
2000-01-26,1390.9151201233867
2000-01-27,1435.9227149087283
2000-01-28,1427.3921116038632
2000-01-31,1408.541147911304
2000-02-01,1451.8672601655473
2000-02-02,1430.710140239808
2000-02-03,1427.4915424803323
2000-02-04,1418.8925039054006
2000-02-07,1437.2587631563808
2000-02-08,1414.9953476199141
2000-02-09,1384.9266594498554
2000-02-10,1379.1594289388015
2000-02-11,1379.0021382662696
2000-02-14,1396.7196568852164
2000-02-15,1416.7516430757728
2000-02-16,1446.8521125571074
2000-02-17,1451.948011470602
2000-02-18,1447.41141506522
2000-02-21,1449.7779539650116
2000-02-22,1396.66382617278
2000-02-23,1398.17648314187
2000-02-24,1404.819908809083
2000-02-25,1470.3293139128912
2000-02-28,1510.2283270078092
2000-02-29,1477.6131352436682
2000-03-01,1478.52817432069
2000-03-02,1509.7043647865842
2000-03-03,1498.6603887496644
2000-03-06,1483.453831224142
2000-03-07,1463.8215435386446
2000-03-08,1428.48643839771
2000-03-09,1409.225084785877
2000-03-10,1407.4394501165898
2000-03-13,1424.1512544709935
2000-03-14,1447.311362460243
2000-03-15,1465.183245429621
2000-03-16,1502.0054932075714
2000-03-17,1463.1128268947011
2000-03-20,1476.3116188367335
2000-03-21,1505.5802982913085
2000-03-22,1544.2942236485344
2000-03-23,1529.2167867472638
2000-03-24,1540.4546742914868
2000-03-27,1522.09263967685
2000-03-28,1521.708571739013
2000-03-29,1542.961482060246
2000-03-30,1562.5351092603557
2000-03-31,1546.4218054027228
2000-04-03,1595.2333373750398
2000-04-04,1592.975072900953
2000-04-05,1565.1502905709783
2000-04-06,1577.0963745362974
2000-04-07,1540.6562910677426
2000-04-10,1581.7714739007529
2000-04-11,1600.4562504016244
2000-04-12,1655.2077489741464
2000-04-13,1672.048497289201
2000-04-14,1572.6762097217604
2000-04-17,1597.8793274484121
2000-04-18,1620.520808506807
2000-04-19,1638.392485855719
2000-04-20,1649.8450178115982
2000-04-21,1649.8450178115982
2000-04-24,1645.0259610804667
2000-04-25,1673.392255299606
2000-04-26,1678.9178262860096
2000-04-27,1694.1835633395578
2000-04-28,1671.2878959339123
2000-05-01,1671.4318740684096
2000-05-02,1692.9310424439232
2000-05-03,1735.9722245509563
2000-05-04,1729.9627661117463
2000-05-05,1731.8265687465719
2000-05-08,1708.6409034229814
2000-05-09,1725.6847459487474
2000-05-10,1725.8119298841332
2000-05-11,1745.2356293318833
2000-05-12,1729.5559644205566
2000-05-15,1742.4807095297763
2000-05-16,1763.0584859253481
2000-05-17,1798.8198941450373
2000-05-18,1779.3482208798682
2000-05-19,1779.321322678574
2000-05-22,1752.581523448502
2000-05-23,1754.2123860098015
2000-05-24,1759.1662881828352
2000-05-25,1730.4230096330768
2000-05-26,1705.002060715989
2000-05-29,1711.4674193748463
2000-05-30,1710.8727581691062
2000-05-31,1709.2149183282106
2000-06-01,1763.3900586034906
2000-06-02,1762.6745455340936
2000-06-05,1730.451804784733
2000-06-06,1682.4562118238093
2000-06-07,1687.0616781826209
2000-06-08,1714.326434604676
2000-06-09,1729.1243308248158
2000-06-12,1733.651114072888
2000-06-13,1698.6698575800317
2000-06-14,1721.0852758087226
2000-06-15,1711.36780273824
2000-06-16,1686.5986531195206
2000-06-19,1717.0685621364748
2000-06-20,1721.553459168904
2000-06-21,1718.8986561868305
2000-06-22,1721.1734079472287
2000-06-23,1743.4912277523617
2000-06-26,1722.6159587321276
2000-06-27,1722.3383269155415
2000-06-28,1721.1236192344786
2000-06-29,1700.3880399198388
2000-06-30,1676.9987284601007
2000-07-03,1692.3049901368927
2000-07-04,1712.3716425313746
2000-07-05,1695.1234099838223
2000-07-06,1689.1054213958405
2000-07-07,1723.5389875869264
2000-07-10,1711.1183827277616
2000-07-11,1740.2503628934182
2000-07-12,1774.1840353071866
2000-07-13,1773.5005546487512
2000-07-14,1763.9187650378665
2000-07-17,1773.441438563439
2000-07-18,1779.7792218038235
2000-07-19,1803.527013250406
2000-07-20,1797.1397525507896
2000-07-21,1798.0364173574626
2000-07-24,1809.2346897938473
2000-07-25,1803.0629312313736
2000-07-26,1793.431552514181
2000-07-27,1825.3518849661914
2000-07-28,1814.7473107490657
2000-07-31,1802.9897743100473
2000-08-01,1806.6539637481799
2000-08-02,1856.5492990986018
2000-08-03,1878.4956320913238
2000-08-04,1860.5090605987612
2000-08-07,1855.2216016497985
2000-08-08,1889.4650964161933
2000-08-09,1899.4810384535165
2000-08-10,1872.6822720678604
2000-08-11,1901.36739046681
2000-08-14,1924.9131422138537
2000-08-15,1904.2812388501086
2000-08-16,1919.8202232142194
2000-08-17,1912.8788839603549
2000-08-18,1931.7878140593693
2000-08-21,1940.4795986123686
2000-08-22,1938.2053727986051
2000-08-23,1924.929801040085
2000-08-24,1906.9930303213405
2000-08-25,1909.3598863371794
2000-08-28,1918.3763484253268
2000-08-29,1910.604100476576
2000-08-30,1932.3695261954047
2000-08-31,1954.581045131745
2000-09-01,1950.2508221523244
2000-09-04,1949.9987118304318
2000-09-05,1994.4985024700172
2000-09-06,1996.403719290117
2000-09-07,2007.2534939209856
2000-09-08,2020.7032209268793
2000-09-11,2059.862217079314
2000-09-12,2100.0424939554905
2000-09-13,2099.877766248117
2000-09-14,2118.067006863225
2000-09-15,2120.902180319557
2000-09-18,2123.0617358629584
2000-09-19,2149.634930534444
2000-09-20,2149.135592119063
2000-09-21,2104.8138354954035
2000-09-22,2001.2243331546517
2000-09-25,2023.6416716705126
2000-09-26,1997.6689429819016
2000-09-27,1985.9314093184835
2000-09-28,1981.6341894760717
2000-09-29,2015.0692513958254
2000-10-02,1997.2067859684732
2000-10-03,2014.9455560516196
2000-10-04,2037.3660474393077
2000-10-05,2057.3355115051245
2000-10-06,2045.7120059074555
2000-10-09,2042.8848872691067
2000-10-10,2013.9972099272939
2000-10-11,1978.6614516238267
2000-10-12,1974.6857446876418
2000-10-13,1972.531956619581
2000-10-16,1996.2117222980949
2000-10-17,1963.2205095298134
2000-10-18,1960.5112478877254
2000-10-19,1968.2843363242791
2000-10-20,1980.3734473912925
2000-10-23,2016.3609717379475
2000-10-24,2055.6783336848425
2000-10-25,2125.945613159144
2000-10-26,2121.3154015345617
2000-10-27,2075.083840601074
2000-10-30,2121.3931429042595
2000-10-31,2144.47489311355
2000-11-01,2124.499920489785
2000-11-02,2111.776767605904
2000-11-03,2104.8120296255142
2000-11-06,2109.283213581659
2000-11-07,2109.8129413109787
2000-11-08,2102.1446196991337
2000-11-09,2094.112405102348
2000-11-10,2057.448699104333
2000-11-13,2041.3164756219671
2000-11-14,2065.3054134010713
2000-11-15,2042.408690805007
2000-11-16,2033.4178718072728
2000-11-17,2047.71064414807
2000-11-20,2045.3839197441255
2000-11-21,2064.2444445304163
2000-11-22,2052.0280980755
2000-11-23,2065.9993825886113
2000-11-24,2096.0300107994944
2000-11-27,2082.999490301133
2000-11-28,2071.5189092122314
2000-11-29,2033.845399001314
2000-11-30,2015.8292879103026
2000-12-01,2016.1008019082199
2000-12-04,1998.1308623378368
2000-12-05,2017.6026845971535
2000-12-06,2002.0942607637649
2000-12-07,2008.533714530586
2000-12-08,2069.7095468141456
2000-12-11,2112.2564032142786
2000-12-12,2107.177126635406
2000-12-13,2105.7070216746665
2000-12-14,2044.1324642511015
2000-12-15,2013.2004745835366
2000-12-18,2033.8064294173785
2000-12-19,2060.8629079646335
2000-12-20,2001.11633247286
2000-12-21,1985.4609064228848
2000-12-22,2002.2737649730534
2000-12-25,2002.2737649730534
2000-12-26,1995.5016258918968
2000-12-27,1997.243554249749
2000-12-28,2027.4566903796606
2000-12-29,2027.4277034591455
2001-01-01,2027.4277034591455
2001-01-02,1953.4264975970998
2001-01-03,1996.4386142860856
2001-01-04,1997.3998295721397
2001-01-05,1965.7230578201866
2001-01-08,1976.8900823428135
2001-01-09,1969.2200943747473
2001-01-10,1970.6298880311958
2001-01-11,1952.6729806545654
2001-01-12,1935.491607783182
2001-01-15,1957.9333268823448
2001-01-16,1967.0024093826944
2001-01-17,1966.1434408153175
2001-01-18,1919.4481802698995
2001-01-19,1944.204641969641
2001-01-22,1969.8656710588368
2001-01-23,1989.8662816411
2001-01-24,2021.6471173553862
2001-01-25,2047.7175155627551
2001-01-26,2029.295148503106
2001-01-29,2060.159150347034
2001-01-30,2062.131016205588
2001-01-31,2047.1628866606075
2001-02-01,2046.3594400994486
2001-02-02,2092.295376979327
2001-02-05,2086.7886984231072
2001-02-06,2103.462772577612
2001-02-07,2086.4640965202784
2001-02-08,2105.0209704388844
2001-02-09,2100.2749627706235
2001-02-12,2078.9719548621997
2001-02-13,2108.1984391089495
2001-02-14,2102.198938964541
2001-02-15,2132.8199489989665
2001-02-16,2092.264274354282
2001-02-19,2083.984805370455
2001-02-20,2087.407425245626
2001-02-21,2025.4355054977618
2001-02-22,2050.6057098937385
2001-02-23,2022.6309714269757
2001-02-26,2078.241570174597
2001-02-27,2052.5144924748256
2001-02-28,2050.970833124214
2001-03-01,2037.3455890552152
2001-03-02,2015.5864409331764
2001-03-05,2066.0686431465606
2001-03-06,2054.7996343961495
2001-03-07,2066.231823777907
2001-03-08,2043.5209892652479
2001-03-09,2018.24227155011
2001-03-12,1988.053548004966
2001-03-13,2042.1791467522096
2001-03-14,2023.763425343211
2001-03-15,2041.0647936987134
2001-03-16,2016.823368715143
2001-03-19,2040.9590709333681
2001-03-20,2010.029130037088
2001-03-21,1977.9608003121577
2001-03-22,1983.2059889392033
2001-03-23,1982.0422729189515
2001-03-26,2016.8773988919838
2001-03-27,2023.1177892148553
2001-03-28,2019.954282426717
2001-03-29,2011.642974553667
2001-03-30,2041.3914971892264
2001-04-02,2067.1515786709724
2001-04-03,2019.1247357657462
2001-04-04,1988.7965731493834
2001-04-05,2012.2119380541405
2001-04-06,1996.1763429841897
2001-04-09,2024.4755817671366
2001-04-10,2106.233796890775
2001-04-11,2088.6453049133543
2001-04-12,2051.575483255281
2001-04-13,2051.575483255281
2001-04-16,2072.6210764963944
2001-04-17,2087.7642068890077
2001-04-18,2131.31328804933
2001-04-19,2107.9298276419213
2001-04-20,2099.3304637799542
2001-04-23,2092.990322216945
2001-04-24,2073.872832503429
2001-04-25,2090.415920834259
2001-04-26,2091.4327012422204
2001-04-27,2121.297563403968
2001-04-30,2100.2248302107514
2001-05-01,2096.678494844201
2001-05-02,2101.973451823776
2001-05-03,2092.41532359715
2001-05-04,2092.5878378639295
2001-05-07,2098.0019398867857
2001-05-08,2111.747913930269
2001-05-09,2139.9912261736386
2001-05-10,2174.127737564179
2001-05-11,2164.5384364099978
2001-05-14,2179.6274236917493
2001-05-15,2191.767461368843
2001-05-16,2210.716099943314
2001-05-17,2238.160786080589
2001-05-18,2251.2331655932257
2001-05-21,2258.808928688646
2001-05-22,2256.9810109579043
2001-05-23,2267.1927611575593
2001-05-24,2284.5735844567016
2001-05-25,2274.0483226800197
2001-05-28,2273.40456939208
2001-05-29,2286.970722209296
2001-05-30,2266.3321357538503
2001-05-31,2307.5514361195205
2001-06-01,2351.8478341510345
2001-06-04,2353.173922616862
2001-06-05,2347.549012662821
2001-06-06,2357.8077192981127
2001-06-07,2355.23069916233
2001-06-08,2376.6057717494923
2001-06-11,2403.885124048451
2001-06-12,2372.656815395146
2001-06-13,2375.9842242021045
2001-06-14,2335.0398035080143
2001-06-15,2296.489038608389
2001-06-18,2287.0472311918147
2001-06-19,2303.783469177895
2001-06-20,2325.2814171000696
2001-06-21,2337.617145922489
2001-06-22,2340.016652750392
2001-06-25,2326.69872044399
2001-06-26,2307.9819511541964
2001-06-27,2283.7895603398065
2001-06-28,2321.049192378867
2001-06-29,2354.325588210545
2001-07-02,2358.7349916713583
2001-07-03,2381.060542834302
2001-07-04,2375.019810644236
2001-07-05,2396.501490684943
2001-07-06,2340.710513072114
2001-07-09,2347.8292489926775
2001-07-10,2313.3413966936905
2001-07-11,2288.64000233857
2001-07-12,2329.674167115618
2001-07-13,2342.6510603088514
2001-07-16,2324.085330961553
2001-07-17,2365.4833394223974
2001-07-18,2307.2664282626697
2001-07-19,2301.386059459119
2001-07-20,2298.081740218534
2001-07-23,2298.2838268478786
2001-07-24,2294.781919605334
2001-07-25,2277.7056134586005
2001-07-26,2273.8437632152527
2001-07-27,2301.585537858299
2001-07-30,2297.2804572463497
2001-07-31,2307.969057804594
2001-08-01,2299.2315369183334
2001-08-02,2289.103412303932
2001-08-03,2279.17771417313
2001-08-06,2305.360155337171
2001-08-07,2328.1681539260567
2001-08-08,2318.2676847708285
2001-08-09,2304.833291659583
2001-08-10,2272.3001021277655
2001-08-13,2274.0175282397354
2001-08-14,2282.161804353069
2001-08-15,2238.7441794171186
2001-08-16,2252.6070272116594
2001-08-17,2215.0850102029804
2001-08-20,2239.8464695058888
2001-08-21,2219.765996703704
2001-08-22,2215.572992503096
2001-08-23,2227.514527070121
2001-08-24,2248.5746238864217
2001-08-27,2267.486779068945
2001-08-28,2250.6717711423275
2001-08-29,2217.67915053905
2001-08-30,2203.5960476712416
2001-08-31,2188.442480320149
2001-09-03,2191.0304103284
2001-09-04,2256.5866195845006
2001-09-05,2250.097805716704
2001-09-06,2251.239958783144
2001-09-07,2185.1830458580853
2001-09-10,2203.9762666303996
2001-09-11,2100.261820287805
2001-09-12,2121.8708122689764
2001-09-13,2142.485616098479
2001-09-14,2043.004759290882
2001-09-17,2058.0893724626135
2001-09-18,2033.160993904299
2001-09-19,1971.0781775994801
2001-09-20,1929.912807909819
2001-09-21,1935.1658138764417
2001-09-24,1990.2749924473144
2001-09-25,1985.1289486910002
2001-09-26,1992.1914371410166
2001-09-27,1988.2362917360324
2001-09-28,2037.0571581511733
2001-10-01,2031.3717702452386
2001-10-02,2065.544199047694
2001-10-03,2064.278331526519
2001-10-04,2051.749921539375
2001-10-05,2043.8433377175936
2001-10-08,2046.3234099351823
2001-10-09,2046.822719518438
2001-10-10,2071.706704834979
2001-10-11,2116.679760216479
2001-10-12,2092.368620751277
2001-10-15,2082.3993804958554
2001-10-16,2084.3422086510445
2001-10-17,2053.3386861320814
2001-10-18,2030.8254120952577
2001-10-19,2061.4649333794823
2001-10-22,2062.500234090819
2001-10-23,2078.1531435021243
2001-10-24,2052.34494730857
2001-10-25,2040.6061995157268
2001-10-26,2059.1331165333213
2001-10-29,1997.7173901758727
2001-10-30,1971.8091655482542
2001-10-31,1995.2796362558142
2001-11-01,2002.8080774011723
2001-11-02,2026.0976448561946
2001-11-05,2055.8579112093335
2001-11-06,2069.108523653407
2001-11-07,2046.862171470893
2001-11-08,2057.8915228077594
2001-11-09,2077.6366249112198
2001-11-12,2076.7803733912024
2001-11-13,2144.849704934494
2001-11-14,2148.33710835581
2001-11-15,2141.64242397764
2001-11-16,2141.777717390879
2001-11-19,2176.937042984015
2001-11-20,2147.2908341885204
2001-11-21,2134.7024391680116
2001-11-22,2135.9342825348344
2001-11-23,2156.246438555382
2001-11-26,2154.11094480401
2001-11-27,2157.788291633833
2001-11-28,2133.4230479354383
2001-11-29,2149.2291867682325
2001-11-30,2129.9331847866374
2001-12-03,2120.7982480394735
2001-12-04,2134.041647264069
2001-12-05,2181.0521093572215
2001-12-06,2145.5157618581075
2001-12-07,2160.3891426825166
2001-12-10,2160.3768826819833
2001-12-11,2142.9838162873575
2001-12-12,2166.2548068326296
2001-12-13,2158.6263336169595
2001-12-14,2134.883781292954
2001-12-17,2173.7720046948207
2001-12-18,2179.7368627062724
2001-12-19,2187.1004434763377
2001-12-20,2162.4119739002927
2001-12-21,2174.1447359673143
2001-12-24,2173.6227473832896
2001-12-25,2173.6227473832896
2001-12-26,2171.224454459397
2001-12-27,2191.9785576228455
2001-12-28,2203.6051414714557
2001-12-31,2177.7123088134945
2002-01-01,2177.7123088134945
2002-01-02,2122.1792237344334
2002-01-03,2154.972535465642
2002-01-04,2178.1817678512975
2002-01-07,2196.084589328204
2002-01-08,2179.7901331059147
2002-01-09,2183.516083107319
2002-01-10,2159.641395716
2002-01-11,2171.6272402710238
2002-01-14,2138.431001387274
2002-01-15,2155.3504197652856
2002-01-16,2162.781544141202
2002-01-17,2154.6203100510434
2002-01-18,2139.1850005797555
2002-01-21,2140.9331012074344
2002-01-22,2154.7690619038704
2002-01-23,2162.8584822069006
2002-01-24,2187.5545735858273
2002-01-25,2207.3540553686507
2002-01-28,2216.346060344653
2002-01-29,2228.1899713934117
2002-01-30,2219.7099445043814
2002-01-31,2249.7326919624793
2002-02-01,2252.2430653162373
2002-02-04,2201.9523333033235
2002-02-05,2165.1573628203296
2002-02-06,2144.835212010568
2002-02-07,2144.354128812889
2002-02-08,2157.037729416147
2002-02-11,2173.260315409731
2002-02-12,2159.8734591943303
2002-02-13,2171.2047325377393
2002-02-14,2169.6843095784725
2002-02-15,2160.3454944762952
2002-02-18,2184.4705222889093
2002-02-19,2164.588720323055
2002-02-20,2162.126586203406
2002-02-21,2153.4668211360713
2002-02-22,2144.9057941590486
2002-02-25,2190.5873066982444
2002-02-26,2200.2581053184417
2002-02-27,2239.3853111319804
2002-02-28,2261.11107347383
2002-03-01,2306.192832916283
2002-03-04,2343.710911047178
2002-03-05,2326.7487096691907
2002-03-06,2344.088674148544
2002-03-07,2335.507240817784
2002-03-08,2316.3267869331808
2002-03-11,2313.757730485697
2002-03-12,2311.1081992704403
2002-03-13,2319.0005172186743
2002-03-14,2290.623066903605
2002-03-15,2307.5172093075726
2002-03-18,2321.595155056894
2002-03-19,2344.840990093256
2002-03-20,2331.5464653965646
2002-03-21,2314.607470073982
2002-03-22,2331.9663177707976
2002-03-25,2298.6297551908424
2002-03-26,2296.94611784814
2002-03-27,2316.7765662907536
2002-03-28,2326.321125060845
2002-03-29,2326.321125060845
2002-04-01,2301.429265407453
2002-04-02,2309.6920188993545
2002-04-03,2314.845952971217
2002-04-04,2290.99327505734
2002-04-05,2326.232365596577
2002-04-08,2320.1079898051835
2002-04-09,2322.0261366675613
2002-04-10,2354.9262072048077
2002-04-11,2317.8593661424748
2002-04-12,2339.6601293000735
2002-04-15,2342.4105145898734
2002-04-16,2364.143714611625
2002-04-17,2349.8730853477487
2002-04-18,2335.542204741206
2002-04-19,2382.1481377114787
2002-04-22,2362.02506159901
2002-04-23,2322.505982383296
2002-04-24,2332.8869984437124
2002-04-25,2312.7782017743234
2002-04-26,2294.3318820201553
2002-04-29,2285.2037415966765
2002-04-30,2319.2306768757317
2002-05-01,2332.0567855384097
2002-05-02,2332.4701828629877
2002-05-03,2278.4671871366604
2002-05-06,2235.148438782003
2002-05-07,2244.243184610274
2002-05-08,2293.699608576134
2002-05-09,2274.2296123199985
2002-05-10,2269.45084111209
2002-05-13,2291.6682682853057
2002-05-14,2339.053895675615
2002-05-15,2325.5982764326336
2002-05-16,2333.9624277075127
2002-05-17,2300.620176239811
2002-05-20,2302.481237622777
2002-05-21,2301.660391039834
2002-05-22,2262.6086873176937
2002-05-23,2307.6639491371143
2002-05-24,2294.8697072977598
2002-05-27,2307.645694276733
2002-05-28,2289.822010490382
2002-05-29,2265.3830816434984
