Date,MSCI USA HDY INDEX
2000-12-29,1278.8576704245813
2001-01-01,1278.8576704245813
2001-01-02,1262.0016937043124
2001-01-03,1256.5270293810122
2001-01-04,1239.9371825189182
2001-01-05,1217.9504912891948
2001-01-08,1223.369879794395
2001-01-09,1238.5889000570407
2001-01-10,1239.3041624404752
2001-01-11,1218.2361149498424
2001-01-12,1218.555274898599
2001-01-15,1227.3521068634702
2001-01-16,1240.3394191066845
2001-01-17,1243.5039488039658
2001-01-18,1225.4660799348005
2001-01-19,1225.0776621060404
2001-01-22,1232.6561709138566
2001-01-23,1230.042665694353
2001-01-24,1249.7860295730814
2001-01-25,1266.3914988741928
2001-01-26,1258.793694725101
2001-01-29,1263.277361298374
2001-01-30,1271.3252418927968
2001-01-31,1268.3172495104855
2001-02-01,1266.272777355156
2001-02-02,1267.4411256051806
2001-02-05,1268.8576176299482
2001-02-06,1277.376455618446
2001-02-07,1273.6304723329256
2001-02-08,1296.8113143620815
2001-02-09,1287.0059702814344
2001-02-12,1289.0077201657125
2001-02-13,1293.5648078095476
2001-02-14,1279.7478761657933
2001-02-15,1301.7037864772494
2001-02-16,1289.961870632351
2001-02-19,1283.096272233287
2001-02-20,1296.4595125577819
2001-02-21,1277.6063868660601
2001-02-22,1284.084525561726
2001-02-23,1277.0231731863632
2001-02-26,1293.780532630958
2001-02-27,1286.0581425287014
2001-02-28,1274.6964021588158
2001-03-01,1253.571948086196
2001-03-02,1258.2075495490365
2001-03-05,1268.9731335823794
2001-03-06,1263.0972544850142
2001-03-07,1271.0434418471227
2001-03-08,1283.979373498873
2001-03-09,1274.4663268955235
2001-03-12,1245.2904728526296
2001-03-13,1264.5611692168695
2001-03-14,1236.1637964813274
2001-03-15,1254.9799143788025
2001-03-16,1250.354222893428
2001-03-19,1262.0967306749415
2001-03-20,1231.4956774970403
2001-03-21,1213.9038586276774
2001-03-22,1213.993112544369
2001-03-23,1213.8281619199681
2001-03-26,1231.8666240286987
2001-03-27,1257.450476013664
2001-03-28,1259.0114061951742
2001-03-29,1274.166862926773
2001-03-30,1290.9389031332475
2001-04-02,1284.4687602976667
2001-04-03,1247.030702591176
2001-04-04,1231.5152286987907
2001-04-05,1267.454905611378
2001-04-06,1244.887132072507
2001-04-09,1256.7723782052894
2001-04-10,1290.0187228881432
2001-04-11,1279.054203358758
2001-04-12,1275.349356230388
2001-04-13,1275.349356230388
2001-04-16,1299.26125722839
2001-04-17,1310.9238649358547
2001-04-18,1338.4546041181147
2001-04-19,1309.7477711623033
2001-04-20,1275.5763030660041
2001-04-23,1283.5420783348145
2001-04-24,1281.2680606099723
2001-04-25,1295.0499626125431
2001-04-26,1297.069620166728
2001-04-27,1326.6552441907595
2001-04-30,1325.731256795813
2001-05-01,1330.6490625958381
2001-05-02,1320.0065257758315
2001-05-03,1311.0126839631328
2001-05-04,1323.2098599734309
2001-05-07,1331.1361961463808
2001-05-08,1333.1925078229162
2001-05-09,1336.8809708468855
2001-05-10,1340.7075798712142
2001-05-11,1344.0940260431005
2001-05-14,1358.1811900038879
2001-05-15,1353.614757767557
2001-05-16,1377.0410285804483
2001-05-17,1374.9081804866387
2001-05-18,1384.078373408731
2001-05-21,1385.4389378254227
2001-05-22,1393.2511476884868
2001-05-23,1392.91538285644
2001-05-24,1396.693013760877
2001-05-25,1389.6641390520392
2001-05-28,1384.4128066272742
2001-05-29,1404.4006717872353
2001-05-30,1393.6709158608774
2001-05-31,1417.7214240351977
2001-06-01,1417.396278281868
2001-06-04,1424.993027355686
2001-06-05,1432.7056668621792
2001-06-06,1416.3964932992558
2001-06-07,1407.5154167929838
2001-06-08,1403.4627593985172
2001-06-11,1412.8230737701908
2001-06-12,1401.7382140372458
2001-06-13,1392.1707193063319
2001-06-14,1365.3904332717632
2001-06-15,1353.0068092117147
2001-06-18,1353.1039190875877
2001-06-19,1362.5113656355245
2001-06-20,1379.1723243302931
2001-06-21,1388.0548497119785
2001-06-22,1372.696651334715
2001-06-25,1349.750958772038
2001-06-26,1348.4972232111074
2001-06-27,1343.4527864174452
2001-06-28,1370.8427969916086
2001-06-29,1374.4015729554308
2001-07-02,1388.5626937423704
2001-07-03,1386.0680848514537
2001-07-04,1387.6250043673965
2001-07-05,1398.4595913087685
2001-07-06,1367.2917310374778
2001-07-09,1366.7885478399703
2001-07-10,1348.3348830164307
2001-07-11,1341.577767575879
2001-07-12,1363.3965142678317
2001-07-13,1369.4977060200958
2001-07-16,1362.7846200648676
2001-07-17,1382.4630416127306
2001-07-18,1359.277361825878
2001-07-19,1363.5545526943822
2001-07-20,1348.7784136947207
2001-07-23,1338.9616025464675
2001-07-24,1306.3669394987385
2001-07-25,1325.012468378363
2001-07-26,1337.21672754609
2001-07-27,1340.4344985836135
2001-07-30,1343.032579599067
2001-07-31,1351.3069310550873
2001-08-01,1346.6300702936442
2001-08-02,1342.493924204524
2001-08-03,1330.1963666067686
2001-08-06,1326.4060054893787
2001-08-07,1341.4678265149546
2001-08-08,1327.8490180798212
2001-08-09,1310.3746352157527
2001-08-10,1313.8457208750579
2001-08-13,1308.6810377041786
2001-08-14,1309.0219554096523
2001-08-15,1285.7553054957918
2001-08-16,1289.9427494294591
2001-08-17,1270.7428285775775
2001-08-20,1288.3224402493452
2001-08-21,1282.1606427455865
2001-08-22,1275.906264613753
2001-08-23,1285.7361202869408
2001-08-24,1293.6080330011923
2001-08-27,1290.4821543634303
2001-08-28,1277.9900481003306
2001-08-29,1266.3488222870988
2001-08-30,1261.075565186639
2001-08-31,1261.6355489232824
2001-09-03,1264.3497913332562
2001-09-04,1299.7238525547764
2001-09-05,1308.3482807707373
2001-09-06,1285.8684058184253
2001-09-07,1249.890413950134
2001-09-10,1264.9009111045973
2001-09-11,1253.6793414171475
2001-09-12,1256.101843319074
2001-09-13,1252.4371181348888
2001-09-14,1235.7034916379748
2001-09-17,1203.8030077475157
2001-09-18,1204.3229737837185
2001-09-19,1180.7252256497889
2001-09-20,1153.7355462468395
2001-09-21,1136.471010465779
2001-09-24,1161.7652525017904
2001-09-25,1164.4733986897995
2001-09-26,1166.548602910836
2001-09-27,1191.3017262483509
2001-09-28,1225.0673897953634
2001-10-01,1218.8015084262506
2001-10-02,1234.1931725789693
2001-10-03,1231.1881658915631
2001-10-04,1234.276242523991
2001-10-05,1226.084295173432
2001-10-08,1215.3743940946067
2001-10-09,1215.2731018046213
2001-10-10,1244.9058319624107
2001-10-11,1254.9128205312054
2001-10-12,1239.0652922865913
2001-10-15,1236.6542495387305
2001-10-16,1239.875693215187
2001-10-17,1231.1193861708246
2001-10-18,1220.9444577652482
2001-10-19,1230.0532424914609
2001-10-22,1252.2792086939671
2001-10-23,1244.7663101930152
2001-10-24,1236.2988326222778
2001-10-25,1240.5101035575196
2001-10-26,1252.7409509993515
2001-10-29,1218.2864239353016
2001-10-30,1195.5673630489287
2001-10-31,1202.3445840138786
2001-11-01,1218.1021185969587
2001-11-02,1222.0906938324795
2001-11-05,1241.4256204921965
2001-11-06,1252.275292054812
2001-11-07,1243.2817140509487
2001-11-08,1254.783584556101
2001-11-09,1256.5716271020983
2001-11-12,1249.8173231713279
2001-11-13,1278.9882662798727
2001-11-14,1270.5009401346747
2001-11-15,1275.149783627197
2001-11-16,1270.0807007674357
2001-11-19,1283.9372037552127
2001-11-20,1277.963849250298
2001-11-21,1281.8562537191913
2001-11-22,1277.554967307917
2001-11-23,1294.453415111361
2001-11-26,1289.1628010215509
2001-11-27,1274.3243066737182
2001-11-28,1253.3167958848078
2001-11-29,1263.8904893632875
2001-11-30,1251.5599890656142
2001-12-03,1257.384387002211
2001-12-04,1264.59937465698
2001-12-05,1282.0821275664596
2001-12-06,1272.6461735949686
2001-12-07,1271.4101413766925
2001-12-10,1266.7091128328668
2001-12-11,1251.8840941320104
2001-12-12,1240.8483774656759
2001-12-13,1227.5224008615596
2001-12-14,1221.7033943237277
2001-12-17,1229.176373030986
2001-12-18,1244.1693110126687
2001-12-19,1261.5831824434008
2001-12-20,1262.2597253502072
2001-12-21,1272.8742628698146
2001-12-24,1288.9364819084499
2001-12-25,1288.9364819084499
2001-12-26,1294.1700417276243
2001-12-27,1290.772813555212
2001-12-28,1298.5719497696355
2001-12-31,1276.1539229922507
2002-01-01,1276.1539229922507
2002-01-02,1262.1067221688504
2002-01-03,1271.5994244668377
2002-01-04,1285.791316599467
2002-01-07,1283.4362563116922
2002-01-08,1280.3258103817986
2002-01-09,1276.1507542349814
2002-01-10,1272.3381485370664
2002-01-11,1266.6943788092465
2002-01-14,1260.1656028736545
2002-01-15,1276.044090418165
2002-01-16,1270.6081291948215
2002-01-17,1280.9252766451534
2002-01-18,1270.506469071657
2002-01-21,1270.8660599436912
2002-01-22,1272.004634853704
2002-01-23,1279.896665239281
2002-01-24,1287.3776971899642
2002-01-25,1311.0141986440026
2002-01-28,1318.1090485017721
2002-01-29,1286.4573935198227
2002-01-30,1296.605444258005
2002-01-31,1318.2686458127453
2002-02-01,1313.657341259564
2002-02-04,1282.2662944945653
2002-02-05,1271.5660182256304
2002-02-06,1262.4117609345947
2002-02-07,1262.1927056375487
2002-02-08,1271.8773137426385
2002-02-11,1277.8813543058895
2002-02-12,1280.9967112725458
2002-02-13,1297.810295800549
2002-02-14,1301.9072912949491
2002-02-15,1297.1832962149185
2002-02-18,1301.6548001660212
2002-02-19,1281.9119494084507
2002-02-20,1302.3696641522765
2002-02-21,1292.894475878054
2002-02-22,1301.411235911432
2002-02-25,1326.8777085559364
2002-02-26,1331.8385308284219
2002-02-27,1342.9421142334322
2002-02-28,1340.9024403413118
2002-03-01,1364.9399742659837
2002-03-04,1377.950372849757
2002-03-05,1364.168486894227
2002-03-06,1377.629303339223
2002-03-07,1362.373509845566
2002-03-08,1363.709190653656
2002-03-11,1372.6844204444283
2002-03-12,1384.679718277157
2002-03-13,1373.2569553948424
2002-03-14,1361.8659828452744
2002-03-15,1370.4835406713753
