Date,ZHONG HUA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.40482649114037
2001-01-03,96.000689431026
2001-01-04,100.33332549708418
2001-01-05,100.54606019313078
2001-01-08,99.57550070597318
2001-01-09,100.53011357231279
2001-01-10,101.02558983617232
2001-01-11,98.88885103727551
2001-01-12,100.32292051232432
2001-01-15,100.52642129282277
2001-01-16,101.00658972731807
2001-01-17,100.61736851279875
2001-01-18,102.39888940815266
2001-01-19,106.77978403422296
2001-01-22,108.38460571603447
2001-01-23,107.50681972084094
2001-01-24,107.50750890246388
2001-01-25,107.50819809292294
2001-01-26,107.50681972084097
2001-01-29,106.86802941915455
2001-01-30,104.95658812645003
2001-01-31,106.57854347035041
2001-02-01,107.63832050280426
2001-02-02,106.90675574510922
2001-02-05,104.63491590366775
2001-02-06,104.36240874860661
2001-02-07,105.50803998111746
2001-02-08,104.3641316225143
2001-02-09,104.30972790030026
2001-02-12,102.78880680761947
2001-02-13,103.37801312560153
2001-02-14,103.25821586112548
2001-02-15,102.18301064850843
2001-02-16,101.75550898802146
2001-02-19,100.70163601792117
2001-02-20,100.79177764147761
2001-02-21,99.48807093429238
2001-02-22,97.70618058098692
2001-02-23,98.29587295458202
2001-02-26,97.07622499294735
2001-02-27,96.0831142966724
2001-02-28,96.96836729523831
2001-03-01,94.27172662641028
2001-03-02,91.48178004237731
2001-03-05,92.65596152679078
2001-03-06,93.75217915967598
2001-03-07,92.71256118153443
2001-03-08,92.27087057047468
2001-03-09,92.40314718716782
2001-03-12,89.8924697649392
2001-03-13,88.73415665054509
2001-03-14,88.2845781389757
2001-03-15,90.10360106687192
2001-03-16,90.03854146794663
2001-03-19,90.31763396905272
2001-03-20,88.202117768797
2001-03-21,87.66843917516509
2001-03-22,83.82042670532711
2001-03-23,84.41403109476168
2001-03-26,86.85777624536985
2001-03-27,85.26246867275862
2001-03-28,86.00024658727901
2001-03-29,84.55121490482745
2001-03-30,84.73452886957247
2001-04-02,84.88928328634215
2001-04-03,83.61163615340821
2001-04-04,79.74918264618094
2001-04-05,79.74764872290072
2001-04-06,82.43944316308085
2001-04-09,81.08684623538572
2001-04-10,81.34117629118323
2001-04-11,85.4094831435454
2001-04-12,87.26733543516515
2001-04-13,87.26733543516515
2001-04-16,87.264538172078
2001-04-17,84.90912696890163
2001-04-18,88.23477426681157
2001-04-19,92.1411397325245
2001-04-20,90.75934017713006
2001-04-23,90.00491473142264
2001-04-24,89.12363871528719
2001-04-25,88.64110363991004
2001-04-26,88.64686513577021
2001-04-27,89.16468731959885
2001-04-30,89.16697388678229
2001-05-01,89.16811721435268
2001-05-02,92.20016050622911
2001-05-03,92.76268201563198
2001-05-04,90.2417225829045
2001-05-07,91.29724599362618
