Date,AC PACIFIC GROWTH
2000-12-29,100.0
2001-01-01,99.92864677589047
2001-01-02,100.05183912057497
2001-01-03,99.58338552244821
2001-01-04,101.07087470322881
2001-01-05,101.99899240668665
2001-01-08,101.63658294050808
2001-01-09,100.56286334349232
2001-01-10,99.84818730053662
2001-01-11,97.94594801462537
2001-01-12,99.22806570728959
2001-01-15,99.80128880049752
2001-01-16,101.63835020016964
2001-01-17,102.06965935489637
2001-01-18,103.29973567177575
2001-01-19,105.6309427367786
2001-01-22,105.93234068913156
2001-01-23,105.10535117607971
2001-01-24,104.18986239212933
2001-01-25,104.75163979742048
2001-01-26,103.83289383090671
2001-01-29,103.79966935325712
2001-01-30,103.6725977531233
2001-01-31,104.89574481213522
2001-02-01,105.30326150030491
2001-02-02,104.30555130466684
2001-02-05,102.44902772229516
2001-02-06,102.0583341997663
2001-02-07,101.68314997679138
2001-02-08,101.09827453591052
2001-02-09,100.84924081532866
2001-02-12,100.83840695175937
2001-02-13,100.75117090007308
2001-02-14,99.91400554434374
2001-02-15,100.53301622892648
2001-02-16,100.61012178300341
2001-02-19,99.39936054906492
2001-02-20,100.22695794029435
2001-02-21,98.58633907674754
2001-02-22,97.69376192633847
2001-02-23,98.35312829016182
2001-02-26,98.0696192472861
2001-02-27,97.68190646055355
2001-02-28,96.27897758887707
2001-03-01,94.47900726776544
2001-03-02,91.81941622948938
2001-03-05,92.18827234371201
2001-03-06,93.99912254691678
2001-03-07,94.57312669995486
2001-03-08,94.49792195754432
2001-03-09,94.23937284389652
2001-03-12,91.41791994851398
2001-03-13,89.66767045834455
2001-03-14,89.48107418021364
2001-03-15,90.65620378042398
2001-03-16,90.75919399462141
2001-03-19,91.10561935295675
2001-03-20,90.61499786459399
2001-03-21,94.05004054079042
2001-03-22,92.1089001844729
2001-03-23,95.2037829502451
2001-03-26,98.3715117966206
2001-03-27,97.47191338116187
2001-03-28,98.04874993432189
2001-03-29,93.8685353616694
2001-03-30,92.31606418040718
2001-04-02,90.9427297136628
2001-04-03,91.60185440177816
2001-04-04,91.29699337882711
2001-04-05,92.33955072082283
2001-04-06,93.59403285342246
2001-04-09,90.42891385646897
2001-04-10,89.40273549573986
2001-04-11,91.99537628068818
2001-04-12,93.57273835022778
2001-04-13,93.24719839285721
2001-04-16,92.23596085960156
2001-04-17,91.79696766406745
2001-04-18,94.99868429864519
2001-04-19,97.65877653599382
2001-04-20,96.64748673052642
2001-04-23,96.50197163934037
2001-04-24,95.78784215072076
2001-04-25,96.09525136703446
2001-04-26,96.73251013195195
2001-04-27,95.91460658886382
2001-04-30,96.48398648953811
2001-05-01,99.68211230223753
2001-05-02,101.00437468238366
2001-05-03,101.72846371527903
2001-05-04,101.03180690393994
2001-05-07,101.58918426372594
2001-05-08,100.00797075509395
2001-05-09,98.99689743478369
2001-05-10,98.37696210534133
2001-05-11,98.56295404242226
2001-05-14,96.79806112552119
2001-05-15,96.94723706411256
2001-05-16,95.37481887761734
2001-05-17,97.80163804411296
2001-05-18,97.03952608091832
2001-05-21,98.39677936241424
2001-05-22,98.59641701855594
2001-05-23,99.97999945467683
2001-05-24,99.13757659303798
2001-05-25,98.6504801622028
2001-05-28,98.15723079124389
2001-05-29,98.98622501258987
2001-05-30,96.98075262936281
2001-05-31,96.14294972529365
2001-06-01,95.97910081886884
2001-06-04,95.98260251735188
2001-06-05,95.1458712128101
2001-06-06,95.27546176309485
2001-06-07,96.02930246683196
2001-06-08,96.45667980422006
2001-06-11,95.01655345966337
2001-06-12,93.12921956284688
2001-06-13,92.93156065743179
2001-06-14,93.31626987994385
2001-06-15,92.35930793414461
2001-06-18,91.12589362365027
2001-06-19,91.01100960892902
2001-06-20,90.82023182115978
2001-06-21,91.49952862652809
2001-06-22,92.00019221804739
2001-06-25,91.36439626448544
2001-06-26,91.30946885765057
2001-06-27,90.6474755783376
2001-06-28,89.41011269777023
2001-06-29,90.98761904200695
2001-07-02,90.76433734374487
2001-07-03,91.11765087769193
2001-07-04,90.53733076947485
2001-07-05,89.29543172687727
2001-07-06,87.56156659205894
2001-07-09,86.86520798523718
2001-07-10,87.3110201253768
2001-07-11,86.54207817856137
2001-07-12,87.93242183581293
2001-07-13,87.24184558101206
2001-07-16,87.08519421680347
2001-07-17,86.20525054141643
2001-07-18,85.39463226442567
2001-07-19,85.78993061853947
2001-07-20,85.94592630380956
2001-07-23,84.13284427082576
2001-07-24,84.8036545118899
2001-07-25,85.33071253939222
2001-07-26,85.03505036438482
2001-07-27,84.67659915208547
2001-07-30,83.47883878607821
2001-07-31,85.27812770658159
2001-08-01,86.35686023387674
2001-08-02,88.56844347847618
2001-08-03,87.79915926950973
2001-08-06,87.39082540237122
2001-08-07,87.48438241899217
2001-08-08,87.35212957127143
2001-08-09,85.11978350167578
2001-08-10,85.6200615712435
2001-08-13,84.52134533954802
2001-08-14,86.4394272310258
2001-08-15,87.21298156200649
2001-08-16,85.48448302014302
2001-08-17,84.99552737425232
2001-08-20,83.55327558237454
2001-08-21,83.77594769398368
2001-08-22,84.04330530568026
2001-08-23,83.08441097006413
2001-08-24,83.14351348172225
2001-08-27,83.89956655288937
2001-08-28,83.45513608195378
2001-08-29,82.93593225725343
2001-08-30,82.07973100343125
2001-08-31,81.22386668952142
2001-09-03,79.73618699901185
2001-09-04,81.7269663178044
2001-09-05,80.27799826212043
2001-09-06,79.75560169961949
2001-09-07,79.4326036458369
2001-09-10,77.8977239682612
2001-09-11,79.22304622616689
2001-09-12,74.150353698118
2001-09-13,74.1224538934623
2001-09-14,75.71872921519989
2001-09-17,72.30837343839389
2001-09-18,72.93514065719928
2001-09-19,74.39554765941845
2001-09-20,73.34167542659715
2001-09-21,70.72247125224999
2001-09-24,70.51615573865747
2001-09-25,71.59241816027061
2001-09-26,70.80444768635273
2001-09-27,70.52666157027778
2001-09-28,72.00203682792711
2001-10-01,72.45762709754408
2001-10-02,73.23296975775949
2001-10-03,72.21086776118385
2001-10-04,74.06121954793542
