Date,AC FAR EAST ex JAPAN GROWTH
2000-12-29,100.0
2001-01-01,99.73056784784028
2001-01-02,99.94059744366507
2001-01-03,98.0442835527553
2001-01-04,102.72769087410627
2001-01-05,104.82541809943805
2001-01-08,103.98875148872844
2001-01-09,105.76412184793139
2001-01-10,105.31495994242486
2001-01-11,103.4070881440112
2001-01-12,105.36455809104493
2001-01-15,105.87872518072476
2001-01-16,107.3711684085485
2001-01-17,107.73086215508292
2001-01-18,108.89681591599889
2001-01-19,111.92965394971647
2001-01-22,112.99265749410105
2001-01-23,112.54365205585447
2001-01-24,112.55430171793626
2001-01-25,112.63562550236466
2001-01-26,111.08122264359477
2001-01-29,110.01623083424738
2001-01-30,110.05100716834629
2001-01-31,113.14475515482187
2001-02-01,112.72290912538939
2001-02-02,112.91515285955607
2001-02-05,110.08044914781189
2001-02-06,110.00745954510826
2001-02-07,109.18905823029897
2001-02-08,109.47145365508193
2001-02-09,109.50066231102082
2001-02-12,108.96538025530668
2001-02-13,110.20549253186837
2001-02-14,109.20015621747199
2001-02-15,110.07347449193492
2001-02-16,110.16720637070513
2001-02-19,108.81185116052264
2001-02-20,109.26550908261942
2001-02-21,107.99527912912447
2001-02-22,105.39111931907664
2001-02-23,105.12121825741107
2001-02-26,104.44008812565778
2001-02-27,103.57896404966218
2001-02-28,103.80042369160059
2001-03-01,101.12971315407138
2001-03-02,99.19330236686358
2001-03-05,100.48315099775186
2001-03-06,101.56326786418146
2001-03-07,101.96449541475543
2001-03-08,101.51161892735486
2001-03-09,100.73572421523748
2001-03-12,98.10701095926716
2001-03-13,97.12591128134987
2001-03-14,97.69832762220429
2001-03-15,98.58994318137105
2001-03-16,97.83877684754013
2001-03-19,96.94036681863321
2001-03-20,95.56211228664687
2001-03-21,95.36998480692175
2001-03-22,93.64309983634178
2001-03-23,95.3582820827654
2001-03-26,96.60012335136504
2001-03-27,94.70252245935231
2001-03-28,94.47115178994754
2001-03-29,92.87448535060862
2001-03-30,93.14481171230915
2001-04-02,91.63341819747316
2001-04-03,89.58069350657956
2001-04-04,86.00784504802327
2001-04-05,86.23954228288137
2001-04-06,88.24842147777942
2001-04-09,85.89329406812045
2001-04-10,85.92532112280846
2001-04-11,89.12321355262127
2001-04-12,90.77800322245878
2001-04-13,90.81460406208146
2001-04-16,90.1371395109327
2001-04-17,89.0212899562788
2001-04-18,92.2847718532885
2001-04-19,96.43555962326214
2001-04-20,95.01874569825549
2001-04-23,94.91828627523763
2001-04-24,94.17713394708109
2001-04-25,93.88328483097295
2001-04-26,93.7934519916239
2001-04-27,93.44037695666378
2001-04-30,94.84462955998642
2001-05-01,94.92905640008063
2001-05-02,97.48950762302174
2001-05-03,98.05320605379114
2001-05-04,95.40649507456786
2001-05-07,96.42128898893192
2001-05-08,96.08656411700233
2001-05-09,95.7492066403599
2001-05-10,95.45791026037669
2001-05-11,95.61282854842158
2001-05-14,93.99267459844542
2001-05-15,93.21686673064953
2001-05-16,92.79241027655706
2001-05-17,94.79574911691034
2001-05-18,93.83840831159743
2001-05-21,94.24165931836096
2001-05-22,95.35214632831591
2001-05-23,96.30036821682981
2001-05-24,95.7304812755182
2001-05-25,95.06900623948162
2001-05-28,94.63214315543361
2001-05-29,94.69126855851823
2001-05-30,93.4883095556815
2001-05-31,92.13315373417726
2001-06-01,91.5901490677387
2001-06-04,92.0384373308536
2001-06-05,92.37207644461873
2001-06-06,93.12400858957528
2001-06-07,93.9757707037921
2001-06-08,95.9636925650526
2001-06-11,95.03051685855051
2001-06-12,94.31551114707125
2001-06-13,94.3089800566497
2001-06-14,92.90759334142021
2001-06-15,92.41526406911979
2001-06-18,91.06863785682428
2001-06-19,91.2042544014574
2001-06-20,89.90747344548218
2001-06-21,90.15416751255864
2001-06-22,89.8038824011001
2001-06-25,89.47201990421947
2001-06-26,88.30824093836262
2001-06-27,88.36392147357742
2001-06-28,87.625136941309
2001-06-29,89.33028267307606
2001-07-02,89.79291630227614
2001-07-03,90.49267237101547
2001-07-04,90.7098076471017
2001-07-05,89.95048160825212
2001-07-06,89.25061216343516
2001-07-09,87.18536232128702
2001-07-10,87.18611088093776
2001-07-11,86.1218915429195
2001-07-12,87.013053481237
2001-07-13,86.07687577254529
2001-07-16,86.15863312480725
2001-07-17,86.00813308142305
2001-07-18,85.31235393007496
2001-07-19,85.21770266368132
2001-07-20,85.54186786596355
2001-07-23,84.79894798783425
2001-07-24,84.37661775553896
2001-07-25,85.15207059964997
2001-07-26,85.25657539179839
2001-07-27,86.2700840763326
2001-07-30,86.11255967243464
2001-07-31,88.05917557370465
2001-08-01,89.59088124351932
2001-08-02,90.14452690840703
2001-08-03,89.2324361856059
2001-08-06,88.68759565247869
2001-08-07,87.90049574388452
2001-08-08,88.03593953862361
2001-08-09,86.00524174172095
2001-08-10,86.79916564555647
2001-08-13,86.78330074074681
2001-08-14,88.62809859974834
2001-08-15,88.95552364181744
2001-08-16,87.88006383153389
2001-08-17,87.33671316165741
2001-08-20,85.30019523174191
2001-08-21,84.78995295180506
2001-08-22,83.9488116423347
2001-08-23,84.78020700689068
2001-08-24,83.80796848384013
2001-08-27,85.57366932927997
2001-08-28,85.53349379288782
2001-08-29,85.58897726253049
2001-08-30,85.22613760108209
2001-08-31,84.43174955921042
2001-09-03,83.63938072523719
2001-09-04,85.08365721358824
2001-09-05,83.91521459514111
2001-09-06,82.27795783361145
2001-09-07,81.39271911335628
2001-09-10,80.89005271785284
2001-09-11,80.39353224271619
2001-09-12,75.81816473925593
2001-09-13,75.52149655297531
2001-09-14,74.29674712838705
2001-09-17,72.57486114300336
2001-09-18,72.50716952095989
2001-09-19,73.46318641122843
2001-09-20,71.89435114026173
2001-09-21,69.47281755141539
2001-09-24,70.07693466400382
2001-09-25,69.52719264215254
2001-09-26,69.75812155447942
2001-09-27,70.2419517884126
2001-09-28,71.17514390656109
2001-10-01,71.18147524218077
2001-10-02,70.65345565807931
2001-10-03,70.29810498723495
2001-10-04,72.29022822591
2001-10-05,73.19303754225426
2001-10-08,71.4532114853151
2001-10-09,74.10929060930691
2001-10-10,73.60433792027123
2001-10-11,75.56348592752666
2001-10-12,75.44549064668261
2001-10-15,74.72422859996048
2001-10-16,75.13684166778039
2001-10-17,76.46818209960558
2001-10-18,74.95584729342445
2001-10-19,74.78382236913374
2001-10-22,74.83175729487844
2001-10-23,76.200513732046
2001-10-24,77.59000004163592
2001-10-25,77.51757849006327
2001-10-26,78.08523929548888
2001-10-29,77.83946593646786
2001-10-30,75.93608806279987
2001-10-31,75.73727432078569
2001-11-01,76.0971612139749
2001-11-02,76.81047452431616
2001-11-05,78.2875242157386
2001-11-06,78.33866291511518
2001-11-07,78.14388063429534
2001-11-08,79.92004751988505
2001-11-09,80.48052118160692
2001-11-12,80.33420462076995
2001-11-13,80.66404715952373
2001-11-14,83.38952521757739
2001-11-15,85.44006968340265
2001-11-16,86.07863976540214
2001-11-19,87.32659587106697
2001-11-20,85.5433138080317
2001-11-21,85.54237516172176
2001-11-22,85.39499170329469
2001-11-23,86.95583369308414
2001-11-26,88.33316469363297
2001-11-27,88.45943949725796
2001-11-28,86.34675571452466
2001-11-29,85.75203993311321
2001-11-30,86.62974732349856
2001-12-03,87.67031294874688
2001-12-04,89.20521971586174
2001-12-05,93.30922819923022
2001-12-06,95.14383407969437
2001-12-07,96.291624081606
2001-12-10,93.58464491294524
2001-12-11,93.82242383853526
2001-12-12,96.03128674427924
2001-12-13,93.92852306582618
2001-12-14,92.87599726257855
2001-12-17,91.2940327953614
2001-12-18,91.66828927341545
2001-12-19,92.40853787803124
2001-12-20,93.38718005448855
2001-12-21,89.94403658212859
2001-12-24,90.55982588901968
2001-12-25,91.29388986750381
2001-12-26,91.3898344379706
2001-12-27,92.11207254641774
2001-12-28,93.93312571955035
2001-12-31,94.73917922592408
2002-01-01,94.73917922592408
2002-01-02,95.88155307609256
2002-01-03,95.83333004833422
2002-01-04,98.72894371134835
2002-01-07,100.29103997614932
2002-01-08,98.84123179871106
2002-01-09,98.62538417763494
2002-01-10,97.26260599500111
2002-01-11,96.08740549573554
2002-01-14,97.78108702256034
2002-01-15,95.77402433761887
2002-01-16,94.44414465402892
2002-01-17,94.47210364778373
2002-01-18,94.16259702877556
2002-01-21,95.59313678527397
2002-01-22,94.82547832984882
2002-01-23,95.38877484981563
2002-01-24,95.71629759109184
2002-01-25,97.55194324140693
2002-01-28,98.18414159527562
2002-01-29,97.91271141771367
2002-01-30,96.00188364864171
2002-01-31,96.21691247834227
2002-02-01,96.04301543457906
2002-02-04,95.87463080328071
2002-02-05,96.01075156581508
2002-02-06,96.22856816083167
2002-02-07,94.93575547838279
2002-02-08,95.8724786437202
2002-02-11,96.67323213526527
2002-02-12,96.72730397914583
2002-02-13,96.78444248705442
2002-02-14,99.41584844388314
2002-02-15,98.8760701809105
2002-02-18,99.3094593513127
2002-02-19,97.91795846100467
2002-02-20,96.56890042760968
2002-02-21,96.72409075916191
2002-02-22,95.88903882453286
2002-02-25,94.94367479786088
