Date,ACWI ex EMU GROWTH
2000-12-29,1000.0
2001-01-01,999.7937953622605
2001-01-02,972.716337478674
2001-01-03,1016.8485391573522
2001-01-04,1013.3216389148391
2001-01-05,991.6341465285678
2001-01-08,985.7813109370521
2001-01-09,988.1102274354013
2001-01-10,992.9268631018368
2001-01-11,1005.721839846073
2001-01-12,1003.8939752846566
2001-01-15,1006.3423226866156
2001-01-16,1008.8778654784932
2001-01-17,1016.4924373236036
2001-01-18,1037.1327932860622
2001-01-19,1042.7913333138683
2001-01-22,1041.0529220330557
2001-01-23,1048.9232755859823
2001-01-24,1047.805968167067
2001-01-25,1040.2563251417555
2001-01-26,1040.2253094205741
2001-01-29,1044.0633142903328
2001-01-30,1048.3739632217919
2001-01-31,1045.799664620958
2001-02-01,1051.7712753951507
2001-02-02,1031.037765325536
2001-02-05,1027.7484952151274
2001-02-06,1027.7652695633888
2001-02-07,1015.6292673332931
2001-02-08,1001.686095361545
2001-02-09,982.9662655050214
2001-02-12,994.5215974556849
2001-02-13,983.5622086880269
2001-02-14,985.091472780832
2001-02-15,993.9017719458034
2001-02-16,970.2055286418453
2001-02-19,968.6266542634432
2001-02-20,952.9324296173828
2001-02-21,938.4950504512079
2001-02-22,932.0528657025583
2001-02-23,929.7893725570938
2001-02-26,940.0260210400481
2001-02-27,931.497630973287
2001-02-28,919.186909611754
2001-03-01,919.9856330374794
2001-03-02,904.8276519997262
2001-03-05,909.5608145182733
2001-03-06,918.949082140681
2001-03-07,920.8293438829118
2001-03-08,918.8846809315481
2001-03-09,899.1474904217813
2001-03-12,860.3523049087954
2001-03-13,865.8904823981267
2001-03-14,849.8275831427434
2001-03-15,852.4370528186338
2001-03-16,835.3670240037533
2001-03-19,843.6620720446114
2001-03-20,831.2706628278152
2001-03-21,827.8182923791036
2001-03-22,820.6412659312324
2001-03-23,839.8152526091894
2001-03-26,852.8434881570845
2001-03-27,869.0886867949736
2001-03-28,852.3771496529309
2001-03-29,839.6570636456867
2001-03-30,842.6038690744757
2001-04-02,830.8101307474931
2001-04-03,808.8380779312718
2001-04-04,809.1379138559163
2001-04-05,839.0254523903877
2001-04-06,832.3941514720456
2001-04-09,832.2294796586729
2001-04-10,846.1408286302822
2001-04-11,849.103099655022
2001-04-12,862.3285297319135
2001-04-13,861.7824709717539
2001-04-16,854.0013352492648
2001-04-17,860.9853735365609
2001-04-18,893.210909301811
2001-04-19,911.5054564600184
2001-04-20,905.7886949185975
2001-04-23,891.4775701402089
2001-04-24,878.9710255374257
2001-04-25,891.2756432657279
2001-04-26,895.1077824441628
2001-04-27,904.5921806182266
2001-04-30,906.9340899666863
2001-05-01,921.857736436253
2001-05-02,928.4804460256777
2001-05-03,916.6250172245088
2001-05-04,927.2788294998486
2001-05-07,927.9956380337579
2001-05-08,926.653398595356
2001-05-09,917.5420205729595
2001-05-10,917.131412747128
2001-05-11,910.9931354464306
2001-05-14,903.2879652273584
2001-05-15,906.2023619652323
2001-05-16,923.6911623059736
2001-05-17,931.4445339725999
2001-05-18,930.8389194300557
2001-05-21,945.7756441214572
2001-05-22,944.3067753150352
2001-05-23,934.5920478482661
2001-05-24,935.5567328267036
2001-05-25,925.7592525085303
2001-05-28,925.3099170172036
2001-05-29,919.8551725858215
2001-05-30,903.6660146376939
2001-05-31,902.4950275112784
2001-06-01,907.5960572041585
2001-06-04,911.7780800373034
2001-06-05,920.2573301857258
2001-06-06,914.257831220432
2001-06-07,922.470568971947
2001-06-08,914.7107196729393
2001-06-11,901.9028602905502
2001-06-12,899.2912726721191
2001-06-13,891.3075782625342
2001-06-14,883.2329908040026
2001-06-15,875.2292329874626
2001-06-18,869.9429274511332
2001-06-19,870.708797004591
2001-06-20,878.0881334426869
2001-06-21,885.4885675766384
2001-06-22,879.7842425960722
2001-06-25,876.6366001610445
2001-06-26,871.9928488358422
2001-06-27,868.2898900216333
2001-06-28,876.2632328639304
2001-06-29,874.3724233586205
2001-07-02,884.0929718138424
2001-07-03,880.5289364159456
2001-07-04,877.6121719583015
2001-07-05,861.6204389277251
2001-07-06,841.4026562462419
2001-07-09,846.7659446754436
2001-07-10,837.6565967766204
2001-07-11,835.2198516789712
2001-07-12,854.4849460563443
2001-07-13,858.3971371393399
2001-07-16,849.5678067775597
2001-07-17,853.2564370735524
2001-07-18,851.6010835642096
2001-07-19,859.3941961918011
2001-07-20,857.1246586594311
2001-07-23,841.6030992477658
2001-07-24,834.5336225754378
2001-07-25,842.912930536315
2001-07-26,846.0331705547027
2001-07-27,848.498263797951
2001-07-30,847.37540495795
2001-07-31,857.365989818891
2001-08-01,862.8602366388429
2001-08-02,870.9502651524396
2001-08-03,865.6925148683761
2001-08-06,857.020130904114
2001-08-07,859.6462127220487
2001-08-08,846.0743963971372
2001-08-09,841.6140989694171
2001-08-10,844.8510686118105
2001-08-13,844.1697472346484
2001-08-14,846.9361015679028
2001-08-15,843.9064779415486
2001-08-16,842.028426526453
2001-08-17,828.8670296150895
2001-08-20,831.2680691938324
2001-08-21,824.966846017063
2001-08-22,831.1711511259047
2001-08-23,825.97458356165
2001-08-24,842.0015435041928
2001-08-27,841.2750776816313
2001-08-28,829.5613842181646
2001-08-29,820.7257773358145
2001-08-30,805.4367291435418
2001-08-31,805.4083017088689
2001-09-03,801.3941489712569
2001-09-04,804.4782057364151
2001-09-05,803.940595111842
2001-09-06,787.1651765276191
2001-09-07,777.0803345865455
2001-09-10,777.3604260447636
2001-09-11,770.1960564135089
2001-09-12,766.3203968928453
2001-09-13,767.5994341525399
2001-09-14,765.0661978996327
2001-09-17,741.6305162431939
2001-09-18,736.6243903237247
2001-09-19,729.7390110761053
2001-09-20,708.472279103078
2001-09-21,689.4071177507326
2001-09-24,713.8379499348987
2001-09-25,721.9535171548418
2001-09-26,718.9828269805121
2001-09-27,725.1207925360294
2001-09-28,738.4552239085726
2001-10-01,738.1018265256619
2001-10-02,743.5131465259167
2001-10-03,753.1309771553191
2001-10-04,758.4531719587018
2001-10-05,766.3800525687113
2001-10-08,763.797698390973
2001-10-09,755.8322888383685
2001-10-10,768.6653696031811
2001-10-11,782.5115523197836
2001-10-12,784.3269940148774
2001-10-15,781.2571527997826
2001-10-16,784.4787016989799
2001-10-17,778.4628127993586
2001-10-18,773.425211839298
2001-10-19,775.594345903505
2001-10-22,785.3318122509937
2001-10-23,786.3336355776652
2001-10-24,789.7691820123695
2001-10-25,795.1404761901287
2001-10-26,796.272771606068
2001-10-29,780.6565705485717
2001-10-30,768.9502554452149
2001-10-31,768.3650758631485
2001-11-01,784.5381860206768
2001-11-02,788.2037870922351
2001-11-05,798.9606956639811
2001-11-06,811.6469672269232
2001-11-07,807.2431375606373
2001-11-08,811.2861781616948
2001-11-09,811.7202406064188
2001-11-12,807.4334934981539
2001-11-13,817.6664839987199
2001-11-14,822.6729900357853
2001-11-15,828.3163134767684
2001-11-16,828.7168374152362
2001-11-19,837.0470378683061
2001-11-20,829.3298046031086
2001-11-21,827.4953540041668
2001-11-22,828.4763314591391
2001-11-23,832.0166206704276
2001-11-26,840.1182981686251
2001-11-27,834.3515841223875
2001-11-28,821.3461451108182
2001-11-29,826.7655311576796
2001-11-30,829.7970384038877
2001-12-03,823.6654250071049
2001-12-04,830.2412637092705
2001-12-05,843.9322400151025
2001-12-06,843.1751407267167
2001-12-07,837.3780723604175
2001-12-10,826.517382593584
2001-12-11,822.7636299998699
2001-12-12,826.2714424360721
2001-12-13,816.6183208335411
2001-12-14,818.1101444531504
2001-12-17,824.6515050258016
2001-12-18,830.1921225812688
2001-12-19,833.7352557083486
2001-12-20,831.1017476143495
2001-12-21,833.1968711091185
2001-12-24,830.9225519516544
2001-12-25,830.598892184888
2001-12-26,831.6973395433976
2001-12-27,837.3541811158113
2001-12-28,839.9508385586272
2001-12-31,833.9007713428895
2002-01-01,833.8950502780481
2002-01-02,835.6335738365433
2002-01-03,839.7789555213083
2002-01-04,843.6149883749914
2002-01-07,837.9546668546632
2002-01-08,833.7872574605534
2002-01-09,830.1448758487941
2002-01-10,830.2852053812112
2002-01-11,826.610591027727
2002-01-14,823.8395942844372
2002-01-15,825.1854232617243
2002-01-16,816.6275853211552
2002-01-17,822.0383917130918
2002-01-18,816.964706313188
2002-01-21,817.0485134999351
2002-01-22,813.3466802722028
2002-01-23,815.256495161996
2002-01-24,815.5427458373852
2002-01-25,813.2731253129391
2002-01-28,813.9478057890307
2002-01-29,797.9608929918878
2002-01-30,801.1941528792236
2002-01-31,812.1809860724757
2002-02-01,808.026093586155
2002-02-04,796.9330617508806
2002-02-05,795.5236881959895
2002-02-06,793.8181801659844
2002-02-07,793.5525576723516
2002-02-08,800.1682270252876
2002-02-11,808.1212051994784
2002-02-12,810.9538488222199
2002-02-13,817.8080825778117
2002-02-14,819.6222344423823
2002-02-15,813.5358017866987
2002-02-18,812.3970341213596
2002-02-19,800.2127525418085
2002-02-20,806.769952601848
2002-02-21,801.9711983674064
2002-02-22,806.8369396138708
2002-02-25,813.9993759181004
2002-02-26,813.4815685228563
2002-02-27,817.1193090083578
2002-02-28,815.4803916799841
2002-03-01,830.8054957909941
2002-03-04,843.3593416313461
2002-03-05,836.697899679712
2002-03-06,844.2536426700851
2002-03-07,846.3958531543606
2002-03-08,848.3592801542612
2002-03-11,850.4390791704649
2002-03-12,846.6728833100061
2002-03-13,841.9337081814576
2002-03-14,843.1093025962642
2002-03-15,849.3918732013191
2002-03-18,846.4274048577786
2002-03-19,851.7854611025225
2002-03-20,840.6035545088116
2002-03-21,839.7373475527805
2002-03-22,838.2458558039605
2002-03-25,828.6448205264808
2002-03-26,830.324400157458
2002-03-27,832.8365524959137
2002-03-28,835.515883180681
2002-03-29,833.8696189324814
2002-04-01,833.1364966677633
2002-04-02,829.565411946321
2002-04-03,825.0636326328805
2002-04-04,824.2323675586675
2002-04-05,821.9738522113623
2002-04-08,820.0770420171098
2002-04-09,815.989014395861
2002-04-10,825.3992306324169
2002-04-11,809.3898268512451
2002-04-12,813.9443272810433
2002-04-15,810.7319713842322
2002-04-16,822.9077813070248
2002-04-17,822.2466873145552
2002-04-18,824.8192720658641
2002-04-19,823.7260498296687
2002-04-22,817.1595246017415
2002-04-23,812.8773383076435
2002-04-24,810.6990749505389
2002-04-25,811.1379093785644
2002-04-26,802.4445762577918
2002-04-29,796.3086568765258
2002-04-30,799.6769657501108
2002-05-01,807.1097290723882
2002-05-02,805.5357795349735
2002-05-03,801.0963231231883
2002-05-06,790.9252544730153
2002-05-07,784.3061821100557
2002-05-08,805.0260071191192
2002-05-09,796.3656015577947
2002-05-10,788.2928870024344
2002-05-13,796.2507542279194
2002-05-14,804.733835712532
2002-05-15,805.4669894858146
2002-05-16,810.9347157682757
2002-05-17,820.6977627996048
2002-05-20,813.4272342497882
2002-05-21,806.7595146511181
2002-05-22,810.8770863620445
2002-05-23,814.3544757791431
2002-05-24,807.2399984101583
2002-05-27,805.7268075420544
2002-05-28,801.2569262232253
2002-05-29,798.0881989581616
2002-05-30,797.8444371259156
2002-05-31,795.6465675587616
2002-06-03,784.0506402640729
2002-06-04,783.2359398465046
2002-06-05,786.3260116033226
2002-06-06,775.3035120952856
2002-06-07,769.8522536051759
2002-06-10,772.7844502113878
2002-06-11,762.8069621402805
2002-06-12,764.4742345068498
2002-06-13,756.8583930527359
2002-06-14,752.3970656538635
2002-06-17,765.8849314502511
2002-06-18,766.9708283607998
2002-06-19,755.3784218387013
2002-06-20,747.6893204131148
2002-06-21,735.4210019681049
2002-06-24,737.7603435367392
2002-06-25,730.5524949585564
2002-06-26,732.3139853333674
2002-06-27,742.5645887875502
2002-06-28,742.9724190621369
2002-07-01,732.6783539506062
2002-07-02,719.5929684045194
2002-07-03,720.4938573731823
2002-07-04,721.7876736055883
2002-07-05,743.7349456416026
2002-07-08,738.700137925744
2002-07-09,726.8984739567147
2002-07-10,704.8612463842389
2002-07-11,702.1037777588448
2002-07-12,702.5794461542056
2002-07-15,696.0051118239386
2002-07-16,686.4479297138462
2002-07-17,694.879730777974
2002-07-18,685.2610842229703
2002-07-19,662.0654639215539
2002-07-22,644.9287376141529
2002-07-23,636.1438487606355
2002-07-24,655.8435284866434
2002-07-25,658.9268004804145
2002-07-26,662.4018464035929
2002-07-29,689.6358255093169
2002-07-30,695.2275352680175
2002-07-31,699.2823757436151
2002-08-01,680.3530911037379
2002-08-02,673.5829867137221
2002-08-05,656.3745566408255
2002-08-06,665.8625599530383
2002-08-07,679.8714490052317
2002-08-08,697.121653918405
2002-08-09,701.5071122043374
2002-08-12,696.9370463139439
2002-08-13,687.5409213384448
2002-08-14,706.5803358304835
2002-08-15,713.8759059277595
2002-08-16,713.8116213152092
2002-08-19,723.1743848529145
2002-08-20,715.3673039874715
2002-08-21,723.0293028014036
