Date,EAFE + EM GROWTH
2000-12-29,100.0
2001-01-01,99.9683967191206
2001-01-02,99.30614206670917
2001-01-03,98.18188787405346
2001-01-04,99.92796930922357
2001-01-05,99.96684962883641
2001-01-08,99.271940718889
2001-01-09,97.78524628161406
2001-01-10,97.3949744360719
2001-01-11,98.47943264736972
2001-01-12,99.62142874127176
2001-01-15,99.58322809868305
2001-01-16,98.95144244971644
2001-01-17,100.34818548888109
2001-01-18,101.6063539423737
2001-01-19,101.63136001458382
2001-01-22,101.53474628923622
2001-01-23,101.40202450797092
2001-01-24,100.48070651726421
2001-01-25,100.5135695602927
2001-01-26,100.1766464026856
2001-01-29,99.9009473808761
2001-01-30,100.0571612948244
2001-01-31,101.21954553797126
2001-02-01,101.30222801891514
2001-02-02,99.94470625455084
2001-02-05,99.56721810423176
2001-02-06,99.31310430634394
2001-02-07,98.11584332090023
2001-02-08,97.05148601415962
2001-02-09,96.13729929031999
2001-02-12,97.10385124919003
2001-02-13,96.46806472410664
2001-02-14,94.84760212826174
2001-02-15,95.31443498632427
2001-02-16,94.35926287883731
2001-02-19,94.04414797487644
2001-02-20,93.02924895323422
2001-02-21,92.09513343803235
2001-02-22,91.09171952009521
2001-02-23,89.97851337810411
2001-02-26,90.7669217806692
2001-02-27,91.36838687594619
2001-02-28,90.8562407625279
2001-03-01,90.32659964954811
2001-03-02,89.89143170774696
2001-03-05,90.40436513339144
2001-03-06,91.7848332389675
2001-03-07,91.67192192890057
2001-03-08,91.29476455481931
2001-03-09,90.35983414851711
2001-03-12,87.48518618385083
2001-03-13,85.75806559281928
2001-03-14,84.60415161392204
2001-03-15,85.73014472599787
2001-03-16,83.57213840216099
2001-03-19,83.38236486152103
2001-03-20,84.45267983123911
2001-03-21,84.22771078948672
2001-03-22,80.6737983414254
2001-03-23,83.69337031749427
2001-03-26,86.55469228820796
2001-03-27,87.40936303644303
2001-03-28,86.20327449992195
2001-03-29,84.33922887238938
2001-03-30,84.14821475225983
2001-04-02,83.27390721644844
2001-04-03,81.85108201717821
2001-04-04,82.78714670639705
2001-04-05,84.45932978076283
2001-04-06,84.76982260746655
2001-04-09,84.45830112051274
2001-04-10,84.9172342380829
2001-04-11,85.53870302031018
2001-04-12,86.36874046769165
2001-04-13,86.27688530398204
2001-04-16,85.49802034344992
2001-04-17,85.02205094525156
2001-04-18,87.51233200468762
2001-04-19,88.89940094853847
2001-04-20,88.70202782086973
2001-04-23,87.77413835624978
2001-04-24,87.49557097119481
2001-04-25,87.76436393615855
2001-04-26,88.83208858209633
2001-04-27,89.16133649354158
2001-04-30,89.86621842239667
2001-05-01,90.95257427565764
2001-05-02,91.25158914791672
2001-05-03,90.45331176583117
2001-05-04,90.66700287633972
2001-05-07,90.9538875241179
2001-05-08,90.24562592689728
2001-05-09,89.29304087373548
2001-05-10,90.16061981646531
2001-05-11,89.40063320955294
2001-05-14,87.68833976269444
2001-05-15,88.5360103909234
2001-05-16,88.473659748224
2001-05-17,89.73177938307387
2001-05-18,89.6290418551152
2001-05-21,90.38998101044393
2001-05-22,90.5542950258043
2001-05-23,90.11815207012222
2001-05-24,89.65270105321446
2001-05-25,88.95924532051542
2001-05-28,89.07208015591785
2001-05-29,88.63991430159572
2001-05-30,87.30244476305076
2001-05-31,86.63520722181669
2001-06-01,86.469127099602
2001-06-04,86.78267759854342
2001-06-05,87.17254572439181
2001-06-06,86.87029874199233
2001-06-07,87.11773928998846
2001-06-08,87.01756226740102
2001-06-11,85.54581373195732
2001-06-12,83.88083617678278
2001-06-13,84.3646135096567
2001-06-14,84.15551818546571
2001-06-15,83.48412518848598
2001-06-18,82.60048308565467
2001-06-19,82.45234842059084
2001-06-20,81.9422626383456
2001-06-21,82.42954359673848
2001-06-22,82.84354130258541
2001-06-25,82.7851347032752
2001-06-26,81.98997791554848
2001-06-27,81.75485528313779
2001-06-28,81.64127900439081
2001-06-29,82.62393093343141
2001-07-02,83.26673756569427
2001-07-03,82.56191864599579
2001-07-04,81.72053954819299
2001-07-05,80.20412281429925
2001-07-06,78.90647551092111
2001-07-09,78.96200998413005
2001-07-10,79.06832258553388
2001-07-11,78.36913704086511
2001-07-12,79.0690723488372
2001-07-13,78.99757525102315
2001-07-16,78.73776871349054
2001-07-17,77.95457293283883
2001-07-18,78.18476054944766
2001-07-19,79.24953542194379
2001-07-20,78.92370253793537
2001-07-23,78.20342829373055
2001-07-24,78.01544167730344
2001-07-25,77.83209124951239
2001-07-26,78.13540856538388
2001-07-27,78.88339208289902
2001-07-30,79.21359459400871
2001-07-31,80.38590331713506
2001-08-01,81.16112641238433
2001-08-02,82.1445159504591
2001-08-03,81.49064809800397
2001-08-06,81.07679595038643
2001-08-07,80.98580851528844
2001-08-08,80.20135151710858
2001-08-09,79.11819977088679
2001-08-10,79.24973892888228
2001-08-13,79.31543850854618
2001-08-14,80.39047400980618
2001-08-15,80.86170668307452
2001-08-16,79.74752145915225
2001-08-17,78.84992808335531
2001-08-20,78.23992418868959
2001-08-21,78.95262306850137
2001-08-22,79.26759729085252
2001-08-23,78.74627891564496
2001-08-24,79.566920239553
2001-08-27,79.68256530781764
2001-08-28,78.88156590104268
2001-08-29,78.50653276253381
2001-08-30,77.05669578656891
2001-08-31,76.80599013614761
2001-09-03,75.69015538605015
2001-09-04,76.04178019825953
2001-09-05,74.60212392744495
