Date,AC AMERICAS GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.65881166437842
2001-01-03,103.54174580895327
2001-01-04,102.29182868382519
2001-01-05,98.69161962589553
2001-01-08,98.02731038499694
2001-01-09,99.2165109141866
2001-01-10,100.29684784625321
2001-01-11,102.52765670437765
2001-01-12,101.83236296308066
2001-01-15,101.83936402264143
2001-01-16,102.25379079043407
2001-01-17,102.80530797237999
2001-01-18,105.4797209194354
2001-01-19,105.90744533088763
2001-01-22,105.57017772733059
2001-01-23,107.10234527271916
2001-01-24,107.48286378308467
2001-01-25,105.85244458550231
2001-01-26,106.16171019386974
2001-01-29,106.90105523307395
2001-01-30,107.57350058642733
2001-01-31,106.6162665906315
2001-02-01,107.33446001518269
2001-02-02,104.45246282783096
2001-02-05,104.28540934734268
2001-02-06,104.54905565695121
2001-02-07,102.9790342212918
2001-02-08,101.3781051539957
2001-02-09,98.51766443309077
2001-02-12,100.106240863226
2001-02-13,98.40377059357812
2001-02-14,99.20029845488851
2001-02-15,100.50366000511733
2001-02-16,97.02772585191826
2001-02-19,97.09087151035924
2001-02-20,94.79710156888052
2001-02-21,92.8094247832668
2001-02-22,92.2561981360788
2001-02-23,92.03047470433553
2001-02-26,93.72060060348153
2001-02-27,92.13285817196443
2001-02-28,90.54146579859064
2001-03-01,91.08485617648947
2001-03-02,89.32512526395315
2001-03-05,89.8739130926607
2001-03-06,90.71308168919315
2001-03-07,90.9735148609606
2001-03-08,90.69203144364702
2001-03-09,87.94630557860454
2001-03-12,83.45844542760521
2001-03-13,85.47634693421007
2001-03-14,83.4900966206065
2001-03-15,83.24293929619532
2001-03-16,81.57998511572751
2001-03-19,82.9450867354789
2001-03-20,80.71840752918526
2001-03-21,79.54970951960348
2001-03-22,80.23704701312174
2001-03-23,81.65088202214714
2001-03-26,82.04652093888095
2001-03-27,84.37000389176221
2001-03-28,82.06819630274208
2001-03-29,81.50213746869015
2001-03-30,82.27750616784765
2001-04-02,81.09911631156022
2001-04-03,77.99744070060225
2001-04-04,77.90624805383707
2001-04-05,81.78663906444916
2001-04-06,80.4463803014338
2001-04-09,80.98470624920866
2001-04-10,83.1456671068668
2001-04-11,83.0109317630061
2001-04-12,84.58310254455682
2001-04-13,84.58310254455682
2001-04-16,83.76402776294027
2001-04-17,84.97825870231968
2001-04-18,88.65525389037312
2001-04-19,90.6561087609884
2001-04-20,90.03884614794993
2001-04-23,88.04308534141154
2001-04-24,86.39193698561914
2001-04-25,88.12126385032985
2001-04-26,88.28595102526687
2001-04-27,89.70590861095776
2001-04-30,89.79234773736071
2001-05-01,91.28165386365939
2001-05-02,91.8984947474207
2001-05-03,90.18368450312552
2001-05-04,91.76895813520048
2001-05-07,91.5765411884085
