Date,AC PACIFIC ex JAPAN GROWTH
2000-12-29,100.0
2001-01-01,99.79903231755333
2001-01-02,100.61403762587864
2001-01-03,99.12039129155917
2001-01-04,103.42949292691922
2001-01-05,105.4944461104491
2001-01-08,104.51063513790866
2001-01-09,105.4632254043774
2001-01-10,104.6614421637346
2001-01-11,103.12467898144355
2001-01-12,104.83347165221933
2001-01-15,105.45304491071649
2001-01-16,106.56143447035272
2001-01-17,106.64832594052926
2001-01-18,108.04433203954666
2001-01-19,110.56251223778351
2001-01-22,111.38714822244668
2001-01-23,110.58458186439333
2001-01-24,110.22579016347468
2001-01-25,110.40486633286105
2001-01-26,109.19258923456388
2001-01-29,108.40381988693814
2001-01-30,108.71244914534799
2001-01-31,111.24823521647298
2001-02-01,111.3650599637289
2001-02-02,111.2281482669007
2001-02-05,108.5225702652355
2001-02-06,108.61148838796765
2001-02-07,107.72664628078462
2001-02-08,107.79481544160573
2001-02-09,107.5044967223663
2001-02-12,107.47390641099402
2001-02-13,108.20824454737038
2001-02-14,107.20233208579849
2001-02-15,107.32803865815112
2001-02-16,107.87082241541714
2001-02-19,106.48463684785625
2001-02-20,106.55775037161098
2001-02-21,105.93380928230408
2001-02-22,103.73772191191489
2001-02-23,103.42958877345386
2001-02-26,103.0170753959302
2001-02-27,102.51028983362662
2001-02-28,102.62506827069846
2001-03-01,101.0263726389555
2001-03-02,99.66587754067483
2001-03-05,100.45172387829705
2001-03-06,101.17646526989209
2001-03-07,101.39395755846446
2001-03-08,100.89087286299838
2001-03-09,100.13509337120377
2001-03-12,98.20440438574543
2001-03-13,96.80663395537253
2001-03-14,97.12564335659604
2001-03-15,97.4033039887483
2001-03-16,96.97896598047801
2001-03-19,96.42537271279431
2001-03-20,95.53111731464155
2001-03-21,95.13078986999862
2001-03-22,93.6745839797525
2001-03-23,94.7636989440646
2001-03-26,95.95474379458331
2001-03-27,94.57373695787253
2001-03-28,94.22612171420587
2001-03-29,92.94164202972237
2001-03-30,92.76677308162861
2001-04-02,91.8100773586519
2001-04-03,90.35260989971093
2001-04-04,87.96977617379363
2001-04-05,88.37496623372418
2001-04-06,90.24928587386016
2001-04-09,88.42101247990966
2001-04-10,88.73484292053689
2001-04-11,91.6768102195847
2001-04-12,93.26474563265673
2001-04-13,93.29198178729862
2001-04-16,92.86749594998213
2001-04-17,91.69963361407494
2001-04-18,93.74603048564748
2001-04-19,97.6251445952272
2001-04-20,97.0876927092922
2001-04-23,96.17236657421576
2001-04-24,95.53529463303342
2001-04-25,95.38192097525699
2001-04-26,95.55645885199446
2001-04-27,95.08387794960173
2001-04-30,96.45216403769187
2001-05-01,96.81501651009083
2001-05-02,98.83609068617427
2001-05-03,99.39504832990714
2001-05-04,97.15887724552967
2001-05-07,97.98123581429707
2001-05-08,97.62201909459452
2001-05-09,97.65817767110508
2001-05-10,97.84809234757567
2001-05-11,97.72035232951002
2001-05-14,96.24202842227382
2001-05-15,95.78301797858595
2001-05-16,95.59702082835088
2001-05-17,97.77300336308012
2001-05-18,96.84092478383448
2001-05-21,97.56664540825908
2001-05-22,98.03981870980013
2001-05-23,98.45194287606569
2001-05-24,97.97002032996144
2001-05-25,97.55825061067863
2001-05-28,97.39468521655289
2001-05-29,97.04682791875007
2001-05-30,95.98815199621401
2001-05-31,94.50269125347363
2001-06-01,94.2553456430023
2001-06-04,94.76905113580607
2001-06-05,95.05296020463449
2001-06-06,95.79505752293116
2001-06-07,96.70821367934684
2001-06-08,98.52199289267318
2001-06-11,97.75793543289387
2001-06-12,96.5607770239626
2001-06-13,96.46503699759599
2001-06-14,95.78829790091457
2001-06-15,95.40818479230157
2001-06-18,93.86734832979373
2001-06-19,93.79809705067831
2001-06-20,92.89799260498944
2001-06-21,92.83683485598773
2001-06-22,92.7035281304952
2001-06-25,92.25808507605953
2001-06-26,91.65007743408373
2001-06-27,91.48693245931615
2001-06-28,90.7637139076343
2001-06-29,92.26976861134965
2001-07-02,92.45635035887302
2001-07-03,93.41021812569873
2001-07-04,93.49323625294137
2001-07-05,92.39311377139954
2001-07-06,91.11428827593964
2001-07-09,89.66325846798358
2001-07-10,89.96775612140121
2001-07-11,89.19344008572
2001-07-12,89.93620766351094
2001-07-13,89.2966314422524
2001-07-16,89.48974133122357
2001-07-17,89.0038463056379
2001-07-18,88.77810681898018
2001-07-19,88.62688746615812
2001-07-20,88.53303626287929
2001-07-23,87.90161785608984
2001-07-24,87.27662261398365
2001-07-25,87.63460734345747
2001-07-26,87.54356085110713
2001-07-27,88.17556335688359
2001-07-30,88.26052188248953
2001-07-31,89.96520173902452
2001-08-01,91.8934376257907
2001-08-02,92.58266861306527
2001-08-03,91.80909035737224
2001-08-06,91.46236535338926
2001-08-07,90.81311099819831
2001-08-08,90.91441227330455
2001-08-09,89.13819850170236
2001-08-10,89.59603297106773
2001-08-13,89.5843059767927
2001-08-14,90.8797786271388
2001-08-15,91.610578523213
2001-08-16,90.70437937630608
2001-08-17,90.65981657158659
2001-08-20,88.71226195935094
2001-08-21,88.47319392795681
2001-08-22,87.94621040002065
2001-08-23,88.5095577115241
2001-08-24,87.9650182325441
2001-08-27,89.46879506668795
2001-08-28,89.27284796051609
2001-08-29,89.3535934519337
2001-08-30,88.9781378980318
2001-08-31,87.7976590795727
2001-09-03,87.47450321412886
2001-09-04,88.34591258102006
2001-09-05,87.48891910133784
2001-09-06,86.28365893232282
2001-09-07,85.3804719662788
2001-09-10,84.66596251817785
2001-09-11,84.69583367411244
2001-09-12,80.18699426149222
2001-09-13,80.11269027715456
2001-09-14,79.19427388076797
2001-09-17,76.49153764822671
2001-09-18,76.5604965798087
2001-09-19,77.5848218513964
2001-09-20,76.08547730811878
2001-09-21,73.41452038528969
2001-09-24,73.8786425431856
2001-09-25,73.9612344880367
2001-09-26,74.17590366243886
2001-09-27,74.60928685429599
2001-09-28,75.90474920011413
2001-10-01,76.08872642981574
2001-10-02,75.93003564433282
2001-10-03,75.71372320784369
2001-10-04,77.20352354553553
2001-10-05,78.66516691584846
2001-10-08,77.08949170152059
2001-10-09,79.1047616647986
2001-10-10,78.47657587401748
2001-10-11,80.1438255817833
2001-10-12,80.21691150765216
2001-10-15,80.12628816949105
2001-10-16,80.5418974729194
2001-10-17,81.59924391958705
2001-10-18,80.01196695644356
2001-10-19,79.60907183867998
2001-10-22,79.59440187470388
2001-10-23,80.78790740242763
2001-10-24,81.96137757155373
2001-10-25,81.8933130032161
2001-10-26,82.31060656706165
2001-10-29,82.33295668522952
2001-10-30,80.91734891160593
2001-10-31,80.50707274818075
2001-11-01,80.95589035783757
2001-11-02,81.4755701277417
2001-11-05,82.50916707762083
2001-11-06,83.10784913318813
2001-11-07,82.84060904869399
2001-11-08,84.23476237363859
2001-11-09,84.62535374942877
2001-11-12,85.13449171536725
2001-11-13,85.22692246085194
2001-11-14,87.81767480274341
2001-11-15,89.47414671476177
2001-11-16,89.63372373254015
2001-11-19,90.69383869524849
2001-11-20,89.51230347528366
2001-11-21,89.32520947286623
2001-11-22,89.03062094988901
2001-11-23,90.35837231117635
2001-11-26,91.50431519806328
2001-11-27,92.13160996777955
2001-11-28,90.35820899972286
2001-11-29,89.78067110546144
2001-11-30,90.75605565708359
2001-12-03,91.39015194683844
2001-12-04,92.38520885071733
2001-12-05,95.38910278517427
2001-12-06,96.75998431415707
2001-12-07,97.48606824337388
2001-12-10,95.42950863012732
2001-12-11,95.59529418132831
2001-12-12,96.98050641093458
2001-12-13,95.45894388621691
2001-12-14,94.44621942185088
2001-12-17,93.32443617749172
2001-12-18,93.74685589977749
2001-12-19,94.30428027046035
2001-12-20,94.51137035748775
2001-12-21,92.43876869015709
2001-12-24,93.23326020911607
2001-12-25,93.74109165050062
2001-12-26,93.7882320194296
2001-12-27,94.56578876880543
2001-12-28,95.98669937651266
2001-12-31,96.65411914662829
