Date,AC PACIFIC ex JAPAN ex HK GROWTH
2000-12-29,100.0
2001-01-01,99.73270371481999
2001-01-02,101.36521420561077
2001-01-03,100.05513846647992
2001-01-04,104.48437600112193
2001-01-05,107.33117607481289
2001-01-08,106.78130309247341
2001-01-09,107.65751840137403
2001-01-10,106.57129316712732
2001-01-11,105.13639011116022
2001-01-12,107.10462336433893
2001-01-15,108.22475827338457
2001-01-16,109.63671536349943
2001-01-17,109.80194017212158
2001-01-18,111.14220213506563
2001-01-19,113.19179071970382
2001-01-22,113.68109082227781
2001-01-23,112.92145393442759
2001-01-24,112.44343142591953
2001-01-25,112.68168671220995
2001-01-26,111.06774360453396
2001-01-29,110.39850126208063
2001-01-30,111.48386023186694
2001-01-31,114.36704481321716
2001-02-01,114.13136660398855
2001-02-02,114.22624579031317
2001-02-05,111.15477686562004
2001-02-06,111.43348448239084
2001-02-07,109.94605876001073
2001-02-08,110.39853448933061
2001-02-09,110.03698490829302
2001-02-12,110.33223428233022
2001-02-13,111.1533708000998
2001-02-14,109.82031624600734
2001-02-15,110.39244712584346
2001-02-16,111.06087445083821
2001-02-19,109.26860932830286
2001-02-20,109.4524908873239
2001-02-21,108.73648137354117
2001-02-22,106.20297168369603
2001-02-23,105.82198501358504
2001-02-26,105.60506206338016
2001-02-27,105.37243314826226
2001-02-28,105.21198571403535
2001-03-01,103.57679319973164
2001-03-02,101.87732629492888
2001-03-05,102.93550225816325
2001-03-06,103.55344629189311
2001-03-07,103.94809859304466
2001-03-08,103.55128294719498
2001-03-09,102.54698107431527
2001-03-12,100.91656615742832
2001-03-13,99.51371714462175
2001-03-14,100.15406468138008
2001-03-15,100.00337407490403
2001-03-16,99.62795276572749
2001-03-19,98.6732739881395
2001-03-20,98.05748046380879
2001-03-21,97.78369931524715
2001-03-22,96.8013603737963
2001-03-23,97.749004568942
2001-03-26,98.85174999383509
2001-03-27,97.31754238390405
2001-03-28,96.83102298025375
2001-03-29,95.57149256200616
2001-03-30,95.23604815276286
2001-04-02,93.82790365796518
2001-04-03,92.16092177756653
2001-04-04,89.82949206166889
2001-04-05,90.36565693962606
2001-04-06,92.55349178121564
2001-04-09,90.55931661898882
2001-04-10,91.10065557703435
2001-04-11,93.95199619360828
2001-04-12,95.38383879608088
2001-04-13,95.41979448594857
2001-04-16,94.86024717536316
2001-04-17,93.7231376660396
2001-04-18,95.6573496781219
2001-04-19,99.68516026829009
2001-04-20,99.30447312005981
2001-04-23,98.31387601683419
2001-04-24,97.69292405942747
2001-04-25,97.82676396565138
2001-04-26,98.18567462785859
2001-04-27,97.44564948613083
2001-04-30,99.2505401733378
2001-05-01,99.72900597197724
2001-05-02,101.88596285722645
2001-05-03,102.51448720873931
2001-05-04,100.0634949497204
2001-05-07,100.75011141446882
2001-05-08,100.2204803161669
2001-05-09,100.35624944044679
2001-05-10,100.5089342332736
2001-05-11,100.34031312150589
2001-05-14,98.90803076731395
2001-05-15,98.1294825172932
2001-05-16,97.6708346360562
2001-05-17,100.30116098275072
2001-05-18,99.60897863170767
2001-05-21,100.24609310774211
2001-05-22,100.61981259288339
2001-05-23,101.14194889967793
2001-05-24,100.72169003126781
2001-05-25,100.32943137735963
2001-05-28,100.13221363623184
2001-05-29,99.72487535419232
2001-05-30,98.67683350084077
2001-05-31,97.16944895758355
2001-06-01,96.91234231928786
2001-06-04,97.38917062129538
2001-06-05,97.38315223833226
2001-06-06,98.24367154110236
2001-06-07,99.25732061745451
2001-06-08,101.64210398734308
2001-06-11,101.19014340317398
2001-06-12,100.02118991145439
2001-06-13,100.07938592289008
2001-06-14,99.6880167245586
2001-06-15,99.51451444848522
2001-06-18,97.47122637411319
2001-06-19,97.20473925360764
2001-06-20,96.35246659764753
2001-06-21,96.05160286262098
2001-06-22,96.25652944093699
2001-06-25,95.66859427291405
2001-06-26,95.18233221443877
2001-06-27,95.02851101711697
2001-06-28,94.3617765509693
2001-06-29,96.12761560892716
2001-07-02,96.3731684380089
2001-07-03,97.44334806544305
2001-07-04,97.03336856672226
2001-07-05,96.00924155337597
2001-07-06,94.3211294430588
2001-07-09,92.98750859682437
2001-07-10,93.09940231149764
2001-07-11,92.19553345750558
2001-07-12,93.14413309747674
2001-07-13,92.53581234328603
2001-07-16,92.63177714295283
2001-07-17,91.94968390079076
2001-07-18,91.67456686063147
2001-07-19,91.73108235896547
2001-07-20,91.43142272740162
2001-07-23,90.57500619648079
2001-07-24,90.13676996475307
2001-07-25,90.60999386368424
2001-07-26,90.85730694003618
2001-07-27,91.45417386347701
2001-07-30,91.65937106684835
2001-07-31,93.1553789993643
2001-08-01,95.42573800424611
2001-08-02,96.52624642079664
2001-08-03,96.0526566340578
2001-08-06,95.60843580800018
2001-08-07,94.84001483351956
2001-08-08,95.22010157809379
2001-08-09,93.67440821953531
2001-08-10,94.11847543246549
2001-08-13,94.61294198342648
2001-08-14,95.90710013053139
2001-08-15,96.70400624813821
2001-08-16,95.41229981961702
2001-08-17,95.03926427780715
2001-08-20,92.8993313816605
2001-08-21,93.18484870939712
2001-08-22,92.5203538832582
2001-08-23,92.90426651629109
2001-08-24,92.29828584682679
2001-08-27,94.05209558354626
2001-08-28,93.7745360303956
2001-08-29,93.94084082913244
2001-08-30,93.48536060657185
2001-08-31,92.34043402351699
2001-09-03,92.04432149374628
2001-09-04,92.99783631663942
2001-09-05,92.00685178502322
2001-09-06,91.06540837023546
2001-09-07,90.36998243616962
2001-09-10,89.51434517489282
2001-09-11,89.50699849415703
2001-09-12,85.61614355022033
2001-09-13,85.25699480753896
2001-09-14,84.07367133233596
2001-09-17,81.1433209548896
2001-09-18,81.41626993597792
2001-09-19,82.19812968640805
2001-09-20,80.76027744542282
2001-09-21,77.98782551005117
2001-09-24,78.05338419291975
2001-09-25,77.74582773083617
2001-09-26,77.99066871709562
2001-09-27,77.92269918076629
2001-09-28,79.23485767866897
2001-10-01,79.47488728943938
2001-10-02,79.26656273320792
2001-10-03,78.94447597603973
2001-10-04,80.24398732064326
2001-10-05,81.6883140390724
2001-10-08,80.05807144594583
2001-10-09,81.91565525545452
2001-10-10,81.36016182289892
2001-10-11,83.30484376575549
2001-10-12,83.87811887809914
2001-10-15,83.86226631101655
2001-10-16,84.55790400445055
2001-10-17,85.21833079707261
2001-10-18,83.82670397701581
2001-10-19,83.62944779505568
2001-10-22,83.4210617576496
2001-10-23,84.39561969399789
