Date,ACWI ex JAPAN GROWTH
2000-12-29,100.00000000000001
2001-01-01,99.9816609192402
2001-01-02,97.28191339584434
2001-01-03,100.79717303608304
2001-01-04,101.09388902077318
2001-01-05,99.17130826921958
2001-01-08,98.41537151489473
2001-01-09,98.39668345792263
2001-01-10,98.84627508151392
2001-01-11,100.88696931882497
2001-01-12,101.0592951740461
2001-01-15,100.97322233107569
2001-01-16,100.5769924166675
2001-01-17,101.59977114289185
2001-01-18,103.60677258256142
2001-01-19,103.58872535481697
2001-01-22,103.35968806473106
2001-01-23,104.15225351138292
2001-01-24,103.95353020901622
2001-01-25,103.04182166701511
2001-01-26,103.0721245012102
2001-01-29,103.24234136908555
2001-01-30,103.71260599773147
2001-01-31,103.84682267547002
2001-02-01,104.22607444454175
2001-02-02,102.06889025358464
2001-02-05,101.91602064091056
2001-02-06,101.9649058217594
2001-02-07,100.45615340245638
2001-02-08,99.05759091337005
2001-02-09,97.02680603845344
2001-02-12,98.43873106167995
2001-02-13,97.22293994576243
2001-02-14,96.7727139893606
2001-02-15,97.64142603087635
2001-02-16,95.28452458435257
2001-02-19,95.25416479112627
2001-02-20,93.327298690317
2001-02-21,92.01295071585338
2001-02-22,91.14928086611586
2001-02-23,90.24583610710961
2001-02-26,91.61203777106397
2001-02-27,91.16690847650129
2001-02-28,90.2736868964659
2001-03-01,90.50535907963523
2001-03-02,89.60698045447892
2001-03-05,90.17966196162698
2001-03-06,91.14867606772205
2001-03-07,91.1512332201323
2001-03-08,90.75753491768533
2001-03-09,88.67198049607767
2001-03-12,84.92309577383692
2001-03-13,85.35724907574757
2001-03-14,83.6445681144878
2001-03-15,83.9604834471414
2001-03-16,81.78313610059642
2001-03-19,82.39326360558975
2001-03-20,81.72347454893954
2001-03-21,80.33569523675285
2001-03-22,79.08926364969713
2001-03-23,81.112505365249
2001-03-26,82.42452325730606
2001-03-27,84.29225289214382
2001-03-28,82.19829000863758
2001-03-29,81.49850855000128
2001-03-30,82.0858578217427
2001-04-02,81.10754269456551
2001-04-03,78.37006330352118
2001-04-04,78.74587132562498
2001-04-05,81.72419235464966
2001-04-06,80.98428710850192
2001-04-09,81.54689533178474
2001-04-10,83.1971279535125
2001-04-11,83.18786285609572
2001-04-12,84.38118239115788
2001-04-13,84.38627865857188
2001-04-16,83.6550582193469
2001-04-17,84.09967714276182
2001-04-18,87.13834574828165
2001-04-19,88.8557654320438
2001-04-20,88.57336239113698
2001-04-23,86.88027281624245
2001-04-24,85.83449408789791
2001-04-25,86.9250659380748
2001-04-26,87.46807869594505
2001-04-27,88.55875775952424
2001-04-30,88.9582990762743
2001-05-01,89.91191642783417
2001-05-02,90.31007509174806
2001-05-03,88.7882996041199
2001-05-04,89.81388784748405
2001-05-07,89.81035319956065
2001-05-08,89.8046016278852
2001-05-09,88.97984650333973
2001-05-10,89.36943777079696
2001-05-11,88.49055921781618
2001-05-14,87.72996915623236
2001-05-15,88.12019841035232
2001-05-16,90.00956020175917
