Date,GOLDEN DRAGON GROWTH
2000-12-29,100.0
2001-01-01,99.5680071084918
2001-01-02,99.80007558186328
2001-01-03,97.2188587786396
2001-01-04,101.92861844103398
2001-01-05,103.4475707364509
2001-01-08,102.24948686443088
2001-01-09,104.4623234290485
2001-01-10,104.95940537724822
2001-01-11,102.89901468244045
2001-01-12,104.12070313703201
2001-01-15,104.48203200984567
2001-01-16,106.65386736935673
2001-01-17,107.02251783793157
2001-01-18,108.56615540192824
2001-01-19,111.81071844457048
2001-01-22,113.00652086755773
2001-01-23,112.35342190079028
2001-01-24,112.35392656435917
2001-01-25,112.3802606832958
2001-01-26,112.3792513693381
2001-01-29,110.42278651033655
2001-01-30,110.35258430594436
2001-01-31,112.91485590356795
2001-02-01,112.77056463088302
2001-02-02,112.48742439966455
2001-02-05,109.74444381468547
2001-02-06,109.37930571207382
2001-02-07,108.84378075357341
2001-02-08,108.23040341293904
2001-02-09,108.50176575695365
2001-02-12,107.65622502853493
2001-02-13,109.7160710354199
2001-02-14,108.44680043523957
2001-02-15,109.45050788101244
2001-02-16,108.92300786772532
2001-02-19,107.52437863176823
2001-02-20,107.67337497440141
2001-02-21,106.97359717986492
2001-02-22,104.07785092716333
2001-02-23,103.8413807898947
2001-02-26,102.70370924455115
2001-02-27,101.89981729226909
2001-02-28,102.54802955518161
2001-03-01,99.11764302064715
2001-03-02,97.0006303057276
2001-03-05,98.50270605130945
2001-03-06,99.82377099097319
2001-03-07,100.35595931405852
2001-03-08,99.38211857238878
2001-03-09,99.00870502797285
2001-03-12,96.46543792228194
2001-03-13,96.02263365368727
2001-03-14,96.18352865546801
2001-03-15,98.13115728586483
2001-03-16,97.78137359361077
2001-03-19,97.09193324259287
2001-03-20,95.46106316571914
2001-03-21,94.79657181277874
2001-03-22,92.66399622002739
2001-03-23,93.80925858672418
2001-03-26,95.75883841304022
2001-03-27,94.61021030254639
2001-03-28,94.62136253977737
2001-03-29,93.35278721291331
2001-03-30,93.37720980513389
2001-04-02,92.33109945774406
2001-04-03,90.5214325315143
2001-04-04,87.11566006171469
2001-04-05,87.2084320222845
2001-04-06,89.86637169914356
2001-04-09,88.07910013959831
2001-04-10,87.81428338175262
2001-04-11,91.62091828461891
2001-04-12,93.67755398956929
2001-04-13,93.23101475784571
2001-04-16,92.90956715080122
2001-04-17,91.17892607061634
2001-04-18,94.21360460221591
2001-04-19,98.58351309763236
2001-04-20,97.40945006134892
2001-04-23,96.7380473169867
2001-04-24,95.7291717864948
2001-04-25,94.78224562683431
2001-04-26,95.07400350528034
2001-04-27,94.79214065697539
2001-04-30,95.47247730459019
2001-05-01,95.49555863157313
2001-05-02,98.33716599339778
2001-05-03,99.08376281011229
2001-05-04,96.18884440269639
2001-05-07,97.33613015666178
2001-05-08,97.31456209936006
2001-05-09,97.49337245853657
2001-05-10,96.94671402736981
2001-05-11,97.15918621036386
2001-05-14,95.09054861147575
2001-05-15,94.74249152130265
2001-05-16,94.69105387115998
2001-05-17,96.19809660401093
2001-05-18,95.1214870207504
2001-05-21,95.22679721185813
2001-05-22,96.61150465204354
2001-05-23,97.69104658690665
2001-05-24,96.98542433434511
2001-05-25,96.68513889722287
2001-05-28,96.3059273412907
2001-05-29,95.49497078327772
2001-05-30,94.03012526940995
2001-05-31,92.69252288654171
2001-06-01,92.3499123302426
2001-06-04,92.86392645567723
2001-06-05,94.23762252058141
2001-06-06,95.63390648349389
2001-06-07,96.10716487154332
2001-06-08,97.54534209303729
2001-06-11,96.85915331895534
2001-06-12,95.82376853185406
2001-06-13,95.16502638526897
2001-06-14,93.1941784605663
2001-06-15,92.56219093510421
2001-06-18,91.16186729609922
2001-06-19,91.67143764406518
2001-06-20,90.50879411122733
2001-06-21,90.91798551529524
2001-06-22,90.44032474975371
2001-06-25,90.45736594912847
2001-06-26,88.61042145245743
2001-06-27,89.4659152714799
2001-06-28,88.1724910071507
2001-06-29,90.20091941131895
2001-07-02,90.86411698816099
2001-07-03,91.40466974282229
2001-07-04,91.56623294136787
2001-07-05,90.33212721372244
2001-07-06,89.91789559312963
2001-07-09,87.52630868896637
2001-07-10,87.78762605806376
2001-07-11,86.93115400906163
2001-07-12,87.92541315160254
2001-07-13,86.94387003915263
2001-07-16,87.14439552704539
2001-07-17,86.83083642035966
2001-07-18,85.66308609315547
2001-07-19,84.24214035537541
2001-07-20,84.72039743299509
2001-07-23,83.91263928774639
2001-07-24,83.00707684488927
2001-07-25,83.93241881718149
2001-07-26,83.85531546070933
2001-07-27,85.01265267694188
2001-07-30,84.59031916119488
2001-07-31,86.78334615500978
2001-08-01,87.95528802207684
2001-08-02,88.67522794287736
2001-08-03,87.03482248323849
2001-08-06,86.11025222388767
2001-08-07,84.83223049091045
2001-08-08,85.1592221173314
2001-08-09,83.01181219887977
2001-08-10,83.62426851016718
2001-08-13,82.90824082230887
