Date,AC ASIA GROWTH
2000-12-29,100.0
2001-01-01,99.87118920274527
2001-01-02,99.77186056143343
2001-01-03,99.29555245760022
2001-01-04,100.7121696090156
2001-01-05,101.5835620522046
2001-01-08,101.26703121598058
2001-01-09,100.2944136452991
2001-01-10,99.63915299418447
2001-01-11,97.59046753468958
2001-01-12,98.88073331637983
2001-01-15,99.41893438280515
2001-01-16,101.39679402817879
2001-01-17,101.96406306248005
2001-01-18,103.10354463513293
2001-01-19,105.61945938329572
2001-01-22,105.9504964395968
2001-01-23,105.22976982696954
2001-01-24,104.40292465197784
2001-01-25,104.94395279878677
2001-01-26,103.98078082544319
2001-01-29,103.88224157973963
2001-01-30,103.74755332486161
2001-01-31,104.92913808930871
2001-02-01,105.16279074075231
2001-02-02,104.22308330669792
2001-02-05,102.44038322399986
2001-02-06,101.98857846136825
2001-02-07,101.64115988388674
2001-02-08,101.11392801256817
2001-02-09,100.95904963535877
2001-02-12,100.82691405473226
2001-02-13,100.76192634123335
2001-02-14,99.94142903444458
2001-02-15,100.88108132221925
2001-02-16,100.70918820541992
2001-02-19,99.56836203092047
2001-02-20,100.54223451730823
2001-02-21,98.60623624607008
2001-02-22,97.69291973460162
2001-02-23,98.3487935631721
2001-02-26,97.98937823582538
2001-02-27,97.46622302026464
2001-02-28,96.20428529607359
2001-03-01,94.0973494430013
2001-03-02,91.0910668928217
2001-03-05,91.47347542032522
2001-03-06,93.41536595004858
2001-03-07,94.12566770200614
2001-03-08,94.10949216012337
2001-03-09,93.76273445250483
2001-03-12,90.6502625410615
2001-03-13,88.90294346513672
2001-03-14,88.8754500552371
2001-03-15,90.3186330495338
2001-03-16,90.35647389997067
2001-03-19,90.64578512035177
2001-03-20,90.05873192646274
2001-03-21,93.82362538500243
2001-03-22,91.7784429205223
2001-03-23,95.06281810148752
2001-03-26,98.32499334613391
2001-03-27,97.42164515065677
2001-03-28,98.15990353691633
2001-03-29,93.72983227401693
2001-03-30,92.12212660588636
2001-04-02,90.60113989831872
2001-04-03,91.29194402032917
2001-04-04,90.83859923161552
2001-04-05,91.86143813430768
2001-04-06,93.06390082131189
2001-04-09,89.72426578946555
2001-04-10,88.51799012627771
2001-04-11,90.92416962163688
2001-04-12,92.3787360729782
2001-04-13,92.03692199923339
2001-04-16,90.97205001227582
2001-04-17,90.66069806260992
2001-04-18,94.28247674545392
