Date,AC FAR EAST ex JAPAN ex HK GROWTH
2000-12-29,100.0
2001-01-01,99.59624539669326
2001-01-02,100.73952345110544
2001-01-03,98.91974988817016
2001-01-04,103.97123009130466
2001-01-05,107.26628661048521
2001-01-08,107.16086356633713
2001-01-09,109.23363552633344
2001-01-10,108.53071590332718
2001-01-11,106.5908720465664
2001-01-12,109.066295329012
2001-01-15,110.28588776057522
2001-01-16,112.43120742756568
2001-01-17,113.04666877075277
2001-01-18,114.01247434715087
2001-01-19,116.59378813429346
2001-01-22,117.26843413620921
2001-01-23,117.06219440157365
2001-01-24,117.07786214664905
2001-01-25,117.19971918216015
2001-01-26,114.86487732770138
2001-01-29,113.84224319341118
2001-01-30,114.91634240732965
2001-01-31,118.81671974064182
2001-02-01,117.590031315896
2001-02-02,118.29892004016232
2001-02-05,114.84506689046228
2001-02-06,114.97829691231905
2001-02-07,113.28024893078772
2001-02-08,114.25262847425167
2001-02-09,114.33448730411995
2001-02-12,114.03933371281114
2001-02-13,115.66508417605486
2001-02-14,114.16438363304887
2001-02-15,116.09038443116408
2001-02-16,116.14865990723517
2001-02-19,114.19340721775905
2001-02-20,115.00623613295494
2001-02-21,113.27152811869661
2001-02-22,109.95116745281511
2001-02-23,109.59016558388954
2001-02-26,109.07019949928144
2001-02-27,108.44607249306338
2001-02-28,108.30436010115542
2001-03-01,105.0562345461734
2001-03-02,102.32843434256446
2001-03-05,104.27408163426901
2001-03-06,105.36652269365639
2001-03-07,106.12399336330294
2001-03-08,105.85539218841866
2001-03-09,104.69520501727018
2001-03-12,102.17824701864012
2001-03-13,101.39047864173473
2001-03-14,102.56929132515606
2001-03-15,103.11308317202479
2001-03-16,102.27734892369124
2001-03-19,100.60820264952774
2001-03-20,99.41448330351727
2001-03-21,99.51325501046142
2001-03-22,98.36780690371114
2001-03-23,100.17335367053198
2001-03-26,101.30739463294734
2001-03-27,98.928969707652
2001-03-28,98.54473836545394
2001-03-29,96.83412017581581
2001-03-30,97.07818411994617
2001-04-02,94.6191387168612
2001-04-03,91.96280905099161
2001-04-04,87.89066583541066
2001-04-05,88.2354398990518
2001-04-06,90.7817953102315
2001-04-09,87.9208814688585
2001-04-10,88.15857967399158
2001-04-11,91.34543201909617
2001-04-12,92.79847487204273
2001-04-13,92.85278321344181
2001-04-16,91.84877154380396
2001-04-17,90.80425916704162
2001-04-18,94.48794652598261
2001-04-19,98.99585397350583
2001-04-20,97.39005565078772
2001-04-23,97.57010646468511
2001-04-24,96.80276617813911
2001-04-25,96.87475039911122
2001-04-26,96.93556687757307
2001-04-27,96.23638369697643
2001-04-30,98.31733991695792
2001-05-01,98.4419744743802
2001-05-02,101.46795411633369
2001-05-03,102.13878476223303
2001-05-04,98.96994293428567
2001-05-07,99.87386435865537
2001-05-08,99.29456000608609
2001-05-09,98.92678010108554
2001-05-10,98.34741911096502
2001-05-11,98.57721184843119
2001-05-14,96.95721481695186
2001-05-15,95.54786837403702
2001-05-16,94.5990104082686
2001-05-17,97.20360824755817
2001-05-18,96.59461328821236
2001-05-21,96.71005657490326
2001-05-22,97.9770816763028
2001-05-23,99.34826974559311
2001-05-24,98.82872604988596
2001-05-25,98.07657009086905
2001-05-28,97.45782739494815
2001-05-29,97.62275362376072
2001-05-30,96.36614469727935
2001-05-31,95.04005919648615
2001-06-01,94.34040137018769
2001-06-04,94.70202617877443
2001-06-05,94.62386274319006
2001-06-06,95.55877696021118
2001-06-07,96.5324575627611
2001-06-08,99.46258940215444
2001-06-11,98.91681845402078
2001-06-12,98.4752215465793
2001-06-13,98.74277033100604
2001-06-14,97.42192165357538
2001-06-15,97.18598908904485
2001-06-18,95.17707412386738
2001-06-19,95.11468620382765
2001-06-20,93.69895327480424
2001-06-21,93.73328112918725
2001-06-22,93.78690588864828
2001-06-25,93.29513369089197
2001-06-26,92.04729415323872
2001-06-27,92.22197318851998
2001-06-28,91.56039509396508
2001-06-29,93.75258000911829
2001-07-02,94.43659748752223
2001-07-03,95.18972620495025
2001-07-04,94.72890001779739
2001-07-05,94.2464191689737
2001-07-06,93.21092253189576
2001-07-09,91.02566577363115
2001-07-10,90.59225799673314
2001-07-11,89.19433369322181
2001-07-12,90.46545495515629
2001-07-13,89.43325621067402
2001-07-16,89.31620979295425
2001-07-17,89.03266034668393
2001-07-18,88.03716719694062
2001-07-19,88.28088992125724
2001-07-20,88.49758009151464
2001-07-23,87.36357093389842
2001-07-24,87.31815245949235
2001-07-25,88.46730914779616
2001-07-26,89.17290199223031
2001-07-27,90.31756775276077
2001-07-30,90.22367232852517
2001-07-31,91.97492191810593
2001-08-01,93.82972265056291
2001-08-02,94.93485738914465
2001-08-03,94.4052751448998
2001-08-06,93.6188254402924
2001-08-07,92.58645705335036
2001-08-08,93.15610784842244
2001-08-09,91.34806559694977
2001-08-10,92.28254697091745
2001-08-13,93.02320555605772
2001-08-14,95.1297656363267
2001-08-15,95.36348800370934
2001-08-16,93.62884596055973
2001-08-17,92.35440844875076
2001-08-20,89.98547266500128
2001-08-21,90.13424604332525
2001-08-22,88.93571292963041
2001-08-23,89.62576766678748
2001-08-24,88.35736853440986
2001-08-27,90.62409770242573
2001-08-28,90.53531287173239
2001-08-29,90.70747707518784
