Date,AC FAR EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,999.0625104842495
2007-10-02,1018.7716553935267
2007-10-03,1019.9468584376689
2007-10-04,1014.766938370236
2007-10-05,1016.4766397984897
2007-10-08,1012.9690785899555
2007-10-09,1019.761180685827
2007-10-10,1023.2693217371612
2007-10-11,1033.5204226019223
2007-10-12,1022.413053265783
2007-10-15,1024.5100749138835
2007-10-16,1014.5508328096582
2007-10-17,1004.6753502242555
2007-10-18,1019.3706842338637
2007-10-19,1009.628198066845
2007-10-22,992.9873310943773
2007-10-23,998.7258585560406
2007-10-24,999.8474261897809
2007-10-25,997.5061440763269
2007-10-26,1016.6808437955492
2007-10-29,1036.2249238887518
2007-10-30,1033.936123877277
2007-10-31,1035.8805560292913
2007-11-01,1046.7637672901506
2007-11-02,1024.7845189884904
2007-11-05,1007.7150225343513
2007-11-06,1010.7551908539971
2007-11-07,1011.3339108099452
2007-11-08,990.2190371757149
2007-11-09,991.2211829899096
2007-11-12,971.4159259376181
2007-11-13,964.567939632204
2007-11-14,987.6330627391162
2007-11-15,985.5795573292335
2007-11-16,967.5397320631105
2007-11-19,962.991426917182
2007-11-20,969.977446569147
2007-11-21,955.8737593603477
2007-11-22,952.19814607136
2007-11-23,956.938962384367
2007-11-26,979.4759944318531
2007-11-27,980.5343860787915
2007-11-28,969.9223305427571
2007-11-29,999.5524575443181
2007-11-30,1000.6310975442451
2007-12-03,1003.6425179242908
2007-12-04,1005.2016410987725
2007-12-05,1007.1232061303693
2007-12-06,1019.0732487765451
2007-12-07,1017.1099421569038
2007-12-10,1012.3681811362314
2007-12-11,1022.1627390468777
2007-12-12,1007.4215470711795
2007-12-13,985.3838463403924
2007-12-14,969.1628844768051
2007-12-17,948.5495342884901
2007-12-18,947.5088927633691
2007-12-19,943.8119708945924
2007-12-20,945.9236956941407
2007-12-21,953.5559812448693
2007-12-24,956.2133615814511
2007-12-25,969.3414417969883
2007-12-26,975.5876539825304
2007-12-27,971.2606112218027
2007-12-28,965.3776989735047
2007-12-31,976.5963653801439
2008-01-01,976.5963653801439
2008-01-02,983.2961115205667
2008-01-03,980.3630980906765
2008-01-04,961.9298039715894
2008-01-07,943.3655406052778
2008-01-08,943.7616750278875
2008-01-09,956.9638803101227
2008-01-10,942.9322440026058
2008-01-11,932.3347845857976
2008-01-14,935.6516232956966
2008-01-15,929.6128039622416
2008-01-16,894.5109351350202
2008-01-17,907.1596911745032
2008-01-18,912.8992638648531
2008-01-21,886.8173534437894
2008-01-22,830.0136348673709
2008-01-23,859.4746162777925
2008-01-24,870.8717163603822
2008-01-25,904.677318008136
2008-01-28,871.7890616232039
2008-01-29,892.3866455411159
2008-01-30,879.9373437937905
2008-01-31,897.990556955463
2008-02-01,899.1302742480693
2008-02-04,914.9364168755585
2008-02-05,909.0240719291434
2008-02-06,874.8031003249272
2008-02-07,877.9575958593252
2008-02-08,862.7796734779141
2008-02-11,859.1516862891078
2008-02-12,858.2834431152575
2008-02-13,857.1396823769576
2008-02-14,888.9263954324065
2008-02-15,892.1362420892374
2008-02-18,886.0378048016705
2008-02-19,900.3395370366487
2008-02-20,873.0821337800103
2008-02-21,893.8139321257393
2008-02-22,888.04264752124
2008-02-25,899.0935115556555
2008-02-26,902.4018833101402
2008-02-27,922.4658909671588
2008-02-28,922.1379381660212
2008-02-29,914.4366599046217
2008-03-03,882.9042012066559
2008-03-04,884.0412518520241
2008-03-05,874.4280859003518
2008-03-06,892.7562603754013
2008-03-07,864.641473074361
2008-03-10,853.8979866549759
2008-03-11,856.5437702179908
2008-03-12,872.863627609202
2008-03-13,852.5888630121992
2008-03-14,843.0240413489023
2008-03-17,828.6317274486671
2008-03-18,829.0719902029349
2008-03-19,845.9794524909371
2008-03-20,847.442154764388
2008-03-21,861.2868278910172
2008-03-24,857.5788974783864
2008-03-25,883.204903302905
2008-03-26,891.715105196081
2008-03-27,879.4348002177842
2008-03-28,891.7374539980696
2008-03-31,875.244855341996
2008-04-01,869.9914831697276
2008-04-02,900.3508469239754
2008-04-03,913.0268646969032
2008-04-04,910.9794261233121
2008-04-07,915.5940304995461
2008-04-08,900.7983861276026
2008-04-09,890.4761000028657
2008-04-10,894.7402214428708
2008-04-11,912.7170570396015
2008-04-14,891.585762157738
2008-04-15,891.6939227206252
2008-04-16,903.4525805839982
2008-04-17,913.2991643678688
2008-04-18,907.5513112570198
2008-04-21,936.3008302541303
2008-04-22,922.0966142540785
2008-04-23,920.5969013757858
2008-04-24,917.1562034846656
2008-04-25,933.7633195433626
2008-04-28,944.9119417859439
2008-04-29,950.452127009729
2008-04-30,944.0618897436859
2008-05-01,942.2083388751679
2008-05-02,953.5198573458638
2008-05-05,952.6916593336354
2008-05-06,957.359959433717
2008-05-07,955.24545600428
2008-05-08,949.3889316079087
2008-05-09,934.1259992563902
2008-05-12,931.4780226717405
2008-05-13,942.4324800265221
2008-05-14,940.8475515958913
2008-05-15,956.7876280505262
2008-05-16,965.9110333613205
2008-05-19,968.5981120698495
2008-05-20,965.1295796598282
2008-05-21,954.263479314644
2008-05-22,950.5353371209559
2008-05-23,949.192200896745
2008-05-26,926.7591399894565
2008-05-27,936.6566936257159
2008-05-28,922.4690425730693
2008-05-29,937.4268306380177
2008-05-30,951.1912683058381
2008-06-02,967.1642972447086
2008-06-03,950.3534288564384
2008-06-04,963.4252940905169
2008-06-05,953.4079703609397
2008-06-06,963.8345998294138
2008-06-09,939.0091512268008
2008-06-10,918.0841768547824
2008-06-11,925.8714146917212
2008-06-12,900.344442033902
2008-06-13,903.8292519790158
2008-06-16,921.2921157474058
2008-06-17,921.9257311971493
2008-06-18,927.7287336116985
2008-06-19,906.7102060806156
2008-06-20,900.5656224173742
2008-06-23,892.7353065058364
2008-06-24,893.9106168331647
2008-06-25,892.8863398132064
2008-06-26,896.5057391021522
2008-06-27,883.5569659528186
2008-06-30,883.237233492468
2008-07-01,880.0394265931981
2008-07-02,867.5843560332862
2008-07-03,860.0716079611359
2008-07-04,858.2946367061826
2008-07-07,864.0235618716597
2008-07-08,845.4659708927409
2008-07-09,852.1498352370706
2008-07-10,856.9346820059412
2008-07-11,864.2480783372189
2008-07-14,856.2607755189663
2008-07-15,844.9952168798965
2008-07-16,840.3108035499644
2008-07-17,846.9406967053412
2008-07-18,835.4347620374585
2008-07-21,842.0945669491177
2008-07-22,858.4732000903869
2008-07-23,868.0511495484266
2008-07-24,883.2962321099307
2008-07-25,861.421783241826
2008-07-28,863.9528820758761
2008-07-29,844.6374060160987
2008-07-30,856.6924396357028
2008-07-31,856.3932929662856
2008-08-01,845.4275562013623
2008-08-04,829.697450958306
2008-08-05,826.9051369951676
2008-08-06,839.4582966268514
2008-08-07,830.7287502170163
2008-08-08,824.1515422461321
2008-08-11,837.4801884194051
2008-08-12,831.7932882276453
2008-08-13,823.5147661357272
2008-08-14,815.1226691024124
2008-08-15,811.3457479984817
2008-08-18,817.3624188809721
2008-08-19,803.4577435670527
2008-08-20,803.3546660572114
2008-08-21,802.6336780193151
2008-08-22,787.9608485672397
2008-08-25,805.2438905673001
2008-08-26,797.0135276986796
2008-08-27,798.7034355333681
2008-08-28,792.4038172494173
2008-08-29,813.3480145024236
2008-09-01,796.4570109187919
2008-09-02,783.5226762998891
2008-09-03,786.9036765216053
2008-09-04,780.2162749212824
2008-09-05,768.6722082752422
2008-09-08,793.5308538561226
2008-09-09,779.2060691589373
2008-09-10,774.712128110664
2008-09-11,758.7012192800083
2008-09-12,762.0546944572667
2008-09-15,764.6725258585809
2008-09-16,731.0932503600571
2008-09-17,735.8699427327286
2008-09-18,715.9361557599796
2008-09-19,747.4597979661155
2008-09-22,760.9959568782963
2008-09-23,762.7537453378221
2008-09-24,761.6079542661481
2008-09-25,756.3174383508283
2008-09-26,753.1529300899521
2008-09-29,745.424362871329
2008-09-30,716.6633927776528
2008-10-01,726.3324125254505
2008-10-02,714.5904471198177
2008-10-03,695.9262690545389
2008-10-06,683.7114196681775
2008-10-07,665.159466646681
2008-10-08,621.3615121521805
2008-10-09,623.3866216039977
2008-10-10,587.2283621645537
2008-10-13,594.0080957197588
2008-10-14,653.4206398962027
2008-10-15,649.6448809075304
2008-10-16,594.0496518493136
2008-10-17,598.4616521721822
2008-10-20,618.0880762940033
2008-10-21,634.7065336647729
2008-10-22,601.8381720221599
2008-10-23,589.1012802077025
2008-10-24,561.6119640488625
2008-10-27,519.2444338969013
2008-10-28,537.2211911404971
2008-10-29,554.5917817975312
2008-10-30,610.8057103741282
2008-10-31,588.2975682178563
2008-11-03,591.5699933855143
2008-11-04,611.5008776350209
2008-11-05,644.279986527399
2008-11-06,607.7476422306019
2008-11-07,595.18735939485
2008-11-10,615.8398630566476
2008-11-11,600.6255126406613
2008-11-12,600.0582043671208
2008-11-13,571.2986557035346
2008-11-14,577.1012094675857
2008-11-17,580.681230362523
2008-11-18,559.9147277939555
2008-11-19,555.6237351852899
2008-11-20,531.7531166034014
2008-11-21,547.8971018157526
2008-11-24,538.8457144948957
2008-11-25,561.4531593717583
2008-11-26,560.0028259472924
2008-11-27,568.8963633437078
2008-11-28,574.1394480341138
2008-12-01,577.4305320051058
2008-12-02,551.2143700910576
2008-12-03,558.8710642902787
2008-12-04,552.7205363772056
2008-12-05,556.5195400422808
2008-12-08,577.2408531237099
2008-12-09,583.2776265291657
2008-12-10,601.0962801626025
2008-12-11,613.1821347257401
2008-12-12,586.0201835669731
2008-12-15,612.9605053591705
2008-12-16,606.5071734342442
2008-12-17,625.9213311087699
2008-12-18,622.6286061718212
2008-12-19,617.5823981464216
2008-12-22,617.0178160975506
2008-12-23,612.0342931771482
2008-12-24,600.4918921825773
2008-12-25,605.5989829325437
2008-12-26,610.9512230581456
2008-12-29,618.1548460101844
2008-12-30,623.2595258430014
2008-12-31,621.7116527914575
2009-01-01,621.7116527914575
2009-01-02,622.2888866745628
2009-01-05,627.7935025396706
2009-01-06,623.047313193544
2009-01-07,639.3080538505948
2009-01-08,623.2503899574128
2009-01-09,623.856632169794
2009-01-12,626.4053371954551
2009-01-13,602.1770297040789
2009-01-14,609.2803949077864
2009-01-15,582.5726268572063
2009-01-16,591.135765966971
2009-01-19,592.1910817716331
2009-01-20,582.6310038188848
2009-01-21,582.786812343496
2009-01-22,583.2250661806872
2009-01-23,564.5034721503713
2009-01-26,560.6795214942408
2009-01-27,584.7175702790181
2009-01-28,583.5308471844636
2009-01-29,592.3382987924847
2009-01-30,577.4501969953157
2009-02-02,563.9996649793485
