Date,EMEA ex ISRAEL ESG LEADERS
2014-11-25,1000.0
2014-11-26,1003.0910734868614
2014-11-27,1003.2810565089806
2014-11-28,999.5095055605921
2014-12-01,996.8754893247894
2014-12-02,995.3438245821696
2014-12-03,994.27612461138
2014-12-04,991.7369722020214
2014-12-05,996.5527693221076
2014-12-08,990.168510455014
2014-12-09,980.3324287225246
2014-12-10,976.7288573103523
2014-12-11,975.3699348161886
2014-12-12,957.5142076718336
2014-12-15,934.9439476318568
2014-12-16,954.7789085387993
2014-12-17,946.0036175098901
2014-12-18,965.69800499819
2014-12-19,965.3453470468968
2014-12-22,970.4147059585977
2014-12-23,969.6217232083806
2014-12-24,969.5993661316803
2014-12-25,969.5993661316803
2014-12-26,968.4261549724004
2014-12-29,969.1972286310125
2014-12-30,960.3269737941488
2014-12-31,958.6153229970665
2015-01-01,958.6153229970665
2015-01-02,951.0292259816076
2015-01-05,926.792912664147
2015-01-06,918.2935345791377
2015-01-07,911.9130562582236
2015-01-08,932.5711033936931
2015-01-09,926.6758171452618
2015-01-12,930.7121328685279
2015-01-13,941.1556023350222
2015-01-14,929.5410271502943
2015-01-15,937.9107968536405
2015-01-16,941.1861337278608
2015-01-19,955.6038933045088
2015-01-20,957.7390467119282
2015-01-21,965.0557451601609
2015-01-22,965.7816666358843
2015-01-23,966.9752375145117
2015-01-26,973.0865561157177
2015-01-27,975.7573060955435
2015-01-28,972.4076047953611
2015-01-29,972.5802916256664
2015-01-30,963.7011593940142
2015-02-02,968.439758883775
2015-02-03,983.7072234587597
2015-02-04,984.7392555866502
2015-02-05,987.4376878727431
2015-02-06,982.1975413091316
2015-02-09,971.2553406156233
2015-02-10,978.6983909133415
2015-02-11,975.0496844980717
2015-02-12,988.5631847287926
2015-02-13,997.5099797306973
2015-02-16,996.007197903829
2015-02-17,996.7790553792776
2015-02-18,1003.6539168510292
2015-02-19,1009.7796805413875
2015-02-20,1010.1593193257568
2015-02-23,1017.8836797426118
2015-02-24,1020.2500773814986
2015-02-25,1021.507389571057
2015-02-26,1017.8923537455565
2015-02-27,1022.5299090929135
2015-03-02,1018.7842381691601
2015-03-03,1009.0277086442792
2015-03-04,1004.2490288934468
2015-03-05,1010.3267087069293
2015-03-06,997.2843060635037
2015-03-09,992.9304033958529
2015-03-10,973.1246295188331
2015-03-11,975.2154996173697
2015-03-12,980.1586144277609
2015-03-13,976.5502410968395
2015-03-16,990.3921664600479
2015-03-17,984.9159974584131
2015-03-18,992.2407797950952
2015-03-19,997.5083424591918
2015-03-20,1021.5358047749883
2015-03-23,1027.9695587260803
