Date,ACWI ESG LEADERS SELECT SUSTAINABILITY
2019-11-26,1000.0
2019-11-27,1003.979039718117
2019-11-28,1003.4876523243294
2019-11-29,999.3108061734314
2019-12-02,992.5400660335895
2019-12-03,988.1126445691244
2019-12-04,993.0789159174246
2019-12-05,996.6868565210784
2019-12-06,1004.2592905406059
2019-12-09,1002.603617409511
2019-12-10,1001.5979399197792
2019-12-11,1005.0946665336702
2019-12-12,1011.9740782713333
2019-12-13,1019.0865394382209
2019-12-16,1025.5870835234155
2019-12-17,1026.6079324620532
2019-12-18,1025.5608664795338
2019-12-19,1027.8217571359367
2019-12-20,1031.2254985170232
2019-12-23,1032.7653468151373
2019-12-24,1033.1368109647963
2019-12-25,1032.9789653801158
2019-12-26,1036.8361021448065
2019-12-27,1039.5818521153806
2019-12-30,1035.1712539977486
2019-12-31,1036.4059065410877
2020-01-01,1036.446642558764
2020-01-02,1045.1281395968379
2020-01-03,1038.8590691946936
2020-01-06,1037.806299407519
2020-01-07,1037.9973322588557
2020-01-08,1041.36734391764
2020-01-09,1049.4783264651655
2020-01-10,1049.9470548911622
2020-01-13,1057.2602913728674
2020-01-14,1056.7177139441706
2020-01-15,1057.767426663781
2020-01-16,1064.132887154941
2020-01-17,1069.6362431293783
2020-01-20,1069.5304090866416
2020-01-21,1065.616314740016
2020-01-22,1067.9247979413626
2020-01-23,1065.6889567973758
2020-01-24,1061.4574572017111
2020-01-27,1044.1830778249418
2020-01-28,1052.0528370027516
2020-01-29,1054.2588985290886
2020-01-30,1052.109199217286
2020-01-31,1036.6048827537127
2020-02-03,1043.1314958841997
2020-02-04,1060.778282483544
2020-02-05,1068.5960282909123
2020-02-06,1075.2283811061873
2020-02-07,1068.587842521896
2020-02-10,1073.1846153885742
2020-02-11,1076.7989252285347
2020-02-12,1083.7982597824052
2020-02-13,1082.120146175162
2020-02-14,1084.5365740379436
2020-02-17,1083.9280238710983
2020-02-18,1078.495717406147
2020-02-19,1083.8029030534938
2020-02-20,1078.5658813124314
2020-02-21,1068.9680388518286
2020-02-24,1037.1233741199424
2020-02-25,1013.9076962792578
2020-02-26,1010.7938850359046
2020-02-27,975.3663343291028
2020-02-28,961.1794651735972
2020-03-02,994.0268840327788
2020-03-03,982.5609612320762
2020-03-04,1009.2106895479094
2020-03-05,988.8570869894862
2020-03-06,970.2503120950189
2020-03-09,907.8811972927525
2020-03-10,934.8256864374846
2020-03-11,900.2862325149807
2020-03-12,818.7348170635124
2020-03-13,863.7240477513537
2020-03-16,782.7737493869802
2020-03-17,810.6808246631232
2020-03-18,773.9999148331257
2020-03-19,774.8249464514789
2020-03-20,757.4454700123326
2020-03-23,735.5404698536861
2020-03-24,796.6876009621991
2020-03-25,814.5185155139885
2020-03-26,853.2043427588268
2020-03-27,833.3829513647017
2020-03-30,851.2817107696167
2020-03-31,844.1913716890671
2020-04-01,811.8350737414761
2020-04-02,821.4746242151251
2020-04-03,810.8668025280368
2020-04-06,858.5593271894953
2020-04-07,865.3969011566122
2020-04-08,883.3435092738384
2020-04-09,896.1510129924013
2020-04-10,896.4784106253085
2020-04-13,890.1141962042262
2020-04-14,916.1212599509524
2020-04-15,898.7594697047942
2020-04-16,902.8671312031379
2020-04-17,923.3962895569564
2020-04-20,913.587357648911
2020-04-21,885.8081350824319
2020-04-22,901.7846305649152
2020-04-23,901.9880860607759
2020-04-24,907.8443582325948
2020-04-27,923.5094555813234
2020-04-28,922.4194691815701
2020-04-29,944.5742710993957
2020-04-30,939.2619958888837
2020-05-01,921.1128061882472
2020-05-04,916.3671399026932
2020-05-05,926.9075322281166
2020-05-06,924.5465644696949
2020-05-07,933.5152597188347
2020-05-08,949.9974591848248
2020-05-11,953.2626409702581
2020-05-12,940.6125105231455
2020-05-13,927.8968647760522
2020-05-14,927.7296042117001
2020-05-15,932.3846114799915
2020-05-18,955.170119808696
2020-05-19,953.3406443588424
2020-05-20,966.7531848950548
2020-05-21,960.2131147560515
2020-05-22,958.3223233052485
2020-05-25,962.9567880610394
2020-05-26,974.6783842254241
2020-05-27,981.8919591717698
2020-05-28,987.823478108648
2020-05-29,990.6903105874266
2020-06-01,998.1463400091668
2020-06-02,1008.0939011196921
2020-06-03,1022.7277464265129
2020-06-04,1020.8943269759918
2020-06-05,1039.5031149711824
2020-06-08,1046.2117372232383
2020-06-09,1044.8424061969936
2020-06-10,1048.3591406781668
2020-06-11,1003.7392624825706
2020-06-12,1007.4439243394294
2020-06-15,1009.6530089259021
2020-06-16,1031.6632179115138
2020-06-17,1033.8585056999468
2020-06-18,1033.1487647110746
2020-06-19,1031.7604615831467
2020-06-22,1037.5808842877893
2020-06-23,1048.4397876499982
2020-06-24,1026.6609476027784
2020-06-25,1031.9205446328392
2020-06-26,1016.9266437796376
2020-06-29,1024.7184217109675
2020-06-30,1037.6630864329877
2020-07-01,1041.0938307148592
2020-07-02,1051.7765262294593
2020-07-03,1053.1325623140633
2020-07-06,1072.5460076103554
2020-07-07,1064.4691501566376
2020-07-08,1074.0172075757737
2020-07-09,1074.0637326996564
2020-07-10,1078.5612020029423
2020-07-13,1074.0840219204133
2020-07-14,1080.2073328859726
2020-07-15,1092.893212834522
2020-07-16,1084.600388137174
2020-07-17,1089.1345119806476
2020-07-20,1101.4753680608146
2020-07-21,1106.1349812865506
2020-07-22,1109.173416590575
2020-07-23,1098.4568910401415
2020-07-24,1090.1722042851325
2020-07-27,1104.8998959049986
2020-07-28,1099.0750369340763
2020-07-29,1108.8423747785846
2020-07-30,1104.89423555724
2020-07-31,1108.8762621906292
2020-08-03,1120.1062681148874
2020-08-04,1126.2445351522208
2020-08-05,1135.1877901171451
2020-08-06,1139.8259998650724
2020-08-07,1133.7325483798052
2020-08-10,1133.3837918678037
2020-08-11,1130.2530994076312
2020-08-12,1147.1829005285003
2020-08-13,1149.3371191963931
2020-08-14,1146.880864996295
2020-08-17,1154.588848307686
2020-08-18,1158.813607438019
2020-08-19,1155.4479004766906
2020-08-20,1154.9207624908388
2020-08-21,1163.640715791321
2020-08-24,1175.2285552636117
2020-08-25,1179.2696547377752
2020-08-26,1192.6528104213744
2020-08-27,1191.560493683527
2020-08-28,1197.0708869000312
2020-08-31,1197.7602203529264
2020-09-01,1207.9253645937515
2020-09-02,1216.91746121488
2020-09-03,1177.6645701788052
2020-09-04,1164.496922614557
2020-09-07,1166.533194744718
2020-09-08,1136.3062224201458
2020-09-09,1156.903647778555
2020-09-10,1144.8592588694632
2020-09-11,1145.5704857865665
2020-09-14,1162.391000281223
2020-09-15,1169.5973937153965
2020-09-16,1165.0656690038224
2020-09-17,1154.017353017142
2020-09-18,1146.550789036506
2020-09-21,1134.2497397662528
2020-09-22,1139.7076104712853
2020-09-23,1120.010893458083
2020-09-24,1116.8497794507928
2020-09-25,1131.0072162924052
2020-09-28,1150.1999130427291
2020-09-29,1148.9613059564408
2020-09-30,1157.3784996240063
2020-10-01,1164.115075148332
2020-10-02,1152.1971447482454
2020-10-05,1172.123563895712
2020-10-06,1163.0239156615014
2020-10-07,1176.2835891927293
2020-10-08,1183.842260977109
2020-10-09,1194.8946706652473
2020-10-12,1214.390355394603
2020-10-13,1208.6041265870358
2020-10-14,1205.1614556411446
2020-10-15,1195.3066558533635
2020-10-16,1196.5417677725761
2020-10-19,1185.0219233648793
2020-10-20,1189.1518449465702
2020-10-21,1188.2057694728383
2020-10-22,1187.6592047741271
2020-10-23,1190.9278486430183
2020-10-26,1172.8370114929828
2020-10-27,1174.5638156372988
2020-10-28,1140.0608367607297
2020-10-29,1147.4470119817768
2020-10-30,1132.9150023255854
2020-11-02,1146.143121661276
2020-11-03,1165.2355328931333
2020-11-04,1189.332875419179
2020-11-05,1217.6008669162775
2020-11-06,1221.410978583698
2020-11-09,1225.0446142797164
2020-11-10,1217.880740834195
2020-11-11,1228.2993873084486
2020-11-12,1223.6892430943494
2020-11-13,1233.076269915563
2020-11-16,1245.5823937893665
2020-11-17,1243.3024937205137
2020-11-18,1238.6653725492843
2020-11-19,1240.1890278171518
2020-11-20,1237.8273436173827
2020-11-23,1237.9374450394514
2020-11-24,1252.4273119422273
2020-11-25,1252.7746978162197
2020-11-26,1255.008997460786
2020-11-27,1261.2360732671336
2020-11-30,1253.0990541085307
2020-12-01,1268.1955078027052
2020-12-02,1266.4263090918544
2020-12-03,1270.5879492020617
2020-12-04,1276.4861790061775
2020-12-07,1277.5692822550345
2020-12-08,1280.5365382311056
2020-12-09,1270.5851631202336
2020-12-10,1271.3547349348771
2020-12-11,1268.7929662808103
2020-12-14,1268.5985360146494
2020-12-15,1281.9646402399035
2020-12-16,1288.538671654626
2020-12-17,1300.5538039677767
2020-12-18,1296.5813275601624
2020-12-21,1288.9477470776824
2020-12-22,1291.7466721906178
2020-12-23,1292.550739002864
2020-12-24,1292.7015580691616
2020-12-25,1291.8147563782554
2020-12-28,1301.2322604006552
2020-12-29,1305.903187329273
2020-12-30,1309.8587299235064
2020-12-31,1311.4830966708382
2021-01-01,1310.0916159834715
2021-01-04,1300.4991808480222
2021-01-05,1310.0330419956167
2021-01-06,1307.4568767254177
2021-01-07,1327.6483646011388
2021-01-08,1344.9677372000365
2021-01-11,1329.4347922911963
2021-01-12,1330.0252966705534
2021-01-13,1337.0243787288007
2021-01-14,1334.443658206901
2021-01-15,1324.9238449417257
2021-01-18,1325.2339009739055
2021-01-19,1337.4773464335003
2021-01-20,1356.988751405624
2021-01-21,1364.0836280200622
2021-01-22,1362.5796213876176
2021-01-25,1372.1720900987673
2021-01-26,1367.7785494730338
2021-01-27,1341.3356586628206
2021-01-28,1342.8613281249159
2021-01-29,1317.5889984163366
2021-02-01,1341.58171602624
2021-02-02,1357.2707724949819
2021-02-03,1361.5090025768461
2021-02-04,1371.2167536654458
2021-02-05,1378.5760294229929
2021-02-08,1388.3207779582142
2021-02-09,1388.7249781096914
2021-02-10,1389.0901586854268
2021-02-11,1395.2439055242426
2021-02-12,1400.4276556397847
2021-02-15,1404.1514785963686
2021-02-16,1400.863724084394
2021-02-17,1393.424430818483
2021-02-18,1385.075528816256
2021-02-19,1385.633365668962
2021-02-22,1365.5239567190595
2021-02-23,1361.9796129137108
2021-02-24,1364.273831546576
2021-02-25,1341.9862630603193
2021-02-26,1325.45524538213
2021-03-01,1357.3497044123505
2021-03-02,1346.5584192238437
2021-03-03,1331.5403228867065
2021-03-04,1309.337057176074
2021-03-05,1317.444604043153
2021-03-08,1302.662150080723
2021-03-09,1328.1307716616056
2021-03-10,1332.0830754854583
2021-03-11,1352.6759863436264
2021-03-12,1346.3979724261283
2021-03-15,1354.3573942128414
2021-03-16,1358.5100996141557
2021-03-17,1357.7181829625374
2021-03-18,1344.7313634837844
2021-03-19,1340.9730927412434
2021-03-22,1351.3070044518836
2021-03-23,1342.864833715357
2021-03-24,1329.547319153713
2021-03-25,1331.7814732673307
2021-03-26,1351.6391042101718
2021-03-29,1350.686867576525
2021-03-30,1348.4517036935747
2021-03-31,1354.513067098949
2021-04-01,1370.4493000285192
2021-04-02,1371.4706619997435
2021-04-05,1388.6394078221845
2021-04-06,1390.785193634344
2021-04-07,1390.2542469992147
2021-04-08,1400.5236011964848
2021-04-09,1407.8712009448038
2021-04-12,1408.0650419484762
2021-04-13,1417.7746201042655
2021-04-14,1413.3017628060454
2021-04-15,1429.011686258882
2021-04-16,1434.4349493383393
2021-04-19,1429.772629110732
2021-04-20,1418.0996596593516
2021-04-21,1424.2439603844962
2021-04-22,1420.6942160521382
2021-04-23,1434.6214321644984
2021-04-26,1438.6937820380706
2021-04-27,1435.7560986350593
2021-04-28,1433.7747131228718
2021-04-29,1435.0131364628878
2021-04-30,1422.516677540955
2021-05-03,1424.7641239147297
2021-05-04,1408.5875960979902
2021-05-05,1411.499076786901
2021-05-06,1421.1912986361453
2021-05-07,1434.117092982647
2021-05-10,1421.1922692254639
2021-05-11,1404.8910840667127
2021-05-12,1376.7225501551125
2021-05-13,1382.6740001512553
2021-05-14,1405.0527610081506
2021-05-17,1400.6325494958555
2021-05-18,1399.6574530082844
2021-05-19,1392.8598970737728
2021-05-20,1410.8684996396717
2021-05-21,1409.0998884865573
2021-05-24,1421.3296342312547
2021-05-25,1425.3155639400184
2021-05-26,1428.0754707682347
2021-05-27,1425.4316406511252
2021-05-28,1430.6067564806556
2021-05-31,1431.5351690804357
2021-06-01,1435.0431861899337
2021-06-02,1435.681161925704
2021-06-03,1430.0432085766724
2021-06-04,1439.464382072749
2021-06-07,1441.026076782525
2021-06-08,1441.7241806852417
2021-06-09,1438.1455105120842
2021-06-10,1443.5844473055358
2021-06-11,1446.1478957798777
2021-06-14,1449.384635142597
2021-06-15,1448.1929225781175
2021-06-16,1443.058180215476
2021-06-17,1435.2026743364333
2021-06-18,1418.1324820489945
2021-06-21,1428.9196998324355
2021-06-22,1435.9650442968432
2021-06-23,1436.615071779576
2021-06-24,1443.3207861225567
2021-06-25,1450.047467800501
2021-06-28,1450.6236400226212
2021-06-29,1451.2999400828717
2021-06-30,1447.6459112380244
2021-07-01,1451.6697539642973
2021-07-02,1457.3291357563796
2021-07-05,1459.2144663399713
2021-07-06,1454.272485388777
2021-07-07,1459.238471533869
2021-07-08,1443.0564993496928
2021-07-09,1455.5568895848342
2021-07-12,1463.7877316281542
2021-07-13,1462.0348151703727
2021-07-14,1462.6221693395494
2021-07-15,1458.498883643643
2021-07-16,1450.4574084231826
2021-07-19,1428.1431261861821
2021-07-20,1439.7313980000422
2021-07-21,1452.454991778965
2021-07-22,1458.7571084456183
2021-07-23,1467.5159802299927
2021-07-26,1465.1219157314415
2021-07-27,1455.8500498421063
2021-07-28,1456.922235973779
2021-07-29,1471.9935741628888
2021-07-30,1464.9236025827156
2021-08-02,1471.2053651973663
2021-08-03,1476.917658800825
2021-08-04,1476.3737772995125
2021-08-05,1483.5240912711226
2021-08-06,1480.1364908766343
2021-08-09,1479.384250939684
2021-08-10,1481.6581911135804
2021-08-11,1487.878507326597
2021-08-12,1490.1615409075948
2021-08-13,1493.9887014737562
2021-08-16,1493.081364813306
2021-08-17,1481.1219951906464
2021-08-18,1474.9450108809672
2021-08-19,1467.5625398737088
2021-08-20,1473.616720084302
2021-08-23,1488.7204747218886
2021-08-24,1496.9542545855516
2021-08-25,1500.3200398110114
2021-08-26,1492.3083170830234
2021-08-27,1502.766738106943
2021-08-30,1510.2727669740243
2021-08-31,1511.9228522100457
2021-09-01,1516.789963794329
2021-09-02,1521.9246287633162
2021-09-03,1523.4739170910466
