Date,AC ASIA ex JAPAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1007.6706178112438
2007-10-02,1033.3787122248996
2007-10-03,1031.0273607584218
2007-10-04,1020.7907780417639
2007-10-05,1032.557911475755
2007-10-08,1035.8279287377743
2007-10-09,1045.3045089451982
2007-10-10,1057.357080606438
2007-10-11,1069.725373075534
2007-10-12,1052.1596146798352
2007-10-15,1066.9475088699899
2007-10-16,1060.8247524113808
2007-10-17,1061.7783736753527
2007-10-18,1063.5937222309883
2007-10-19,1052.8321030562706
2007-10-22,1024.3802541665982
2007-10-23,1053.2275817049544
2007-10-24,1049.844102733845
2007-10-25,1068.3216590564045
2007-10-26,1086.7032725769525
2007-10-29,1114.8963936399261
2007-10-30,1114.6861626520492
2007-10-31,1113.5370617547237
2007-11-01,1110.8323406749098
2007-11-02,1089.8951718898509
2007-11-05,1063.0515904005197
2007-11-06,1070.9575940450404
2007-11-07,1075.8613396018143
2007-11-08,1051.3797748643053
2007-11-09,1051.551251752351
2007-11-12,1016.2622248416969
2007-11-13,1015.1599207869905
2007-11-14,1055.617445854131
2007-11-15,1044.5961069390592
2007-11-16,1023.465090994736
2007-11-19,1015.6047294353577
2007-11-20,1010.2283401924853
2007-11-21,977.789970316791
2007-11-22,968.1393739562177
2007-11-23,975.6972756082192
2007-11-26,1007.6566082032082
2007-11-27,998.7405815166298
2007-11-28,995.7999461363421
2007-11-29,1022.4184418115308
2007-11-30,1031.6691514554439
2007-12-03,1036.5844852004386
2007-12-04,1042.0083812207406
2007-12-05,1053.2708180522288
2007-12-06,1059.8523998124565
2007-12-07,1052.6977436158627
2007-12-10,1042.266857378345
2007-12-11,1059.9962120245589
2007-12-12,1046.370134638221
2007-12-13,1028.9132943499665
2007-12-14,1019.6514326830626
2007-12-17,987.7000297734372
2007-12-18,988.5567840478853
2007-12-19,994.9298120674673
2007-12-20,993.242307311121
2007-12-21,1009.1579978208802
2007-12-24,1030.6969879822939
2007-12-25,1031.9786603786306
2007-12-26,1035.1767556244881
2007-12-27,1033.8596714762987
2007-12-28,1028.3107072057235
2007-12-31,1036.0126448022193
2008-01-01,1035.7360026247306
2008-01-02,1023.415186174845
2008-01-03,1011.7123536197987
2008-01-04,1024.0362618404904
2008-01-07,1005.9919141757907
2008-01-08,1009.9284051228229
2008-01-09,1020.061751186814
2008-01-10,1006.2513372157067
2008-01-11,1000.3440740059715
2008-01-14,994.3623068943307
2008-01-15,984.0244075149516
2008-01-16,949.2356761275664
2008-01-17,956.3245185347298
2008-01-18,952.2414231234893
2008-01-21,909.8129205602127
2008-01-22,854.477956288978
2008-01-23,891.3146555864358
2008-01-24,893.9874275278573
2008-01-25,933.654454004215
2008-01-28,905.2426943555934
2008-01-29,919.1210038844995
2008-01-30,901.2770392724018
2008-01-31,908.577638393487
2008-02-01,927.7131553249999
2008-02-04,952.7818312538589
2008-02-05,952.3391370050614
2008-02-06,928.7867845867598
2008-02-07,923.869142656705
2008-02-08,923.9724089947719
2008-02-11,895.8671565318524
2008-02-12,900.1224853823657
2008-02-13,903.5397058609767
2008-02-14,934.1670299619153
2008-02-15,937.5561960000362
2008-02-18,930.3824028250546
2008-02-19,940.3927954748318
2008-02-20,921.1736773896488
2008-02-21,929.2964079848347
2008-02-22,918.9553198260609
2008-02-25,928.0464305260207
2008-02-26,936.2331384976973
2008-02-27,953.5277268345842
2008-02-28,955.9435792423942
2008-02-29,945.9284588545288
2008-03-03,915.0820522428071
2008-03-04,908.9183374739541
2008-03-05,908.3673053402392
2008-03-06,918.9592310279354
2008-03-07,892.2718329803747
2008-03-10,875.0005375919168
2008-03-11,885.5837916982474
2008-03-12,897.9819853817824
2008-03-13,864.0473549360454
2008-03-14,862.7823040133164
2008-03-17,826.7483599239181
2008-03-18,833.7499683417101
2008-03-19,847.4926268251032
2008-03-20,842.315412321017
2008-03-21,850.4281583751628
2008-03-24,867.5305601510847
2008-03-25,901.484835568112
2008-03-26,904.1803679288811
2008-03-27,899.0518711864864
2008-03-28,910.8994695320129
2008-03-31,898.6802166365783
2008-04-01,901.2318814132971
2008-04-02,923.7810537669675
2008-04-03,929.5682368059603
2008-04-04,925.604974724925
2008-04-07,936.6336069197041
2008-04-08,926.6450736670281
2008-04-09,923.0164069665013
2008-04-10,935.770949395786
2008-04-11,946.4385452515154
2008-04-14,930.0071156219353
2008-04-15,936.1878629478005
2008-04-16,946.553882970224
2008-04-17,957.3774944300225
2008-04-18,955.8527776002443
2008-04-21,967.4901606015839
2008-04-22,960.5765424483996
2008-04-23,964.2110734364362
2008-04-24,968.7323721592132
2008-04-25,970.5499499128655
2008-04-28,973.846933989794
2008-04-29,973.4776076908033
2008-04-30,972.833544879479
2008-05-01,972.9749141666869
2008-05-02,985.9607430660016
2008-05-05,980.6744811739626
2008-05-06,979.0610307529686
2008-05-07,966.3077642144327
2008-05-08,949.2127002898096
2008-05-09,938.4453780725705
2008-05-12,938.9187817199115
2008-05-13,949.206939923766
2008-05-14,948.1482986943721
2008-05-15,957.0046218614981
2008-05-16,963.538250320726
2008-05-19,969.3379559520849
2008-05-20,954.1596706890795
2008-05-21,955.0388557615076
2008-05-22,945.2060380919921
2008-05-23,932.6048460428773
2008-05-26,913.8023308610747
2008-05-27,918.3722214368685
2008-05-28,917.9043795992433
2008-05-29,920.5916273998675
2008-05-30,925.6879871245343
2008-06-02,927.856860587314
2008-06-03,916.0578856520455
2008-06-04,909.9408427799879
2008-06-05,912.9962022806866
2008-06-06,915.1097821732264
2008-06-09,899.6390346496133
2008-06-10,878.8514104250039
2008-06-11,882.0143203448288
2008-06-12,869.8257237098907
2008-06-13,863.8061824132599
2008-06-16,877.626175430366
2008-06-17,880.2626323530893
2008-06-18,880.8995473303175
2008-06-19,865.1715741900971
2008-06-20,857.2884602527739
2008-06-23,852.7447812229954
2008-06-24,848.8634525273787
2008-06-25,856.6108722506075
2008-06-26,855.768391791399
2008-06-27,834.9694652239994
2008-06-30,833.706103954692
2008-07-01,827.3130587704912
2008-07-02,821.4018287380586
2008-07-03,803.1150174767887
2008-07-04,802.3164164522308
2008-07-07,810.2193158514483
2008-07-08,790.9259547370274
2008-07-09,810.0362169172037
2008-07-10,812.2201913402641
2008-07-11,821.9313046383951
2008-07-14,813.648631603751
2008-07-15,784.624920835615
2008-07-16,780.5616285382356
2008-07-17,798.208381073212
2008-07-18,798.3684276172029
2008-07-21,819.9495466200617
2008-07-22,820.0998334800294
2008-07-23,845.8370024271804
2008-07-24,850.5937923043605
2008-07-25,835.6096768297655
2008-07-28,835.9653230508949
2008-07-29,816.6446449598686
2008-07-30,830.7887461318521
2008-07-31,830.5459435328003
2008-08-01,832.5808766497101
2008-08-04,823.2598145040863
2008-08-05,816.4695626349942
2008-08-06,828.9101374187129
2008-08-07,830.7493243407965
2008-08-08,825.5222026093088
2008-08-11,829.3721065392288
2008-08-12,818.1868660505708
2008-08-13,809.6415203106991
2008-08-14,807.6798775114144
2008-08-15,800.3408748012569
2008-08-18,791.8357514079107
2008-08-19,781.4350648340113
2008-08-20,791.3552115434077
2008-08-21,776.7471661424471
2008-08-22,777.953560762503
2008-08-25,787.1110182711976
2008-08-26,779.9826300806018
2008-08-27,789.8391420138278
2008-08-28,774.9673374192628
2008-08-29,779.5521114226851
2008-09-01,756.9428077914769
2008-09-02,755.6561571407971
2008-09-03,748.1583924624362
2008-09-04,742.5048347069666
2008-09-05,728.0433204803082
2008-09-08,763.8723360660966
2008-09-09,747.2743838845646
2008-09-10,737.9645001562741
2008-09-11,713.5581699064129
2008-09-12,713.8130009987611
2008-09-15,703.1704334021383
2008-09-16,670.5683071537411
2008-09-17,674.1355316852831
2008-09-18,663.5098216194457
2008-09-19,712.1605398080949
2008-09-22,717.3573779239936
2008-09-23,703.8861847142347
2008-09-24,703.973161005394
2008-09-25,699.2114368824862
2008-09-26,687.0167220068016
2008-09-29,668.6997564907373
2008-09-30,665.921258877251
2008-10-01,669.6047586027805
2008-10-02,665.9491780788951
2008-10-03,652.554004343276
2008-10-06,616.2370337296019
2008-10-07,610.9931145104919
2008-10-08,567.1156407998567
2008-10-09,574.426857098513
2008-10-10,550.7806924658462
2008-10-13,584.8409422599373
2008-10-14,611.9448135646514
2008-10-15,585.8741509195668
2008-10-16,546.0649362386354
2008-10-17,528.1807837334038
2008-10-20,542.9501709496406
2008-10-21,541.3878151898036
2008-10-22,515.918030898075
2008-10-23,489.83486706884486
