Date,AC PACIFIC ESG LEADERS
2007-09-28,1000.0
2007-10-01,1000.3782983933364
2007-10-02,1017.7209139533262
2007-10-03,1020.3192737864142
2007-10-04,1014.2116575994667
2007-10-05,1018.2361319647148
2007-10-08,1015.9289790433759
2007-10-09,1023.2972404086348
2007-10-10,1027.518502100581
2007-10-11,1037.4695303705
2007-10-12,1027.2284802268302
2007-10-15,1027.9615727929968
2007-10-16,1013.9661441243828
2007-10-17,1007.1138276968748
2007-10-18,1021.7850290228289
2007-10-19,1011.8053477302793
2007-10-22,992.9076657199913
2007-10-23,1003.377963272487
2007-10-24,1004.7692939301272
2007-10-25,1004.4640310089661
2007-10-26,1024.1804646999099
2007-10-29,1043.1815675916685
2007-10-30,1039.9123126832164
2007-10-31,1043.92522451637
2007-11-01,1052.683566386182
2007-11-02,1031.3264152737881
2007-11-05,1015.0379708078406
2007-11-06,1019.4305803189817
2007-11-07,1023.596755598544
2007-11-08,1000.2992614622515
2007-11-09,998.5821019025893
2007-11-12,972.9907815746129
2007-11-13,971.8709322167441
2007-11-14,995.6815412507946
2007-11-15,990.1985521788973
2007-11-16,972.8174533579141
2007-11-19,970.3497791170172
2007-11-20,974.3321685377
2007-11-21,956.7597256224025
2007-11-22,953.1419142500421
2007-11-23,956.5344712372869
2007-11-26,978.7939494078471
2007-11-27,978.718764121591
2007-11-28,970.3814364569821
2007-11-29,995.7734297231292
2007-11-30,999.4540266497831
2007-12-03,1001.5569217143653
2007-12-04,1001.3188309159492
2007-12-05,1001.9811861853494
2007-12-06,1014.3485683699532
2007-12-07,1015.7113021954585
2007-12-10,1011.6617942218496
2007-12-11,1021.4092203723254
2007-12-12,1008.2917314398667
2007-12-13,988.0451023601101
2007-12-14,970.1383138244692
2007-12-17,948.1438078329056
2007-12-18,947.5346828430501
2007-12-19,942.3672606074823
2007-12-20,942.8866275140156
2007-12-21,953.1023135394634
2007-12-24,957.0912959906957
2007-12-25,967.9729228551814
2007-12-26,973.5965027968094
2007-12-27,971.0139752072981
2007-12-28,966.7117967649111
2007-12-31,976.4066949200088
2008-01-01,976.4066949200088
2008-01-02,982.6391317911331
2008-01-03,979.1686592094406
2008-01-04,962.4904667391751
2008-01-07,942.4510586513475
2008-01-08,945.0508418561612
2008-01-09,954.5857836072664
2008-01-10,943.6913898488137
2008-01-11,934.021805268326
2008-01-14,937.6565335030579
2008-01-15,931.0183273593598
2008-01-16,895.5936674655906
2008-01-17,907.5636034372715
2008-01-18,912.1481109503185
2008-01-21,883.6773258851572
2008-01-22,828.4019222282913
2008-01-23,856.8997148372204
2008-01-24,871.5991228857943
2008-01-25,907.9711554211201
2008-01-28,881.0145802613175
2008-01-29,894.9116377529782
2008-01-30,881.2169764880454
2008-01-31,896.9995061678459
2008-02-01,903.934318003604
2008-02-04,917.8290507789505
2008-02-05,908.6554381116252
2008-02-06,876.4176749577418
2008-02-07,877.2996912028949
2008-02-08,868.0831156364835
2008-02-11,862.1955095706071
2008-02-12,863.2203092520541
2008-02-13,855.5271456454944
2008-02-14,886.9556284018607
2008-02-15,887.4416000716895
2008-02-18,881.198360388066
2008-02-19,896.7463359711019
2008-02-20,870.0125644693388
2008-02-21,889.8121042951566
2008-02-22,883.1918966826593
2008-02-25,896.333684086783
2008-02-26,902.4038610802826
2008-02-27,923.9149595127772
2008-02-28,920.7114065259634
2008-02-29,909.3234402771506
2008-03-03,879.342822203092
2008-03-04,878.5295754431289
2008-03-05,871.0747730853287
2008-03-06,887.2525964328489
2008-03-07,858.8631779923543
2008-03-10,846.7864059662137
2008-03-11,850.4358297139856
2008-03-12,869.1120334617349
2008-03-13,850.0252757267349
2008-03-14,842.6006592329896
2008-03-17,824.0046295704888
2008-03-18,827.3556052214913
2008-03-19,847.0413026161837
2008-03-20,841.5128391126277
2008-03-21,852.9680257432243
2008-03-24,851.5279058870057
2008-03-25,879.6850933420404
2008-03-26,889.3019248237205
2008-03-27,878.4948962563021
2008-03-28,887.067507707541
2008-03-31,872.132603721209
2008-04-01,865.856252621168
2008-04-02,897.5128774850872
2008-04-03,911.3527451804831
2008-04-04,910.3843811870876
2008-04-07,912.7492905286734
2008-04-08,898.8117936084069
2008-04-09,887.3789581832693
2008-04-10,889.2704441752117
2008-04-11,904.1905556688265
2008-04-14,883.0818823976122
2008-04-15,885.0247613991742
2008-04-16,898.618137335847
2008-04-17,906.7495012197011
2008-04-18,898.0189743916643
2008-04-21,930.0381709273512
2008-04-22,918.1872393557123
2008-04-23,919.745322945227
2008-04-24,913.2196947389909
2008-04-25,925.8939013646354
2008-04-28,937.6321591618479
2008-04-29,941.8525715307978
2008-04-30,938.6368055013475
2008-05-01,934.2935911500215
2008-05-02,948.3693369915874
2008-05-05,949.7467969620308
2008-05-06,952.4072148520759
2008-05-07,947.731731021663
2008-05-08,945.8367597311793
2008-05-09,934.1053004148002
2008-05-12,936.0148021388753
2008-05-13,943.1010306193343
2008-05-14,939.8582907210241
2008-05-15,953.8409642973355
2008-05-16,964.159048210444
2008-05-19,966.6283475710231
2008-05-20,963.837005022274
2008-05-21,953.5151296991536
2008-05-22,948.7922358246037
2008-05-23,946.0758024937709
2008-05-26,926.687411565103
2008-05-27,935.296299234564
2008-05-28,922.8356764334928
2008-05-29,935.6257897816113
2008-05-30,946.9636230455626
2008-06-02,959.1898906873118
2008-06-03,942.7168654539037
2008-06-04,955.2779733709905
2008-06-05,946.3628335353483
2008-06-06,957.2380892444879
2008-06-09,935.2239228289098
2008-06-10,911.5363160063548
2008-06-11,919.5388206956096
2008-06-12,891.8362888537978
2008-06-13,896.9912058569996
2008-06-16,910.9875529249855
2008-06-17,912.694785554129
2008-06-18,917.6820511082747
2008-06-19,898.3899806340416
2008-06-20,891.5069919432086
2008-06-23,884.8541041707846
2008-06-24,886.4229865439681
2008-06-25,885.3231623064337
2008-06-26,891.1146401724249
2008-06-27,879.402145938186
2008-06-30,877.601060150536
2008-07-01,870.3801306873141
2008-07-02,862.0114903120731
2008-07-03,854.7606280465179
2008-07-04,855.8895973854651
2008-07-07,856.7145440157465
2008-07-08,838.864818582572
2008-07-09,847.8334540523806
2008-07-10,850.717534616126
2008-07-11,857.9907798645714
2008-07-14,850.0241354208385
2008-07-15,838.3452548208517
2008-07-16,836.3462645838483
2008-07-17,845.7917149776744
2008-07-18,834.678045381516
2008-07-21,845.8980542977168
2008-07-22,856.8589650173951
2008-07-23,867.5132833269565
2008-07-24,882.6568559577936
2008-07-25,856.7383456352841
2008-07-28,854.4130152148573
2008-07-29,834.5796477031804
2008-07-30,846.0551523321947
2008-07-31,846.1639153707255
2008-08-01,833.7316272505409
2008-08-04,820.9977406770408
2008-08-05,816.9177752466342
2008-08-06,831.2357845466112
2008-08-07,824.1195810996495
2008-08-08,815.8551041177557
2008-08-11,829.2689119137868
2008-08-12,822.9519410125085
2008-08-13,811.9691631424091
2008-08-14,804.6113753597895
2008-08-15,800.7576943084606
2008-08-18,806.5350069568993
2008-08-19,792.1218302813869
2008-08-20,792.642888189963
2008-08-21,791.3883262473171
2008-08-22,779.1118915259813
2008-08-25,795.6253636408443
2008-08-26,786.8076435347007
2008-08-27,788.5585988579451
2008-08-28,785.7297195006349
2008-08-29,805.0569797006842
2008-09-01,789.0440383285274
2008-09-02,777.5977101737458
2008-09-03,778.681025922691
2008-09-04,771.3911644516971
2008-09-05,755.2233837481675
2008-09-08,783.9558638222607
2008-09-09,768.6339428494941
2008-09-10,763.7443370155169
2008-09-11,745.6367663205725
2008-09-12,753.6654282732029
2008-09-15,752.3229135769901
2008-09-16,719.793808236166
2008-09-17,722.7500703725012
2008-09-18,705.3579219529362
2008-09-19,741.3970828281086
2008-09-22,760.970902682322
2008-09-23,759.3936566410674
2008-09-24,760.3506740148997
2008-09-25,754.8588219610697
2008-09-26,751.5669809905994
2008-09-29,741.2103305922785
2008-09-30,708.9190835081487
2008-10-01,722.4108226111953
2008-10-02,710.1846422884329
2008-10-03,694.5599862903182
2008-10-06,671.0602320511026
2008-10-07,657.9524212380646
2008-10-08,609.0357137760053
2008-10-09,614.378918244823
2008-10-10,570.036326622759
2008-10-13,583.2053758980642
2008-10-14,639.8530631386039
2008-10-15,633.9739869446121
2008-10-16,580.2795843357216
2008-10-17,586.2044349078149
2008-10-20,607.6231711845036
2008-10-21,622.851023425607
2008-10-22,591.4266346199548
2008-10-23,576.3524691685393
2008-10-24,545.111447691959
2008-10-27,507.6473122850766
2008-10-28,524.0490525669209
2008-10-29,544.8719441281697
2008-10-30,593.7401522040777
2008-10-31,573.7004568114121
2008-11-03,583.4172882917744
2008-11-04,603.2905481292953
2008-11-05,631.9897598469549
2008-11-06,595.3386112840099
2008-11-07,582.6241419051531
2008-11-10,601.5102614221281
2008-11-11,581.0404322507237
2008-11-12,579.0489725277383
2008-11-13,550.5595631013878
2008-11-14,557.847708250191
2008-11-17,557.8227574780581
2008-11-18,538.2339934271009
2008-11-19,535.1597724982208
2008-11-20,508.48089993882775
2008-11-21,523.3054812685136
2008-11-24,519.1768503763408
2008-11-25,541.7820069015997
2008-11-26,538.7641028146617
2008-11-27,548.0552485024718
2008-11-28,554.7697761252814
2008-12-01,554.9868591628834
2008-12-02,530.6105130180142
2008-12-03,537.6087932904278
2008-12-04,533.484427338215
2008-12-05,534.3274497319829
2008-12-08,558.0123347526875
2008-12-09,560.7483789233175
2008-12-10,574.718448329504
2008-12-11,585.2206286394536
2008-12-12,560.0954574352304
2008-12-15,584.6963996956767
