Date,KUKJE (ACWI ex KOREA) ESG LEADERS
2007-09-28,1000.0
2007-10-01,1009.7124476460093
2007-10-02,1011.823763110947
2007-10-03,1010.6780640809892
2007-10-04,1010.6487381791223
2007-10-05,1020.214454336219
2007-10-08,1015.3427256496882
2007-10-09,1022.9653317253918
2007-10-10,1025.1545287891556
2007-10-11,1028.1845792679617
2007-10-12,1026.0660260078591
2007-10-15,1019.5476667038172
2007-10-16,1008.4766195841097
2007-10-17,1012.837615743433
2007-10-18,1015.54601951904
2007-10-19,999.6634299877447
2007-10-22,992.5105058806075
2007-10-23,1005.0080147781376
2007-10-24,1002.4428134993443
2007-10-25,1009.3901432200682
2007-10-26,1022.4896328001159
2007-10-29,1031.7785548346656
2007-10-30,1027.1303575348309
2007-10-31,1038.444363569571
2007-11-01,1023.268951641514
2007-11-02,1021.3467143659557
2007-11-05,1014.3844063795985
2007-11-06,1024.3329949129718
2007-11-07,1012.3398919874688
2007-11-08,1003.6997771786096
2007-11-09,988.818597606448
2007-11-12,975.7256997018192
2007-11-13,990.6467327900411
2007-11-14,997.0829890019787
2007-11-15,984.5491339758073
2007-11-16,982.163644410993
2007-11-19,968.7910581900038
2007-11-20,978.5233631165901
2007-11-21,961.0235133205833
2007-11-22,964.6542609207314
2007-11-23,975.734242017134
2007-11-26,969.9520636828377
2007-11-27,974.0260797826754
2007-11-28,992.2193252752104
2007-11-29,998.9148045798745
2007-11-30,1003.5637821421379
2007-12-03,1001.1657645532277
2007-12-04,996.0698918929994
2007-12-05,1005.9395271464776
2007-12-06,1013.5566866926561
2007-12-07,1016.7665539727271
2007-12-10,1023.3980315286077
2007-12-11,1011.2938364524707
2007-12-12,1012.1376664608308
2007-12-13,997.7119613628578
2007-12-14,985.7376005346309
2007-12-17,967.1188796571503
2007-12-18,969.3187830802187
2007-12-19,967.0341646068363
2007-12-20,969.7153787467696
2007-12-21,984.1574247044279
2007-12-24,989.8453329833073
2007-12-25,991.9742845199501
2007-12-26,995.5172465284129
2007-12-27,991.7369110931492
2007-12-28,994.1869714732219
2007-12-31,990.4625830053265
2008-01-01,990.4464622130622
2008-01-02,983.1194301485322
2008-01-03,980.645618534562
2008-01-04,960.3707080676335
2008-01-07,955.6016116860241
2008-01-08,952.1731012372004
2008-01-09,952.7405725407418
2008-01-10,952.2882251224277
2008-01-11,943.3049705997432
2008-01-14,951.9949500330409
2008-01-15,930.1064715711796
2008-01-16,912.8325983073206
2008-01-17,902.5499585986101
2008-01-18,895.8303833822789
2008-01-21,867.2679954456705
2008-01-22,864.9050169745316
2008-01-23,869.0063120705299
2008-01-24,895.770690530144
2008-01-25,897.5937085363392
2008-01-28,897.004241268417
2008-01-29,906.0688929189563
2008-01-30,900.4973910120312
2008-01-31,909.7306007590332
2008-02-01,924.0056968423202
2008-02-04,922.8338052041663
2008-02-05,894.2320488826025
2008-02-06,887.0646789750984
2008-02-07,880.7558727158395
2008-02-08,879.9880765188849
2008-02-11,880.3910102371846
2008-02-12,895.5396996135437
2008-02-13,900.031817622835
2008-02-14,901.9468750893728
2008-02-15,897.7372371642597
2008-02-18,901.376523236768
2008-02-19,906.3373458635926
2008-02-20,899.7381831524413
2008-02-21,904.0293700865926
2008-02-22,904.2392209774448
2008-02-25,918.7274986327034
2008-02-26,930.2361976886867
2008-02-27,937.9186821287045
2008-02-28,930.3578182291263
2008-02-29,912.5117637970038
2008-03-03,902.8800913054893
2008-03-04,897.5218485420087
2008-03-05,905.6322822513744
2008-03-06,898.4182830733312
2008-03-07,886.0591291561645
2008-03-10,874.4546821557595
2008-03-11,893.6681044286559
2008-03-12,901.3360531974852
2008-03-13,897.3600083004385
2008-03-14,885.6669201745425
2008-03-17,867.7038462266764
2008-03-18,894.7600701048462
2008-03-19,882.278455362324
2008-03-20,883.363344947651
2008-03-21,885.4280150448941
2008-03-24,892.1095335409367
2008-03-25,914.5693114325841
2008-03-26,913.9527357628825
2008-03-27,911.5855608436163
2008-03-28,907.3573214585001
2008-03-31,905.8596383119618
2008-04-01,922.5256561305105
2008-04-02,932.3403797527711
2008-04-03,935.129161906964
2008-04-04,939.091956588809
2008-04-07,942.3756954750361
2008-04-08,934.2868408766242
2008-04-09,927.165605630487
2008-04-10,929.2694175566929
2008-04-11,920.6937798942913
2008-04-14,913.2265222526014
2008-04-15,916.7026809427072
2008-04-16,937.2891068015072
2008-04-17,934.448302463164
2008-04-18,945.4205551439933
2008-04-21,951.4729460491013
2008-04-22,945.3448459495893
2008-04-23,944.3180083780843
2008-04-24,942.7304085333388
2008-04-25,951.9091189602659
2008-04-28,955.4906092063089
2008-04-29,949.5581742996528
2008-04-30,950.048595815562
2008-05-01,955.3655748867762
2008-05-02,965.9162139168303
2008-05-05,965.6037436780775
2008-05-06,969.4858690552986
2008-05-07,961.6566569071324
2008-05-08,963.671631494577
2008-05-09,955.317704346584
2008-05-12,963.5279752617454
2008-05-13,964.4759349136888
2008-05-14,966.1606832513224
2008-05-15,976.5406918807745
2008-05-16,983.2175288553229
2008-05-19,986.4183092477471
2008-05-20,979.3187140389655
2008-05-21,969.6209261003655
2008-05-22,970.0817988114283
2008-05-23,960.8675013011884
2008-05-26,956.119304622731
2008-05-27,957.5568331933721
2008-05-28,960.3874924025413
2008-05-29,964.1128570581925
2008-05-30,970.1213548557462
2008-06-02,964.0318285744481
2008-06-03,960.5047754352343
2008-06-04,959.3204833696088
2008-06-05,967.0087719236304
2008-06-06,954.8455023299815
2008-06-09,948.5233157032717
2008-06-10,934.8145224276924
2008-06-11,925.2243355878284
2008-06-12,921.6750177274921
2008-06-13,929.0429264258113
2008-06-16,934.7262239079787
2008-06-17,934.6537802293742
2008-06-18,926.4528513258894
2008-06-19,922.1764390849369
2008-06-20,909.6900128604723
2008-06-23,905.7525435091908
2008-06-24,902.863360490484
2008-06-25,910.0577233753941
2008-06-26,895.2186021528537
2008-06-27,889.541449392996
2008-06-30,891.5017070785461
2008-07-01,884.9466091424027
2008-07-02,876.0786747113879
2008-07-03,874.0308460314488
2008-07-04,870.4789974294275
2008-07-07,869.8512357428066
2008-07-08,870.2341196463698
2008-07-09,869.9144028587122
2008-07-10,868.8232978837077
2008-07-11,860.0413244920857
2008-07-14,857.2921248821083
2008-07-15,846.8682845433377
2008-07-16,856.4563510193831
2008-07-17,872.3913797727199
2008-07-18,873.7969673760359
2008-07-21,876.8581387005233
2008-07-22,880.4734596469815
2008-07-23,886.7664873779831
2008-07-24,875.2462236916853
2008-07-25,871.5912334155394
2008-07-28,863.0085045041968
2008-07-29,867.0013069649596
2008-07-30,880.257760174901
2008-07-31,876.9885597061041
2008-08-01,868.0180753889085
2008-08-04,860.9492720388555
2008-08-05,873.9190525662141
2008-08-06,880.2298946358349
2008-08-07,870.449114660373
2008-08-08,873.1503175232648
2008-08-11,881.1726197798779
2008-08-12,873.2689271374865
2008-08-13,862.5326571733475
2008-08-14,865.5705568185793
2008-08-15,863.3272403566464
2008-08-18,858.6805797692233
2008-08-19,844.5258363062492
2008-08-20,849.6356177587077
2008-08-21,851.3893481466304
2008-08-22,857.6532725200425
2008-08-25,850.3654691455142
2008-08-26,847.7969422675789
2008-08-27,853.304735335018
2008-08-28,862.6238934573176
2008-08-29,861.415037259533
2008-09-01,854.7592679012575
2008-09-02,851.7647392072943
2008-09-03,844.5080230863352
2008-09-04,823.4597197515556
2008-09-05,813.9660806884576
2008-09-08,833.2600903538802
2008-09-09,813.9172477017081
2008-09-10,813.1244767471155
2008-09-11,810.589219905908
2008-09-12,824.29253370206
2008-09-15,799.8014315595324
2008-09-16,793.5134840838601
2008-09-17,772.5426804923575
2008-09-18,786.2128583091495
2008-09-19,830.2141287085997
2008-09-22,815.8864185377348
2008-09-23,806.8187461495315
2008-09-24,804.4360988311132
2008-09-25,813.9854431857294
2008-09-26,806.6467803146693
2008-09-29,755.4488429546471
2008-09-30,765.0441028650998
2008-10-01,766.1126936627319
2008-10-02,738.648422715706
2008-10-03,736.0696899375987
2008-10-06,693.1782999563598
2008-10-07,674.9055430302328
2008-10-08,650.0202533651088
2008-10-09,623.415603683655
2008-10-10,592.2796238444995
2008-10-13,644.8277828502155
2008-10-14,662.4395297280955
2008-10-15,618.883383090004
2008-10-16,606.2606434291351
2008-10-17,615.2373067471672
2008-10-20,637.323012004408
2008-10-21,627.0586756831809
2008-10-22,587.3264346855241
2008-10-23,584.6152063583611
2008-10-24,558.3218274599309
2008-10-27,532.993446848554
2008-10-28,565.0474796300757
2008-10-29,587.8325522950655
2008-10-30,609.0557911826872
2008-10-31,613.762932170961
2008-11-03,617.1267789748412
2008-11-04,645.4625657975622
2008-11-05,632.0220695700162
2008-11-06,596.0998067680105
2008-11-07,603.4581814011642
2008-11-10,604.9664682024633
2008-11-11,582.6062282874725
2008-11-12,562.1110086998983
2008-11-13,575.8043507577792
2008-11-14,567.9128542458315
2008-11-17,555.6034924453545
2008-11-18,555.9364841780289
2008-11-19,532.4150711475385
2008-11-20,502.6611711048909
2008-11-21,514.9109545616066
2008-11-24,546.9965276958369
2008-11-25,556.1406051226113
2008-11-26,563.2717313876666
2008-11-27,568.5316773517902
2008-11-28,573.3118922726962
2008-12-01,535.9466766923399
2008-12-02,543.9429998819396
2008-12-03,552.7949019831713
2008-12-04,543.0267811917156
2008-12-05,545.8987277645606
2008-12-08,575.418543184689
2008-12-09,570.231032536033
2008-12-10,578.1011019109551
2008-12-11,573.2942858162849
2008-12-12,568.4183350160108
2008-12-15,573.3648979884583
2008-12-16,589.1116423486601
2008-12-17,597.3905336807155
2008-12-18,593.5714127163405
2008-12-19,586.6011516074677
2008-12-22,577.2392286087296
2008-12-23,574.2444731148769
2008-12-24,574.2803203479845
2008-12-25,575.1305451080668
2008-12-26,577.3226686130432
2008-12-29,581.6448554835728
2008-12-30,592.1699158467939
2008-12-31,594.823986067128
2009-01-01,594.9044736663027
2009-01-02,609.619840555239
2009-01-05,610.5642629715769
2009-01-06,614.49025426413
2009-01-07,608.6916569535721
2009-01-08,606.8225271429501
2009-01-09,597.2228269837887
2009-01-12,584.694130712846
2009-01-13,575.9022371594339
2009-01-14,559.3852587972219
2009-01-15,552.604480478859
2009-01-16,560.3455686913147
2009-01-19,555.6992513256595
2009-01-20,531.6687334348879
2009-01-21,540.7579629384526
2009-01-22,535.9423884158963
2009-01-23,531.195101773173
2009-01-26,540.9518447588806
2009-01-27,549.6087639800501
2009-01-28,566.3028799651396
2009-01-29,554.1377152473572
2009-01-30,541.457234542177
2009-02-02,533.8960765042139
2009-02-03,544.6346089514764
2009-02-04,547.9448797159017
2009-02-05,549.7750341341306
2009-02-06,562.8014193740811
2009-02-09,566.3906941922453
2009-02-10,547.9153993376535
2009-02-11,546.5391609536372
2009-02-12,541.1176599374221
2009-02-13,542.0150630378871
2009-02-16,537.8023468916052
2009-02-17,515.528748073775
2009-02-18,512.0973973024885
2009-02-19,510.5462392478616
2009-02-20,499.4940074389221
2009-02-23,491.57378654118355
2009-02-24,497.32212302689305
2009-02-25,495.7298834547573
2009-02-26,496.6560640809719
2009-02-27,489.1635565486082
2009-03-02,465.4154672138003
2009-03-03,460.7986313323511
2009-03-04,470.9613729747319
2009-03-05,456.68263877733136
2009-03-06,454.0048247849632
2009-03-09,446.8566010577292
2009-03-10,469.33841821706733
2009-03-11,474.62630686050073
2009-03-12,483.3651622829783
2009-03-13,491.97156474112546
2009-03-16,498.1437583087068
2009-03-17,506.28527351915295
2009-03-18,512.7298402464902
2009-03-19,523.2324554827554
2009-03-20,514.4954896108871
2009-03-23,539.7741230643378
2009-03-24,536.3071410499496
2009-03-25,539.9544256003178
2009-03-26,548.2432973372789
2009-03-27,537.7016836919438
2009-03-30,517.1678771238899
2009-03-31,526.3251555315085
2009-04-01,535.2114524821064
2009-04-02,558.957462479289
2009-04-03,561.241637007906
2009-04-06,557.379088331124
2009-04-07,547.3496621901149
2009-04-08,549.1179327480199
2009-04-09,567.726218469411
2009-04-10,568.4156047620812
2009-04-13,570.8227663653838
2009-04-14,568.8437970897046
2009-04-15,569.3583069002023
2009-04-16,577.9396223246295
2009-04-17,582.0950662759186
2009-04-20,561.8244641498052
2009-04-21,566.1375871429569
2009-04-22,566.7836303300586
2009-04-23,571.1600184861379
2009-04-24,582.405246644381
2009-04-27,577.8904947262992
2009-04-28,571.1048642295173
2009-04-29,583.5153025266317
2009-04-30,590.0098649526278
2009-05-01,591.8460267757894
2009-05-04,610.713506386085
2009-05-05,610.9024789119105
2009-05-06,618.3375875634664
2009-05-07,617.4214029950355
2009-05-08,629.4773996436566
2009-05-11,623.3747042963695
2009-05-12,622.2499755332257
2009-05-13,608.6303415044026
2009-05-14,609.3391209805394
2009-05-15,610.3560519573124
2009-05-18,621.9372664149238
2009-05-19,629.9262723296894
2009-05-20,633.7977222090095
2009-05-21,623.5723501899491
2009-05-22,626.7345439286007
2009-05-25,627.43646121957
2009-05-26,636.8177900761791
2009-05-27,634.0482534183426
2009-05-28,635.2981690099448
2009-05-29,644.920744147774
2009-06-01,662.1845330089834
2009-06-02,665.3452159177888
2009-06-03,654.9142391917671
2009-06-04,656.5925980574784
2009-06-05,653.7183899460485
2009-06-08,649.0386982330077
2009-06-09,654.6225932938434
2009-06-10,658.299960552463
2009-06-11,664.3594274651884
2009-06-12,663.1993274873944
2009-06-15,646.3623980500491
2009-06-16,640.8518508543625
2009-06-17,635.0939026235231
2009-06-18,638.6022613920206
2009-06-19,643.1022727833026
2009-06-22,627.000669748805
2009-06-23,625.1315956928377
2009-06-24,635.1703237702492
2009-06-25,639.5365651375764
2009-06-26,645.7031225991816
2009-06-29,649.5135929298051
2009-06-30,645.1619869705947
2009-07-01,651.8085573215042
2009-07-02,636.401765482265
2009-07-03,636.1002842303675
2009-07-06,632.1642910810466
2009-07-07,625.8753003779565
2009-07-08,619.807362270975
2009-07-09,623.4126827315656
2009-07-10,620.2183448036456
2009-07-13,627.026795133168
2009-07-14,634.6839523819174
2009-07-15,652.5948157717128
2009-07-16,658.4213718647846
2009-07-17,660.1661550847181
2009-07-20,670.0052278457309
2009-07-21,675.843058838115
2009-07-22,676.0422419168586
2009-07-23,688.0868035554126
2009-07-24,691.1032735456776
2009-07-27,694.5692128212129
2009-07-28,692.9059716557642
2009-07-29,689.4774841215781
2009-07-30,700.2574995360727
2009-07-31,705.1707671863977
2009-08-03,719.1330429144816
2009-08-04,719.2861022330499
2009-08-05,716.1821440659863
2009-08-06,715.1005810158016
2009-08-07,717.9591482935592
2009-08-10,716.8215305162659
2009-08-11,709.8397668107601
2009-08-12,715.2651353282662
2009-08-13,725.1194430067231
2009-08-14,720.0988555452768
2009-08-17,699.6260530840837
2009-08-18,706.916272262383
2009-08-19,709.9070464232008
2009-08-20,718.1884504646268
2009-08-21,728.0188585970839
2009-08-24,732.559169643714
2009-08-25,734.8446977927464
2009-08-26,732.2520643503091
2009-08-27,731.5665922311101
2009-08-28,737.9819530203637
2009-08-31,732.781007192008
2009-09-01,721.6078427622974
2009-09-02,715.4286631662239
2009-09-03,719.1909008356737
2009-09-04,727.0121779458824
2009-09-07,734.2112495923816
2009-09-08,743.391232401567
2009-09-09,748.8431681121427
2009-09-10,754.3086603650657
