Date,ACWI ex EMU ESG LEADERS
2007-09-28,1000.0
2007-10-01,1009.8730058761489
2007-10-02,1012.8720072524164
2007-10-03,1011.5201409850634
2007-10-04,1012.1274948363265
2007-10-05,1021.786536615174
2007-10-08,1017.8693245760456
2007-10-09,1025.9630790311098
2007-10-10,1027.8100055882533
2007-10-11,1029.2205604873068
2007-10-12,1027.6079883987395
2007-10-15,1021.2513581463243
2007-10-16,1010.3556217931852
2007-10-17,1013.2929206320072
2007-10-18,1016.171862516449
2007-10-19,997.9519414406775
2007-10-22,993.0351569554384
2007-10-23,1005.0458404350418
2007-10-24,1003.2045699539343
2007-10-25,1008.1437441464807
2007-10-26,1021.8277357890244
2007-10-29,1031.2586059924195
2007-10-30,1025.9745334540712
2007-10-31,1037.675596576398
2007-11-01,1022.6660118249141
2007-11-02,1019.4489105953967
2007-11-05,1012.1097211955893
2007-11-06,1021.8539196833615
2007-11-07,1007.1335890584423
2007-11-08,998.0808400495528
2007-11-09,984.0035183775135
2007-11-12,969.7338574715872
2007-11-13,986.250757138582
2007-11-14,991.4719153018435
2007-11-15,978.7207998464086
2007-11-16,976.3377594373345
2007-11-19,963.0267513434868
2007-11-20,970.4404634661275
2007-11-21,953.3702020143569
2007-11-22,956.7462230091795
2007-11-23,967.4543425379735
2007-11-26,961.5966097947359
2007-11-27,967.1035579826954
2007-11-28,985.3275576262316
2007-11-29,992.5613783352734
2007-11-30,997.293728630646
2007-12-03,994.9913916409025
2007-12-04,990.1272123662316
2007-12-05,1000.1480851476596
2007-12-06,1009.811839438869
2007-12-07,1011.727475291505
2007-12-10,1017.5403042420464
2007-12-11,1004.1953410419312
2007-12-12,1005.1152908873368
2007-12-13,993.4668381223164
2007-12-14,980.4424367435374
2007-12-17,962.1818259795646
2007-12-18,964.6764307493173
2007-12-19,962.7230537477985
2007-12-20,966.0318408619232
2007-12-21,980.1573269565147
2007-12-24,986.4134934647677
2007-12-25,988.9360513143058
2007-12-26,991.611710380545
2007-12-27,985.9583617003788
2007-12-28,986.8490585480668
2007-12-31,983.6695277314193
2008-01-01,983.6504122032975
2008-01-02,975.8376039189794
2008-01-03,973.9787424488427
2008-01-04,952.6802813523893
2008-01-07,948.1086289371797
2008-01-08,943.1154643794936
2008-01-09,947.2347534856199
2008-01-10,947.0422342534449
2008-01-11,935.6891160835213
2008-01-14,943.7996134647946
2008-01-15,923.9494911383398
2008-01-16,907.6059324093197
2008-01-17,896.4265795025403
2008-01-18,891.8883211437843
2008-01-21,870.8816477707718
2008-01-22,862.5676123821817
2008-01-23,874.4920001472447
2008-01-24,893.4242845928109
2008-01-25,895.7850985845519
2008-01-28,894.693954570522
2008-01-29,903.1810308752422
2008-01-30,896.8520344831327
2008-01-31,907.8622062227179
2008-02-01,921.0051031156485
2008-02-04,919.8005160098567
2008-02-05,895.6270545524659
2008-02-06,885.2534450452965
2008-02-07,882.7129584498067
2008-02-08,881.5750220536182
2008-02-11,882.6641408076393
2008-02-12,893.7530275107084
2008-02-13,898.762003999766
2008-02-14,900.9507234386656
2008-02-15,898.1274596644633
2008-02-18,899.7111618192706
2008-02-19,904.0124393783253
2008-02-20,899.0888615777898
2008-02-21,901.5255721846158
2008-02-22,902.8339741537162
2008-02-25,917.228912717365
2008-02-26,927.6759384063348
2008-02-27,934.3811006631594
2008-02-28,928.096643308996
2008-02-29,909.5580911499703
2008-03-03,900.0663275224663
2008-03-04,896.2821168352446
2008-03-05,901.4222374422823
2008-03-06,894.6712273885837
2008-03-07,882.0338664555981
2008-03-10,869.4773975036309
2008-03-11,890.2618603379257
2008-03-12,895.836711405815
2008-03-13,892.0851936594379
2008-03-14,878.9472042590489
2008-03-17,861.4709174607442
2008-03-18,887.7174298463656
2008-03-19,876.2984960918986
2008-03-20,881.1599809207419
2008-03-21,883.842995899951
2008-03-24,892.2635633287637
2008-03-25,910.3969872096061
2008-03-26,908.0601782013501
2008-03-27,903.09390847716
2008-03-28,899.0322994591955
2008-03-31,896.5447563181217
2008-04-01,913.6221847916614
2008-04-02,923.4516447538308
2008-04-03,927.7168323110452
2008-04-04,930.1827497588858
2008-04-07,932.7876415873884
2008-04-08,924.6376122053266
2008-04-09,917.1744227235899
2008-04-10,920.5244583214644
2008-04-11,912.4794463358446
2008-04-14,904.5789183590779
2008-04-15,907.986522373927
2008-04-16,927.9625227882335
2008-04-17,927.3033133056376
2008-04-18,938.0862164870368
2008-04-21,945.1350736588661
2008-04-22,938.6022605461409
2008-04-23,937.7027408249508
2008-04-24,938.00216348322
2008-04-25,947.620842419732
2008-04-28,950.9491430651406
2008-04-29,945.3199946606918
2008-04-30,944.5825374261055
2008-05-01,952.3591805066645
2008-05-02,962.5440524411982
2008-05-05,961.5243774832518
2008-05-06,966.5666135117755
2008-05-07,957.2539449476313
2008-05-08,959.6370062711637
2008-05-09,951.6230941305394
2008-05-12,960.0592417556172
2008-05-13,961.0470752523919
2008-05-14,961.1886676722722
2008-05-15,973.2165964441461
2008-05-16,979.2899406287431
2008-05-19,981.8738994477741
2008-05-20,974.8572400790575
2008-05-21,962.8061658568674
2008-05-22,964.1109989344347
2008-05-23,955.5040320594717
2008-05-26,950.161029307948
2008-05-27,953.4268878023784
2008-05-28,955.7322068363637
2008-05-29,961.5968164153348
2008-05-30,966.6251462867396
2008-06-02,962.6536528730081
2008-06-03,958.021767333086
2008-06-04,958.3382331085808
2008-06-05,967.0843153128724
2008-06-06,954.698538287457
2008-06-09,948.0840512219626
2008-06-10,936.0658223788423
2008-06-11,927.112559809747
2008-06-12,922.4029441289125
2008-06-13,931.1708145301412
2008-06-16,937.6897381286752
2008-06-17,936.5624498078447
2008-06-18,930.1470385295032
2008-06-19,927.010599292394
2008-06-20,913.5921383741002
2008-06-23,911.0798896447759
2008-06-24,908.0706141750475
2008-06-25,913.5529157290277
2008-06-26,899.0468649822765
2008-06-27,893.8758411107597
2008-06-30,895.3532979905193
2008-07-01,891.0510231402573
2008-07-02,880.1386602286304
2008-07-03,877.4730532466239
2008-07-04,875.7059120362188
2008-07-07,873.1480320331194
2008-07-08,875.8034599746077
2008-07-09,872.0019094628757
2008-07-10,873.7712954308256
2008-07-11,866.9143554357805
2008-07-14,862.1814356774236
2008-07-15,852.5645822346387
2008-07-16,863.3660735643961
2008-07-17,876.1200237904729
2008-07-18,874.9435612626954
2008-07-21,878.242576545301
2008-07-22,883.3660288741454
2008-07-23,889.6812828986845
2008-07-24,878.6933771385732
2008-07-25,874.5102980914189
2008-07-28,865.6856435737358
2008-07-29,871.1909427316032
2008-07-30,885.7715974442165
2008-07-31,881.8027158862018
2008-08-01,874.025013155553
2008-08-04,866.231194428442
2008-08-05,878.1386894933532
2008-08-06,884.8434286908974
2008-08-07,874.5169452893074
2008-08-08,880.0953108550827
2008-08-11,887.2844208240622
2008-08-12,879.0654945281098
2008-08-13,870.5183518237313
2008-08-14,874.0853791284474
2008-08-15,872.7209810145525
2008-08-18,867.1891425123453
2008-08-19,854.3629878998619
2008-08-20,859.7782330262861
2008-08-21,862.1469136177851
2008-08-22,866.7644188579001
2008-08-25,860.0022757334285
2008-08-26,857.4084156177963
2008-08-27,863.4975766470385
2008-08-28,872.066210616413
2008-08-29,869.7756112858301
2008-09-01,862.8886112904406
2008-09-02,857.1573940998128
2008-09-03,851.2842402789137
2008-09-04,831.5553180335905
2008-09-05,825.5873905071809
2008-09-08,845.4606456224307
2008-09-09,824.3121142840181
2008-09-10,825.3242498220378
2008-09-11,824.514978541928
2008-09-12,836.1023254113746
2008-09-15,811.9112423133766
2008-09-16,806.7133123737106
2008-09-17,785.3678027943976
2008-09-18,800.051892666282
2008-09-19,841.2558663914468
2008-09-22,825.5825768205788
2008-09-23,816.381257800295
2008-09-24,814.6714272007762
2008-09-25,822.6535624841343
2008-09-26,817.3444153285864
2008-09-29,766.1923366607422
2008-09-30,779.9094825637324
2008-10-01,780.3322502724834
2008-10-02,751.8347447398721
2008-10-03,745.433055239643
2008-10-06,707.1919914830697
2008-10-07,684.4532463802166
2008-10-08,660.9499382344069
2008-10-09,631.865655229671
2008-10-10,603.8942836485292
2008-10-13,655.3144950572981
2008-10-14,673.2909874530385
2008-10-15,629.4777551373579
2008-10-16,620.815501465417
2008-10-17,627.9396347240181
2008-10-20,652.2681389793001
2008-10-21,641.4507549674895
2008-10-22,602.3558778982648
2008-10-23,599.0851236384952
2008-10-24,572.9980479713154
2008-10-27,548.9085447631819
2008-10-28,587.4200904551681
2008-10-29,603.3278930658103
2008-10-30,627.8938305907774
2008-10-31,632.163665902351
2008-11-03,634.1853053639925
2008-11-04,660.3394460979538
2008-11-05,645.4912233411269
2008-11-06,611.0386894355534
2008-11-07,617.9322485580635
2008-11-10,618.6275825074707
2008-11-11,599.3993291031018
2008-11-12,577.6249121072276
2008-11-13,592.8084369636965
2008-11-14,581.8124467367422
2008-11-17,570.6093946886815
2008-11-18,570.2482973500544
2008-11-19,545.9841470861799
2008-11-20,513.7115049408594
2008-11-21,530.2170149387385
2008-11-24,558.0128281504298
2008-11-25,566.8559094861589
2008-11-26,577.0222794137742
2008-11-27,581.4495974269379
2008-11-28,588.4560734465914
2008-12-01,550.0735432249239
2008-12-02,556.2401916953444
2008-12-03,566.5263183722975
2008-12-04,554.7015565110615
2008-12-05,562.7048076674232
2008-12-08,589.8628259158006
2008-12-09,582.5383574528979
2008-12-10,591.0559244425011
2008-12-11,584.1928312392
