Date,AC ASIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,999.5593456071061
2007-10-02,1018.3492214684436
2007-10-03,1021.4075818313211
2007-10-04,1016.5810262537946
2007-10-05,1018.1640175679913
2007-10-08,1014.160368724351
2007-10-09,1022.8617515011099
2007-10-10,1027.1367825461832
2007-10-11,1036.5005967981556
2007-10-12,1024.888710374543
2007-10-15,1028.4068618093613
2007-10-16,1018.7153221012302
2007-10-17,1008.7574680973902
2007-10-18,1021.2192848836564
2007-10-19,1010.474219263797
2007-10-22,994.2685292291686
2007-10-23,1002.2882291361947
2007-10-24,1003.3167309483151
2007-10-25,1001.352121891174
2007-10-26,1020.7136085557073
2007-10-29,1041.0904311725344
2007-10-30,1038.5499806170553
2007-10-31,1040.4609713562847
2007-11-01,1049.5925969543741
2007-11-02,1029.1689467381584
2007-11-05,1011.9017011292367
2007-11-06,1014.5842918000938
2007-11-07,1015.3293246281573
2007-11-08,995.0048907066829
2007-11-09,995.5051674048234
2007-11-12,975.734222019305
2007-11-13,969.523355500221
2007-11-14,994.4285505165625
2007-11-15,992.0460491516959
2007-11-16,974.9349284452081
2007-11-19,970.642920972946
2007-11-20,976.1260322436497
2007-11-21,961.2739789529882
2007-11-22,957.6722415517589
2007-11-23,963.2195038025307
2007-11-26,985.4857226389553
2007-11-27,986.166289435653
2007-11-28,975.3535208513515
2007-11-29,1003.7711261242674
2007-11-30,1006.0370122654948
2007-12-03,1010.1036861859263
2007-12-04,1011.3484560390946
2007-12-05,1013.4379371916726
2007-12-06,1024.955648333193
2007-12-07,1023.6653292185553
2007-12-10,1018.9525485833547
2007-12-11,1029.123870768197
2007-12-12,1015.2356943446562
2007-12-13,993.7917309660799
2007-12-14,978.57137561872
2007-12-17,956.6881578888365
2007-12-18,955.1720117944059
2007-12-19,951.3605577855457
2007-12-20,954.0285963491543
2007-12-21,961.3002283357748
2007-12-24,966.1426755202671
2007-12-25,978.6504056600429
2007-12-26,985.8526671135564
2007-12-27,981.6207246953129
2007-12-28,976.1069111198889
2007-12-31,986.5636976966138
2008-01-01,986.4689733109932
2008-01-02,993.533336907296
2008-01-03,990.9355571744235
2008-01-04,974.4812423323887
2008-01-07,956.8080974200166
2008-01-08,957.2165203338657
2008-01-09,969.9577871391523
2008-01-10,955.641362563077
2008-01-11,946.1092139519752
2008-01-14,949.7052355628482
2008-01-15,942.8174921777071
2008-01-16,908.2117237650375
2008-01-17,919.5158270667391
2008-01-18,922.496765434741
2008-01-21,892.8726666918651
2008-01-22,836.266821721069
2008-01-23,866.8511241750513
2008-01-24,876.8821168151201
2008-01-25,912.2396603882281
2008-01-28,880.2468476390328
2008-01-29,900.5406296738288
2008-01-30,887.3923128226076
2008-01-31,904.5786643277719
2008-02-01,907.2365036254873
2008-02-04,923.2348075994283
2008-02-05,917.43438145661
2008-02-06,883.3402857037555
2008-02-07,884.6619938351422
2008-02-08,870.0227321497624
2008-02-11,864.0069509320452
2008-02-12,863.5445502815106
2008-02-13,863.1812039174043
2008-02-14,895.6300689211815
2008-02-15,899.7702186971457
2008-02-18,893.5419636772649
2008-02-19,907.0016278611422
2008-02-20,879.4252448022805
2008-02-21,899.8796230057826
2008-02-22,893.0176075991001
2008-02-25,904.895612761851
2008-02-26,908.7936669017429
2008-02-27,928.1497422125531
2008-02-28,927.4897210158853
2008-02-29,919.2250533832868
2008-03-03,886.1474242829214
2008-03-04,886.4810324877243
2008-03-05,878.2577612256647
2008-03-06,895.7794258596604
2008-03-07,867.0551274591636
2008-03-10,856.6721475632139
2008-03-11,859.7809235972635
2008-03-12,875.6741350195966
2008-03-13,854.0904599193627
2008-03-14,846.2048999481239
2008-03-17,829.6260597015174
2008-03-18,830.0429271305768
2008-03-19,846.4310469007884
2008-03-20,847.8234957569065
2008-03-21,861.0032108694177
2008-03-24,858.4697615689413
2008-03-25,885.9454068267569
2008-03-26,894.037732378678
