Date,AC ASIA PACIFIC ESG LEADERS
2007-09-28,1000.0
2007-10-01,1000.7415505108144
2007-10-02,1017.4094569053327
2007-10-03,1021.5232019936249
2007-10-04,1015.7464237059332
2007-10-05,1019.5751461469156
2007-10-08,1016.8074987427469
2007-10-09,1025.7458844483458
2007-10-10,1030.5789774381826
2007-10-11,1039.801687562707
2007-10-12,1029.1061346003162
2007-10-15,1031.0775617019779
2007-10-16,1017.4625295833947
2007-10-17,1010.4238177340587
2007-10-18,1023.2331544812232
2007-10-19,1012.4265268348313
2007-10-22,993.9797096723707
2007-10-23,1006.1682484095489
2007-10-24,1007.4714513917592
2007-10-25,1007.4009479223023
2007-10-26,1027.2518159731112
2007-10-29,1046.9690424507485
2007-10-30,1043.5286558012524
2007-10-31,1047.4318379936574
2007-11-01,1054.813256705322
2007-11-02,1034.728964502495
2007-11-05,1018.2445965759432
2007-11-06,1022.2854396756421
2007-11-07,1026.448390145976
2007-11-08,1003.8966817809846
2007-11-09,1001.8682645879916
2007-11-12,976.534505113747
2007-11-13,975.7196764237505
2007-11-14,1001.0365727406321
2007-11-15,995.4147244206761
2007-11-16,978.782655463414
2007-11-19,976.4465891005349
2007-11-20,979.2930794502273
2007-11-21,961.233637178443
2007-11-22,957.6751254651816
2007-11-23,961.7935362835117
2007-11-26,983.8382715905394
2007-11-27,983.4928362157725
2007-11-28,974.8981227819811
2007-11-29,999.4467108896189
2007-11-30,1004.0144526183052
2007-12-03,1007.034822469542
2007-12-04,1006.605060274038
2007-12-05,1007.4574132483918
2007-12-06,1019.4470940987743
2007-12-07,1021.2407749439136
2007-12-10,1017.1881605454269
2007-12-11,1027.252194572496
2007-12-12,1014.7832980505185
2007-12-13,994.9620552867557
2007-12-14,977.9578270003568
2007-12-17,954.9569816385933
2007-12-18,953.9335594355376
2007-12-19,948.728516157467
2007-12-20,949.7755211397827
2007-12-21,959.5878837269393
2007-12-24,965.3501892957503
2007-12-25,975.80209260918
2007-12-26,982.249101695596
2007-12-27,979.6771285488247
2007-12-28,975.6209220739158
2007-12-31,984.739384344654
2008-01-01,984.6602371039207
2008-01-02,991.2157760903895
2008-01-03,988.0466558967867
2008-01-04,972.9527097704641
2008-01-07,953.716226612236
2008-01-08,956.2392063301785
2008-01-09,965.5338616913716
2008-01-10,954.2775895254763
2008-01-11,945.4614997214612
2008-01-14,949.3169289648157
2008-01-15,941.9931027011759
2008-01-16,906.9958266047014
2008-01-17,917.8690306318382
2008-01-18,920.1942006436736
2008-01-21,888.8588466975575
2008-01-22,833.6883630551313
2008-01-23,863.1626311293409
2008-01-24,876.5901707941349
2008-01-25,914.1571089260929
2008-01-28,887.7139955176148
2008-01-29,901.6223238530436
2008-01-30,887.3930099433142
2008-01-31,902.541204284883
2008-02-01,910.5149213641249
2008-02-04,924.6457835846845
2008-02-05,915.6947091273173
2008-02-06,883.4844582388122
2008-02-07,882.9254815661698
2008-02-08,873.9229420622195
2008-02-11,866.1302419056535
2008-02-12,867.4191222229475
2008-02-13,860.6370273261364
2008-02-14,892.6327630926086
2008-02-15,894.003605373982
2008-02-18,887.657664876988
2008-02-19,902.4526083243087
2008-02-20,875.4316480606772
2008-02-21,895.0362280960254
2008-02-22,887.5382574300056
2008-02-25,901.2883502820116
2008-02-26,907.7418909513885
2008-02-27,928.6039762867225
2008-02-28,925.236849807394
2008-02-29,913.5241065556213
2008-03-03,882.1921317526316
2008-03-04,880.7866339775845
2008-03-05,874.4052695605059
2008-03-06,889.9961727809828
2008-03-07,861.109054076191
2008-03-10,849.3866495307243
2008-03-11,853.3822688234894
2008-03-12,871.6078576403497
2008-03-13,851.3809649420082
2008-03-14,845.2721433499187
2008-03-17,825.0206601162788
2008-03-18,828.2355066420582
2008-03-19,847.3766929139938
2008-03-20,842.0697302862437
2008-03-21,853.0658940122693
2008-03-24,852.5147941047613
2008-03-25,882.1137747418456
2008-03-26,891.3375899220669
2008-03-27,880.5950117154086
2008-03-28,890.0090562787818
2008-03-31,873.5258075421611
2008-04-01,867.7728045199118
2008-04-02,898.7844403425956
2008-04-03,912.5364789411749
2008-04-04,910.4493554331165
2008-04-07,913.6212499841445
2008-04-08,899.8415079101229
2008-04-09,889.4145324770615
2008-04-10,891.449698793796
2008-04-11,906.1501110269007
2008-04-14,885.8910808338197
2008-04-15,888.8051084261157
2008-04-16,902.5601427496965
2008-04-17,910.9411979536384
2008-04-18,902.562223533382
2008-04-21,933.4940975168788
2008-04-22,921.8402588518601
2008-04-23,923.2475621060105
2008-04-24,917.1070079144288
2008-04-25,929.9920355895524
2008-04-28,941.0258148689222
2008-04-29,946.1130748266312
2008-04-30,942.597317932387
2008-05-01,938.4601792834136
2008-05-02,952.5708515322488
2008-05-05,953.7198129093474
2008-05-06,955.7679398326071
2008-05-07,951.2992049272461
2008-05-08,948.507727842395
2008-05-09,936.0486061783837
2008-05-12,937.878454125072
2008-05-13,944.0365222590684
2008-05-14,941.4204112178943
2008-05-15,955.5300223505637
2008-05-16,965.6899656783896
2008-05-19,968.0649598073268
2008-05-20,965.0568272464387
2008-05-21,955.0683660411347
2008-05-22,949.8252849956114
2008-05-23,946.786453881175
2008-05-26,927.7543359401592
2008-05-27,935.612865124046
2008-05-28,924.4396745523196
2008-05-29,935.8898696583043
2008-05-30,947.3080808276507
2008-06-02,958.3632362513619
2008-06-03,942.37673396
2008-06-04,953.0377940170579
2008-06-05,944.8394278924628
2008-06-06,955.3247567655916
2008-06-09,932.6554680986494
2008-06-10,909.5174848101221
