Date,AC ASEAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1022.2556261324971
2007-10-02,1047.9527140128253
2007-10-03,1050.7932671318747
2007-10-04,1058.3639737779326
2007-10-05,1071.5824745295388
2007-10-08,1083.9927768282262
2007-10-09,1085.9384845969666
2007-10-10,1097.5548901484692
2007-10-11,1107.2844599134307
2007-10-12,1101.932926572307
2007-10-15,1102.9717687436566
2007-10-16,1093.7360484287199
2007-10-17,1088.3876504465345
2007-10-18,1086.0084556168117
2007-10-19,1070.765201298279
2007-10-22,1036.0202338767074
2007-10-23,1056.3315245459007
2007-10-24,1047.3201966143663
2007-10-25,1078.1008100441084
2007-10-26,1094.9335288574334
2007-10-29,1116.1386693753539
2007-10-30,1115.7634099859465
2007-10-31,1103.212553898552
2007-11-01,1111.1764293622646
2007-11-02,1102.1809430512403
2007-11-05,1084.7463367839043
2007-11-06,1090.691276103333
2007-11-07,1108.492298114734
2007-11-08,1095.8055268380674
2007-11-09,1089.2513267949978
2007-11-12,1063.2772732545116
2007-11-13,1060.9376011311679
2007-11-14,1072.429590457267
2007-11-15,1060.330378211126
2007-11-16,1046.3932210506769
2007-11-19,1042.796224933583
2007-11-20,1030.6072460350454
2007-11-21,1006.3996240912352
2007-11-22,1003.1514576237339
2007-11-23,1015.3201378842134
2007-11-26,1031.7931055549213
2007-11-27,1022.8143157267689
2007-11-28,1026.1453854883064
2007-11-29,1047.6180789110242
2007-11-30,1045.9933041429874
2007-12-03,1064.6948785966765
2007-12-04,1072.3266260083362
2007-12-05,1079.9068374481158
2007-12-06,1093.3822042824927
2007-12-07,1093.239199265876
2007-12-10,1093.6839521008794
2007-12-11,1094.59270747405
2007-12-12,1083.5586220728605
2007-12-13,1073.0293632548432
2007-12-14,1060.2234089850335
2007-12-17,1029.8978107452494
2007-12-18,1020.081824077469
2007-12-19,1020.5286772543981
2007-12-20,1017.9220512552382
2007-12-21,1034.2959610638538
2007-12-24,1041.0164708578268
2007-12-25,1049.288989060708
2007-12-26,1059.093279066044
2007-12-27,1067.3277533538176
2007-12-28,1071.1646483564161
2007-12-31,1074.6192640089716
2008-01-01,1074.6192640089716
2008-01-02,1061.8799962303879
2008-01-03,1053.358737501232
2008-01-04,1067.2061971131527
2008-01-07,1062.4140026778357
2008-01-08,1078.7897833220743
