Date,EM LATIN AMERICA SMALL GROWTH
1996-05-31,241.63628904013626
1996-06-28,241.5841290766022
1996-07-31,233.1929371295858
1996-08-30,232.9686035251672
1996-09-30,238.1360137259837
1996-10-31,233.5782827512966
1996-11-29,234.49943274610644
1996-12-31,235.6441525973754
1997-01-01,235.4683922595549
1997-01-02,234.7169853308817
1997-01-03,235.53504208796775
1997-01-06,236.4841904955337
1997-01-07,237.39145156396046
1997-01-08,236.5330264781361
1997-01-09,237.0772458462549
1997-01-10,237.37413215060425
1997-01-13,237.81780916497192
1997-01-14,239.6921821465465
1997-01-15,242.6164350957388
1997-01-16,242.4796287434847
1997-01-17,244.48515714536302
1997-01-20,245.39429160198696
1997-01-21,246.4345332193401
1997-01-22,245.74938397032773
1997-01-23,246.67327683410699
1997-01-24,246.6611870555143
1997-01-27,244.23311994973994
1997-01-28,246.1293712823974
1997-01-29,246.05800489309922
1997-01-30,247.01716776751618
1997-01-31,248.52156234762987
1997-02-03,248.9145727000811
1997-02-04,250.15656309188924
1997-02-05,250.62018585167195
1997-02-06,251.0295455349859
1997-02-07,253.06636502008965
1997-02-10,253.26554014524172
1997-02-11,254.7016260150164
1997-02-12,258.6529619601053
1997-02-13,257.6817415552388
1997-02-14,257.98321552449994
1997-02-17,259.07127626922914
1997-02-18,259.5066604037995
1997-02-19,260.40120297603943
1997-02-20,260.07904806378053
1997-02-21,263.65017474889447
1997-02-24,264.95890395768345
1997-02-25,265.65086161603125
1997-02-26,265.0326873866238
1997-02-27,262.14493372252144
1997-02-28,262.46370691091363
1997-03-03,261.5974947363647
1997-03-04,260.5105283421811
1997-03-05,260.445624086614
1997-03-06,261.0177208821036
1997-03-07,262.9195602971202
1997-03-10,265.5375178705638
1997-03-11,264.36747978791374
1997-03-12,262.9793544907566
1997-03-13,260.53186308608457
1997-03-14,261.3270462685868
1997-03-17,260.25125633668256
1997-03-18,259.32539657345455
1997-03-19,259.899742585031
1997-03-20,259.49747871595855
1997-03-21,259.3160654665284
1997-03-24,260.1360955814794
1997-03-25,260.7523222754031
1997-03-26,261.70629933978245
1997-03-27,262.09562748907916
1997-03-28,262.066058917543
1997-03-31,258.9415263719305
1997-04-01,259.1808110158347
1997-04-02,258.5249931215996
1997-04-03,259.1044124731491
1997-04-04,260.0063975819118
1997-04-07,261.316065538877
1997-04-08,261.63935358761375
1997-04-09,261.1119353114492
1997-04-10,260.6524534625555
1997-04-11,260.29294219179815
1997-04-14,258.18805250658244
1997-04-15,258.1834480107321
1997-04-16,259.1011723910271
1997-04-17,258.50902923137306
1997-04-18,259.35532718182503
1997-04-21,258.8627835714402
1997-04-22,259.53538778148373
1997-04-23,260.8858493834197
1997-04-24,261.85038144808124
1997-04-25,262.7252279778262
1997-04-28,262.3084852690371
1997-04-29,264.3207158511227
1997-04-30,264.81778006340045
1997-05-01,264.8556275918389
1997-05-02,265.37325012073853
1997-05-05,265.1066284816794
1997-05-06,265.68780812282677
1997-05-07,265.92758248042014
1997-05-08,266.98252423671505
1997-05-09,268.3670718664551
1997-05-12,270.44663767591277
1997-05-13,271.7771419944235
1997-05-14,271.71252742662995
1997-05-15,273.15899143972666
1997-05-16,272.0844274553973
1997-05-19,271.6983720913674
1997-05-20,273.45764020022284
1997-05-21,274.17238651283844
1997-05-22,274.05329880651533
1997-05-23,274.15924979468673
1997-05-26,273.97532034877975
1997-05-27,273.7656258308578
1997-05-28,273.65798053891285
1997-05-29,273.842534414354
1997-05-30,277.9143419582179
1997-06-02,278.1548870734268
1997-06-03,278.17915301649583
1997-06-04,278.4639887720238
1997-06-05,277.0506000967912
1997-06-06,277.9091466361263
1997-06-09,279.0514575594075
1997-06-10,278.061679394785
1997-06-11,278.767987899935
1997-06-12,281.2953929697677
1997-06-13,282.9542833810999
1997-06-16,284.6991765830584
1997-06-17,285.97695829367115
1997-06-18,286.7663565048312
1997-06-19,288.58063919869664
1997-06-20,289.3235519504076
1997-06-23,287.4700116535254
1997-06-24,289.40351571041265
1997-06-25,289.28959775817003
1997-06-26,290.4536970150511
1997-06-27,289.25357120312367
1997-06-30,290.42745961920116
1997-07-01,292.81101886871164
1997-07-02,296.40021728510874
1997-07-03,297.3743952510712
1997-07-04,300.0320363756511
1997-07-07,302.46489228907075
1997-07-08,304.36789655732224
1997-07-09,304.7303540007374
1997-07-10,307.08238703650227
1997-07-11,307.5568773848502
1997-07-14,305.262720465122
1997-07-15,298.01226541118984
1997-07-16,302.43322610844115
1997-07-17,301.39171292838665
1997-07-18,299.2220198508206
1997-07-21,296.66412052441575
1997-07-22,300.0761902985411
1997-07-23,301.6630521933788
1997-07-24,302.26833575080525
1997-07-25,302.72639643101434
1997-07-28,304.05324943084804
1997-07-29,305.7906599680495
1997-07-30,306.82998112688813
1997-07-31,308.0624924555773
1997-08-01,307.04734549296603
1997-08-04,306.46819958186165
1997-08-05,307.0105960969537
1997-08-06,310.02234216320915
1997-08-07,308.7015241867092
1997-08-08,307.96865721624556
1997-08-11,307.3583384170879
1997-08-12,307.1762670792806
1997-08-13,306.52326468155877
1997-08-14,307.65130437408845
1997-08-15,306.98351023635144
1997-08-18,303.94760595161705
1997-08-19,303.0496305147688
1997-08-20,304.1397660431543
1997-08-21,303.3453810402318
1997-08-22,302.6930659698659
1997-08-25,303.71798012824814
1997-08-26,301.88280502060877
1997-08-27,302.81063205707693
1997-08-28,300.11221043978253
1997-08-29,294.9278146887412
1997-09-01,292.53564974740664
1997-09-02,294.91166643431364
1997-09-03,295.5458038789241
1997-09-04,294.7671589669786
1997-09-05,297.3617699393683
1997-09-08,297.3623584498078
1997-09-09,297.5177350090408
1997-09-10,298.05055491674534
1997-09-11,295.46248332144984
1997-09-12,296.9615401983141
1997-09-15,295.4324916038702
1997-09-16,296.5859527708495
1997-09-17,298.8026908776801
1997-09-18,300.04369402306185
1997-09-19,298.94084794964107
1997-09-22,298.5428212344893
1997-09-23,298.21265050257307
1997-09-24,300.52449989060113
1997-09-25,300.46835502784194
1997-09-26,301.2031574924779
1997-09-29,301.59372554998816
1997-09-30,302.809388618705
1997-10-01,301.92985499941324
1997-10-02,304.5508886003274
1997-10-03,304.4811622326957
1997-10-06,305.2490320840919
1997-10-07,306.7775839841519
1997-10-08,304.9470729359524
1997-10-09,306.693566960537
1997-10-10,306.9449776789322
1997-10-13,306.3318611943771
1997-10-14,308.034891144872
1997-10-15,308.1908008207139
1997-10-16,308.1693486773703
1997-10-17,307.16286883289723
1997-10-20,307.30954871857705
1997-10-21,307.993144087962
1997-10-22,307.9734749603696
1997-10-23,299.7687063242009
1997-10-24,295.0212129055112
1997-10-27,275.09845983159323
1997-10-28,280.22033366181734
1997-10-29,280.0113998001614
1997-10-30,269.87592571707813
1997-10-31,270.24985995722557
1997-11-03,274.9543983392491
1997-11-04,273.83049379222996
1997-11-05,272.7309611348967
1997-11-06,272.2605073895679
1997-11-07,264.6591466918254
