Date,EM EUROPE SMALL GROWTH
1996-11-29,264.2833485443124
1996-12-31,264.21507184810855
1997-01-01,264.21507184810855
1997-01-02,269.2120068577674
1997-01-03,272.4911505690762
1997-01-06,275.2626271453462
1997-01-07,280.7787743501065
1997-01-08,286.0804757939953
1997-01-09,287.63069756892935
1997-01-10,288.80324934946617
1997-01-13,288.42301702551373
1997-01-14,292.9784598448965
1997-01-15,295.6472071581034
1997-01-16,297.9079820403812
1997-01-17,297.38190175285064
1997-01-20,297.71751371525613
1997-01-21,300.7768888563395
1997-01-22,299.64915365019414
1997-01-23,308.2404202023724
1997-01-24,320.9413668476401
1997-01-27,336.71170456440746
1997-01-28,320.20844109694804
1997-01-29,326.7100805059344
1997-01-30,333.52923698403384
1997-01-31,335.8505325396182
1997-02-03,334.86823901544085
1997-02-04,326.4047848183371
1997-02-05,330.25667331416787
1997-02-06,337.9146905136025
1997-02-07,335.82269929488547
1997-02-10,336.7868312802104
1997-02-11,334.84834850289866
1997-02-12,337.3639664840513
1997-02-13,338.3060215517125
1997-02-14,337.2647727137427
1997-02-17,336.0345773329379
1997-02-18,341.782722241809
1997-02-19,340.85853792278266
1997-02-20,341.8951529987765
1997-02-21,337.8562619826051
1997-02-24,340.4452460121404
1997-02-25,342.0046305125051
1997-02-26,339.60985736195687
1997-02-27,334.51801036614796
1997-02-28,335.3480338077089
1997-03-03,325.83057592999654
1997-03-04,316.2786996969173
1997-03-05,306.79767208090084
1997-03-06,314.42097475295554
1997-03-07,308.3249950443339
1997-03-10,313.1633035980794
1997-03-11,310.95080031413875
1997-03-12,307.43994174067
1997-03-13,312.1460504942038
1997-03-14,311.08509093027396
1997-03-17,317.39981206500477
1997-03-18,319.2295759409128
1997-03-19,319.9397248631878
1997-03-20,318.52710702169946
1997-03-21,318.8389214277555
1997-03-24,316.5878108484281
1997-03-25,310.7032781741107
1997-03-26,313.2909903049888
1997-03-27,309.9490801751899
1997-03-28,313.6455631237108
1997-03-31,312.42592883479887
1997-04-01,309.45890756371534
1997-04-02,308.6198739797143
1997-04-03,305.4146159033186
1997-04-04,304.7420436066106
1997-04-07,296.29515625603824
1997-04-08,295.71563248650654
1997-04-09,294.81048662760486
1997-04-10,292.95490638493857
1997-04-11,290.8942749433528
1997-04-14,288.02728130618624
1997-04-15,290.659376433709
1997-04-16,291.1367694519245
1997-04-17,294.1526610673761
1997-04-18,293.10616655101376
1997-04-21,294.65568410514214
1997-04-22,293.6494190116429
1997-04-23,294.7847115359343
1997-04-24,287.77851831332947
1997-04-25,285.73384969254215
